	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1
15609	4	0	2	1	0	1
15610	424	431	965.001	467	633.999	843
15611	2	0	3	0	0	0
15612	0	0	0	0	0	0
15613	273	123	448	553	868	701
15614	6116	2571	6858	4847	8300	7989.973
15615	2	0	1	0	1	0
15616	11588.37	7762.226	14530.191	11334.988	26012.546	15088.362
15617	51	53	51	60	72	56.001
15618	97.999	82.001	115.999	108.001	129.001	129
15619	182	70	124	151	290.941	216.721
15620	121	76	137	144	166	164
15621	116	127	151.001	136	186.999	108
15622	2.655	0	10.077	4.286	0	8.231
15623	6002.517	2008.007	4887.02	3453.964	8511	6113.002
15624	1072.108	426.863	1086.309	660.122	1501.997	1179.637
15625	1	0	0	0	0	0
15626	207	96	269.677	202.999	390.023	381
15627	877	762	4438	2445.807	5017.892	4276.904
15628	0	0	0	0	0	0
15629	1	0	0	0	0	1
15630	1864	1424	2946	2176	3764	3718
15631	30.18	26.039	85.376	60.06	71.616	70.852
15632	41	25	31	50	59	59
15633	533.141	209.419	496.346	427.616	688.895	759.54
15634	5238.283	3439.263	6212.727	4632.707	8171.012	6893
15635	0	0	0	0	0	0
15636	33	11	27	14	19	42
15637	2.005	1.049	0.838	0	2.277	1.098
15638	0	1	0	0	1	3
15639	0	0	1	0	0	0
15640	15	11.004	22	14	21	29
15641	12	36	43	65	117	64
15642	14	8	20	19	14.82	37.999
15643	96.09	74.384	129.274	91.184	121.977	120.998
15644	228.928	124.476	362.551	167.676	245.078	272.219
15645	0	0	0	0	0	0
15646	403.21	307.818	459.952	582.756	585.755	980.757
15647	1430.22	1942.981	2794.249	1740.658	2628.009	1946.894
15648	0	0	0	0	0	1
15649	1215	1810.999	2208	1344	1735	1759
15650	5.005	1.001	2.001	2	7.003	0
15651	165	161	202	241	428	261
15652	18	18	6	20	22	22
15653	10	5	2	2	3	11
15654	73	56	66	107	85	164
15655	507	293	476	416.001	631.001	611
15656	143	288	354	188	184	210
15657	243.408	247.279	452.889	128.222	357.761	46.028
15658	38.021	30.988	68.473	35.212	53.264	47.188
15659	2896.023	2054.341	3875.26	2703.15	4897.2	4506.021
15660	0	0	0	0	0	0
15661	178	160	205	208.999	240.001	275
15662	0	0	0	0	0	0
15663	732	869	1595	1092	1728	1264
15664	3	1.002	5	0	1	3
15665	260	218	276	236	392	387
15666	0	1	0	0	0	0
15667	3073	4672	5492	3535	5471.001	4088.999
15668	425	445	579	524	582	888
15669	5	3	0	3	2	3
15670	0	0	0	1	0	1
15671	11	24	24	23	29	42
15672	329	278.999	408.999	328.999	477.001	647.001
15673	1592.001	1894.916	2517.101	1937	2357.234	3094.305
15674	2	2	0	4	2.669	0
15675	0	0	0	0	0	1.001
15676	0	0	0	0	0	0
15677	935.962	1139.803	1487.805	1253.629	1588.828	1604.314
15678	0	0	0	0	0	0
15679	2	1	0	0	1	0
15680	0	0	0	0	1	0
15681	33.323	32.26	65.215	60.842	65.501	70.505
15682	5344.62	6220.131	7822.012	5639.943	7835.994	7680.809
15683	0	0	0	0	0	0
15684	0	0	0	0	0	0
15685	0	1	0	3	5	2
15686	0	0	0	0	0	0
15687	0	0	0	0	0	0
15688	54	54.889	60	59	62	83
15689	86	118	144.001	108	121	104.195
15690	0	0	0	0	0	0
15691	0	0	0	0	0	0
15692	560.001	474.29	842.271	1221.001	1098.044	1232.892
15693	3	2	8	7	2	4
15694	32	35.999	76	66	52	99
15695	35	15	31	45	56	54
15696	0	0	0	0	0	0
15697	4.002	2.264	8.016	5.21	10.008	13.015
15698	0	1	0	0	0	2
15699	512.999	638.001	825.001	521.001	942.001	576.999
15700	195.513	148	251.342	170.001	288.592	264.001
15701	1.001	0	0	0	1.001	2.009
15702	0	0	0	0	0	0
15703	447.001	406.999	599.999	413.001	669.001	619
15704	857.566	1018.083	1260.161	1078.787	1200.292	1313.29
15705	0	0	0	0	0	0
15706	0	0	0	0	1	1
15707	1281	1252	1882.934	1283	2152.977	1634
15708	0	0	0	0	0	0
15709	0	0	0	0	0	0
15710	721.177	951.635	1268.311	777.861	1153.871	990.057
15711	3.996	3.639	2.103	1.069	3.773	4.024
15712	135	119	256	114	193	135
15713	2	5	1	3	6	5.001
15714	0	3.217	0	0	0	0
15715	0	0	0	0	0	0
15716	5.613	1.542	12.02	0	1.392	12.356
15717	1939.008	1985	3597.037	1926	2839	1875.294
15718	28	24	72	95	28	36
15719	339.629	281.489	530.096	166.149	335.974	288.813
15720	14.535	7.872	21.383	11.935	14.654	19.604
15721	1	0	1.087	3.061	0	10
15722	0	0	0	0	0	1
15723	0	0	0	0	0	0
15724	36	47	56	46	56	54
15725	2	7	0	1	5	3
15726	26	13	52	8	17	22
15727	0	0	0	0	0	0
15728	3	7	0	17	0	12
15729	133.921	70.375	185.929	119.697	203.716	220.234
15730	0	0	0	0	0	0
15731	3	0	0	4	2	13.999
15732	339.001	486.001	539	631	473	586.999
15733	18.401	9.281	19.891	28.983	22.188	34.837
15734	43.232	41.655	66.821	52.244	65.915	46.354
15735	270	250	428	340	479	449
15736	20.936	34	48	32.964	34.999	33
15737	548	513.001	748	533.999	786.001	688.999
15738	5546.038	7883.873	9586.969	7742.364	9263.721	9203.331
15739	3	0	0	1	1.044	1
15740	44.487	31	52.873	73.001	49.326	130.399
15741	665.932	947.647	1131.85	761.604	961.036	999.857
15742	16.072	21.001	21.05	12	22.016	20.043
15743	556	283	606	456	709	683.999
15744	382	365	597	514	808.56	727
15745	6	1	3	6	8	1
15746	2554.977	1911.978	3554.858	2131.969	2879.866	3249.933
15747	512.428	359.663	615.07	406.632	510.475	589.418
15748	239.069	266.622	332.105	282.85	390.908	357.231
15749	0	0	0	0	0	0
15750	156	183	255.999	181.83	250	266
15751	0	0	11	0	0	0
15752	258.774	175.326	249.765	176.993	491.695	555.827
15753	1	2	1	0	0	1
15754	0	0	0	0	0	0
15755	27	44	52	33	38	36.997
15756	1186.864	1221	1733	1158	1905	1876
15757	0	0	0	0	0	0
15758	163.132	121.6	227.982	135.174	255.09	297.508
15759	1	0	0	0	5.218	0
15760	6	22	38	19	24	16
15761	2743.009	1443.016	3865.218	2471.003	5641.005	3598
15762	20920.766	21731.036	31181.317	20583.07	22860.521	22481.833
15763	3.641	4	5.811	1.006	6.032	2.004
15764	29.225	29.527	46.831	28.409	37.436	41.04
15765	151	117	185.001	148	209.001	190
15766	15	6	9	35	4	61
15767	346	343	416	283	469	357
15768	785.818	430	706	751.999	997.982	1679.998
15769	52	83	94	72	84	81
15770	3124.285	4342.888	4370.028	4582.598	4548.57	5658.952
15771	0	0	0	0	0	0
15772	3	0	0	0	0	6
15773	6	12.069	11.314	4.064	5	9
15774	0	0	0	0	0	0
15775	427.759	892.883	986.812	963.004	818.93	771.309
15776	25	14	32	26	42	54
15777	964.987	701.699	1461.186	931.37	1379.864	1388.123
15778	177	122	162	173.999	98	491
15779	0	1	1	0	3.325	0
15780	890.458	1921.174	2130.069	1750.477	1555.922	1823.336
15781	28.03	32.842	55	47.026	88	57
15782	888.686	541.532	1044.001	622.207	1214.661	947.264
15783	12.003	10.101	21.784	8.004	20.979	10.011
15784	626.999	608	790	670	997.001	1090
15785	43.414	34.532	138.113	84.847	98.929	53.688
15786	0	0	0	0	0	0
15787	1415.315	869.86	1713.393	1350.855	2067.217	1635.915
15788	564.962	521.136	808.134	643.843	874.198	868.072
15789	582.999	793.999	948.056	741.999	890.046	906.002
15790	4	1.999	3.999	1.998	6	1.999
15791	0	0	0	0	0	0
15792	630.999	910.668	1078	853	952	1131
15793	45.389	42.443	75.501	66.579	54	80
15794	0	0	0	2	0	0
15795	0	0	0	4	1	0
15796	1544	1415.001	2160	1588	3057.001	2273.998
15797	122.61	164.878	186.121	187.48	206.579	224.639
15798	392.933	493.87	612.536	412.618	536.769	648.542
15799	2.506	1	0	1	0	3
15800	3659.151	4648.133	4790.818	3914.419	6292.215	4748.449
15801	0	0	0	0	0	0
15802	0	1.136	0	0	0	1.102
15803	0	0	0	0	0	1
15804	782.981	478.534	660.324	618.86	739.936	1365.224
15805	0	0	0	0	0	0
15806	5.015	5.019	11.041	2.613	6.147	5.981
15807	3.429	0	1	0	2.072	1.55
15808	66	20	1	3	8	17
15809	0	0	0	0	0	0
15810	2.236	2.162	3.045	1.006	3.028	1.089
15811	0	0	0	0	0	0
15812	2.047	2	3	1.001	2	4.999
15813	0	0	0	0	0	0
15814	432	445.999	700	600.999	715	816
15815	1122.001	1371	1671.999	1637.999	1489	2280
15816	9.936	1.578	10.337	5.325	9.885	9.266
15817	388.102	532.52	616.202	603.474	554.097	615.416
15818	0	0	0	0	0	0
15819	1278.014	1324.231	2018.068	1619.8	2303.256	2154.401
15820	831.578	316.949	1254.723	845.346	1627.615	1396.77
15821	553	816	851.999	729	779	1277
15822	2	0	0	2.999	1.983	0
15823	0	0	0	0	0	0
15824	268.875	328.802	410.391	327.777	468.072	459.544
15825	181.444	196.085	307.885	266.112	345.389	380.713
15826	792	708.001	1114.003	1043	1440.999	1230
15827	3507.884	4235.843	5792.18	4410.565	6495.345	5793.928
15828	0	0	1	0	1	0
15829	333.025	401.993	526.298	455.304	458.997	660.051
15830	0	1	0	0	0	0
15831	158.081	176.141	227.957	164.017	252.997	212.389
15832	34.758	34.608	127.529	68.161	92.715	76.658
15833	1336	1364	3018	1407	3206	2170
15834	54.199	64.971	28.164	72.125	44.528	159.131
15835	0	0	0	0	0	0
15836	145	155	186	249	184	511
15837	1060	1893	1774	1733	2908	1335
15838	1063.003	674.162	1290.571	946.951	1551.401	1617.591
15839	451.001	485.001	688	571	751	780.001
15840	0	0	0	0	0	0
15841	3.333	1.139	2.613	1.184	4.373	0
15842	23861.339	37017.222	39122.503	25699.719	31296.22	35582.762
15843	179.436	175.658	253.639	194.663	257.954	271.165
15844	1130.223	1046	1323.461	1063	1631.168	1822.609
15845	0	0	0	0	0	0
15846	344.44	289.962	507.47	393.503	563.548	578
15847	2	4	2.992	7	3	5
15848	0	0	0	0	0	0
15849	222	238	294	218	554	357
15850	1	0	0	0	0	1
15851	6.015	4.012	1	2.24	8.563	3.001
15852	0	0	0	1	2.002	2.002
15853	99	67	137	59	81.001	75
15854	10248.954	1917.734	7976.134	3097.317	5918.556	7483.143
15855	6	4.868	8.348	9	5	7.46
15856	6755.355	11559.442	15107.048	9104.572	13907.907	9300.649
15857	8	9	3	13	8	27
15858	0	0	0	0	0	0
15859	3610.999	2323	3487.001	2683.001	4515.999	5400
15860	301	149	246	333.001	384.001	583
15861	0	0	0	0	0	0
15862	0	0	0	0	0	0
15863	95.886	0	0	151.668	121.191	188.849
15864	17	31.001	50.001	54	35	58
15865	0	0	0	0	0	0
15866	23	20	7	73	14	93
15867	216.508	219.7	382.948	178.481	328.027	257.816
15868	687.999	779	1055	725.999	998.335	1016.999
15869	639	653	838	600	1065.001	881.999
15870	0	0	0	0	0	0
15871	0	0	0	0	0	0
15872	2	3	5	5	2	2
15873	0	0	0	0	0	0
15874	62.127	82.547	87.456	89.609	58.533	125.081
15875	514.784	722.01	850.095	737.562	666.166	1027.786
15876	4309.716	8811.203	10240.424	9687.906	8372.273	8894.193
15877	67.249	43.387	96.649	56.65	107.934	89.709
15878	0	0	0	0	0	0
15879	264.001	300	415	280	380	339
15880	1531.802	2592.009	3315.198	3110.044	2437.747	2755.49
15881	515	305	313	521.999	212	1538
15882	0	0	0	0	0	0
15883	96.345	66.483	162.21	117.849	164.424	161.894
15884	39	53	77	60	38	71
15885	20	16	6	35	47	35
15886	6	1	1	4	6	5
15887	0	0	0	0	0	0
15888	16	7	14.008	9.963	24.001	17
15889	3.872	6.273	0	2.841	1.277	1.698
15890	356.323	364.033	496.194	328.639	605.539	428.044
15891	2730.999	2108.999	3377	2289.304	4219.979	3907.045
15892	0	2	5	0	2	2
15893	635.001	297.001	829	707	1264.001	1418
15894	0	0	0	1	0	0
15895	4.744	9.277	5.468	3.091	8.123	10.065
15896	166.999	147.001	254	169.999	239	290.999
15897	0	0	0	0	0	0
15898	0.5	0	0	0	0	0
15899	253.001	130.005	259.001	206.999	407.362	276
15900	1680.145	1326.103	2193.779	1429.17	2552.778	2451.856
15901	0	0	0	0	0	0
15902	0	0	0	0	0	2
15903	0	2.059	0	0	0	0
15904	580	529.001	818	563	600	710.985
15905	0	1	0	0	0	0
15906	0	0	0	0	0	0
15907	1	5	9	5	8	5
15908	0	0	0	0	0	0
15909	2215	1756	3086	1756.999	3263	2828.999
15910	0	5.434	1.488	8.002	4.753	8.995
15911	25	14	8	26	3	77
15912	213.049	165.646	228	285.393	420.432	331.067
15913	0	0	0	0	0	0
15914	1605	2074.97	2524.485	1922.364	2252	2697
15915	0	3.274	1.153	3.536	6.969	5.318
15916	195.101	195.773	302.164	196.985	306.989	399.636
15917	96.668	81.25	173.349	89.099	142.583	98.999
15918	1.158	0	2.007	0	2.968	5.093
15919	0	0	0	0	0	0
15920	0	0	1	0	1.001	0
15921	1847.215	2141.568	2597.658	2192.423	2677.071	2826.132
15922	0	1	0	0	0	1
15923	1804.045	2014.407	1492.154	2264.604	803.527	5330.865
15924	46.417	22.094	45.919	20.007	82.165	51
15925	93.847	74.919	192.632	95.073	185.982	82.871
15926	463	215	550	319	681	512
15927	769	153.001	1093	702	1778	1395.001
15928	0	3	3.028	6.008	7.003	5
15929	19.178	17.841	19.366	12.962	7.169	38.542
15930	0	0	0	0	0	0
15931	236	239	336	294	165	587
15932	14.201	18.034	90.264	41.428	68.879	44.735
15933	1	7.006	3.335	6.021	3.306	4.005
15934	0	0	0	0	3.428	1.479
15935	0	0	0	0	0	0
15936	90.482	61.047	135.417	100.105	146.363	165.497
15937	0	0	0	0	0	0
15938	1.003	0	0	3.004	7.803	6.345
15939	0	6	0	1.191	1	5.996
15940	67	48	18	112	19	243
15941	550	222	390	396	495	1053
15942	1103.073	1268.67	1762.474	1153.01	1867.995	1521.46
15943	639.25	795.002	1025.001	803.998	776.167	1124.312
15944	1	1.713	1.632	4.664	2.71	0
15945	2	3.973	3	3	7	6
15946	132	44	108	61	151	112
15947	0	0	0	0	0	0
15948	0	0	2.038	0	1.023	0
15949	8	5	10	7	14	12
15950	428.994	275.011	431.018	417.01	225.225	1003.157
15951	388.867	865	499	818.986	779.042	1672.552
15952	0	2.007	0	2.003	0	2.006
15953	709.323	1098.801	1260.353	967.286	1093.776	1235.888
15954	0	0	0	0	0	0
15955	2.097	0	4.724	0	1.091	1.07
15956	0	1	0	1.002	0	0
15957	141	121	182	178.985	253	220
15958	228.999	261.001	388	257	345	394
15959	0	0	0	0	0	0
15960	26.141	11.071	21.111	10.041	36.936	25.143
15961	156	140.004	224	165	264.999	184.999
15962	1082	1016	1501	1088.951	1912	1752
15963	213.001	237.051	248.002	262	285.999	345.002
15964	423	313.001	507.996	353	454	640
15965	732	732	1082.999	664	1171	1026
15966	541.714	717.953	918.381	774.318	756.419	925.713
15967	46.359	71.01	96.521	80.52	76.208	97.809
15968	0	0	0	0	0	0
15969	62.06	85.988	112.098	117.349	107.952	126.052
15970	26.727	18.208	12.358	17.369	0	106.386
15971	1906.246	1976.26	2833.285	2112.753	2924.743	2814.809
15972	0	0	0	0	0	0
15973	10.921	11.436	19.152	31.009	32.027	56.142
15974	629.001	516.999	819	655	1097	891
15975	570.329	453.635	597.773	576.229	834.125	755.075
15976	41.027	37.029	63.898	30.962	26.888	46.03
15977	0	1	1	0	0	0
15978	1	2	3	0	3	1
15979	30	38	50	44	81	63
15980	1236.172	1806.957	2128.92	1549.548	1877.166	1989.253
15981	3	8.59	11.621	0	4	4.39
15982	11	20	67.645	14.453	29.859	28
15983	2.031	2	0	0.944	2.238	3.083
15984	476.999	485.001	657.999	516.785	727.001	670
15985	2	3	1	2	0	5
15986	8855.463	14170.005	16920.963	13056.809	13620.956	13299.872
15987	527	548	692	482	787	726
15988	632	407	818	702	827	1380
15989	61.166	0	75.373	111.27	110.072	54.565
15990	424.658	262.846	395.538	447.001	605.688	1187.29
15991	0	0	4	1	2.069	2.006
15992	174	142	219	161.445	274.04	267.043
15993	5.224	11.704	10.304	6.025	4	8.923
15994	0	0	0	0	0	0
15995	4	6	20	11	8.003	6.009
15996	0	0	0	0	1	0
15997	364.103	417.125	565.186	399.988	532.018	571.307
15998	0	0	0	0	0	0
15999	0	0	0	0	0	0
16000	0	0	0	0	0	0
16001	0	0	0	0	0	1
16002	3916.094	6735.366	7757.936	5693.182	6073.207	7334.969
16003	3	3	4	12	12	6
16004	340.531	578.025	635.921	526.69	478.005	665.996
16005	0	0	0	0	0	0
16006	3739.111	3256.317	5469.506	3788.367	5627.189	5206.118
16007	90	28	83	108	91.001	163
16008	5	3	18	4	0	16
16009	355.999	482.714	525.694	397.539	471	466.375
16010	2922.127	3144.734	4030.155	2756.292	4376.924	3729.507
16011	4	5	2	10	5	17
16012	1130	1190.999	1633.999	1322	1804.001	1911.001
16013	866.714	1380.215	1663.2	1277.09	1464.978	1413.294
16014	0	1	0	2	5	2
16015	2255.939	938	2018.001	1507.763	3200	2285
16016	519.682	393.497	608.537	678.099	1337.654	740.558
16017	5	32	16	29	14	79
16018	0	2	0	0.998	2	1.526
16019	0	0	0	0	0	0
16020	372.66	470.919	802.476	530.642	758.319	802.358
16021	0	0	0	0	0	1
16022	5450	4970	7866	5764.001	9208.983	8394.984
16023	76.29	42.697	76.834	79.641	151.888	138.375
16024	0	0	0	0	0	0
16025	0	0	0	0	0	0
16026	1	2	1	1	1	0
16027	0	0	0	0	5.044	0
16028	0	0	1	0	0	0
16029	651.455	725.69	828.992	791.326	1281.43	792.281
16030	0	0	0	0	0	0
16031	1107.999	539.998	981	754.999	1389.001	1704.999
16032	0	0	1	2	0	0
16033	706.249	905.322	1074.012	961.728	1074.122	1064.393
16034	648.827	410.296	760.849	562.012	886.957	987.739
16035	725.999	692	1036	876	1030	1445
16036	134	257	364	259	345	274
16037	0	0	0	1	0	0
16038	0	0	0	0	0	0
16039	0	1	0	0	1	0
16040	156	146	190	223.028	220	265
16041	0	3	1	1	0	0
16042	1	3	6	0	2	4
16043	3	0	2	1	8	4
16044	129.618	159.308	164.501	173.519	167.443	253.902
16045	18	25	17	14	13	14
16046	318.001	256.999	391	433	331.001	725.001
16047	256	202	288	235	410	490
16048	0	4	2	1	2	4
16049	1604.081	560.843	1690.965	1327.001	2698.085	2304.975
16050	65	64	79	79.999	76	83
16051	2890.051	3797.01	4361.124	4076.434	4471.409	6432.013
16052	0	0	0	0	0	0
16053	51	24.999	50	59	120.001	66.001
16054	0	0	0	0	2.302	0
16055	23.29	23.035	72.225	25.787	36.682	29.491
16056	0	0	0	0	0	0
16057	0	0	0	1	0	0
16058	466	640	754	581.001	763	865
16059	1669.999	1590	2192.001	1622.001	2415.999	2514.999
16060	0	0	0	0	0	0
16061	498	206	403	397	627	932
16062	32.748	26.35	39.232	0	19.757	50.571
16063	0	0	0	0	0	0
16064	431.008	352	571	392.795	596.057	601.035
16065	10	5.013	6	9	34	16
16066	70.682	50.858	107.32	60.944	123.08	106.949
16067	0	0	0	0	0	0
16068	26	29	24	32	53	54
16069	24	12	12	27	2	140
16070	0	1	1	1	1	0
16071	639.07	967.667	995.334	922.99	863.03	1080.224
16072	46.339	67.426	137.76	70.136	94.615	81.997
16073	0	0	0	0	0	0
16074	1268	463	560	1225	77	4784
16075	28	28	36	41	55.001	47
16076	1.002	1.003	3.249	4.887	1	3.972
16077	1.252	0	2.155	0	0	0
16078	189	171	247	185	217.001	266
16079	0	0	1	0	0	0
16080	451.034	363.005	562.101	521.127	631.96	875.068
16081	10.086	2.002	6.527	5.073	6.081	7
16082	4022.607	5097.766	6249.209	4856.939	5847.14	6792.284
16083	137	132	186	161	203.001	209
16084	32.001	16	29.358	18.013	23	33
16085	0	0	0	0	0	0
16086	0	0	0	0	0	0
16087	17.4	21.117	15.06	10.716	14.842	11.018
16088	4162.27	6366.85	6049.26	4500.547	4594.461	7283.57
16089	0	0	0	0	0	0
16090	0	0	0	0	0	0
16091	22.045	8	20.667	44.989	23.922	54
16092	39	54	49	70	69	104
16093	0	0	0	0	0	0
16094	5521.379	9392.146	11086.154	9555.52	10002.465	10159.861
16095	0	0	0	0	0	0
16096	0	0	0	0	0	0
16097	11	18	18	7	15	15
16098	0	0	0	0	0	0
16099	8.039	2.924	3.998	3.012	6.914	2.853
16100	3	8	20	6	14	9
16101	0	0	0	0	0	0
16102	0	0	0	0	0	0
16103	0	0	0	0	0	0
16104	2175.001	2437.999	3660	2289.999	3624.001	3162.999
16105	0	1	0	0	0	0
16106	1.033	2.995	2.8	5.395	2.169	4.159
16107	34.788	15.931	32.025	24.614	36.009	39.727
16108	51.291	65.669	90.291	67.158	114.968	112.712
16109	59.659	14.392	45.549	26.692	60.668	33.647
16110	15.03	16.705	18	26.015	33.181	35.5
16111	0	0	0	0	1	0
16112	5.001	9.139	4	13.885	13	17.999
16113	579.999	575	883.999	638.999	756	958
16114	184.695	265.117	301.553	229.409	284.933	323.573
16115	0	2	0	0	0	0
16116	0	0	0	0	0	0
16117	0	0	0	0	0	0
16118	3	2	8.005	2	1	7
16119	0	0	0	0	0	0
16120	0	1.001	0	0	0	3
16121	2407.715	2959.508	3871.788	2974.999	4238.955	4527.267
16122	0	0	0	0	0	0
16123	0	0	0	0	0	0
16124	0	0	0	0	0	0
16125	0	0	2.02	0	0	0
16126	9565	9079.001	12853.999	8280.998	14629	12396.999
16127	0	0	0	0	0	0
16128	3750.133	12081.639	7650.523	15070.812	18024.909	10173.753
16129	3831	3366	4727	3116	5538	5212
16130	715	495.117	813	675.105	1114.118	1158.12
16131	329	514	624.882	553.94	509	552
16132	42.712	20.212	96.382	20.952	22.446	30.903
16133	0	2.587	0	1.269	0	2.337
16134	462	396	638	477	932	575
16135	2703.198	3854.524	4680.926	3320.588	3534.349	4400.032
16136	0	0	0	0	0	0
16137	2	9.413	5	2.731	8	5.663
16138	719	464	823	724	942	1238
16139	0	0	0	0	0	2
16140	128	111	171	172	204	283
16141	603	612.999	1067	666	993	1030
16142	494.995	341	735	434	824	542.991
16143	14	7	12	26	18	34.556
16144	2879	2741	3172	2623	4351	4090
16145	167	102	291	138	137	152
16146	1.017	5.139	3.08	1.019	4.111	5.144
16147	446	619	727	679	660.001	685
16148	2	1	2	2	4	4
16149	109.07	153.899	157.889	154.462	127.852	201.018
16150	0	0	0	0	0	0
16151	0	0	0	0	0	0
16152	0	0	0	0	0	0
16153	0	0	0	0	0	0
16154	0	0	0	0	0	0
16155	0	0	0	0	0	0
16156	18	20	28	19	14	15
16157	0	0	0	0	0	0
16158	60	38	92	82	102	69
16159	1	0	0	1	2	0
16160	0	0	0	0	0	0
16161	842	791	1068	884	1195	1248.249
16162	0	0	0	0	0	0
16163	0	0	0	0	0	0
16164	458	647	495	798.999	64	1556.999
16165	142.973	142.603	242.379	133.988	229.095	231.639
16166	8.587	15.076	19.628	16.452	18.282	8.377
16167	41	58	115	69	108.058	91
16168	11	12	27	26	19	44
16169	2200.001	2046.999	2812.999	1997	2800	3620.999
16170	602	592.999	692	734.999	670.999	1141
16171	2237.313	2815.633	3100.724	2676.663	3606.204	3745.52
16172	0	0	0	0	0	0
16173	389.001	434.999	487	504.001	728	664.999
16174	0	0	1.065	0	0	0
16175	0	0	0	0	0	0
16176	2.38	0	2.087	0	1.055	1.005
16177	711.039	479.046	778.016	672.899	1024.5	931.06
16178	257.724	302.776	445.767	257	454.789	476.148
16179	193	283	367.009	306.008	444.009	401.999
16180	495	116	166	517	38	1974.996
16181	226.001	185	320.001	272	314	415
16182	957.872	685.424	1019.24	941.715	1300.539	1420.392
16183	1.394	1.001	2.162	1.941	2.037	0
16184	574	248	501	308	601	963
16185	2137.82	996.639	1992.621	1508.849	3069.605	2625.906
16186	251.595	302.355	251.226	308.431	209.364	523.617
16187	0	0	0	0	0	0
16188	0	0	0	0	0	0
16189	367	525.001	622	494.001	499	539
16190	746.001	1337	1583	1362.999	1170.001	1517
16191	19	40.001	29	27	33.001	28.999
16192	0	2.822	0	0	0	0
16193	437.002	428	573.008	515	634.021	737
16194	169	147.999	239	233	264	257.001
16195	463	302	626	527	842	831
16196	0	0	2	0	2	1
16197	287.988	456.954	389.935	418.961	442.953	608.819
16198	378.974	134.741	312.497	436.999	942.931	543.933
16199	0	0	0	0	0	0
16200	12.01	7	25.006	15	13	19.007
16201	0	0	0	1	0	0
16202	0	0	1	2	0	1
16203	0	1.096	1.083	0	0	3.255
16204	0	0	0	1	0	0
16205	0	0	0	0	0	0
16206	0	0	0	0	0	0
16207	2.315	0	0	0	0	1.089
16208	0	0	0.992	0	0	1.025
16209	0	0	0	0	0	0
16210	0	0	8	0	0	2.208
16211	2	6.343	0	1	1	5
16212	0	0	0	0	0	0
16213	19	1	3	0	1	1
16214	552.572	611.095	797.237	503.267	687.09	623.159
16215	319	194	435	310	548	361
16216	0	0	0	0	0	0
16217	304	342.999	423.999	381	379	503.001
16218	0	0	0	0	0	0
16219	76	49	91	115	113	204
16220	393	242	425	368	523	739
16221	1233.001	1484.002	1745	1234	1825.001	1807
16222	9.512	23.75	23.412	8.764	14.643	31.638
16223	834	1238.001	1305	1059	1064	1224.001
16224	48	34	104	75	53	38
16225	2.044	4.197	1.047	2.642	1	1.113
16226	1073.071	2146.226	1666.828	1695.553	1900.27	3483.017
16227	11.668	10.565	7.393	11.534	9.797	16.392
16228	0	0	0	0	0	0
16229	671.585	894.363	973.166	697.957	732.431	775.193
16230	303	265	346	320	436	485
16231	4965.853	7782.364	8923.951	7203.581	8821.971	8431.844
16232	211.999	161	287.999	245	253	340
16233	1001.308	832.339	1470.348	1047.267	1355.392	1606.69
16234	32	22	31	36	29	52
16235	428.805	426	652.002	536	797	709
16236	0	4.351	3.199	2.058	1.168	1.013
16237	77	118.001	112.001	106	108.999	178
16238	11	17	27	10	19	20
16239	137	124	187	146	190.005	190
16240	157.355	146.878	211.923	174.334	247.79	260.346
16241	70	77	117	76	90	88
16242	0	0	0	0	0	0
16243	371.999	364	533.001	438	717.999	656
16244	7	0	3	9	13	11
16245	1	4	1	9	6	17
16246	1	2	1	0	6	7
16247	0	0	0	0	0	0
16248	0	2	5.452	0	2	1
16249	157.999	128	241	115	225	235
16250	0	0	0	0	0	0
16251	0	0	0	0	2	0
16252	0	0	0	0	0	0
16253	355	320.406	373.361	377	414.79	690.707
16254	293	299.972	364.001	296	416	493
16255	1.007	1.011	0	0	0	0
16256	1534.001	823.001	1665.001	1322.56	2151	2184
16257	3	2	1	0	1	2
