counts	gene
5172	354.084	ENSMUSG00000025857.10
5173	1723.149	ENSMUSG00000025858.12
5174	1473.966	ENSMUSG00000025860.15
5175	1080.995	ENSMUSG00000025862.14
5176	45.309	ENSMUSG00000025867.8
5177	876	ENSMUSG00000025868.6
5178	687	ENSMUSG00000025869.11
5179	135	ENSMUSG00000025870.10
5180	1223.637	ENSMUSG00000025871.18
5181	889	ENSMUSG00000025872.5
5182	1818.794	ENSMUSG00000025873.16
5183	120.001	ENSMUSG00000025875.14
5184	293	ENSMUSG00000025876.15
5185	30	ENSMUSG00000025877.14
5186	380.003	ENSMUSG00000025878.16
5187	812	ENSMUSG00000025880.11
5188	471.001	ENSMUSG00000025885.18
5189	151	ENSMUSG00000025887.10
5190	73	ENSMUSG00000025888.6
5191	1522.999	ENSMUSG00000025889.13
5192	9	ENSMUSG00000025892.16
5193	60	ENSMUSG00000025893.8
5194	614.013	ENSMUSG00000025894.11
5195	284	ENSMUSG00000025898.6
5196	427.216	ENSMUSG00000025899.14
5197	1	ENSMUSG00000025900.12
5198	506.999	ENSMUSG00000025902.13
5199	2003.212	ENSMUSG00000025903.14
5200	2	ENSMUSG00000025905.14
5201	1203.998	ENSMUSG00000025907.14
5202	0	ENSMUSG00000025909.16
5203	230	ENSMUSG00000025911.14
5204	49	ENSMUSG00000025912.16
5205	1336.513	ENSMUSG00000025915.14
5206	2	ENSMUSG00000025916.10
5207	2015	ENSMUSG00000025917.9
5208	353.001	ENSMUSG00000025920.19
5209	717	ENSMUSG00000025921.7
5210	310.981	ENSMUSG00000025925.14
5211	1	ENSMUSG00000025927.13
5212	0	ENSMUSG00000025929.4
5213	50.998	ENSMUSG00000025930.6
5214	162	ENSMUSG00000025931.15
5215	46	ENSMUSG00000025932.14
5216	31	ENSMUSG00000025933.15
5217	413	ENSMUSG00000025934.15
5218	3835	ENSMUSG00000025935.10
5219	785.226	ENSMUSG00000025937.6
5220	840	ENSMUSG00000025938.16
5221	668.939	ENSMUSG00000025939.18
5222	782.356	ENSMUSG00000025940.6
5223	0	ENSMUSG00000025945.11
5224	2	ENSMUSG00000025946.13
5225	372.345	ENSMUSG00000025949.16
5226	1678	ENSMUSG00000025950.16
5227	0	ENSMUSG00000025952.15
5228	2	ENSMUSG00000025955.13
5229	381	ENSMUSG00000025956.10
5230	572	ENSMUSG00000025958.14
5231	425	ENSMUSG00000025959.13
5232	0	ENSMUSG00000025961.1
5233	537.999	ENSMUSG00000025962.15
5234	0	ENSMUSG00000025963.5
5235	194.999	ENSMUSG00000025964.15
5236	10548.803	ENSMUSG00000025967.16
5237	1498.999	ENSMUSG00000025968.16
5238	355.663	ENSMUSG00000025969.15
5239	643.54	ENSMUSG00000025971.6
5240	4	ENSMUSG00000025977.15
5241	34.014	ENSMUSG00000025978.14
5242	1685.891	ENSMUSG00000025979.13
5243	5051.547	ENSMUSG00000025980.14
5244	795.829	ENSMUSG00000025981.13
5245	4103.358	ENSMUSG00000025982.13
5246	3	ENSMUSG00000025983.11
5247	965	ENSMUSG00000025986.6
5248	65	ENSMUSG00000025991.8
5249	3700.999	ENSMUSG00000025993.10
5250	549.991	ENSMUSG00000025995.16
5251	47	ENSMUSG00000025997.13
5252	538	ENSMUSG00000026000.16
5253	1886	ENSMUSG00000026003.5
5254	156	ENSMUSG00000026004.15
5255	631	ENSMUSG00000026005.15
5256	24	ENSMUSG00000026009.14
5257	32	ENSMUSG00000026011.13
5258	36	ENSMUSG00000026012.2
5259	781.654	ENSMUSG00000026014.15
5260	104.292	ENSMUSG00000026017.13
5261	100.308	ENSMUSG00000026018.12
5262	332.664	ENSMUSG00000026019.15
5263	1420.323	ENSMUSG00000026020.9
5264	2071.724	ENSMUSG00000026021.15
5265	30.085	ENSMUSG00000026023.16
5266	1002.702	ENSMUSG00000026024.14
5267	586.001	ENSMUSG00000026027.13
5268	1565	ENSMUSG00000026028.12
5269	218.405	ENSMUSG00000026029.14
5270	798.204	ENSMUSG00000026031.15
5271	641.957	ENSMUSG00000026032.8
5272	1445.021	ENSMUSG00000026034.17
5273	425	ENSMUSG00000026035.15
5274	424.636	ENSMUSG00000026036.17
5275	549.999	ENSMUSG00000026037.14
5276	161	ENSMUSG00000026039.9
5277	3340	ENSMUSG00000026042.16
5278	15102	ENSMUSG00000026043.18
5279	654.579	ENSMUSG00000026047.13
5280	281	ENSMUSG00000026048.16
5281	828.125	ENSMUSG00000026049.11
5282	30	ENSMUSG00000026051.8
5283	2	ENSMUSG00000026058.11
5284	112	ENSMUSG00000026062.12
5285	0	ENSMUSG00000026063.4
5286	88.955	ENSMUSG00000026064.16
5287	2	ENSMUSG00000026065.8
5288	16	ENSMUSG00000026068.11
5289	10.839	ENSMUSG00000026069.15
5290	13	ENSMUSG00000026070.15
5291	885	ENSMUSG00000026072.12
5292	2278	ENSMUSG00000026073.13
5293	3973.005	ENSMUSG00000026074.15
5294	105	ENSMUSG00000026077.15
5295	1471	ENSMUSG00000026078.10
5296	39.008	ENSMUSG00000026080.13
5297	468.527	ENSMUSG00000026082.11
5298	3601.472	ENSMUSG00000026083.12
5299	0	ENSMUSG00000026085.11
5300	880	ENSMUSG00000026087.11
5301	663	ENSMUSG00000026088.15
5302	60	ENSMUSG00000026090.16
5303	685	ENSMUSG00000026094.14
5304	904.693	ENSMUSG00000026095.15
5305	140	ENSMUSG00000026096.14
5306	759.001	ENSMUSG00000026097.9
5307	117	ENSMUSG00000026098.13
5308	0	ENSMUSG00000026100.6
5309	111.517	ENSMUSG00000026102.9
5310	821.548	ENSMUSG00000026103.14
5311	1508.265	ENSMUSG00000026104.14
5312	3109	ENSMUSG00000026107.11
5313	2	ENSMUSG00000026109.14
5314	3881.001	ENSMUSG00000026110.15
5315	1785.001	ENSMUSG00000026111.15
5316	1361	ENSMUSG00000026112.7
5317	276	ENSMUSG00000026113.17
5318	1	ENSMUSG00000026114.14
5319	767	ENSMUSG00000026116.11
5320	44	ENSMUSG00000026117.10
5321	2044	ENSMUSG00000026121.13
5322	1336.052	ENSMUSG00000026123.11
5323	0	ENSMUSG00000026124.4
5324	0	ENSMUSG00000026125.9
5325	47	ENSMUSG00000026126.15
5326	1036.006	ENSMUSG00000026127.13
5327	2627.614	ENSMUSG00000026131.20
5328	404	ENSMUSG00000026134.11
5329	159.001	ENSMUSG00000026135.17
5330	2	ENSMUSG00000026141.13
5331	449	ENSMUSG00000026142.15
5332	125	ENSMUSG00000026147.16
5333	1	ENSMUSG00000026149.2
5334	2149	ENSMUSG00000026150.14
5335	427.001	ENSMUSG00000026153.15
5336	283	ENSMUSG00000026154.4
5337	1907.992	ENSMUSG00000026155.13
5338	17.009	ENSMUSG00000026156.8
5339	255.306	ENSMUSG00000026158.11
5340	2600	ENSMUSG00000026159.13
5341	59	ENSMUSG00000026162.7
5342	1	ENSMUSG00000026163.17
5343	0	ENSMUSG00000026166.14
5344	17	ENSMUSG00000026167.14
5345	145	ENSMUSG00000026170.6
5346	694	ENSMUSG00000026171.12
5347	255.001	ENSMUSG00000026172.12
5348	3.153	ENSMUSG00000026173.15
5349	1125	ENSMUSG00000026174.9
5350	508	ENSMUSG00000026175.12
5351	1241	ENSMUSG00000026176.13
5352	86.226	ENSMUSG00000026177.11
5353	567.999	ENSMUSG00000026179.14
5354	632.727	ENSMUSG00000026180.8
5355	624	ENSMUSG00000026181.13
5356	0	ENSMUSG00000026182.6
5357	190	ENSMUSG00000026185.8
5358	401	ENSMUSG00000026187.9
5359	37	ENSMUSG00000026188.11
5360	346	ENSMUSG00000026189.13
5361	1202.009	ENSMUSG00000026192.13
5362	33202.07	ENSMUSG00000026193.15
5363	32.991	ENSMUSG00000026196.7
5364	354	ENSMUSG00000026197.12
5365	173.001	ENSMUSG00000026198.15
5366	306	ENSMUSG00000026199.17
5367	85.02	ENSMUSG00000026200.13
5368	965.109	ENSMUSG00000026201.12
5369	755	ENSMUSG00000026202.13
5370	754	ENSMUSG00000026203.16
5371	29	ENSMUSG00000026204.15
5372	369	ENSMUSG00000026205.8
5373	282.001	ENSMUSG00000026207.16
5374	10936	ENSMUSG00000026208.9
5375	2766.999	ENSMUSG00000026209.15
5376	3228.299	ENSMUSG00000026211.17
5377	772.999	ENSMUSG00000026213.15
5378	7617	ENSMUSG00000026219.14
5379	2	ENSMUSG00000026220.6
5380	125.294	ENSMUSG00000026222.16
5381	2475	ENSMUSG00000026223.15
5382	2	ENSMUSG00000026224.11
5383	0	ENSMUSG00000026226.16
5384	334	ENSMUSG00000026227.11
5385	187	ENSMUSG00000026228.6
5386	3269.602	ENSMUSG00000026229.17
5387	7291.025	ENSMUSG00000026234.12
5388	89	ENSMUSG00000026235.14
5389	4	ENSMUSG00000026237.5
5390	14055.023	ENSMUSG00000026238.14
5391	476	ENSMUSG00000026239.14
5392	343	ENSMUSG00000026240.12
5393	184	ENSMUSG00000026241.5
5394	1138	ENSMUSG00000026245.16
5395	0	ENSMUSG00000026246.12
5396	0	ENSMUSG00000026247.13
5397	593	ENSMUSG00000026248.9
5398	2662.519	ENSMUSG00000026249.10
5399	0	ENSMUSG00000026251.13
5400	0	ENSMUSG00000026253.14
5401	2342.182	ENSMUSG00000026254.17
5402	83	ENSMUSG00000026255.15
5403	0	ENSMUSG00000026258.5
5404	52	ENSMUSG00000026259.14
5405	1621.999	ENSMUSG00000026260.12
5406	1034	ENSMUSG00000026269.14
5407	532	ENSMUSG00000026270.11
5408	91	ENSMUSG00000026271.15
5409	6	ENSMUSG00000026272.6
5410	282	ENSMUSG00000026273.13
5411	79.296	ENSMUSG00000026274.11
5412	758.83	ENSMUSG00000026275.13
5413	91.87	ENSMUSG00000026276.20
5414	2254.91	ENSMUSG00000026277.14
5415	2431.999	ENSMUSG00000026278.14
5416	903	ENSMUSG00000026279.14
5417	1606.778	ENSMUSG00000026280.17
5418	861.613	ENSMUSG00000026281.15
5419	776	ENSMUSG00000026283.13
5420	2	ENSMUSG00000026285.7
5421	75.002	ENSMUSG00000026288.14
5422	641.981	ENSMUSG00000026289.15
5423	4904	ENSMUSG00000026295.12
5424	10	ENSMUSG00000026301.16
5425	835.337	ENSMUSG00000026303.6
5426	410	ENSMUSG00000026304.13
5427	1865.632	ENSMUSG00000026305.15
5428	513.001	ENSMUSG00000026307.12
5429	74	ENSMUSG00000026308.8
5430	991.626	ENSMUSG00000026309.14
5431	266	ENSMUSG00000026311.16
5432	0	ENSMUSG00000026312.17
5433	1158.004	ENSMUSG00000026313.16
5434	14	ENSMUSG00000026315.13
5435	1235.001	ENSMUSG00000026317.7
5436	445.013	ENSMUSG00000026319.13
5437	37.623	ENSMUSG00000026321.7
5438	0	ENSMUSG00000026322.9
5439	2	ENSMUSG00000026327.8
5440	0	ENSMUSG00000026331.13
5441	150.541	ENSMUSG00000026333.14
5442	2514.391	ENSMUSG00000026335.16
5443	0	ENSMUSG00000026336.13
5444	586.023	ENSMUSG00000026339.18
5445	9489.636	ENSMUSG00000026341.16
5446	3504	ENSMUSG00000026342.10
5447	49	ENSMUSG00000026343.6
5448	7.997	ENSMUSG00000026344.9
5449	23	ENSMUSG00000026347.13
5450	12.048	ENSMUSG00000026348.7
5451	602.001	ENSMUSG00000026349.14
5452	2946.918	ENSMUSG00000026353.9
5453	5	ENSMUSG00000026354.8
5454	1081	ENSMUSG00000026355.11
5455	1630.008	ENSMUSG00000026356.15
5456	9	ENSMUSG00000026357.3
5457	52.001	ENSMUSG00000026358.13
5458	454.001	ENSMUSG00000026360.9
5459	2868	ENSMUSG00000026361.9
5460	175.87	ENSMUSG00000026365.15
5461	113	ENSMUSG00000026368.6
5462	1409.399	ENSMUSG00000026374.14
5463	804	ENSMUSG00000026377.12
5464	93.243	ENSMUSG00000026380.10
5465	826	ENSMUSG00000026383.14
5466	229	ENSMUSG00000026384.13
5467	5389.919	ENSMUSG00000026385.16
5468	48	ENSMUSG00000026387.15
5469	39	ENSMUSG00000026388.15
5470	1011.999	ENSMUSG00000026389.16
5471	13	ENSMUSG00000026390.7
5472	1854.947	ENSMUSG00000026393.10
5473	0	ENSMUSG00000026394.5
5474	162.001	ENSMUSG00000026395.16
5475	44	ENSMUSG00000026398.14
5476	2438.765	ENSMUSG00000026399.12
5477	1.294	ENSMUSG00000026401.15
5478	146	ENSMUSG00000026404.12
5479	9	ENSMUSG00000026405.14
5480	10	ENSMUSG00000026407.17
5481	200	ENSMUSG00000026409.14
5482	1380.001	ENSMUSG00000026411.17
5483	4	ENSMUSG00000026413.12
5484	143.011	ENSMUSG00000026414.13
5485	0	ENSMUSG00000026415.11
5486	0	ENSMUSG00000026416.12
5487	122.051	ENSMUSG00000026417.13
5488	96	ENSMUSG00000026418.16
5489	1	ENSMUSG00000026420.16
5490	8106	ENSMUSG00000026421.14
5491	0	ENSMUSG00000026424.8
5492	749.001	ENSMUSG00000026425.15
5493	791.001	ENSMUSG00000026426.10
5494	826.001	ENSMUSG00000026427.16
5495	69.033	ENSMUSG00000026429.9
5496	264	ENSMUSG00000026430.16
5497	4	ENSMUSG00000026432.7
5498	195	ENSMUSG00000026433.13
5499	1304.517	ENSMUSG00000026434.12
5500	561	ENSMUSG00000026435.15
5501	364.001	ENSMUSG00000026436.15
5502	101	ENSMUSG00000026437.11
5503	500.815	ENSMUSG00000026439.14
5504	6	ENSMUSG00000026442.14
5505	250	ENSMUSG00000026443.3
5506	165.031	ENSMUSG00000026447.16
5507	7	ENSMUSG00000026450.14
5508	4	ENSMUSG00000026452.15
5509	523.007	ENSMUSG00000026455.14
5510	593	ENSMUSG00000026456.18
5511	4634.001	ENSMUSG00000026457.14
5512	24	ENSMUSG00000026458.13
5513	0	ENSMUSG00000026459.5
5514	407.01	ENSMUSG00000026463.17
5515	2200.016	ENSMUSG00000026466.16
5516	0	ENSMUSG00000026468.14
5517	468.001	ENSMUSG00000026469.14
5518	1033.51	ENSMUSG00000026470.14
5519	123	ENSMUSG00000026471.14
5520	6370.52	ENSMUSG00000026473.16
5521	349	ENSMUSG00000026475.7
5522	10844	ENSMUSG00000026478.14
5523	1080	ENSMUSG00000026479.13
5524	238.038	ENSMUSG00000026480.12
5525	2443.037	ENSMUSG00000026482.13
5526	1032	ENSMUSG00000026483.13
5527	1964.999	ENSMUSG00000026484.13
5528	137.001	ENSMUSG00000026489.13
5529	673	ENSMUSG00000026490.18
5530	1515.586	ENSMUSG00000026491.13
5531	460	ENSMUSG00000026492.11
5532	63	ENSMUSG00000026494.12
5533	91	ENSMUSG00000026495.8
5534	1473.834	ENSMUSG00000026496.11
5535	3	ENSMUSG00000026497.7
5536	1709.384	ENSMUSG00000026499.5
5537	213	ENSMUSG00000026500.6
5538	1352.821	ENSMUSG00000026502.13
5539	199.515	ENSMUSG00000026504.17
5540	1995	ENSMUSG00000026509.15
5541	484	ENSMUSG00000026510.10
5542	2021.935	ENSMUSG00000026511.7
5543	0	ENSMUSG00000026514.14
5544	867.323	ENSMUSG00000026516.8
5545	318	ENSMUSG00000026519.16
5546	485	ENSMUSG00000026520.8
5547	0	ENSMUSG00000026523.14
5548	173.164	ENSMUSG00000026525.9
5549	2926.999	ENSMUSG00000026526.14
5550	0	ENSMUSG00000026527.13
5551	0	ENSMUSG00000026531.4
5552	141	ENSMUSG00000026532.7
5553	16	ENSMUSG00000026535.9
5554	89.334	ENSMUSG00000026536.9
5555	4	ENSMUSG00000026542.6
5556	81	ENSMUSG00000026544.6
5557	19.02	ENSMUSG00000026546.16
5558	8999.15	ENSMUSG00000026547.15
5559	20	ENSMUSG00000026548.4
5560	5985.001	ENSMUSG00000026553.17
5561	1875.537	ENSMUSG00000026554.15
5562	43.426	ENSMUSG00000026556.15
5563	1034	ENSMUSG00000026558.13
5564	0	ENSMUSG00000026560.13
5565	528	ENSMUSG00000026563.13
5566	58	ENSMUSG00000026564.9
5567	146	ENSMUSG00000026565.18
5568	5035.999	ENSMUSG00000026566.15
5569	3	ENSMUSG00000026567.16
5570	1022.043	ENSMUSG00000026568.6
5571	579	ENSMUSG00000026571.12
5572	0	ENSMUSG00000026572.11
5573	0	ENSMUSG00000026573.7
5574	3	ENSMUSG00000026574.5
5575	446.007	ENSMUSG00000026575.15
5576	2363	ENSMUSG00000026576.12
5577	1002.001	ENSMUSG00000026577.13
5578	220	ENSMUSG00000026578.6
5579	59	ENSMUSG00000026579.8
5580	11	ENSMUSG00000026580.16
5581	32.999	ENSMUSG00000026581.14
5582	141	ENSMUSG00000026582.6
5583	605.131	ENSMUSG00000026584.14
5584	770	ENSMUSG00000026585.13
5585	246.401	ENSMUSG00000026586.16
5586	26	ENSMUSG00000026587.15
5587	139	ENSMUSG00000026589.14
5588	6	ENSMUSG00000026592.13
5589	853	ENSMUSG00000026594.14
5590	605.006	ENSMUSG00000026596.13
5591	2928.594	ENSMUSG00000026600.12
5592	10	ENSMUSG00000026601.14
5593	0	ENSMUSG00000026602.9
5594	1093	ENSMUSG00000026603.13
5595	620	ENSMUSG00000026604.17
5596	196.759	ENSMUSG00000026605.14
5597	1464.021	ENSMUSG00000026608.13
5598	27	ENSMUSG00000026609.15
5599	35	ENSMUSG00000026610.13
5600	11	ENSMUSG00000026611.17
5601	4	ENSMUSG00000026614.7
5602	1801.848	ENSMUSG00000026615.14
5603	1	ENSMUSG00000026616.16
5604	732.181	ENSMUSG00000026617.16
5605	1254	ENSMUSG00000026618.11
5606	151.705	ENSMUSG00000026620.11
5607	595	ENSMUSG00000026621.13
5608	289	ENSMUSG00000026622.15
5609	2212	ENSMUSG00000026623.16
5610	659.853	ENSMUSG00000026626.11
5611	125	ENSMUSG00000026627.7
5612	1249	ENSMUSG00000026628.13
5613	214	ENSMUSG00000026630.9
5614	111	ENSMUSG00000026632.17
5615	657	ENSMUSG00000026634.16
5616	144.213	ENSMUSG00000026637.13
5617	667.771	ENSMUSG00000026638.15
5618	455	ENSMUSG00000026639.18
5619	192.425	ENSMUSG00000026640.12
5620	1086.267	ENSMUSG00000026641.13
5621	1218.001	ENSMUSG00000026643.16
5622	16	ENSMUSG00000026644.7
5623	6	ENSMUSG00000026645.11
5624	286.999	ENSMUSG00000026646.16
5625	81.999	ENSMUSG00000026648.18
5626	59	ENSMUSG00000026649.14
5627	1	ENSMUSG00000026650.15
5628	1331	ENSMUSG00000026655.15
5629	198.547	ENSMUSG00000026656.15
5630	1743.001	ENSMUSG00000026657.17
5631	308	ENSMUSG00000026659.13
5632	630.999	ENSMUSG00000026662.13
5633	1737	ENSMUSG00000026663.6
5634	1568	ENSMUSG00000026664.7
5635	1581	ENSMUSG00000026667.14
5636	1	ENSMUSG00000026668.10
5637	195.999	ENSMUSG00000026669.14
5638	1417.001	ENSMUSG00000026670.15
5639	1594	ENSMUSG00000026672.11
5640	431.93	ENSMUSG00000026674.9
5641	3206	ENSMUSG00000026675.12
5642	60	ENSMUSG00000026676.7
5643	5680.779	ENSMUSG00000026678.10
5644	9	ENSMUSG00000026679.3
5645	204.062	ENSMUSG00000026683.14
5646	34	ENSMUSG00000026686.14
5647	2665	ENSMUSG00000026687.14
5648	2245	ENSMUSG00000026688.5
5649	0	ENSMUSG00000026691.10
5650	235	ENSMUSG00000026692.12
5651	200.001	ENSMUSG00000026694.19
5652	477	ENSMUSG00000026696.15
5653	1	ENSMUSG00000026697.10
5654	486	ENSMUSG00000026698.8
5655	9	ENSMUSG00000026700.4
5656	3279	ENSMUSG00000026701.15
5657	380	ENSMUSG00000026705.16
5658	110	ENSMUSG00000026707.15
5659	129.671	ENSMUSG00000026708.16
5660	315	ENSMUSG00000026709.10
5661	95	ENSMUSG00000026712.3
5662	254.441	ENSMUSG00000026715.12
5663	582.393	ENSMUSG00000026718.17
5664	304.639	ENSMUSG00000026721.16
5665	154	ENSMUSG00000026723.10
5666	3	ENSMUSG00000026725.17
5667	2553	ENSMUSG00000026726.10
5668	1210.078	ENSMUSG00000026727.10
5669	4481.001	ENSMUSG00000026728.9
5670	76	ENSMUSG00000026730.12
5671	0	ENSMUSG00000026734.9
5672	0	ENSMUSG00000026735.2
5673	370.999	ENSMUSG00000026737.12
5674	684	ENSMUSG00000026739.13
5675	904.93	ENSMUSG00000026740.12
5676	891.999	ENSMUSG00000026743.16
5677	274	ENSMUSG00000026748.13
5678	2992.007	ENSMUSG00000026749.11
5679	2996.994	ENSMUSG00000026750.6
5680	1	ENSMUSG00000026751.14
5681	1088.001	ENSMUSG00000026753.5
5682	366	ENSMUSG00000026754.16
5683	1269.855	ENSMUSG00000026755.14
5684	935	ENSMUSG00000026761.12
5685	353	ENSMUSG00000026764.15
5686	10	ENSMUSG00000026765.12
5687	1649.999	ENSMUSG00000026766.16
5688	643	ENSMUSG00000026767.12
5689	22	ENSMUSG00000026768.10
5690	21.102	ENSMUSG00000026770.5
5691	385.088	ENSMUSG00000026771.14
5692	182.826	ENSMUSG00000026773.19
5693	0	ENSMUSG00000026774.11
5694	3646.894	ENSMUSG00000026775.9
5695	17.264	ENSMUSG00000026778.13
5696	116.57	ENSMUSG00000026779.6
5697	1014.999	ENSMUSG00000026781.17
5698	564.843	ENSMUSG00000026782.15
5699	98	ENSMUSG00000026784.14
5700	61	ENSMUSG00000026785.14
5701	102	ENSMUSG00000026786.14
5702	1.003	ENSMUSG00000026787.3
5703	342	ENSMUSG00000026788.13
5704	614.001	ENSMUSG00000026790.19
5705	164	ENSMUSG00000026791.14
5706	365	ENSMUSG00000026792.16
5707	5367	ENSMUSG00000026796.16
5708	227	ENSMUSG00000026797.16
5709	182.046	ENSMUSG00000026798.10
5710	309.033	ENSMUSG00000026799.15
5711	430.837	ENSMUSG00000026803.17
5712	0	ENSMUSG00000026805.14
5713	194	ENSMUSG00000026806.15
5714	44	ENSMUSG00000026807.8
5715	16	ENSMUSG00000026809.15
5716	883	ENSMUSG00000026810.12
5717	125	ENSMUSG00000026811.18
5718	512	ENSMUSG00000026812.16
5719	472	ENSMUSG00000026814.16
5720	6	ENSMUSG00000026815.14
5721	435	ENSMUSG00000026816.14
5722	103	ENSMUSG00000026817.14
5723	0	ENSMUSG00000026818.5
5724	701.999	ENSMUSG00000026819.15
5725	362	ENSMUSG00000026820.5
5726	2388.999	ENSMUSG00000026821.16
5727	485	ENSMUSG00000026822.14
5728	0	ENSMUSG00000026824.11
5729	148.001	ENSMUSG00000026825.17
5730	53	ENSMUSG00000026826.13
5731	806.996	ENSMUSG00000026827.12
5732	2	ENSMUSG00000026828.11
5733	10	ENSMUSG00000026829.9
5734	0	ENSMUSG00000026830.9
5735	20	ENSMUSG00000026831.16
5736	45.076	ENSMUSG00000026832.12
5737	214	ENSMUSG00000026833.18
5738	0	ENSMUSG00000026834.13
5739	0	ENSMUSG00000026835.15
5740	435	ENSMUSG00000026836.15
5741	2205	ENSMUSG00000026837.16
5742	33	ENSMUSG00000026839.17
5743	68	ENSMUSG00000026840.14
5744	25	ENSMUSG00000026841.7
5745	1150.078	ENSMUSG00000026842.16
5746	1480.001	ENSMUSG00000026843.15
5747	810	ENSMUSG00000026848.14
5748	610.999	ENSMUSG00000026849.18
5749	621.671	ENSMUSG00000026851.9
5750	440.001	ENSMUSG00000026853.15
5751	353.001	ENSMUSG00000026854.16
5752	351	ENSMUSG00000026856.14
5753	573	ENSMUSG00000026857.9
5754	260.521	ENSMUSG00000026858.18
5755	399	ENSMUSG00000026860.16
5756	34012	ENSMUSG00000026864.13
5757	59.093	ENSMUSG00000026866.16
5758	1046	ENSMUSG00000026867.18
5759	826.507	ENSMUSG00000026869.12
5760	204	ENSMUSG00000026870.19
5761	404.015	ENSMUSG00000026872.18
5762	75	ENSMUSG00000026873.9
5763	42	ENSMUSG00000026874.10
5764	81	ENSMUSG00000026875.14
5765	3215.309	ENSMUSG00000026878.17
5766	10527.001	ENSMUSG00000026879.14
5767	1055	ENSMUSG00000026880.11
5768	0	ENSMUSG00000026882.1
5769	1200	ENSMUSG00000026883.17
5770	48.999	ENSMUSG00000026885.13
5771	520	ENSMUSG00000026887.9
5772	12	ENSMUSG00000026888.14
5773	1129.761	ENSMUSG00000026889.12
5774	109.001	ENSMUSG00000026890.19
5775	363	ENSMUSG00000026893.4
5776	2	ENSMUSG00000026894.4
5777	1395	ENSMUSG00000026895.7
5778	646.999	ENSMUSG00000026896.14
5779	0	ENSMUSG00000026904.17
5780	1967	ENSMUSG00000026914.15
5781	431.282	ENSMUSG00000026915.16
5782	1083	ENSMUSG00000026917.15
5783	2823	ENSMUSG00000026918.16
5784	3	ENSMUSG00000026919.1
5785	429.999	ENSMUSG00000026921.19
5786	705.001	ENSMUSG00000026922.13
5787	64	ENSMUSG00000026923.15
5788	1632	ENSMUSG00000026924.17
5789	205	ENSMUSG00000026925.16
5790	2402	ENSMUSG00000026926.14
5791	690.93	ENSMUSG00000026927.17
5792	5	ENSMUSG00000026928.14
5793	162.001	ENSMUSG00000026930.15
5794	0	ENSMUSG00000026931.10
5795	188.394	ENSMUSG00000026932.14
5796	447.835	ENSMUSG00000026933.17
5797	0	ENSMUSG00000026934.15
5798	0	ENSMUSG00000026936.3
5799	0	ENSMUSG00000026937.12
5800	18	ENSMUSG00000026938.10
5801	33	ENSMUSG00000026939.12
5802	0	ENSMUSG00000026940.3
5803	12	ENSMUSG00000026941.16
5804	388.445	ENSMUSG00000026942.13
5805	0	ENSMUSG00000026943.12
5806	152	ENSMUSG00000026944.18
5807	223	ENSMUSG00000026946.9
5808	3.001	ENSMUSG00000026950.18
5809	90.001	ENSMUSG00000026955.13
5810	1893.001	ENSMUSG00000026956.15
5811	1315	ENSMUSG00000026958.13
5812	3	ENSMUSG00000026959.13
5813	518	ENSMUSG00000026960.6
5814	0	ENSMUSG00000026961.6
5815	0	ENSMUSG00000026963.4
5816	2231.049	ENSMUSG00000026965.12
5817	922.001	ENSMUSG00000026966.6
5818	1	ENSMUSG00000026969.3
5819	3921	ENSMUSG00000026970.16
5820	184.226	ENSMUSG00000026971.15
5821	213.001	ENSMUSG00000026972.15
5822	466.653	ENSMUSG00000026974.11
5823	177	ENSMUSG00000026975.10
5824	125	ENSMUSG00000026976.15
5825	1452	ENSMUSG00000026977.17
5826	1268.999	ENSMUSG00000026979.16
5827	179	ENSMUSG00000026980.15
5828	112.789	ENSMUSG00000026981.15
5829	5	ENSMUSG00000026983.10
5830	50	ENSMUSG00000026984.4
5831	1	ENSMUSG00000026985.1
5832	5	ENSMUSG00000026986.14
5833	225	ENSMUSG00000026987.16
5834	222	ENSMUSG00000026988.15
5835	2	ENSMUSG00000026989.5
5836	729	ENSMUSG00000026991.20
5837	306	ENSMUSG00000026994.9
5838	291.47	ENSMUSG00000026999.14
5839	206.001	ENSMUSG00000027001.10
5840	3960	ENSMUSG00000027002.13
5841	16	ENSMUSG00000027004.3
5842	2142.999	ENSMUSG00000027006.13
5843	916	ENSMUSG00000027007.16
5844	72.719	ENSMUSG00000027009.18
5845	638.195	ENSMUSG00000027010.16
5846	1682.265	ENSMUSG00000027011.14
5847	2439.771	ENSMUSG00000027012.15
5848	676	ENSMUSG00000027014.14
5849	94.366	ENSMUSG00000027015.4
5850	53	ENSMUSG00000027016.17
5851	1445.001	ENSMUSG00000027018.11
5852	0	ENSMUSG00000027022.14
5853	891	ENSMUSG00000027030.15
5854	693	ENSMUSG00000027035.10
5855	10	ENSMUSG00000027048.15
5856	1917	ENSMUSG00000027067.16
5857	421	ENSMUSG00000027068.6
5858	2337	ENSMUSG00000027070.14
5859	5	ENSMUSG00000027071.14
5860	0	ENSMUSG00000027072.13
5861	1	ENSMUSG00000027073.5
5862	955	ENSMUSG00000027074.14
5863	64	ENSMUSG00000027075.16
5864	218	ENSMUSG00000027076.10
5865	1	ENSMUSG00000027077.7
5866	2003.197	ENSMUSG00000027078.14
5867	502	ENSMUSG00000027079.15
5868	924	ENSMUSG00000027080.6
5869	21397.004	ENSMUSG00000027082.15
