counts	gene
10026	152	ENSMUSG00000035699.8
10027	292	ENSMUSG00000035704.17
10028	19	ENSMUSG00000035711.5
10029	86.999	ENSMUSG00000035713.15
10030	270	ENSMUSG00000035722.15
10031	378.553	ENSMUSG00000035725.13
10032	1178	ENSMUSG00000035726.8
10033	7	ENSMUSG00000035735.10
10034	1	ENSMUSG00000035745.9
10035	793.395	ENSMUSG00000035754.8
10036	290.702	ENSMUSG00000035757.16
10037	64	ENSMUSG00000035759.4
10038	301.774	ENSMUSG00000035762.11
10039	317	ENSMUSG00000035764.5
10040	536	ENSMUSG00000035765.10
10041	960	ENSMUSG00000035769.9
10042	1158.999	ENSMUSG00000035770.8
10043	617.999	ENSMUSG00000035772.11
10044	28	ENSMUSG00000035773.6
10045	332	ENSMUSG00000035775.2
10046	739	ENSMUSG00000035776.14
10047	2275	ENSMUSG00000035778.17
10048	1.006	ENSMUSG00000035780.2
10049	1346.861	ENSMUSG00000035781.14
10050	573.779	ENSMUSG00000035783.9
10051	0	ENSMUSG00000035785.6
10052	400	ENSMUSG00000035790.15
10053	293	ENSMUSG00000035798.14
10054	38	ENSMUSG00000035799.6
10055	0	ENSMUSG00000035804.5
10056	61	ENSMUSG00000035805.13
10057	13.004	ENSMUSG00000035811.10
10058	4.001	ENSMUSG00000035818.14
10059	428	ENSMUSG00000035824.7
10060	1564	ENSMUSG00000035828.11
10061	17.024	ENSMUSG00000035829.13
10062	176.215	ENSMUSG00000035831.2
10063	365	ENSMUSG00000035834.11
10064	6	ENSMUSG00000035835.14
10065	2	ENSMUSG00000035836.2
10066	1009	ENSMUSG00000035840.7
10067	64	ENSMUSG00000035842.10
10068	347	ENSMUSG00000035845.17
10069	338	ENSMUSG00000035847.15
10070	0	ENSMUSG00000035849.14
10071	1200.382	ENSMUSG00000035851.14
10072	365	ENSMUSG00000035852.11
10073	2	ENSMUSG00000035860.9
10074	1.996	ENSMUSG00000035861.6
10075	2266.001	ENSMUSG00000035863.14
10076	3	ENSMUSG00000035864.14
10077	81.301	ENSMUSG00000035868.9
10078	640	ENSMUSG00000035873.8
10079	30	ENSMUSG00000035875.15
10080	200	ENSMUSG00000035877.17
10081	90.572	ENSMUSG00000035878.13
10082	2839	ENSMUSG00000035885.5
10083	1125	ENSMUSG00000035890.9
10084	789	ENSMUSG00000035891.16
10085	1	ENSMUSG00000035896.5
10086	1925	ENSMUSG00000035898.13
10087	412	ENSMUSG00000035900.18
10088	1109.684	ENSMUSG00000035901.14
10089	6.022	ENSMUSG00000035910.15
10090	151	ENSMUSG00000035914.11
10091	12	ENSMUSG00000035916.8
10092	168	ENSMUSG00000035919.16
10093	0	ENSMUSG00000035923.4
10094	644.811	ENSMUSG00000035929.11
10095	4	ENSMUSG00000035930.9
10096	0	ENSMUSG00000035932.6
10097	514.142	ENSMUSG00000035933.5
10098	224	ENSMUSG00000035934.16
10099	170	ENSMUSG00000035936.6
10100	914.517	ENSMUSG00000035941.15
10101	465.086	ENSMUSG00000035944.17
10102	5	ENSMUSG00000035946.7
10103	102.001	ENSMUSG00000035948.13
10104	888.462	ENSMUSG00000035949.15
10105	7	ENSMUSG00000035951.2
10106	1004	ENSMUSG00000035953.14
10107	67	ENSMUSG00000035954.10
10108	768.999	ENSMUSG00000035958.3
10109	563	ENSMUSG00000035960.14
10110	0	ENSMUSG00000035963.8
10111	128	ENSMUSG00000035964.8
10112	290.999	ENSMUSG00000035967.15
10113	821	ENSMUSG00000035969.15
10114	41	ENSMUSG00000035984.14
10115	656	ENSMUSG00000035992.15
10116	871	ENSMUSG00000036002.12
10117	262.123	ENSMUSG00000036006.20
10118	145	ENSMUSG00000036009.16
10119	1	ENSMUSG00000036013.12
10120	57	ENSMUSG00000036019.8
10121	1134	ENSMUSG00000036022.15
10122	322.063	ENSMUSG00000036023.6
10123	596	ENSMUSG00000036026.15
10124	17	ENSMUSG00000036027.13
10125	79	ENSMUSG00000036030.9
10126	172	ENSMUSG00000036036.15
10127	1	ENSMUSG00000036040.14
10128	1766	ENSMUSG00000036046.14
10129	22	ENSMUSG00000036052.14
10130	413	ENSMUSG00000036053.17
10131	207.727	ENSMUSG00000036054.15
10132	1153	ENSMUSG00000036057.11
10133	302.999	ENSMUSG00000036061.10
10134	0	ENSMUSG00000036062.13
10135	26	ENSMUSG00000036067.12
10136	197.289	ENSMUSG00000036073.17
10137	456	ENSMUSG00000036078.16
10138	18	ENSMUSG00000036083.15
10139	80	ENSMUSG00000036086.16
10140	916	ENSMUSG00000036087.18
10141	19.328	ENSMUSG00000036091.8
10142	1291	ENSMUSG00000036093.7
10143	1.003	ENSMUSG00000036095.11
10144	1349.43	ENSMUSG00000036097.8
10145	397.999	ENSMUSG00000036098.15
10146	747	ENSMUSG00000036099.16
10147	2637.505	ENSMUSG00000036103.9
10148	1011.518	ENSMUSG00000036104.12
10149	975.625	ENSMUSG00000036106.15
10150	2622.137	ENSMUSG00000036109.17
10151	26.001	ENSMUSG00000036110.14
10152	6	ENSMUSG00000036111.8
10153	2312.356	ENSMUSG00000036112.15
10154	248	ENSMUSG00000036114.3
10155	0	ENSMUSG00000036117.2
10156	207.37	ENSMUSG00000036120.10
10157	88	ENSMUSG00000036123.8
10158	13	ENSMUSG00000036131.12
10159	76	ENSMUSG00000036136.9
10160	2949.061	ENSMUSG00000036138.16
10161	13.022	ENSMUSG00000036139.6
10162	70	ENSMUSG00000036144.6
10163	21.001	ENSMUSG00000036151.15
10164	943.002	ENSMUSG00000036155.13
10165	326	ENSMUSG00000036158.12
10166	459	ENSMUSG00000036160.13
10167	749.637	ENSMUSG00000036167.16
10168	15	ENSMUSG00000036168.15
10169	5	ENSMUSG00000036169.6
10170	1.098	ENSMUSG00000036172.17
10171	1636	ENSMUSG00000036180.15
10172	1648.224	ENSMUSG00000036181.2
10173	1	ENSMUSG00000036185.9
10174	313	ENSMUSG00000036186.5
10175	270.003	ENSMUSG00000036188.4
10176	48.601	ENSMUSG00000036192.15
10177	15	ENSMUSG00000036196.16
10178	972	ENSMUSG00000036197.16
10179	0	ENSMUSG00000036198.12
10180	1142	ENSMUSG00000036199.9
10181	416.001	ENSMUSG00000036202.16
10182	756	ENSMUSG00000036206.12
10183	162.194	ENSMUSG00000036208.13
10184	0	ENSMUSG00000036211.4
10185	72	ENSMUSG00000036214.14
10186	1	ENSMUSG00000036216.5
10187	0	ENSMUSG00000036218.16
10188	64	ENSMUSG00000036223.16
10189	31.416	ENSMUSG00000036225.15
10190	1	ENSMUSG00000036231.5
10191	3664	ENSMUSG00000036241.3
10192	143	ENSMUSG00000036242.15
10193	0	ENSMUSG00000036244.5
10194	533.653	ENSMUSG00000036246.14
10195	97	ENSMUSG00000036249.16
10196	0	ENSMUSG00000036251.16
10197	2869	ENSMUSG00000036256.13
10198	1795.68	ENSMUSG00000036257.15
10199	3	ENSMUSG00000036264.9
10200	796	ENSMUSG00000036270.16
10201	50.001	ENSMUSG00000036273.15
10202	2764	ENSMUSG00000036275.13
10203	77	ENSMUSG00000036278.7
10204	287.031	ENSMUSG00000036281.13
10205	927.001	ENSMUSG00000036282.15
10206	313.131	ENSMUSG00000036285.10
10207	433.999	ENSMUSG00000036291.6
10208	150	ENSMUSG00000036292.14
10209	11	ENSMUSG00000036295.5
10210	25	ENSMUSG00000036298.10
10211	1289.671	ENSMUSG00000036299.5
10212	82	ENSMUSG00000036304.14
10213	131.002	ENSMUSG00000036306.13
10214	4932.216	ENSMUSG00000036309.14
10215	438	ENSMUSG00000036315.13
10216	2909.001	ENSMUSG00000036323.14
10217	276.756	ENSMUSG00000036327.18
10218	155	ENSMUSG00000036330.12
10219	984.001	ENSMUSG00000036333.11
10220	9	ENSMUSG00000036334.12
10221	398	ENSMUSG00000036339.18
10222	880.995	ENSMUSG00000036352.16
10223	15	ENSMUSG00000036353.13
10224	196	ENSMUSG00000036356.15
10225	0	ENSMUSG00000036357.5
10226	6	ENSMUSG00000036362.2
10227	169	ENSMUSG00000036368.8
10228	4250.77	ENSMUSG00000036371.6
10229	1340.384	ENSMUSG00000036372.14
10230	468.021	ENSMUSG00000036376.3
10231	50	ENSMUSG00000036377.19
10232	58	ENSMUSG00000036381.13
10233	641.999	ENSMUSG00000036390.8
10234	860.326	ENSMUSG00000036391.16
10235	48.06	ENSMUSG00000036395.15
10236	724.999	ENSMUSG00000036398.13
10237	2	ENSMUSG00000036401.5
10238	3936.999	ENSMUSG00000036402.13
10239	144	ENSMUSG00000036403.15
10240	18	ENSMUSG00000036411.10
10241	119	ENSMUSG00000036412.5
10242	0	ENSMUSG00000036422.10
10243	4504.33	ENSMUSG00000036427.5
10244	544	ENSMUSG00000036430.8
10245	348	ENSMUSG00000036432.8
10246	617.463	ENSMUSG00000036435.13
10247	108.157	ENSMUSG00000036437.6
10248	9512.543	ENSMUSG00000036438.14
10249	801	ENSMUSG00000036442.8
10250	6128	ENSMUSG00000036446.5
10251	0	ENSMUSG00000036449.6
10252	958	ENSMUSG00000036450.4
10253	192	ENSMUSG00000036452.18
10254	542	ENSMUSG00000036459.15
10255	2157.098	ENSMUSG00000036461.16
10256	0	ENSMUSG00000036463.8
10257	133.971	ENSMUSG00000036466.17
10258	18	ENSMUSG00000036469.16
10259	304.943	ENSMUSG00000036473.16
10260	2195.435	ENSMUSG00000036478.8
10261	0	ENSMUSG00000036480.9
10262	28	ENSMUSG00000036492.12
10263	722	ENSMUSG00000036499.9
10264	0	ENSMUSG00000036500.4
10265	1043.235	ENSMUSG00000036501.7
10266	15	ENSMUSG00000036502.14
10267	1471.001	ENSMUSG00000036503.13
10268	455	ENSMUSG00000036504.6
10269	0	ENSMUSG00000036510.17
10270	883.001	ENSMUSG00000036513.15
10271	0	ENSMUSG00000036521.5
10272	266.987	ENSMUSG00000036523.16
10273	19	ENSMUSG00000036526.8
10274	2098.001	ENSMUSG00000036528.15
10275	1434.002	ENSMUSG00000036529.17
10276	473	ENSMUSG00000036533.9
10277	1381	ENSMUSG00000036534.6
10278	33	ENSMUSG00000036537.6
10279	1804.05	ENSMUSG00000036545.9
10280	2725.762	ENSMUSG00000036550.16
10281	0	ENSMUSG00000036551.6
10282	271.591	ENSMUSG00000036552.19
10283	693	ENSMUSG00000036553.16
10284	125.824	ENSMUSG00000036555.14
10285	1	ENSMUSG00000036557.8
10286	56.999	ENSMUSG00000036560.14
10287	347	ENSMUSG00000036561.9
10288	539	ENSMUSG00000036564.17
10289	615	ENSMUSG00000036565.7
10290	238	ENSMUSG00000036568.7
10291	135.001	ENSMUSG00000036570.14
10292	184.67	ENSMUSG00000036572.16
10293	0	ENSMUSG00000036574.5
10294	0	ENSMUSG00000036578.7
10295	1052.001	ENSMUSG00000036580.15
10296	300.999	ENSMUSG00000036585.16
10297	0	ENSMUSG00000036586.6
10298	2	ENSMUSG00000036587.13
10299	1076.999	ENSMUSG00000036591.16
10300	117	ENSMUSG00000036594.15
10301	282	ENSMUSG00000036596.6
10302	2	ENSMUSG00000036598.4
10303	452	ENSMUSG00000036599.10
10304	1	ENSMUSG00000036602.14
10305	2099	ENSMUSG00000036606.17
10306	115	ENSMUSG00000036611.5
10307	386	ENSMUSG00000036613.8
10308	271	ENSMUSG00000036615.6
10309	1200.999	ENSMUSG00000036617.17
10310	4837	ENSMUSG00000036620.14
10311	579.119	ENSMUSG00000036622.15
10312	1711.999	ENSMUSG00000036632.9
10313	7	ENSMUSG00000036634.15
10314	1133.664	ENSMUSG00000036636.10
10315	219	ENSMUSG00000036639.12
10316	5	ENSMUSG00000036641.9
10317	1448	ENSMUSG00000036644.15
10318	2070	ENSMUSG00000036646.13
10319	0	ENSMUSG00000036647.5
10320	63	ENSMUSG00000036655.8
10321	5.568	ENSMUSG00000036658.4
10322	78	ENSMUSG00000036661.14
10323	270	ENSMUSG00000036667.14
10324	839.154	ENSMUSG00000036672.5
10325	504	ENSMUSG00000036676.14
10326	412	ENSMUSG00000036678.8
10327	657	ENSMUSG00000036686.16
10328	258	ENSMUSG00000036687.13
10329	540	ENSMUSG00000036693.12
10330	1596	ENSMUSG00000036698.11
10331	1	ENSMUSG00000036699.12
10332	3231	ENSMUSG00000036707.16
10333	733.359	ENSMUSG00000036712.15
10334	51	ENSMUSG00000036718.17
10335	81.412	ENSMUSG00000036721.14
10336	4	ENSMUSG00000036731.7
10337	1277.837	ENSMUSG00000036733.16
10338	1315	ENSMUSG00000036737.12
10339	4	ENSMUSG00000036743.4
10340	0	ENSMUSG00000036744.13
10341	38	ENSMUSG00000036745.15
10342	603	ENSMUSG00000036748.16
10343	3.48	ENSMUSG00000036749.15
10344	3385.21	ENSMUSG00000036751.7
10345	5047.127	ENSMUSG00000036752.4
10346	1	ENSMUSG00000036760.7
10347	89.002	ENSMUSG00000036764.12
10348	3	ENSMUSG00000036766.12
10349	138.057	ENSMUSG00000036768.6
10350	261	ENSMUSG00000036769.14
10351	11	ENSMUSG00000036770.11
10352	995.446	ENSMUSG00000036775.13
10353	348	ENSMUSG00000036777.8
10354	504	ENSMUSG00000036779.12
10355	2407.71	ENSMUSG00000036781.13
10356	9530	ENSMUSG00000036782.13
10357	1	ENSMUSG00000036790.5
10358	153.1	ENSMUSG00000036792.12
10359	64.159	ENSMUSG00000036800.8
10360	4	ENSMUSG00000036805.13
10361	985	ENSMUSG00000036810.16
10362	43	ENSMUSG00000036813.11
10363	1	ENSMUSG00000036814.13
10364	11.725	ENSMUSG00000036815.17
10365	0	ENSMUSG00000036816.4
10366	1562.811	ENSMUSG00000036817.14
10367	156.039	ENSMUSG00000036819.14
10368	949.253	ENSMUSG00000036820.12
10369	853	ENSMUSG00000036822.6
10370	293.999	ENSMUSG00000036825.12
10371	7.364	ENSMUSG00000036826.14
10372	533.001	ENSMUSG00000036832.5
10373	120	ENSMUSG00000036833.16
10374	31	ENSMUSG00000036834.16
10375	640.27	ENSMUSG00000036835.7
10376	349.307	ENSMUSG00000036840.5
10377	261.001	ENSMUSG00000036845.12
10378	510	ENSMUSG00000036850.4
10379	133	ENSMUSG00000036853.5
10380	60	ENSMUSG00000036854.14
10381	0	ENSMUSG00000036855.3
10382	375.058	ENSMUSG00000036856.4
10383	3.044	ENSMUSG00000036858.8
10384	361.999	ENSMUSG00000036860.14
10385	39	ENSMUSG00000036862.15
10386	437.344	ENSMUSG00000036863.12
10387	50	ENSMUSG00000036864.16
10388	260	ENSMUSG00000036867.7
10389	39	ENSMUSG00000036872.16
10390	638.002	ENSMUSG00000036873.13
10391	852.297	ENSMUSG00000036875.15
10392	364	ENSMUSG00000036879.15
10393	1384	ENSMUSG00000036880.10
10394	33	ENSMUSG00000036882.7
10395	81	ENSMUSG00000036885.14
10396	111	ENSMUSG00000036887.5
10397	250.688	ENSMUSG00000036890.13
10398	191.001	ENSMUSG00000036892.12
10399	612	ENSMUSG00000036893.17
10400	291	ENSMUSG00000036894.3
10401	94	ENSMUSG00000036896.5
10402	168	ENSMUSG00000036898.16
10403	13	ENSMUSG00000036899.10
10404	46	ENSMUSG00000036902.11
10405	154	ENSMUSG00000036904.6
10406	135	ENSMUSG00000036905.8
10407	89	ENSMUSG00000036907.9
10408	272.001	ENSMUSG00000036908.17
10409	1	ENSMUSG00000036912.17
10410	5	ENSMUSG00000036913.15
10411	1	ENSMUSG00000036915.17
10412	60	ENSMUSG00000036916.13
10413	418.999	ENSMUSG00000036918.16
10414	0	ENSMUSG00000036921.2
10415	12	ENSMUSG00000036923.12
10416	0	ENSMUSG00000036924.3
10417	0	ENSMUSG00000036925.8
10418	198.94	ENSMUSG00000036928.14
10419	19	ENSMUSG00000036931.15
10420	875.999	ENSMUSG00000036932.14
10421	688	ENSMUSG00000036934.9
10422	2	ENSMUSG00000036938.17
10423	2536	ENSMUSG00000036940.15
10424	400	ENSMUSG00000036941.2
10425	1620.162	ENSMUSG00000036943.9
10426	12	ENSMUSG00000036944.6
10427	404.024	ENSMUSG00000036948.17
10428	0	ENSMUSG00000036949.16
10429	0	ENSMUSG00000036951.2
10430	764	ENSMUSG00000036955.16
10431	46	ENSMUSG00000036957.8
10432	0	ENSMUSG00000036958.5
10433	224	ENSMUSG00000036959.15
10434	39	ENSMUSG00000036960.10
10435	0	ENSMUSG00000036961.5
10436	11	ENSMUSG00000036962.12
10437	0	ENSMUSG00000036964.14
10438	1302	ENSMUSG00000036966.15
10439	513	ENSMUSG00000036968.15
10440	3	ENSMUSG00000036972.14
10441	388	ENSMUSG00000036975.5
10442	423.911	ENSMUSG00000036977.8
10443	683.042	ENSMUSG00000036980.13
10444	145.592	ENSMUSG00000036983.7
10445	953.537	ENSMUSG00000036985.12
10446	314.058	ENSMUSG00000036986.16
10447	302	ENSMUSG00000036989.16
10448	1837	ENSMUSG00000036990.13
10449	330.01	ENSMUSG00000036992.10
10450	490	ENSMUSG00000036995.7
10451	52.281	ENSMUSG00000037001.10
10452	1447.001	ENSMUSG00000037003.16
10453	9	ENSMUSG00000037005.16
10454	138.377	ENSMUSG00000037007.17
10455	137	ENSMUSG00000037010.7
10456	1678.999	ENSMUSG00000037012.18
10457	1358.999	ENSMUSG00000037013.17
10458	10	ENSMUSG00000037014.4
10459	243	ENSMUSG00000037016.11
10460	654	ENSMUSG00000037017.15
10461	534	ENSMUSG00000037020.16
10462	332	ENSMUSG00000037022.3
10463	245	ENSMUSG00000037025.11
10464	0	ENSMUSG00000037028.7
10465	479.319	ENSMUSG00000037029.8
10466	217.689	ENSMUSG00000037031.10
10467	765.001	ENSMUSG00000037032.16
10468	12	ENSMUSG00000037033.9
10469	14.065	ENSMUSG00000037034.16
10470	4311	ENSMUSG00000037035.5
10471	1634.159	ENSMUSG00000037049.9
10472	0	ENSMUSG00000037053.6
10473	3139.429	ENSMUSG00000037058.16
10474	442	ENSMUSG00000037060.3
10475	3937.001	ENSMUSG00000037062.13
10476	840.479	ENSMUSG00000037070.10
10477	827.948	ENSMUSG00000037071.3
10478	8219	ENSMUSG00000037072.15
10479	1111.25	ENSMUSG00000037075.7
10480	164	ENSMUSG00000037085.8
10481	2	ENSMUSG00000037086.3
10482	1169	ENSMUSG00000037089.11
10483	99	ENSMUSG00000037095.8
10484	704	ENSMUSG00000037098.18
10485	0	ENSMUSG00000037101.16
10486	411	ENSMUSG00000037103.8
10487	295.999	ENSMUSG00000037104.9
10488	1	ENSMUSG00000037106.8
10489	45.091	ENSMUSG00000037108.13
10490	304.784	ENSMUSG00000037110.20
10491	1319	ENSMUSG00000037111.9
10492	164	ENSMUSG00000037112.16
10493	2475	ENSMUSG00000037119.4
10494	4	ENSMUSG00000037124.6
10495	16	ENSMUSG00000037126.16
10496	7.315	ENSMUSG00000037129.7
10497	0	ENSMUSG00000037130.4
10498	575.301	ENSMUSG00000037134.17
10499	72	ENSMUSG00000037138.18
10500	241	ENSMUSG00000037139.15
10501	0	ENSMUSG00000037140.6
10502	5	ENSMUSG00000037143.17
10503	0	ENSMUSG00000037145.14
10504	3440	ENSMUSG00000037148.8
10505	1906	ENSMUSG00000037149.10
10506	467.171	ENSMUSG00000037151.8
10507	420.63	ENSMUSG00000037152.11
10508	75	ENSMUSG00000037157.8
10509	0	ENSMUSG00000037159.11
10510	25	ENSMUSG00000037161.14
10511	151	ENSMUSG00000037166.5
10512	0	ENSMUSG00000037167.5
10513	164	ENSMUSG00000037169.15
10514	13	ENSMUSG00000037171.6
10515	75	ENSMUSG00000037172.14
10516	1804	ENSMUSG00000037174.18
10517	175.999	ENSMUSG00000037185.9
10518	28	ENSMUSG00000037188.7
10519	478.001	ENSMUSG00000037190.12
10520	12	ENSMUSG00000037196.6
10521	1247	ENSMUSG00000037197.11
10522	2083	ENSMUSG00000037202.6
10523	468	ENSMUSG00000037204.7
10524	502	ENSMUSG00000037206.15
10525	645.327	ENSMUSG00000037210.16
10526	242	ENSMUSG00000037211.12
10527	198.053	ENSMUSG00000037214.12
10528	86	ENSMUSG00000037216.5
10529	2	ENSMUSG00000037217.15
10530	363	ENSMUSG00000037221.13
10531	14.529	ENSMUSG00000037224.15
10532	294	ENSMUSG00000037225.13
10533	776.701	ENSMUSG00000037234.17
10534	2374.015	ENSMUSG00000037235.13
10535	2485.978	ENSMUSG00000037236.16
10536	25	ENSMUSG00000037239.8
10537	11030.169	ENSMUSG00000037242.8
10538	53	ENSMUSG00000037243.17
10539	0	ENSMUSG00000037246.6
10540	168	ENSMUSG00000037251.5
10541	1036	ENSMUSG00000037253.8
10542	505	ENSMUSG00000037254.18
10543	661	ENSMUSG00000037257.8
10544	10.921	ENSMUSG00000037259.15
10545	1434.999	ENSMUSG00000037260.8
10546	388	ENSMUSG00000037262.7
10547	1.09	ENSMUSG00000037263.13
10548	3784	ENSMUSG00000037266.18
10549	1007.998	ENSMUSG00000037270.18
10550	323	ENSMUSG00000037275.14
10551	766.83	ENSMUSG00000037278.9
10552	279	ENSMUSG00000037279.13
10553	524	ENSMUSG00000037280.12
10554	1707	ENSMUSG00000037286.15
10555	489	ENSMUSG00000037287.15
10556	1690	ENSMUSG00000037295.7
10557	632	ENSMUSG00000037296.7
10558	984.223	ENSMUSG00000037300.19
10559	1088	ENSMUSG00000037306.13
10560	0	ENSMUSG00000037307.11
10561	679.001	ENSMUSG00000037313.16
10562	3822	ENSMUSG00000037315.15
10563	481	ENSMUSG00000037316.9
10564	12	ENSMUSG00000037318.10
10565	627.982	ENSMUSG00000037321.17
10566	72	ENSMUSG00000037325.10
10567	1183	ENSMUSG00000037326.10
10568	1938.589	ENSMUSG00000037331.15
10569	2	ENSMUSG00000037334.2
10570	4036	ENSMUSG00000037335.13
10571	25.001	ENSMUSG00000037336.14
10572	35	ENSMUSG00000037337.11
10573	485	ENSMUSG00000037339.17
10574	4	ENSMUSG00000037341.14
10575	692	ENSMUSG00000037343.8
10576	352	ENSMUSG00000037344.14
10577	0	ENSMUSG00000037346.5
10578	35	ENSMUSG00000037347.7
10579	464.007	ENSMUSG00000037348.15
10580	495	ENSMUSG00000037349.9
10581	2139	ENSMUSG00000037351.9
10582	423.999	ENSMUSG00000037353.9
10583	167	ENSMUSG00000037355.14
10584	4	ENSMUSG00000037358.6
10585	1097.638	ENSMUSG00000037361.8
10586	284	ENSMUSG00000037362.8
10587	90	ENSMUSG00000037363.9
10588	1031.001	ENSMUSG00000037364.12
10589	553	ENSMUSG00000037366.14
10590	693.999	ENSMUSG00000037369.17
10591	184.041	ENSMUSG00000037370.13
10592	2226	ENSMUSG00000037373.12
10593	38.453	ENSMUSG00000037375.16
10594	592	ENSMUSG00000037376.14
10595	454	ENSMUSG00000037379.7
10596	5	ENSMUSG00000037386.16
10597	27	ENSMUSG00000037390.12
10598	0	ENSMUSG00000037393.2
10599	347	ENSMUSG00000037395.15
10600	1038.001	ENSMUSG00000037400.17
10601	963.678	ENSMUSG00000037405.8
10602	7	ENSMUSG00000037406.7
10603	167.265	ENSMUSG00000037408.10
10604	311	ENSMUSG00000037410.13
10605	11381	ENSMUSG00000037411.10
10606	765	ENSMUSG00000037415.6
10607	700.093	ENSMUSG00000037416.13
10608	4	ENSMUSG00000037418.6
10609	1053	ENSMUSG00000037419.9
10610	0	ENSMUSG00000037424.6
10611	359.005	ENSMUSG00000037426.18
10612	139	ENSMUSG00000037428.14
10613	0	ENSMUSG00000037432.15
10614	1686	ENSMUSG00000037434.7
10615	15	ENSMUSG00000037437.18
10616	1934	ENSMUSG00000037440.8
10617	279.182	ENSMUSG00000037443.13
10618	354.019	ENSMUSG00000037446.14
10619	96.015	ENSMUSG00000037447.16
10620	0	ENSMUSG00000037451.8
10621	51.837	ENSMUSG00000037455.16
10622	3320	ENSMUSG00000037458.15
10623	529.23	ENSMUSG00000037461.10
10624	1057	ENSMUSG00000037463.14
10625	876	ENSMUSG00000037465.10
10626	122.887	ENSMUSG00000037466.13
10627	99	ENSMUSG00000037469.10
10628	2606.029	ENSMUSG00000037470.14
10629	180.088	ENSMUSG00000037474.13
10630	1360.937	ENSMUSG00000037475.15
10631	0	ENSMUSG00000037477.8
10632	16503.785	ENSMUSG00000037482.2
10633	529.111	ENSMUSG00000037486.18
10634	1889.999	ENSMUSG00000037487.7
10635	263	ENSMUSG00000037490.5
10636	156.001	ENSMUSG00000037492.16
10637	87	ENSMUSG00000037493.6
10638	1147	ENSMUSG00000037499.9
10639	2492	ENSMUSG00000037503.12
10640	17.522	ENSMUSG00000037509.21
10641	691.001	ENSMUSG00000037514.17
10642	1882.044	ENSMUSG00000037519.17
10643	652	ENSMUSG00000037523.13
10644	129.098	ENSMUSG00000037525.5
10645	419	ENSMUSG00000037526.7
10646	0	ENSMUSG00000037529.13
10647	238	ENSMUSG00000037531.8
10648	441	ENSMUSG00000037533.20
10649	389.985	ENSMUSG00000037536.14
10650	1	ENSMUSG00000037537.6
10651	4	ENSMUSG00000037541.21
10652	0	ENSMUSG00000037542.13
10653	283.674	ENSMUSG00000037544.14
10654	8.2	ENSMUSG00000037548.15
10655	1294	ENSMUSG00000037552.17
10656	292	ENSMUSG00000037553.14
10657	11674.252	ENSMUSG00000037563.15
10658	1303.001	ENSMUSG00000037568.12
10659	1118.23	ENSMUSG00000037570.16
10660	192.66	ENSMUSG00000037572.17
10661	678.992	ENSMUSG00000037573.5
10662	2.018	ENSMUSG00000037577.13
10663	17	ENSMUSG00000037578.4
10664	22	ENSMUSG00000037579.7
10665	482.002	ENSMUSG00000037580.10
10666	1	ENSMUSG00000037583.2
10667	8	ENSMUSG00000037593.12
10668	102	ENSMUSG00000037594.11
10669	277	ENSMUSG00000037600.16
10670	1609.244	ENSMUSG00000037601.11
10671	10	ENSMUSG00000037605.16
10672	941.023	ENSMUSG00000037606.18
10673	1844.719	ENSMUSG00000037608.16
10674	33.001	ENSMUSG00000037610.15
10675	1734.742	ENSMUSG00000037613.16
10676	88.004	ENSMUSG00000037617.12
10677	73	ENSMUSG00000037621.8
10678	726	ENSMUSG00000037622.14
10679	10	ENSMUSG00000037624.15
10680	353	ENSMUSG00000037625.7
10681	0	ENSMUSG00000037627.16
10682	48	ENSMUSG00000037628.10
10683	73.01	ENSMUSG00000037636.6
10684	162	ENSMUSG00000037638.5
10685	182.798	ENSMUSG00000037640.15
10686	1872.543	ENSMUSG00000037643.14
10687	406	ENSMUSG00000037646.10
10688	66	ENSMUSG00000037649.10
10689	369.555	ENSMUSG00000037652.15
10690	2	ENSMUSG00000037653.7
10691	707.069	ENSMUSG00000037656.9
10692	0	ENSMUSG00000037660.5
10693	61	ENSMUSG00000037661.14
10694	16868.829	ENSMUSG00000037664.13
10695	689.987	ENSMUSG00000037669.15
10696	389	ENSMUSG00000037674.15
10697	2831	ENSMUSG00000037679.9
10698	70	ENSMUSG00000037681.13
10699	1	ENSMUSG00000037683.14
10700	295	ENSMUSG00000037685.15
10701	339.999	ENSMUSG00000037686.6
10702	0	ENSMUSG00000037689.6
10703	1109.88	ENSMUSG00000037692.14
10704	374	ENSMUSG00000037697.19
10705	186.488	ENSMUSG00000037703.14
10706	2	ENSMUSG00000037705.13
10707	1155.999	ENSMUSG00000037706.17
10708	1	ENSMUSG00000037708.16
10709	127	ENSMUSG00000037709.13
10710	1074.905	ENSMUSG00000037710.8
10711	5134	ENSMUSG00000037712.16
10712	49	ENSMUSG00000037716.15
10713	2016.999	ENSMUSG00000037720.16
10714	916	ENSMUSG00000037722.8
10715	187.215	ENSMUSG00000037725.8
10716	0	ENSMUSG00000037727.6
10717	606.001	ENSMUSG00000037730.13
10718	34	ENSMUSG00000037731.5
10719	81.027	ENSMUSG00000037736.20
10720	9	ENSMUSG00000037737.6
10721	0	ENSMUSG00000037738.11
10722	666.893	ENSMUSG00000037740.8
10723	121007.607	ENSMUSG00000037742.14
10724	272	ENSMUSG00000037747.9
10725	279	ENSMUSG00000037750.16
10726	104.856	ENSMUSG00000037752.4
10727	70.24	ENSMUSG00000037754.13
