counts	gene
11189	197	ENSMUSG00000038843.18
11190	552	ENSMUSG00000038844.10
11191	1302.983	ENSMUSG00000038845.11
11192	1409	ENSMUSG00000038848.14
11193	595	ENSMUSG00000038855.10
11194	3306	ENSMUSG00000038859.7
11195	41.53	ENSMUSG00000038860.15
11196	1131.001	ENSMUSG00000038861.14
11197	297	ENSMUSG00000038866.15
11198	3772	ENSMUSG00000038871.5
11199	156	ENSMUSG00000038872.10
11200	512.104	ENSMUSG00000038876.12
11201	30.22	ENSMUSG00000038879.8
11202	792.872	ENSMUSG00000038880.13
11203	715	ENSMUSG00000038883.3
11204	164.014	ENSMUSG00000038884.14
11205	113.889	ENSMUSG00000038886.10
11206	186	ENSMUSG00000038888.8
11207	207011	ENSMUSG00000038891.3
11208	1096	ENSMUSG00000038893.12
11209	510	ENSMUSG00000038894.7
11210	91	ENSMUSG00000038895.16
11211	175.506	ENSMUSG00000038900.17
11212	322	ENSMUSG00000038902.14
11213	759.999	ENSMUSG00000038903.13
11214	2341.247	ENSMUSG00000038909.16
11215	298	ENSMUSG00000038910.7
11216	516.994	ENSMUSG00000038914.15
11217	3	ENSMUSG00000038916.7
11218	3	ENSMUSG00000038925.13
11219	60.009	ENSMUSG00000038930.11
11220	19	ENSMUSG00000038932.13
11221	446	ENSMUSG00000038936.13
11222	350.947	ENSMUSG00000038943.16
11223	218	ENSMUSG00000038949.8
11224	171	ENSMUSG00000038954.14
11225	619	ENSMUSG00000038957.13
11226	805	ENSMUSG00000038963.15
11227	3380.644	ENSMUSG00000038965.17
11228	284	ENSMUSG00000038967.13
11229	0	ENSMUSG00000038968.3
11230	428	ENSMUSG00000038970.7
11231	0	ENSMUSG00000038973.2
11232	952.999	ENSMUSG00000038975.14
11233	1415	ENSMUSG00000038976.12
11234	21	ENSMUSG00000038980.1
11235	384	ENSMUSG00000038982.10
11236	2	ENSMUSG00000038984.4
11237	14	ENSMUSG00000038987.8
11238	257	ENSMUSG00000038990.14
11239	3559.001	ENSMUSG00000038991.17
11240	0	ENSMUSG00000038994.6
11241	3	ENSMUSG00000038997.4
11242	892	ENSMUSG00000039000.8
11243	5265	ENSMUSG00000039001.12
11244	88	ENSMUSG00000039004.6
11245	72	ENSMUSG00000039005.13
11246	111	ENSMUSG00000039007.10
11247	6	ENSMUSG00000039013.16
11248	740	ENSMUSG00000039016.5
11249	244.001	ENSMUSG00000039018.15
11250	4	ENSMUSG00000039021.15
11251	1240.999	ENSMUSG00000039031.16
11252	0	ENSMUSG00000039032.2
11253	145	ENSMUSG00000039033.11
11254	4.149	ENSMUSG00000039037.5
11255	2181.23	ENSMUSG00000039041.15
11256	548	ENSMUSG00000039043.5
11257	686.043	ENSMUSG00000039046.15
11258	747	ENSMUSG00000039047.17
11259	373.001	ENSMUSG00000039048.15
11260	1037	ENSMUSG00000039050.8
11261	44	ENSMUSG00000039055.4
11262	3	ENSMUSG00000039057.11
11263	19	ENSMUSG00000039058.11
11264	1	ENSMUSG00000039059.11
11265	165	ENSMUSG00000039062.15
11266	125	ENSMUSG00000039063.5
11267	268.243	ENSMUSG00000039065.11
11268	2030	ENSMUSG00000039067.5
11269	663	ENSMUSG00000039068.16
11270	244.946	ENSMUSG00000039069.19
11271	2	ENSMUSG00000039070.5
11272	35	ENSMUSG00000039079.1
11273	63	ENSMUSG00000039081.10
11274	3	ENSMUSG00000039084.8
11275	58	ENSMUSG00000039086.9
11276	505.003	ENSMUSG00000039087.17
11277	190	ENSMUSG00000039089.15
11278	3	ENSMUSG00000039092.9
11279	2	ENSMUSG00000039095.8
11280	46	ENSMUSG00000039096.10
11281	1	ENSMUSG00000039097.5
11282	15	ENSMUSG00000039099.7
11283	624	ENSMUSG00000039100.10
11284	189.999	ENSMUSG00000039103.12
11285	3265.968	ENSMUSG00000039105.6
11286	0	ENSMUSG00000039106.6
11287	361	ENSMUSG00000039108.14
11288	358.999	ENSMUSG00000039109.16
11289	75	ENSMUSG00000039110.14
11290	66	ENSMUSG00000039114.16
11291	164	ENSMUSG00000039115.13
11292	952	ENSMUSG00000039116.7
11293	240	ENSMUSG00000039117.16
11294	376.16	ENSMUSG00000039126.10
11295	1839.053	ENSMUSG00000039128.13
11296	507	ENSMUSG00000039130.18
11297	791.357	ENSMUSG00000039131.15
11298	44	ENSMUSG00000039137.18
11299	55	ENSMUSG00000039145.16
11300	27	ENSMUSG00000039146.5
11301	1284.001	ENSMUSG00000039148.5
11302	16.003	ENSMUSG00000039153.17
11303	1	ENSMUSG00000039154.8
11304	12	ENSMUSG00000039155.15
11305	138.006	ENSMUSG00000039156.19
11306	685	ENSMUSG00000039157.12
11307	87	ENSMUSG00000039158.11
11308	3422	ENSMUSG00000039159.16
11309	270	ENSMUSG00000039163.10
11310	139	ENSMUSG00000039164.2
11311	413	ENSMUSG00000039166.16
11312	186.032	ENSMUSG00000039167.12
11313	3898	ENSMUSG00000039168.15
11314	0	ENSMUSG00000039174.14
11315	2015	ENSMUSG00000039176.17
11316	234	ENSMUSG00000039178.9
11317	0	ENSMUSG00000039179.13
11318	325	ENSMUSG00000039182.6
11319	1001.001	ENSMUSG00000039183.6
11320	95	ENSMUSG00000039187.16
11321	519.991	ENSMUSG00000039191.12
11322	20.553	ENSMUSG00000039193.9
11323	23	ENSMUSG00000039194.16
11324	556	ENSMUSG00000039195.4
11325	24.28	ENSMUSG00000039196.2
11326	509	ENSMUSG00000039197.10
11327	0	ENSMUSG00000039198.8
11328	92	ENSMUSG00000039199.6
11329	7	ENSMUSG00000039200.16
11330	187	ENSMUSG00000039201.9
11331	1619.601	ENSMUSG00000039202.12
11332	755	ENSMUSG00000039205.16
11333	143.182	ENSMUSG00000039206.13
11334	748	ENSMUSG00000039208.15
11335	32	ENSMUSG00000039209.12
11336	294.999	ENSMUSG00000039210.16
11337	0	ENSMUSG00000039215.5
11338	22	ENSMUSG00000039217.13
11339	1626.999	ENSMUSG00000039218.17
11340	642.044	ENSMUSG00000039219.18
11341	803	ENSMUSG00000039220.16
11342	3476.442	ENSMUSG00000039221.10
11343	4	ENSMUSG00000039224.1
11344	965	ENSMUSG00000039230.14
11345	324	ENSMUSG00000039231.18
11346	140.975	ENSMUSG00000039232.12
11347	220.268	ENSMUSG00000039233.12
11348	2186	ENSMUSG00000039234.11
11349	3348	ENSMUSG00000039236.18
11350	13	ENSMUSG00000039238.6
11351	553	ENSMUSG00000039239.14
11352	580	ENSMUSG00000039242.10
11353	973	ENSMUSG00000039244.10
11354	156	ENSMUSG00000039246.8
11355	11.085	ENSMUSG00000039252.11
11356	136.987	ENSMUSG00000039253.7
11357	161.746	ENSMUSG00000039254.16
11358	9	ENSMUSG00000039257.11
11359	1147.001	ENSMUSG00000039262.16
11360	2003	ENSMUSG00000039263.16
11361	10	ENSMUSG00000039264.9
11362	0	ENSMUSG00000039269.5
11363	169	ENSMUSG00000039270.9
11364	459	ENSMUSG00000039275.9
11365	29	ENSMUSG00000039278.10
11366	1060.088	ENSMUSG00000039285.12
11367	3450	ENSMUSG00000039286.12
11368	998	ENSMUSG00000039294.14
11369	0	ENSMUSG00000039296.15
11370	179.006	ENSMUSG00000039298.16
11371	59.065	ENSMUSG00000039304.11
11372	218.062	ENSMUSG00000039307.16
11373	243	ENSMUSG00000039308.6
11374	3.771	ENSMUSG00000039313.14
11375	6	ENSMUSG00000039315.15
11376	117	ENSMUSG00000039316.14
11377	947.001	ENSMUSG00000039318.12
11378	18	ENSMUSG00000039321.1
11379	1770	ENSMUSG00000039323.18
11380	28	ENSMUSG00000039328.11
11381	1561.972	ENSMUSG00000039329.8
11382	14	ENSMUSG00000039330.5
11383	0	ENSMUSG00000039335.11
11384	2.028	ENSMUSG00000039337.3
11385	0	ENSMUSG00000039342.5
11386	118	ENSMUSG00000039345.16
11387	111.186	ENSMUSG00000039347.7
11388	360	ENSMUSG00000039349.5
11389	547.001	ENSMUSG00000039354.16
11390	272.565	ENSMUSG00000039356.15
11391	626	ENSMUSG00000039357.2
11392	0	ENSMUSG00000039358.3
11393	2556	ENSMUSG00000039361.11
11394	25	ENSMUSG00000039364.13
11395	3948	ENSMUSG00000039367.11
11396	1.006	ENSMUSG00000039372.5
11397	0	ENSMUSG00000039375.16
11398	8	ENSMUSG00000039376.13
11399	129	ENSMUSG00000039377.7
11400	808.913	ENSMUSG00000039382.12
11401	96	ENSMUSG00000039384.8
11402	15	ENSMUSG00000039385.5
11403	0	ENSMUSG00000039391.11
11404	357	ENSMUSG00000039395.8
11405	27.228	ENSMUSG00000039396.11
11406	510	ENSMUSG00000039405.7
11407	14	ENSMUSG00000039410.16
11408	322	ENSMUSG00000039414.10
11409	2	ENSMUSG00000039419.17
11410	486	ENSMUSG00000039427.14
11411	511	ENSMUSG00000039428.11
11412	532	ENSMUSG00000039431.16
11413	57	ENSMUSG00000039438.7
11414	1036.232	ENSMUSG00000039449.14
11415	211	ENSMUSG00000039450.11
11416	135.011	ENSMUSG00000039452.6
11417	426.001	ENSMUSG00000039456.10
11418	222	ENSMUSG00000039457.4
11419	252	ENSMUSG00000039458.15
11420	1097.001	ENSMUSG00000039461.12
11421	0	ENSMUSG00000039462.4
11422	247	ENSMUSG00000039463.14
11423	147.339	ENSMUSG00000039470.15
11424	1086.001	ENSMUSG00000039473.8
11425	915.001	ENSMUSG00000039474.13
11426	5	ENSMUSG00000039476.13
11427	1095.858	ENSMUSG00000039477.16
11428	45	ENSMUSG00000039478.15
11429	310	ENSMUSG00000039480.14
11430	97	ENSMUSG00000039481.5
11431	510.762	ENSMUSG00000039483.10
11432	76	ENSMUSG00000039485.8
11433	1	ENSMUSG00000039488.15
11434	0	ENSMUSG00000039492.7
11435	83.958	ENSMUSG00000039496.8
11436	373	ENSMUSG00000039497.8
11437	410	ENSMUSG00000039501.14
11438	0	ENSMUSG00000039508.6
11439	435.999	ENSMUSG00000039509.8
11440	193	ENSMUSG00000039512.12
11441	1165.999	ENSMUSG00000039515.11
11442	14	ENSMUSG00000039518.7
11443	2	ENSMUSG00000039519.6
11444	1.136	ENSMUSG00000039521.13
11445	347	ENSMUSG00000039523.16
11446	653	ENSMUSG00000039529.9
11447	839.015	ENSMUSG00000039530.17
11448	220.041	ENSMUSG00000039531.8
11449	19.814	ENSMUSG00000039533.8
11450	2041	ENSMUSG00000039536.16
11451	0	ENSMUSG00000039539.13
11452	0	ENSMUSG00000039540.9
11453	950.349	ENSMUSG00000039542.16
11454	3	ENSMUSG00000039543.16
11455	13	ENSMUSG00000039546.9
11456	3	ENSMUSG00000039552.14
11457	0	ENSMUSG00000039555.14
11458	994.451	ENSMUSG00000039556.16
11459	692.659	ENSMUSG00000039568.6
11460	73	ENSMUSG00000039577.17
11461	234.255	ENSMUSG00000039578.17
11462	1	ENSMUSG00000039579.15
11463	280.999	ENSMUSG00000039585.15
11464	376.949	ENSMUSG00000039599.16
11465	13.002	ENSMUSG00000039601.16
11466	40	ENSMUSG00000039607.16
11467	0	ENSMUSG00000039608.6
11468	20	ENSMUSG00000039611.2
11469	3025.931	ENSMUSG00000039615.9
11470	153	ENSMUSG00000039616.10
11471	101	ENSMUSG00000039620.17
11472	1515	ENSMUSG00000039621.13
11473	331.547	ENSMUSG00000039623.13
11474	6	ENSMUSG00000039628.9
11475	29.539	ENSMUSG00000039629.14
11476	6653.998	ENSMUSG00000039630.10
11477	6	ENSMUSG00000039632.13
11478	191.171	ENSMUSG00000039633.7
11479	97	ENSMUSG00000039634.12
11480	725.072	ENSMUSG00000039637.15
11481	0	ENSMUSG00000039639.7
11482	1324	ENSMUSG00000039640.7
11483	320	ENSMUSG00000039646.5
11484	126	ENSMUSG00000039648.14
11485	50	ENSMUSG00000039652.16
11486	71	ENSMUSG00000039653.9
11487	672	ENSMUSG00000039656.17
11488	537	ENSMUSG00000039660.16
11489	3	ENSMUSG00000039661.14
11490	304	ENSMUSG00000039662.16
11491	76	ENSMUSG00000039670.2
11492	1307.778	ENSMUSG00000039671.18
11493	46	ENSMUSG00000039672.12
11494	4	ENSMUSG00000039676.4
11495	515.072	ENSMUSG00000039678.12
11496	2329.689	ENSMUSG00000039680.10
11497	1636	ENSMUSG00000039682.12
11498	55	ENSMUSG00000039683.16
11499	288	ENSMUSG00000039686.14
11500	0	ENSMUSG00000039691.10
11501	112	ENSMUSG00000039693.11
11502	359	ENSMUSG00000039697.16
11503	0	ENSMUSG00000039699.14
11504	697.056	ENSMUSG00000039701.11
11505	902	ENSMUSG00000039703.15
11506	247	ENSMUSG00000039704.7
11507	85	ENSMUSG00000039706.11
11508	0	ENSMUSG00000039710.14
11509	145	ENSMUSG00000039713.17
11510	0	ENSMUSG00000039714.9
11511	255.183	ENSMUSG00000039715.8
11512	3	ENSMUSG00000039716.12
11513	0	ENSMUSG00000039717.16
11514	45	ENSMUSG00000039720.7
11515	302.474	ENSMUSG00000039725.6
11516	1.002	ENSMUSG00000039728.15
11517	402	ENSMUSG00000039735.16
11518	505.654	ENSMUSG00000039737.11
11519	265.126	ENSMUSG00000039738.16
11520	482	ENSMUSG00000039740.6
11521	79.999	ENSMUSG00000039741.15
11522	9	ENSMUSG00000039742.15
11523	1395	ENSMUSG00000039745.8
11524	24	ENSMUSG00000039747.11
11525	73.469	ENSMUSG00000039748.11
11526	1893.999	ENSMUSG00000039753.16
11527	266	ENSMUSG00000039754.10
11528	1755	ENSMUSG00000039756.12
11529	285	ENSMUSG00000039759.10
11530	0	ENSMUSG00000039760.8
11531	16	ENSMUSG00000039763.10
11532	46	ENSMUSG00000039765.15
11533	1143.88	ENSMUSG00000039768.16
11534	1493.914	ENSMUSG00000039770.6
11535	705	ENSMUSG00000039771.13
11536	122	ENSMUSG00000039774.12
11537	0	ENSMUSG00000039775.7
11538	178.999	ENSMUSG00000039781.14
11539	187	ENSMUSG00000039782.15
11540	44.93	ENSMUSG00000039783.15
11541	0	ENSMUSG00000039785.5
11542	169.14	ENSMUSG00000039787.13
11543	239.001	ENSMUSG00000039789.7
11544	266.632	ENSMUSG00000039795.14
11545	128.85	ENSMUSG00000039801.7
11546	441	ENSMUSG00000039804.15
11547	2	ENSMUSG00000039809.10
11548	278	ENSMUSG00000039810.11
11549	387	ENSMUSG00000039813.14
11550	4	ENSMUSG00000039814.15
11551	51.002	ENSMUSG00000039824.4
11552	327	ENSMUSG00000039826.13
11553	701	ENSMUSG00000039828.7
11554	6	ENSMUSG00000039830.9
11555	1728.001	ENSMUSG00000039831.16
11556	554.543	ENSMUSG00000039834.17
11557	166	ENSMUSG00000039835.16
11558	0	ENSMUSG00000039838.11
11559	250.082	ENSMUSG00000039840.8
11560	154	ENSMUSG00000039841.14
11561	196.156	ENSMUSG00000039842.15
11562	2531.999	ENSMUSG00000039844.20
11563	708.457	ENSMUSG00000039849.6
11564	69.057	ENSMUSG00000039850.16
11565	8	ENSMUSG00000039851.11
11566	1120.001	ENSMUSG00000039852.17
11567	67.999	ENSMUSG00000039853.18
11568	4	ENSMUSG00000039860.19
11569	106	ENSMUSG00000039865.8
11570	43	ENSMUSG00000039873.4
11571	726	ENSMUSG00000039878.13
11572	490	ENSMUSG00000039879.9
11573	160	ENSMUSG00000039883.5
11574	1231	ENSMUSG00000039886.8
11575	442	ENSMUSG00000039887.11
11576	19.001	ENSMUSG00000039891.6
11577	494	ENSMUSG00000039899.5
11578	325	ENSMUSG00000039901.10
11579	374.001	ENSMUSG00000039903.17
11580	12.27	ENSMUSG00000039904.9
11581	64	ENSMUSG00000039908.14
11582	15708	ENSMUSG00000039910.10
11583	1664	ENSMUSG00000039911.13
11584	1	ENSMUSG00000039913.12
11585	169.077	ENSMUSG00000039914.6
11586	438.968	ENSMUSG00000039917.10
11587	176	ENSMUSG00000039929.14
11588	38	ENSMUSG00000039934.12
11589	315	ENSMUSG00000039936.18
11590	33	ENSMUSG00000039942.15
11591	354.903	ENSMUSG00000039943.16
11592	1179	ENSMUSG00000039952.15
11593	315	ENSMUSG00000039953.13
11594	2	ENSMUSG00000039954.9
11595	56	ENSMUSG00000039956.9
11596	60.999	ENSMUSG00000039958.17
11597	267	ENSMUSG00000039959.13
11598	3133.996	ENSMUSG00000039960.5
11599	1.964	ENSMUSG00000039962.3
11600	8	ENSMUSG00000039963.20
11601	244	ENSMUSG00000039967.14
11602	280.41	ENSMUSG00000039968.9
11603	182	ENSMUSG00000039976.4
11604	1.02	ENSMUSG00000039977.16
11605	25.117	ENSMUSG00000039981.6
11606	69	ENSMUSG00000039982.8
11607	683	ENSMUSG00000039983.13
11608	468.886	ENSMUSG00000039985.14
11609	96	ENSMUSG00000039987.15
11610	1150.901	ENSMUSG00000039988.14
11611	813	ENSMUSG00000039989.7
11612	441	ENSMUSG00000039990.16
11613	239.431	ENSMUSG00000039994.15
11614	52.012	ENSMUSG00000039997.16
11615	13.017	ENSMUSG00000040003.18
11616	1144.161	ENSMUSG00000040006.13
11617	1753	ENSMUSG00000040007.8
11618	92	ENSMUSG00000040009.6
11619	869	ENSMUSG00000040010.10
11620	12.31	ENSMUSG00000040013.11
11621	996	ENSMUSG00000040016.16
11622	21.007	ENSMUSG00000040017.8
11623	720	ENSMUSG00000040018.9
11624	405	ENSMUSG00000040021.13
11625	119	ENSMUSG00000040022.14
11626	1136.606	ENSMUSG00000040025.17
11627	181.201	ENSMUSG00000040026.8
11628	1228	ENSMUSG00000040028.10
11629	473	ENSMUSG00000040029.15
11630	694.088	ENSMUSG00000040033.16
11631	302	ENSMUSG00000040034.15
11632	9.999	ENSMUSG00000040035.14
11633	1	ENSMUSG00000040037.13
11634	219.001	ENSMUSG00000040040.16
11635	2550.165	ENSMUSG00000040043.17
11636	690.83	ENSMUSG00000040044.11
11637	94	ENSMUSG00000040046.14
11638	1550.011	ENSMUSG00000040048.14
11639	1909.2	ENSMUSG00000040054.17
11640	0	ENSMUSG00000040055.9
11641	14	ENSMUSG00000040061.17
11642	4	ENSMUSG00000040065.8
11643	255	ENSMUSG00000040084.9
11644	0	ENSMUSG00000040086.13
11645	195	ENSMUSG00000040093.16
11646	427	ENSMUSG00000040097.16
11647	231	ENSMUSG00000040102.10
11648	179	ENSMUSG00000040105.3
11649	1150.998	ENSMUSG00000040111.17
11650	485.537	ENSMUSG00000040112.9
11651	1	ENSMUSG00000040113.14
11652	17	ENSMUSG00000040118.15
11653	7.322	ENSMUSG00000040121.5
11654	707.37	ENSMUSG00000040123.17
11655	267	ENSMUSG00000040124.5
11656	10.241	ENSMUSG00000040125.4
11657	11	ENSMUSG00000040127.13
11658	1066	ENSMUSG00000040128.9
11659	0	ENSMUSG00000040132.6
11660	8	ENSMUSG00000040133.2
11661	5	ENSMUSG00000040134.8
11662	27.999	ENSMUSG00000040136.10
11663	0	ENSMUSG00000040138.7
11664	242.999	ENSMUSG00000040139.14
11665	1	ENSMUSG00000040140.15
11666	174.027	ENSMUSG00000040146.9
11667	2379	ENSMUSG00000040147.14
11668	0	ENSMUSG00000040148.5
11669	363	ENSMUSG00000040151.9
11670	592	ENSMUSG00000040152.8
11671	0	ENSMUSG00000040154.11
11672	1772.647	ENSMUSG00000040158.12
11673	0	ENSMUSG00000040163.14
11674	2	ENSMUSG00000040164.3
11675	61.836	ENSMUSG00000040165.14
11676	265	ENSMUSG00000040167.16
11677	101.999	ENSMUSG00000040170.13
11678	478.001	ENSMUSG00000040174.14
11679	296.039	ENSMUSG00000040177.10
11680	1884.412	ENSMUSG00000040181.14
11681	67	ENSMUSG00000040183.13
11682	39.606	ENSMUSG00000040187.15
11683	604	ENSMUSG00000040188.10
11684	18.204	ENSMUSG00000040189.18
11685	112	ENSMUSG00000040195.11
11686	1	ENSMUSG00000040197.4
11687	146.814	ENSMUSG00000040204.6
11688	117	ENSMUSG00000040205.8
11689	206.158	ENSMUSG00000040209.12
11690	248.001	ENSMUSG00000040212.12
11691	109.846	ENSMUSG00000040213.13
11692	49	ENSMUSG00000040219.4
11693	330.383	ENSMUSG00000040220.10
11694	948.999	ENSMUSG00000040225.15
11695	8	ENSMUSG00000040229.11
11696	9	ENSMUSG00000040231.16
11697	235	ENSMUSG00000040234.16
11698	570	ENSMUSG00000040236.4
11699	1403.806	ENSMUSG00000040242.14
11700	25.268	ENSMUSG00000040247.6
11701	1205	ENSMUSG00000040249.15
11702	431.001	ENSMUSG00000040250.14
11703	168.77	ENSMUSG00000040253.15
11704	2	ENSMUSG00000040254.11
11705	88	ENSMUSG00000040258.6
11706	164	ENSMUSG00000040260.8
11707	856	ENSMUSG00000040263.16
11708	70.326	ENSMUSG00000040264.10
11709	19	ENSMUSG00000040265.16
11710	740.139	ENSMUSG00000040268.17
11711	410	ENSMUSG00000040269.5
11712	115.11	ENSMUSG00000040270.16
11713	65	ENSMUSG00000040272.14
11714	81.143	ENSMUSG00000040274.11
11715	13	ENSMUSG00000040276.15
11716	799	ENSMUSG00000040280.10
11717	299	ENSMUSG00000040282.13
11718	1.003	ENSMUSG00000040283.14
11719	9428.044	ENSMUSG00000040284.4
11720	5	ENSMUSG00000040287.9
11721	43	ENSMUSG00000040289.8
11722	823.053	ENSMUSG00000040296.15
11723	766	ENSMUSG00000040297.12
11724	16	ENSMUSG00000040298.6
11725	179	ENSMUSG00000040302.17
11726	5.997	ENSMUSG00000040310.12
11727	40.93	ENSMUSG00000040312.14
11728	234	ENSMUSG00000040314.2
11729	107	ENSMUSG00000040321.3
11730	1215	ENSMUSG00000040322.10
11731	436.158	ENSMUSG00000040325.16
11732	28.249	ENSMUSG00000040327.16
11733	7.614	ENSMUSG00000040328.16
11734	0	ENSMUSG00000040329.14
11735	1715	ENSMUSG00000040331.16
11736	1277	ENSMUSG00000040339.10
11737	0	ENSMUSG00000040340.13
11738	359.999	ENSMUSG00000040345.10
11739	120	ENSMUSG00000040350.16
11740	437	ENSMUSG00000040351.11
11741	827	ENSMUSG00000040354.14
11742	696	ENSMUSG00000040356.16
11743	605.007	ENSMUSG00000040359.14
11744	674	ENSMUSG00000040363.15
11745	4	ENSMUSG00000040364.8
11746	1438.999	ENSMUSG00000040365.14
11747	0	ENSMUSG00000040367.2
11748	508.466	ENSMUSG00000040370.13
11749	0	ENSMUSG00000040372.2
11750	8	ENSMUSG00000040373.12
11751	719	ENSMUSG00000040374.13
11752	22.063	ENSMUSG00000040380.14
11753	682.997	ENSMUSG00000040383.16
11754	7032.002	ENSMUSG00000040385.7
11755	0	ENSMUSG00000040387.16
11756	272.005	ENSMUSG00000040389.15
11757	176	ENSMUSG00000040390.13
11758	418	ENSMUSG00000040396.12
11759	131.138	ENSMUSG00000040405.13
11760	307.04	ENSMUSG00000040407.18
11761	338	ENSMUSG00000040410.14
11762	25	ENSMUSG00000040412.16
11763	191.861	ENSMUSG00000040413.15
11764	272	ENSMUSG00000040414.8
11765	363.999	ENSMUSG00000040415.15
11766	0	ENSMUSG00000040420.15
11767	375	ENSMUSG00000040423.10
11768	43	ENSMUSG00000040424.15
11769	66.926	ENSMUSG00000040428.19
11770	102.234	ENSMUSG00000040429.6
11771	60	ENSMUSG00000040430.18
11772	6.016	ENSMUSG00000040432.5
11773	370.538	ENSMUSG00000040433.16
11774	128	ENSMUSG00000040434.16
11775	1605	ENSMUSG00000040435.12
11776	66	ENSMUSG00000040441.11
11777	280.666	ENSMUSG00000040446.4
11778	413	ENSMUSG00000040447.15
11779	769.001	ENSMUSG00000040451.18
11780	0	ENSMUSG00000040452.9
11781	170.562	ENSMUSG00000040455.17
11782	0	ENSMUSG00000040456.2
11783	617.999	ENSMUSG00000040459.11
11784	1224	ENSMUSG00000040462.13
11785	1941.978	ENSMUSG00000040463.16
11786	267	ENSMUSG00000040464.15
11787	1115	ENSMUSG00000040466.16
11788	8	ENSMUSG00000040471.17
11789	1306.523	ENSMUSG00000040472.15
11790	10	ENSMUSG00000040473.15
11791	0	ENSMUSG00000040478.14
11792	712.001	ENSMUSG00000040479.11
11793	659.059	ENSMUSG00000040481.17
11794	299	ENSMUSG00000040482.16
11795	343.739	ENSMUSG00000040483.15
11796	0	ENSMUSG00000040485.5
11797	31	ENSMUSG00000040488.17
11798	7	ENSMUSG00000040489.5
11799	16	ENSMUSG00000040490.4
11800	3	ENSMUSG00000040495.4
11801	73	ENSMUSG00000040498.7
11802	161	ENSMUSG00000040502.5
11803	6	ENSMUSG00000040505.13
11804	577.999	ENSMUSG00000040506.16
11805	982	ENSMUSG00000040511.14
11806	0	ENSMUSG00000040514.6
11807	168.167	ENSMUSG00000040520.7
11808	429.059	ENSMUSG00000040521.11
11809	3	ENSMUSG00000040522.5
11810	295	ENSMUSG00000040524.9
11811	72	ENSMUSG00000040525.13
11812	13	ENSMUSG00000040528.15
11813	290.001	ENSMUSG00000040532.14
11814	13	ENSMUSG00000040533.7
11815	0	ENSMUSG00000040536.15
11816	4	ENSMUSG00000040537.17
11817	0	ENSMUSG00000040541.8
11818	3	ENSMUSG00000040543.16
11819	2411	ENSMUSG00000040548.16
11820	578	ENSMUSG00000040549.16
11821	484	ENSMUSG00000040550.17
11822	36	ENSMUSG00000040552.8
11823	1	ENSMUSG00000040554.10
11824	148	ENSMUSG00000040557.14
11825	363	ENSMUSG00000040560.10
11826	1017.329	ENSMUSG00000040562.12
11827	21	ENSMUSG00000040563.13
11828	671	ENSMUSG00000040564.14
11829	501	ENSMUSG00000040565.8
11830	139	ENSMUSG00000040569.13
11831	25	ENSMUSG00000040570.14
11832	0	ENSMUSG00000040576.8
11833	0	ENSMUSG00000040583.8
11834	168.994	ENSMUSG00000040584.8
11835	312	ENSMUSG00000040586.8
11836	115	ENSMUSG00000040591.18
11837	36	ENSMUSG00000040592.11
11838	127	ENSMUSG00000040594.19
11839	210.998	ENSMUSG00000040596.15
11840	422	ENSMUSG00000040599.13
11841	395	ENSMUSG00000040600.9
11842	0	ENSMUSG00000040601.13
11843	70	ENSMUSG00000040605.7
11844	1428.512	ENSMUSG00000040606.13
11845	0	ENSMUSG00000040610.7
11846	25	ENSMUSG00000040612.13
11847	40	ENSMUSG00000040613.14
11848	1	ENSMUSG00000040614.14
11849	297	ENSMUSG00000040616.3
11850	175.026	ENSMUSG00000040618.7
11851	260.055	ENSMUSG00000040620.15
11852	62.914	ENSMUSG00000040621.14
11853	732.009	ENSMUSG00000040624.18
11854	0	ENSMUSG00000040627.14
11855	0	ENSMUSG00000040629.8
11856	250	ENSMUSG00000040631.8
11857	0	ENSMUSG00000040632.16
11858	8	ENSMUSG00000040640.11
11859	546	ENSMUSG00000040648.14
11860	480	ENSMUSG00000040649.15
11861	0	ENSMUSG00000040650.8
11862	404.597	ENSMUSG00000040651.9
11863	1415.726	ENSMUSG00000040652.16
11864	58.533	ENSMUSG00000040653.6
11865	28	ENSMUSG00000040658.7
11866	3707	ENSMUSG00000040659.3
11867	0	ENSMUSG00000040660.6
11868	238.092	ENSMUSG00000040661.6
11869	86	ENSMUSG00000040663.9
11870	15	ENSMUSG00000040666.19
11871	1208.061	ENSMUSG00000040667.11
11872	619.999	ENSMUSG00000040669.14
11873	384	ENSMUSG00000040675.17
11874	3.844	ENSMUSG00000040680.9
11875	7299.045	ENSMUSG00000040681.16
11876	177.813	ENSMUSG00000040687.16
11877	461.983	ENSMUSG00000040688.16
11878	417	ENSMUSG00000040690.15
11879	51	ENSMUSG00000040693.7
11880	25	ENSMUSG00000040694.4
11881	184	ENSMUSG00000040697.10
11882	1605	ENSMUSG00000040699.13
11883	234	ENSMUSG00000040701.16
11884	235	ENSMUSG00000040703.11
11885	0	ENSMUSG00000040706.4
11886	52.675	ENSMUSG00000040710.10
11887	139.155	ENSMUSG00000040711.8
11888	351	ENSMUSG00000040712.16
11889	106190	ENSMUSG00000040713.12
11890	185	ENSMUSG00000040714.14
11891	251.891	ENSMUSG00000040715.12
11892	41.1	ENSMUSG00000040717.6
11893	1268	ENSMUSG00000040720.15
