counts	gene
3023	1979.061	ENSMUSG00000021326.13
3024	384.838	ENSMUSG00000021327.19
3025	4	ENSMUSG00000021335.13
3026	5	ENSMUSG00000021336.17
3027	2	ENSMUSG00000021337.8
3028	612	ENSMUSG00000021338.17
3029	375	ENSMUSG00000021339.4
3030	32	ENSMUSG00000021340.13
3031	4	ENSMUSG00000021342.14
3032	4891.978	ENSMUSG00000021345.16
3033	55722.306	ENSMUSG00000021346.14
3034	3906	ENSMUSG00000021347.3
3035	17807.043	ENSMUSG00000021348.3
3036	3	ENSMUSG00000021356.10
3037	597	ENSMUSG00000021357.14
3038	249.643	ENSMUSG00000021359.16
3039	616	ENSMUSG00000021360.16
3040	6377.667	ENSMUSG00000021361.7
3041	0	ENSMUSG00000021362.7
3042	59	ENSMUSG00000021363.14
3043	30	ENSMUSG00000021364.16
3044	530	ENSMUSG00000021365.15
3045	336	ENSMUSG00000021366.8
3046	67	ENSMUSG00000021367.8
3047	447.999	ENSMUSG00000021368.15
3048	305.999	ENSMUSG00000021371.5
3049	6	ENSMUSG00000021373.16
3050	1091.001	ENSMUSG00000021374.10
3051	644.999	ENSMUSG00000021375.11
3052	105.005	ENSMUSG00000021376.11
3053	907	ENSMUSG00000021377.15
3054	11	ENSMUSG00000021379.2
3055	24	ENSMUSG00000021381.4
3056	432	ENSMUSG00000021384.14
3057	1274	ENSMUSG00000021385.10
3058	2	ENSMUSG00000021388.14
3059	54	ENSMUSG00000021390.6
3060	39	ENSMUSG00000021391.10
3061	497.812	ENSMUSG00000021392.8
3062	1720.689	ENSMUSG00000021395.11
3063	73.537	ENSMUSG00000021396.5
3064	394	ENSMUSG00000021400.8
3065	9417.602	ENSMUSG00000021403.3
3066	3647.856	ENSMUSG00000021404.12
3067	328.519	ENSMUSG00000021408.15
3068	1138	ENSMUSG00000021411.16
3069	856.999	ENSMUSG00000021413.9
3070	0	ENSMUSG00000021414.8
3071	0	ENSMUSG00000021415.13
3072	42.193	ENSMUSG00000021416.11
3073	1198.593	ENSMUSG00000021417.15
3074	179.131	ENSMUSG00000021418.15
3075	424.001	ENSMUSG00000021420.13
3076	30	ENSMUSG00000021423.6
3077	4438.393	ENSMUSG00000021427.10
3078	671.16	ENSMUSG00000021428.9
3079	300.578	ENSMUSG00000021431.15
3080	733	ENSMUSG00000021432.15
3081	31099.006	ENSMUSG00000021439.8
3082	5	ENSMUSG00000021440.7
3083	4914.214	ENSMUSG00000021441.4
3084	0	ENSMUSG00000021448.8
3085	1198	ENSMUSG00000021451.16
3086	2229	ENSMUSG00000021453.2
3087	636	ENSMUSG00000021456.8
3088	139	ENSMUSG00000021457.14
3089	393.999	ENSMUSG00000021458.17
3090	519.792	ENSMUSG00000021460.17
3091	136	ENSMUSG00000021461.17
3092	20	ENSMUSG00000021464.14
3093	135	ENSMUSG00000021466.12
3094	1026	ENSMUSG00000021468.8
3095	172.258	ENSMUSG00000021469.9
3096	265	ENSMUSG00000021470.19
3097	684	ENSMUSG00000021474.9
3098	279.999	ENSMUSG00000021476.9
3099	21324.117	ENSMUSG00000021477.9
3100	1	ENSMUSG00000021478.6
3101	230	ENSMUSG00000021481.11
3102	450.704	ENSMUSG00000021482.10
3103	114.003	ENSMUSG00000021483.8
3104	6124	ENSMUSG00000021484.8
3105	53	ENSMUSG00000021485.14
3106	6329.364	ENSMUSG00000021486.7
3107	1465.005	ENSMUSG00000021488.8
3108	6	ENSMUSG00000021490.11
3109	2	ENSMUSG00000021492.15
3110	942.999	ENSMUSG00000021493.15
3111	818	ENSMUSG00000021494.9
3112	292.001	ENSMUSG00000021495.10
3113	237	ENSMUSG00000021496.12
3114	739	ENSMUSG00000021497.10
3115	1	ENSMUSG00000021499.12
3116	895.001	ENSMUSG00000021500.17
3117	641	ENSMUSG00000021501.4
3118	397.728	ENSMUSG00000021504.14
3119	196	ENSMUSG00000021506.7
3120	2404	ENSMUSG00000021508.11
3121	793.805	ENSMUSG00000021509.5
3122	128.526	ENSMUSG00000021510.11
3123	74.774	ENSMUSG00000021514.18
3124	1119	ENSMUSG00000021518.4
3125	503.975	ENSMUSG00000021519.11
3126	1293.996	ENSMUSG00000021520.4
3127	230	ENSMUSG00000021532.11
3128	18	ENSMUSG00000021534.8
3129	40	ENSMUSG00000021536.7
3130	1511	ENSMUSG00000021537.9
3131	0	ENSMUSG00000021538.3
3132	7	ENSMUSG00000021539.9
3133	1063	ENSMUSG00000021540.16
3134	0	ENSMUSG00000021541.14
3135	0	ENSMUSG00000021545.5
3136	11592.497	ENSMUSG00000021546.18
3137	352.001	ENSMUSG00000021548.10
3138	723	ENSMUSG00000021549.14
3139	1338	ENSMUSG00000021550.6
3140	1173.107	ENSMUSG00000021552.7
3141	44.371	ENSMUSG00000021553.14
3142	896.147	ENSMUSG00000021555.15
3143	2289.843	ENSMUSG00000021556.12
3144	308.296	ENSMUSG00000021557.15
3145	1187	ENSMUSG00000021559.14
3146	42	ENSMUSG00000021565.16
3147	14	ENSMUSG00000021567.15
3148	218	ENSMUSG00000021569.10
3149	113.999	ENSMUSG00000021572.9
3150	18	ENSMUSG00000021573.15
3151	0	ENSMUSG00000021575.16
3152	2007	ENSMUSG00000021576.6
3153	3327	ENSMUSG00000021577.14
3154	887.495	ENSMUSG00000021578.17
3155	9.066	ENSMUSG00000021579.4
3156	195	ENSMUSG00000021583.7
3157	2593.561	ENSMUSG00000021585.10
3158	0	ENSMUSG00000021587.5
3159	50	ENSMUSG00000021589.13
3160	0	ENSMUSG00000021590.7
3161	1392	ENSMUSG00000021591.8
3162	156.154	ENSMUSG00000021592.18
3163	1439.567	ENSMUSG00000021594.11
3164	2458	ENSMUSG00000021595.18
3165	14	ENSMUSG00000021596.16
3166	228	ENSMUSG00000021597.16
3167	1335	ENSMUSG00000021598.9
3168	135	ENSMUSG00000021604.15
3169	913.547	ENSMUSG00000021606.8
3170	515	ENSMUSG00000021607.9
3171	408	ENSMUSG00000021608.15
3172	1	ENSMUSG00000021609.6
3173	2579	ENSMUSG00000021610.8
3174	28	ENSMUSG00000021611.9
3175	5.636	ENSMUSG00000021612.15
3176	18.006	ENSMUSG00000021613.9
3177	14	ENSMUSG00000021614.16
3178	170	ENSMUSG00000021615.13
3179	178.882	ENSMUSG00000021619.6
3180	3	ENSMUSG00000021620.4
3181	382.333	ENSMUSG00000021621.15
3182	6	ENSMUSG00000021622.3
3183	17	ENSMUSG00000021624.9
3184	1107.024	ENSMUSG00000021629.10
3185	611	ENSMUSG00000021635.14
3186	148	ENSMUSG00000021636.15
3187	180.028	ENSMUSG00000021638.12
3188	319.001	ENSMUSG00000021639.17
3189	14.709	ENSMUSG00000021640.6
3190	141	ENSMUSG00000021643.15
3191	540	ENSMUSG00000021645.16
3192	199	ENSMUSG00000021646.9
3193	0	ENSMUSG00000021647.7
3194	409	ENSMUSG00000021650.7
3195	6287.411	ENSMUSG00000021660.14
3196	364	ENSMUSG00000021661.16
3197	140	ENSMUSG00000021662.11
3198	2406.985	ENSMUSG00000021665.9
3199	572.016	ENSMUSG00000021666.16
3200	240	ENSMUSG00000021668.15
3201	553.999	ENSMUSG00000021669.15
3202	772	ENSMUSG00000021670.14
3203	300	ENSMUSG00000021671.9
3204	6	ENSMUSG00000021675.4
3205	1029	ENSMUSG00000021676.10
3206	166.001	ENSMUSG00000021678.9
3207	1	ENSMUSG00000021679.4
3208	0	ENSMUSG00000021680.8
3209	672	ENSMUSG00000021681.8
3210	11	ENSMUSG00000021684.17
3211	1	ENSMUSG00000021685.11
3212	1728	ENSMUSG00000021686.6
3213	809	ENSMUSG00000021687.14
3214	509	ENSMUSG00000021690.10
3215	267	ENSMUSG00000021692.9
3216	805.329	ENSMUSG00000021693.20
3217	128.002	ENSMUSG00000021694.18
3218	53	ENSMUSG00000021696.9
3219	15	ENSMUSG00000021697.12
3220	126	ENSMUSG00000021699.17
3221	1.002	ENSMUSG00000021700.10
3222	1662	ENSMUSG00000021701.8
3223	0	ENSMUSG00000021702.7
3224	765	ENSMUSG00000021703.9
3225	62	ENSMUSG00000021704.8
3226	526	ENSMUSG00000021706.14
3227	243	ENSMUSG00000021707.5
3228	45	ENSMUSG00000021708.17
3229	1080	ENSMUSG00000021709.14
3230	376	ENSMUSG00000021710.11
3231	889.252	ENSMUSG00000021711.17
3232	557	ENSMUSG00000021712.15
3233	295.001	ENSMUSG00000021713.9
3234	60	ENSMUSG00000021714.15
3235	293	ENSMUSG00000021715.12
3236	529	ENSMUSG00000021716.14
3237	0	ENSMUSG00000021718.5
3238	12.372	ENSMUSG00000021719.9
3239	22	ENSMUSG00000021720.11
3240	1	ENSMUSG00000021721.5
3241	69	ENSMUSG00000021725.9
3242	545.704	ENSMUSG00000021728.8
3243	0	ENSMUSG00000021730.8
3244	423	ENSMUSG00000021731.10
3245	9.153	ENSMUSG00000021732.14
3246	101	ENSMUSG00000021733.11
3247	2663	ENSMUSG00000021737.4
3248	242.017	ENSMUSG00000021738.5
3249	0	ENSMUSG00000021743.6
3250	132.001	ENSMUSG00000021745.14
3251	5	ENSMUSG00000021747.12
3252	3197.504	ENSMUSG00000021748.9
3253	2	ENSMUSG00000021749.6
3254	8.04	ENSMUSG00000021750.16
3255	183	ENSMUSG00000021751.13
3256	501	ENSMUSG00000021752.13
3257	565	ENSMUSG00000021754.17
3258	1203	ENSMUSG00000021756.12
3259	27	ENSMUSG00000021758.14
3260	1653.842	ENSMUSG00000021759.14
3261	970	ENSMUSG00000021760.5
3262	20	ENSMUSG00000021763.17
3263	1409	ENSMUSG00000021764.8
3264	510.757	ENSMUSG00000021765.9
3265	235.999	ENSMUSG00000021767.19
3266	20	ENSMUSG00000021768.15
3267	569.199	ENSMUSG00000021770.11
3268	4265.728	ENSMUSG00000021771.14
3269	259.354	ENSMUSG00000021772.15
3270	230	ENSMUSG00000021773.11
3271	1235.793	ENSMUSG00000021774.13
3272	152	ENSMUSG00000021775.11
3273	89.312	ENSMUSG00000021779.17
3274	1252.999	ENSMUSG00000021782.14
3275	670.641	ENSMUSG00000021785.8
3276	191.464	ENSMUSG00000021786.13
3277	0	ENSMUSG00000021789.14
3278	0	ENSMUSG00000021790.12
3279	0	ENSMUSG00000021791.7
3280	936.821	ENSMUSG00000021792.15
3281	3973.264	ENSMUSG00000021794.16
3282	35	ENSMUSG00000021795.10
3283	1109	ENSMUSG00000021796.15
3284	0	ENSMUSG00000021797.2
3285	14	ENSMUSG00000021798.14
3286	0	ENSMUSG00000021799.9
3287	19	ENSMUSG00000021803.10
3288	0	ENSMUSG00000021804.6
3289	733	ENSMUSG00000021806.4
3290	2365.082	ENSMUSG00000021807.6
3291	183.001	ENSMUSG00000021809.10
3292	695.824	ENSMUSG00000021810.3
3293	285.538	ENSMUSG00000021811.7
3294	5371.001	ENSMUSG00000021814.17
3295	5	ENSMUSG00000021815.4
3296	951	ENSMUSG00000021816.11
3297	1149.001	ENSMUSG00000021819.11
3298	358	ENSMUSG00000021820.18
3299	1337.377	ENSMUSG00000021822.3
3300	1971	ENSMUSG00000021823.10
3301	1316	ENSMUSG00000021824.13
3302	243.052	ENSMUSG00000021830.14
3303	3746.692	ENSMUSG00000021831.9
3304	2385	ENSMUSG00000021832.8
3305	70.183	ENSMUSG00000021835.15
3306	139	ENSMUSG00000021838.17
3307	1531.552	ENSMUSG00000021840.17
3308	1106.001	ENSMUSG00000021843.17
3309	93.357	ENSMUSG00000021846.9
3310	0	ENSMUSG00000021848.16
3311	38	ENSMUSG00000021850.14
3312	0	ENSMUSG00000021852.14
3313	10547.362	ENSMUSG00000021866.15
3314	502.27	ENSMUSG00000021867.16
3315	518	ENSMUSG00000021868.7
3316	852.999	ENSMUSG00000021870.17
3317	0	ENSMUSG00000021871.19
3318	0	ENSMUSG00000021872.8
3319	1252	ENSMUSG00000021876.15
3320	5693	ENSMUSG00000021877.12
3321	0	ENSMUSG00000021879.13
3322	10	ENSMUSG00000021880.7
3323	264.737	ENSMUSG00000021884.18
3324	12	ENSMUSG00000021886.7
3325	930	ENSMUSG00000021890.6
3326	585.448	ENSMUSG00000021891.8
3327	441	ENSMUSG00000021892.14
3328	640	ENSMUSG00000021893.14
3329	961	ENSMUSG00000021895.10
3330	0	ENSMUSG00000021898.15
3331	433	ENSMUSG00000021900.10
3332	1157	ENSMUSG00000021901.10
3333	83.001	ENSMUSG00000021902.7
3334	34.004	ENSMUSG00000021903.11
3335	292	ENSMUSG00000021904.6
3336	762	ENSMUSG00000021905.14
3337	264.001	ENSMUSG00000021906.14
3338	1	ENSMUSG00000021907.13
3339	2547.514	ENSMUSG00000021910.15
3340	666	ENSMUSG00000021911.16
3341	124	ENSMUSG00000021913.8
3342	948	ENSMUSG00000021916.16
3343	3002	ENSMUSG00000021917.16
3344	205.553	ENSMUSG00000021918.10
3345	0	ENSMUSG00000021919.8
3346	67.062	ENSMUSG00000021922.17
3347	686.113	ENSMUSG00000021928.9
3348	1801	ENSMUSG00000021929.9
3349	594	ENSMUSG00000021930.14
3350	348.001	ENSMUSG00000021932.13
3351	634	ENSMUSG00000021933.11
3352	463.053	ENSMUSG00000021936.14
3353	395	ENSMUSG00000021938.12
3354	29528.999	ENSMUSG00000021939.8
3355	6	ENSMUSG00000021940.10
3356	45.229	ENSMUSG00000021943.7
3357	317.999	ENSMUSG00000021944.15
3358	772.952	ENSMUSG00000021945.9
3359	685	ENSMUSG00000021947.11
3360	844	ENSMUSG00000021948.17
3361	527	ENSMUSG00000021950.15
3362	504	ENSMUSG00000021951.7
3363	240.508	ENSMUSG00000021952.16
3364	89	ENSMUSG00000021953.14
3365	1696	ENSMUSG00000021957.7
3366	104	ENSMUSG00000021958.5
3367	468	ENSMUSG00000021959.16
3368	0	ENSMUSG00000021961.6
3369	314.999	ENSMUSG00000021962.9
3370	3032.307	ENSMUSG00000021963.17
3371	65.346	ENSMUSG00000021965.3
3372	11	ENSMUSG00000021966.7
3373	545	ENSMUSG00000021967.4
3374	1015.314	ENSMUSG00000021969.8
3375	229.007	ENSMUSG00000021972.14
3376	1250.001	ENSMUSG00000021973.9
3377	5	ENSMUSG00000021974.15
3378	391	ENSMUSG00000021975.8
3379	0	ENSMUSG00000021977.11
3380	353	ENSMUSG00000021978.9
3381	454.999	ENSMUSG00000021981.10
3382	455.001	ENSMUSG00000021982.14
3383	77.005	ENSMUSG00000021983.16
3384	11	ENSMUSG00000021986.9
3385	911	ENSMUSG00000021987.9
3386	106.115	ENSMUSG00000021990.16
3387	5	ENSMUSG00000021991.9
3388	398	ENSMUSG00000021993.10
3389	75.534	ENSMUSG00000021994.15
3390	5496.221	ENSMUSG00000021996.16
3391	1	ENSMUSG00000021997.4
3392	3623.744	ENSMUSG00000021998.16
3393	3	ENSMUSG00000021999.9
3394	712	ENSMUSG00000022000.11
3395	0	ENSMUSG00000022002.2
3396	353.589	ENSMUSG00000022003.7
3397	519.006	ENSMUSG00000022008.4
3398	577	ENSMUSG00000022009.1
3399	10411.001	ENSMUSG00000022010.19
3400	7	ENSMUSG00000022012.9
3401	526	ENSMUSG00000022013.4
3402	32	ENSMUSG00000022014.15
3403	0	ENSMUSG00000022015.8
3404	335	ENSMUSG00000022016.16
3405	1479	ENSMUSG00000022018.7
3406	239	ENSMUSG00000022019.16
3407	352.296	ENSMUSG00000022020.15
3408	144.198	ENSMUSG00000022021.14
3409	148	ENSMUSG00000022022.3
3410	903.9	ENSMUSG00000022023.6
3411	1788	ENSMUSG00000022024.10
3412	188	ENSMUSG00000022025.13
3413	2	ENSMUSG00000022026.7
3414	1277	ENSMUSG00000022031.6
3415	254	ENSMUSG00000022032.14
3416	154	ENSMUSG00000022033.9
3417	101.759	ENSMUSG00000022034.10
3418	751.123	ENSMUSG00000022035.6
3419	1102	ENSMUSG00000022037.15
3420	0	ENSMUSG00000022039.6
3421	164	ENSMUSG00000022040.8
3422	14	ENSMUSG00000022041.10
3423	1417	ENSMUSG00000022043.19
3424	8	ENSMUSG00000022044.14
3425	331	ENSMUSG00000022048.8
3426	7825.146	ENSMUSG00000022051.15
3427	1390.99	ENSMUSG00000022052.9
3428	14	ENSMUSG00000022053.13
3429	4	ENSMUSG00000022054.11
3430	2	ENSMUSG00000022055.7
3431	0	ENSMUSG00000022056.9
3432	2	ENSMUSG00000022057.8
3433	0	ENSMUSG00000022061.8
3434	291.862	ENSMUSG00000022064.10
3435	107.328	ENSMUSG00000022070.7
3436	166.617	ENSMUSG00000022074.6
3437	112.001	ENSMUSG00000022075.7
3438	0	ENSMUSG00000022076.10
3439	0	ENSMUSG00000022085.4
3440	697	ENSMUSG00000022089.9
3441	2267	ENSMUSG00000022090.10
3442	1299	ENSMUSG00000022091.6
3443	249	ENSMUSG00000022092.11
3444	1173.989	ENSMUSG00000022094.15
3445	458.382	ENSMUSG00000022095.9
3446	89	ENSMUSG00000022096.14
3447	0	ENSMUSG00000022097.4
3448	931	ENSMUSG00000022098.10
3449	63.134	ENSMUSG00000022099.17
3450	1231.852	ENSMUSG00000022100.14
3451	0	ENSMUSG00000022101.6
3452	42	ENSMUSG00000022102.13
3453	22.932	ENSMUSG00000022103.10
3454	525	ENSMUSG00000022105.6
3455	1062.038	ENSMUSG00000022106.14
3456	8599	ENSMUSG00000022108.8
3457	580.881	ENSMUSG00000022109.6
3458	1612	ENSMUSG00000022110.13
3459	980.999	ENSMUSG00000022111.9
3460	0	ENSMUSG00000022112.14
3461	0	ENSMUSG00000022113.6
3462	111.376	ENSMUSG00000022114.5
3463	377.802	ENSMUSG00000022119.15
3464	66.467	ENSMUSG00000022120.4
3465	658.007	ENSMUSG00000022122.15
3466	85	ENSMUSG00000022123.9
3467	808.049	ENSMUSG00000022124.15
3468	1122	ENSMUSG00000022125.7
3469	19	ENSMUSG00000022126.6
3470	7.903	ENSMUSG00000022129.4
3471	888	ENSMUSG00000022130.10
3472	830	ENSMUSG00000022131.3
3473	52	ENSMUSG00000022132.15
3474	4016	ENSMUSG00000022136.8
3475	2259.295	ENSMUSG00000022139.17
3476	633	ENSMUSG00000022141.7
3477	290.017	ENSMUSG00000022142.8
3478	4	ENSMUSG00000022144.4
3479	134	ENSMUSG00000022146.12
3480	424.117	ENSMUSG00000022148.16
3481	72	ENSMUSG00000022149.17
3482	2215.001	ENSMUSG00000022150.16
3483	580	ENSMUSG00000022151.16
3484	0	ENSMUSG00000022155.9
3485	4123.379	ENSMUSG00000022156.8
3486	21	ENSMUSG00000022157.8
3487	110	ENSMUSG00000022159.16
3488	336.76	ENSMUSG00000022160.18
3489	2727	ENSMUSG00000022174.8
3490	1934	ENSMUSG00000022175.9
3491	4	ENSMUSG00000022176.11
3492	313.001	ENSMUSG00000022177.9
3493	541.059	ENSMUSG00000022178.11
3494	259.038	ENSMUSG00000022179.5
3495	643	ENSMUSG00000022180.7
3496	23	ENSMUSG00000022181.16
3497	111	ENSMUSG00000022184.8
3498	1487.008	ENSMUSG00000022185.19
3499	821.999	ENSMUSG00000022186.14
3500	1162.999	ENSMUSG00000022191.16
3501	2501.074	ENSMUSG00000022193.7
3502	1324.11	ENSMUSG00000022194.15
3503	336.616	ENSMUSG00000022195.7
3504	158.095	ENSMUSG00000022197.16
3505	134.871	ENSMUSG00000022199.12
3506	1502	ENSMUSG00000022200.8
3507	1050	ENSMUSG00000022201.16
3508	798	ENSMUSG00000022203.7
3509	760	ENSMUSG00000022204.9
3510	3934.92	ENSMUSG00000022205.15
3511	50.992	ENSMUSG00000022206.7
3512	1	ENSMUSG00000022208.12
3513	0	ENSMUSG00000022209.12
3514	348	ENSMUSG00000022210.7
3515	6	ENSMUSG00000022211.9
3516	0	ENSMUSG00000022212.15
3517	877	ENSMUSG00000022214.15
3518	0	ENSMUSG00000022215.6
3519	1573.847	ENSMUSG00000022216.17
3520	256.999	ENSMUSG00000022217.14
3521	2142	ENSMUSG00000022218.16
3522	255	ENSMUSG00000022219.10
3523	62	ENSMUSG00000022220.14
3524	67	ENSMUSG00000022221.14
3525	460	ENSMUSG00000022223.9
3526	158.54	ENSMUSG00000022225.7
3527	1	ENSMUSG00000022226.6
3528	0	ENSMUSG00000022227.5
3529	502.475	ENSMUSG00000022228.14
3530	0	ENSMUSG00000022229.3
3531	30	ENSMUSG00000022231.10
3532	5096	ENSMUSG00000022234.15
3533	204	ENSMUSG00000022235.15
3534	67	ENSMUSG00000022236.10
3535	1098	ENSMUSG00000022237.17
3536	61.012	ENSMUSG00000022240.10
3537	1156.976	ENSMUSG00000022241.6
3538	1	ENSMUSG00000022243.10
3539	327	ENSMUSG00000022244.7
3540	0	ENSMUSG00000022245.15
3541	1697.001	ENSMUSG00000022246.14
3542	1037	ENSMUSG00000022247.12
3543	197.596	ENSMUSG00000022248.14
3544	0	ENSMUSG00000022249.14
3545	477.001	ENSMUSG00000022253.15
3546	1430.231	ENSMUSG00000022255.16
3547	551.757	ENSMUSG00000022257.4
3548	246.771	ENSMUSG00000022261.6
3549	0	ENSMUSG00000022262.8
3550	528.001	ENSMUSG00000022263.10
3551	598	ENSMUSG00000022265.7
3552	0	ENSMUSG00000022269.13
3553	770	ENSMUSG00000022270.16
3554	1267	ENSMUSG00000022272.17
3555	854.064	ENSMUSG00000022280.9
3556	17773.071	ENSMUSG00000022283.15
3557	9020.737	ENSMUSG00000022285.17
3558	421.489	ENSMUSG00000022286.16
3559	0	ENSMUSG00000022288.1
3560	225.114	ENSMUSG00000022292.16
3561	2274.999	ENSMUSG00000022295.8
3562	4	ENSMUSG00000022296.9
3563	110	ENSMUSG00000022297.15
3564	435	ENSMUSG00000022299.9
3565	1179.999	ENSMUSG00000022300.10
3566	1	ENSMUSG00000022303.9
3567	2	ENSMUSG00000022304.13
3568	387	ENSMUSG00000022305.13
3569	9	ENSMUSG00000022306.9
3570	1101.001	ENSMUSG00000022307.16
3571	20	ENSMUSG00000022309.9
3572	0	ENSMUSG00000022311.15
3573	5052.992	ENSMUSG00000022312.11
3574	284.946	ENSMUSG00000022313.10
3575	5008	ENSMUSG00000022314.10
3576	0	ENSMUSG00000022315.3
3577	3.704	ENSMUSG00000022321.15
3578	142.205	ENSMUSG00000022322.8
3579	361	ENSMUSG00000022323.11
3580	387.148	ENSMUSG00000022324.15
3581	115	ENSMUSG00000022325.14
3582	700.575	ENSMUSG00000022329.15
3583	34	ENSMUSG00000022330.5
3584	171.999	ENSMUSG00000022332.8
3585	239	ENSMUSG00000022335.17
3586	3839.469	ENSMUSG00000022336.3
3587	957	ENSMUSG00000022337.7
3588	1174	ENSMUSG00000022338.8
3589	300.576	ENSMUSG00000022339.9
3590	13.031	ENSMUSG00000022340.15
3591	0	ENSMUSG00000022342.6
3592	248	ENSMUSG00000022346.15
3593	7	ENSMUSG00000022347.8
3594	950	ENSMUSG00000022350.7
3595	1650	ENSMUSG00000022351.14
3596	1965	ENSMUSG00000022353.10
3597	2555.805	ENSMUSG00000022354.4
3598	9	ENSMUSG00000022357.2
3599	564.472	ENSMUSG00000022358.7
3600	337	ENSMUSG00000022359.10
3601	191.106	ENSMUSG00000022360.8
3602	254.064	ENSMUSG00000022361.14
3603	18.577	ENSMUSG00000022362.13
3604	87	ENSMUSG00000022364.14
3605	2203	ENSMUSG00000022365.6
3606	0	ENSMUSG00000022366.12
3607	2	ENSMUSG00000022367.7
3608	113	ENSMUSG00000022369.13
3609	691.062	ENSMUSG00000022370.13
3610	70	ENSMUSG00000022371.16
3611	24	ENSMUSG00000022372.14
3612	0	ENSMUSG00000022375.6
3613	5	ENSMUSG00000022376.8
3614	819.001	ENSMUSG00000022377.16
3615	1640.001	ENSMUSG00000022378.14
3616	434	ENSMUSG00000022382.15
3617	6	ENSMUSG00000022383.13
3618	133	ENSMUSG00000022385.11
3619	138	ENSMUSG00000022386.12
3620	1530	ENSMUSG00000022387.17
3621	0	ENSMUSG00000022388.14
3622	302	ENSMUSG00000022389.15
3623	1004.65	ENSMUSG00000022390.11
3624	1630.203	ENSMUSG00000022391.16
3625	648	ENSMUSG00000022394.14
3626	2389	ENSMUSG00000022400.9
3627	262.245	ENSMUSG00000022401.12
3628	4516.581	ENSMUSG00000022403.15
3629	713	ENSMUSG00000022404.8
3630	631.921	ENSMUSG00000022407.10
3631	301	ENSMUSG00000022408.7
3632	593.65	ENSMUSG00000022412.14
3633	375	ENSMUSG00000022414.8
3634	828	ENSMUSG00000022415.12
3635	0	ENSMUSG00000022416.15
3636	45.292	ENSMUSG00000022419.16
3637	305.001	ENSMUSG00000022420.16
3638	44	ENSMUSG00000022421.19
3639	36	ENSMUSG00000022422.13
3640	182	ENSMUSG00000022425.16
3641	798	ENSMUSG00000022426.6
3642	1836	ENSMUSG00000022427.4
3643	234	ENSMUSG00000022428.8
3644	4	ENSMUSG00000022429.11
3645	1	ENSMUSG00000022431.3
3646	19	ENSMUSG00000022432.7
3647	2220.443	ENSMUSG00000022433.19
3648	204	ENSMUSG00000022434.8
3649	11	ENSMUSG00000022435.6
3650	132	ENSMUSG00000022436.16
3651	2646	ENSMUSG00000022437.7
3652	757.031	ENSMUSG00000022438.6
3653	15	ENSMUSG00000022439.9
3654	2745	ENSMUSG00000022440.9
3655	2	ENSMUSG00000022441.17
3656	199	ENSMUSG00000022442.16
3657	8092.688	ENSMUSG00000022443.17
3658	6.708	ENSMUSG00000022445.7
3659	0	ENSMUSG00000022449.14
3660	783	ENSMUSG00000022450.6
3661	1780	ENSMUSG00000022451.12
3662	1515	ENSMUSG00000022452.16
3663	1782.999	ENSMUSG00000022453.8
3664	5	ENSMUSG00000022454.17
3665	1	ENSMUSG00000022455.4
3666	1.065	ENSMUSG00000022456.18
3667	1661	ENSMUSG00000022462.7
3668	1929.951	ENSMUSG00000022463.8
3669	12308	ENSMUSG00000022464.14
3670	362.946	ENSMUSG00000022466.6
3671	21	ENSMUSG00000022468.12
3672	305	ENSMUSG00000022469.17
3673	380.001	ENSMUSG00000022471.14
3674	1028.999	ENSMUSG00000022472.16
3675	582	ENSMUSG00000022474.15
3676	133.999	ENSMUSG00000022475.19
3677	323	ENSMUSG00000022476.8
3678	3163.588	ENSMUSG00000022477.13
3679	164	ENSMUSG00000022479.15
3680	91	ENSMUSG00000022483.17
3681	14	ENSMUSG00000022484.7
3682	2	ENSMUSG00000022485.3
3683	1	ENSMUSG00000022487.14
3684	302	ENSMUSG00000022488.9
3685	85	ENSMUSG00000022489.6
3686	6	ENSMUSG00000022490.7
3687	0	ENSMUSG00000022491.5
3688	12	ENSMUSG00000022494.15
3689	0	ENSMUSG00000022496.5
3690	898.62	ENSMUSG00000022498.16
3691	4485.035	ENSMUSG00000022500.15
3692	0	ENSMUSG00000022501.6
3693	440.001	ENSMUSG00000022503.10
3694	9.002	ENSMUSG00000022504.10
3695	331.085	ENSMUSG00000022505.9
3696	1455	ENSMUSG00000022507.6
3697	238	ENSMUSG00000022508.5
3698	16	ENSMUSG00000022510.14
3699	758	ENSMUSG00000022512.3
3700	59	ENSMUSG00000022514.14
3701	242	ENSMUSG00000022515.6
3702	1171	ENSMUSG00000022516.10
3703	1087	ENSMUSG00000022517.17
3704	1.097	ENSMUSG00000022518.16
3705	29	ENSMUSG00000022519.14
3706	450.021	ENSMUSG00000022521.10
3707	0	ENSMUSG00000022523.10
3708	6	ENSMUSG00000022525.13
3709	154	ENSMUSG00000022526.8
3710	188	ENSMUSG00000022528.8
3711	272.001	ENSMUSG00000022529.11
3712	1026	ENSMUSG00000022533.14
3713	7	ENSMUSG00000022534.14
3714	1941	ENSMUSG00000022536.14
3715	28	ENSMUSG00000022537.18
3716	525	ENSMUSG00000022538.20
3717	804.001	ENSMUSG00000022540.16
3718	0	ENSMUSG00000022542.7
3719	647.057	ENSMUSG00000022544.14
3720	223.04	ENSMUSG00000022545.13
3721	24	ENSMUSG00000022546.5
3722	2	ENSMUSG00000022548.14
