counts	gene
381	173	ENSMUSG00000002109.14
382	68	ENSMUSG00000002111.8
383	1688.999	ENSMUSG00000002129.11
384	1922	ENSMUSG00000002147.18
385	2	ENSMUSG00000002190.13
386	656.442	ENSMUSG00000002204.9
387	1105.529	ENSMUSG00000002205.16
388	308	ENSMUSG00000002210.11
389	583.456	ENSMUSG00000002221.11
390	1908	ENSMUSG00000002222.14
391	2977	ENSMUSG00000002227.15
392	37	ENSMUSG00000002228.7
393	6458	ENSMUSG00000002233.13
394	0	ENSMUSG00000002240.12
395	1287.91	ENSMUSG00000002249.21
396	1102	ENSMUSG00000002250.16
397	61.001	ENSMUSG00000002257.8
398	23643.001	ENSMUSG00000002265.17
399	1614.189	ENSMUSG00000002266.17
400	67	ENSMUSG00000002274.13
401	565.727	ENSMUSG00000002279.19
402	592	ENSMUSG00000002280.11
403	363.999	ENSMUSG00000002289.16
404	727.501	ENSMUSG00000002297.16
405	1437	ENSMUSG00000002307.16
406	3585.001	ENSMUSG00000002308.16
407	2296.402	ENSMUSG00000002319.16
408	2729.752	ENSMUSG00000002320.15
409	932	ENSMUSG00000002324.8
410	1450.389	ENSMUSG00000002325.15
411	575.838	ENSMUSG00000002326.6
412	1048	ENSMUSG00000002329.7
413	1002	ENSMUSG00000002332.16
414	2.077	ENSMUSG00000002341.8
415	746.001	ENSMUSG00000002342.17
416	339	ENSMUSG00000002343.11
417	442	ENSMUSG00000002345.18
418	197.192	ENSMUSG00000002346.16
419	6507	ENSMUSG00000002365.10
420	1782.821	ENSMUSG00000002372.9
421	1131.999	ENSMUSG00000002379.7
422	133.349	ENSMUSG00000002384.2
423	2192.999	ENSMUSG00000002393.14
424	1319	ENSMUSG00000002395.14
425	170	ENSMUSG00000002396.8
426	511	ENSMUSG00000002409.18
427	1701	ENSMUSG00000002413.15
428	842.645	ENSMUSG00000002416.13
429	935.114	ENSMUSG00000002428.12
430	2312	ENSMUSG00000002455.14
431	115	ENSMUSG00000002458.13
432	16.082	ENSMUSG00000002459.17
433	818	ENSMUSG00000002475.16
434	1477.836	ENSMUSG00000002477.5
435	248.019	ENSMUSG00000002486.15
436	552	ENSMUSG00000002489.16
437	1105.461	ENSMUSG00000002496.10
438	34	ENSMUSG00000002500.15
439	220	ENSMUSG00000002504.15
440	3965	ENSMUSG00000002524.17
441	2360.001	ENSMUSG00000002546.16
442	1024	ENSMUSG00000002550.16
443	126.022	ENSMUSG00000002565.16
444	225.647	ENSMUSG00000002578.18
445	1214	ENSMUSG00000002580.7
446	0	ENSMUSG00000002588.13
447	1298	ENSMUSG00000002602.16
448	1200.46	ENSMUSG00000002603.15
449	867	ENSMUSG00000002608.8
450	108.557	ENSMUSG00000002617.14
451	435.998	ENSMUSG00000002625.10
452	0	ENSMUSG00000002633.4
453	438	ENSMUSG00000002635.11
454	1290	ENSMUSG00000002658.9
455	982	ENSMUSG00000002660.8
456	175	ENSMUSG00000002661.14
457	0	ENSMUSG00000002664.2
458	28.43	ENSMUSG00000002668.8
459	984	ENSMUSG00000002679.14
460	29	ENSMUSG00000002688.8
461	58.519	ENSMUSG00000002699.13
462	2184.088	ENSMUSG00000002718.14
463	1230.812	ENSMUSG00000002728.14
464	374	ENSMUSG00000002731.6
465	334	ENSMUSG00000002732.14
466	1042.489	ENSMUSG00000002733.8
467	2727	ENSMUSG00000002741.9
468	2260.016	ENSMUSG00000002748.7
469	1462.001	ENSMUSG00000002763.16
470	1568.999	ENSMUSG00000002767.13
471	1317.751	ENSMUSG00000002768.8
472	2	ENSMUSG00000002769.9
473	52	ENSMUSG00000002771.12
474	4416.001	ENSMUSG00000002778.14
475	536.091	ENSMUSG00000002781.19
476	44	ENSMUSG00000002797.9
477	611	ENSMUSG00000002799.6
478	118	ENSMUSG00000002803.14
479	382.999	ENSMUSG00000002804.4
480	692	ENSMUSG00000002808.7
481	2845	ENSMUSG00000002812.4
482	360.999	ENSMUSG00000002814.15
483	1359.001	ENSMUSG00000002820.6
484	177.999	ENSMUSG00000002825.8
485	123	ENSMUSG00000002831.14
486	1134.076	ENSMUSG00000002833.11
487	431.156	ENSMUSG00000002835.9
488	2450.576	ENSMUSG00000002844.9
489	2232.999	ENSMUSG00000002845.14
490	628.678	ENSMUSG00000002846.9
491	2156	ENSMUSG00000002847.7
492	1175	ENSMUSG00000002870.8
493	1371.001	ENSMUSG00000002871.14
494	1207.009	ENSMUSG00000002881.14
495	465	ENSMUSG00000002885.14
496	449.174	ENSMUSG00000002897.5
497	8753	ENSMUSG00000002900.16
498	29	ENSMUSG00000002908.17
499	207.999	ENSMUSG00000002910.11
500	2	ENSMUSG00000002930.6
501	613	ENSMUSG00000002944.15
502	997.272	ENSMUSG00000002948.19
503	1028	ENSMUSG00000002949.15
504	7114.15	ENSMUSG00000002957.11
505	655.999	ENSMUSG00000002963.17
506	2089.039	ENSMUSG00000002968.9
507	2734	ENSMUSG00000002980.14
508	4582.001	ENSMUSG00000002981.10
509	245.063	ENSMUSG00000002983.17
510	1619	ENSMUSG00000002984.17
511	26454	ENSMUSG00000002985.16
512	2444.008	ENSMUSG00000002992.17
513	4560	ENSMUSG00000002996.17
514	353	ENSMUSG00000002997.15
515	1734	ENSMUSG00000003031.14
516	1413	ENSMUSG00000003032.8
517	1301	ENSMUSG00000003033.15
518	3192.95	ENSMUSG00000003037.16
519	5818.774	ENSMUSG00000003038.15
520	2244.541	ENSMUSG00000003039.9
521	2023.001	ENSMUSG00000003051.13
522	0	ENSMUSG00000003053.17
523	1407.999	ENSMUSG00000003062.13
524	1839	ENSMUSG00000003068.16
525	78	ENSMUSG00000003070.6
526	3978	ENSMUSG00000003072.15
527	903.999	ENSMUSG00000003099.11
528	811.924	ENSMUSG00000003119.14
529	269.001	ENSMUSG00000003123.15
530	3273.001	ENSMUSG00000003131.7
531	637	ENSMUSG00000003134.10
532	957	ENSMUSG00000003135.15
533	2052.381	ENSMUSG00000003153.10
534	965	ENSMUSG00000003154.15
535	9796.972	ENSMUSG00000003161.15
536	1845.999	ENSMUSG00000003166.20
537	1021	ENSMUSG00000003184.15
538	223	ENSMUSG00000003190.12
539	130.342	ENSMUSG00000003198.10
540	420	ENSMUSG00000003199.16
541	2810	ENSMUSG00000003200.10
542	11	ENSMUSG00000003206.7
543	210	ENSMUSG00000003208.9
544	3548.223	ENSMUSG00000003226.7
545	9	ENSMUSG00000003227.4
546	203.088	ENSMUSG00000003228.9
547	2087.595	ENSMUSG00000003233.12
548	1207	ENSMUSG00000003234.16
549	1668.001	ENSMUSG00000003235.13
550	1705.999	ENSMUSG00000003269.17
551	109	ENSMUSG00000003271.17
552	23	ENSMUSG00000003273.14
553	5	ENSMUSG00000003279.17
554	35	ENSMUSG00000003282.9
555	31	ENSMUSG00000003283.14
556	1175.999	ENSMUSG00000003299.10
557	1387	ENSMUSG00000003308.15
558	2086	ENSMUSG00000003309.14
559	5016.088	ENSMUSG00000003316.14
560	23	ENSMUSG00000003341.9
561	996	ENSMUSG00000003344.14
562	3355.999	ENSMUSG00000003345.16
563	1977	ENSMUSG00000003346.14
564	2332	ENSMUSG00000003348.10
565	803	ENSMUSG00000003352.14
566	4	ENSMUSG00000003354.6
567	1387.981	ENSMUSG00000003355.7
568	1417.649	ENSMUSG00000003360.15
569	3295	ENSMUSG00000003363.15
570	118.021	ENSMUSG00000003378.9
571	21	ENSMUSG00000003379.7
572	4168	ENSMUSG00000003380.11
573	608.901	ENSMUSG00000003382.18
574	6241.999	ENSMUSG00000003402.14
575	21.019	ENSMUSG00000003410.8
576	81.001	ENSMUSG00000003411.10
577	27	ENSMUSG00000003418.11
578	11332.001	ENSMUSG00000003420.8
579	1133.256	ENSMUSG00000003421.13
580	675	ENSMUSG00000003423.15
581	11556.351	ENSMUSG00000003429.11
582	5335.116	ENSMUSG00000003435.9
583	3	ENSMUSG00000003436.11
584	2291.888	ENSMUSG00000003437.14
585	989	ENSMUSG00000003438.17
586	923	ENSMUSG00000003444.8
587	47.828	ENSMUSG00000003452.15
588	3574.732	ENSMUSG00000003458.12
589	2816.001	ENSMUSG00000003464.13
590	7	ENSMUSG00000003469.9
591	5	ENSMUSG00000003476.16
592	502	ENSMUSG00000003477.5
593	285.952	ENSMUSG00000003484.4
594	713.999	ENSMUSG00000003500.13
595	37941.095	ENSMUSG00000003505.15
596	1327.858	ENSMUSG00000003518.13
597	127.115	ENSMUSG00000003526.12
598	484.091	ENSMUSG00000003527.9
599	1332	ENSMUSG00000003528.15
600	398	ENSMUSG00000003531.15
601	6237.999	ENSMUSG00000003534.17
602	760	ENSMUSG00000003541.6
603	115	ENSMUSG00000003545.3
604	1550	ENSMUSG00000003546.10
605	782.01	ENSMUSG00000003549.9
606	632.001	ENSMUSG00000003555.8
607	1539	ENSMUSG00000003559.8
608	214	ENSMUSG00000003573.15
609	333	ENSMUSG00000003575.13
610	915	ENSMUSG00000003581.14
611	177	ENSMUSG00000003585.13
612	242.199	ENSMUSG00000003604.14
613	183.001	ENSMUSG00000003617.16
614	2497.557	ENSMUSG00000003623.4
615	2446.001	ENSMUSG00000003644.17
616	0	ENSMUSG00000003657.9
617	1901.177	ENSMUSG00000003660.10
618	1332	ENSMUSG00000003662.10
619	8	ENSMUSG00000003665.7
620	423	ENSMUSG00000003680.16
621	1392	ENSMUSG00000003721.14
622	2544.001	ENSMUSG00000003731.13
623	7841.999	ENSMUSG00000003746.16
624	573	ENSMUSG00000003752.9
625	635.281	ENSMUSG00000003762.13
626	1471.861	ENSMUSG00000003778.14
627	692	ENSMUSG00000003779.16
628	1614.037	ENSMUSG00000003808.18
629	826	ENSMUSG00000003809.14
630	1844.927	ENSMUSG00000003810.12
631	877.087	ENSMUSG00000003812.13
632	1372.001	ENSMUSG00000003813.15
633	70392.949	ENSMUSG00000003814.8
634	890	ENSMUSG00000003824.12
635	1130.905	ENSMUSG00000003847.16
636	612	ENSMUSG00000003848.14
637	137	ENSMUSG00000003849.8
638	13	ENSMUSG00000003863.18
639	2647.871	ENSMUSG00000003865.16
640	1257.002	ENSMUSG00000003868.14
641	3	ENSMUSG00000003872.9
642	1890	ENSMUSG00000003873.11
643	18.467	ENSMUSG00000003882.5
644	1215	ENSMUSG00000003923.14
645	119.556	ENSMUSG00000003929.11
646	12	ENSMUSG00000003934.5
647	1033.983	ENSMUSG00000003948.17
648	54	ENSMUSG00000003949.16
649	1723	ENSMUSG00000003955.8
650	12597.259	ENSMUSG00000003970.9
651	0	ENSMUSG00000003974.6
652	187.284	ENSMUSG00000003992.15
653	227	ENSMUSG00000004018.9
654	0	ENSMUSG00000004031.13
655	607	ENSMUSG00000004032.10
656	15	ENSMUSG00000004035.12
657	13.351	ENSMUSG00000004038.9
658	2926.112	ENSMUSG00000004040.16
659	451.309	ENSMUSG00000004043.14
660	2663	ENSMUSG00000004044.9
661	1553.999	ENSMUSG00000004054.9
662	2888.764	ENSMUSG00000004056.15
663	1546	ENSMUSG00000004069.17
664	1942	ENSMUSG00000004070.15
665	1791.833	ENSMUSG00000004071.13
666	226.276	ENSMUSG00000004085.14
667	1711.999	ENSMUSG00000004096.9
668	281	ENSMUSG00000004098.7
669	2426.527	ENSMUSG00000004099.16
670	693.305	ENSMUSG00000004100.12
671	1812.999	ENSMUSG00000004105.8
672	7.628	ENSMUSG00000004110.17
673	89.009	ENSMUSG00000004113.18
674	206.829	ENSMUSG00000004127.12
675	12.431	ENSMUSG00000004151.17
676	95	ENSMUSG00000004187.11
677	47062	ENSMUSG00000004207.14
678	1720.679	ENSMUSG00000004221.16
679	129	ENSMUSG00000004231.15
680	213.531	ENSMUSG00000004233.14
681	1153	ENSMUSG00000004263.15
682	4119.999	ENSMUSG00000004264.17
683	912.001	ENSMUSG00000004266.15
684	85.027	ENSMUSG00000004267.16
685	1241.001	ENSMUSG00000004268.11
686	3215.001	ENSMUSG00000004270.13
687	2498	ENSMUSG00000004285.12
688	0	ENSMUSG00000004296.14
689	2334	ENSMUSG00000004317.14
690	1794.971	ENSMUSG00000004319.15
691	1387	ENSMUSG00000004328.15
692	12	ENSMUSG00000004341.8
693	0	ENSMUSG00000004344.12
694	76.665	ENSMUSG00000004347.17
695	605.999	ENSMUSG00000004356.8
696	4.792	ENSMUSG00000004359.16
697	0	ENSMUSG00000004360.9
698	3031	ENSMUSG00000004364.14
699	0	ENSMUSG00000004366.4
700	9.087	ENSMUSG00000004371.15
701	973.999	ENSMUSG00000004383.18
702	1123.999	ENSMUSG00000004393.10
703	1623	ENSMUSG00000004394.12
704	35.689	ENSMUSG00000004415.15
705	591	ENSMUSG00000004446.12
706	5440.899	ENSMUSG00000004451.14
707	3047.443	ENSMUSG00000004455.16
708	5740	ENSMUSG00000004460.17
709	675.004	ENSMUSG00000004462.7
710	25	ENSMUSG00000004473.10
711	203	ENSMUSG00000004500.9
712	1918	ENSMUSG00000004508.6
713	3866.897	ENSMUSG00000004530.12
714	9699	ENSMUSG00000004535.12
715	16077.034	ENSMUSG00000004540.7
716	15438.062	ENSMUSG00000004542.15
717	78	ENSMUSG00000004552.16
718	231	ENSMUSG00000004558.15
719	276.256	ENSMUSG00000004561.14
720	154.593	ENSMUSG00000004562.16
721	1339.696	ENSMUSG00000004565.15
722	1838.037	ENSMUSG00000004567.16
723	2207.84	ENSMUSG00000004568.13
