counts	gene
4835	133.701	ENSMUSG00000025140.15
4836	0	ENSMUSG00000025141.3
4837	1437.008	ENSMUSG00000025142.18
4838	442	ENSMUSG00000025144.17
4839	211	ENSMUSG00000025145.13
4840	792	ENSMUSG00000025147.7
4841	8	ENSMUSG00000025150.10
4842	23313	ENSMUSG00000025151.16
4843	1929	ENSMUSG00000025153.9
4844	155.156	ENSMUSG00000025154.15
4845	882	ENSMUSG00000025155.15
4846	2120.002	ENSMUSG00000025156.17
4847	963	ENSMUSG00000025157.8
4848	393	ENSMUSG00000025158.7
4849	941.274	ENSMUSG00000025159.8
4850	3852.999	ENSMUSG00000025161.16
4851	5147.001	ENSMUSG00000025162.18
4852	19	ENSMUSG00000025163.6
4853	215	ENSMUSG00000025165.12
4854	525	ENSMUSG00000025169.6
4855	35	ENSMUSG00000025170.13
4856	935	ENSMUSG00000025171.2
4857	108	ENSMUSG00000025172.3
4858	1714.188	ENSMUSG00000025173.13
4859	11	ENSMUSG00000025175.12
4860	600.982	ENSMUSG00000025176.14
4861	1599.997	ENSMUSG00000025178.9
4862	622.001	ENSMUSG00000025184.10
4863	26	ENSMUSG00000025185.14
4864	346	ENSMUSG00000025188.15
4865	7	ENSMUSG00000025189.9
4866	1555.999	ENSMUSG00000025190.13
4867	689.001	ENSMUSG00000025192.13
4868	254.001	ENSMUSG00000025193.14
4869	1202.049	ENSMUSG00000025194.5
4870	951	ENSMUSG00000025195.9
4871	1811	ENSMUSG00000025196.4
4872	206	ENSMUSG00000025197.9
4873	2209.001	ENSMUSG00000025198.16
4874	1684.731	ENSMUSG00000025199.16
4875	212	ENSMUSG00000025200.7
4876	47.612	ENSMUSG00000025202.8
4877	17536.108	ENSMUSG00000025203.6
4878	1750.727	ENSMUSG00000025204.10
4879	1152.001	ENSMUSG00000025207.16
4880	1377.563	ENSMUSG00000025208.9
4881	508.312	ENSMUSG00000025209.5
4882	585.723	ENSMUSG00000025212.17
4883	34	ENSMUSG00000025213.11
4884	0	ENSMUSG00000025215.10
4885	2	ENSMUSG00000025216.9
4886	793.001	ENSMUSG00000025217.15
4887	231	ENSMUSG00000025218.6
4888	3	ENSMUSG00000025219.13
4889	2225.423	ENSMUSG00000025220.8
4890	23.001	ENSMUSG00000025221.16
4891	1513	ENSMUSG00000025223.15
4892	2032.009	ENSMUSG00000025224.16
4893	690	ENSMUSG00000025225.15
4894	166	ENSMUSG00000025226.11
4895	879	ENSMUSG00000025227.14
4896	3965.999	ENSMUSG00000025228.5
4897	0	ENSMUSG00000025229.15
4898	804	ENSMUSG00000025231.17
4899	13738	ENSMUSG00000025232.8
4900	2683.999	ENSMUSG00000025234.11
4901	224.09	ENSMUSG00000025235.8
4902	960.999	ENSMUSG00000025236.11
4903	375.061	ENSMUSG00000025237.16
4904	5245	ENSMUSG00000025239.3
4905	3327.994	ENSMUSG00000025240.10
4906	630.086	ENSMUSG00000025241.16
4907	12.283	ENSMUSG00000025243.15
4908	702.999	ENSMUSG00000025245.14
4909	3047	ENSMUSG00000025246.13
4910	4.999	ENSMUSG00000025255.18
4911	47	ENSMUSG00000025257.5
4912	874	ENSMUSG00000025260.10
4913	3350.891	ENSMUSG00000025261.17
4914	65	ENSMUSG00000025262.8
4915	739.093	ENSMUSG00000025264.12
4916	1231.907	ENSMUSG00000025265.14
4917	1128.156	ENSMUSG00000025266.11
4918	4927.999	ENSMUSG00000025268.15
4919	216.007	ENSMUSG00000025269.16
4920	6442	ENSMUSG00000025270.13
4921	223.999	ENSMUSG00000025271.13
4922	271	ENSMUSG00000025272.16
4923	1929.999	ENSMUSG00000025277.14
4924	9579.869	ENSMUSG00000025278.9
4925	1834.494	ENSMUSG00000025279.7
4926	501	ENSMUSG00000025280.8
4927	5123	ENSMUSG00000025283.15
4928	1305.992	ENSMUSG00000025287.15
4929	0	ENSMUSG00000025288.1
4930	4474	ENSMUSG00000025289.15
4931	15582.575	ENSMUSG00000025290.17
4932	954.805	ENSMUSG00000025314.16
4933	587	ENSMUSG00000025316.16
4934	73.199	ENSMUSG00000025317.7
4935	8	ENSMUSG00000025318.13
4936	735	ENSMUSG00000025321.14
4937	257	ENSMUSG00000025323.10
4938	335	ENSMUSG00000025324.8
4939	2443.143	ENSMUSG00000025326.12
4940	2.929	ENSMUSG00000025328.9
4941	111	ENSMUSG00000025329.3
4942	33	ENSMUSG00000025330.6
4943	3932.001	ENSMUSG00000025332.14
4944	2	ENSMUSG00000025333.10
4945	2155	ENSMUSG00000025337.10
4946	1080	ENSMUSG00000025340.14
4947	1566	ENSMUSG00000025347.4
4948	172	ENSMUSG00000025348.9
4949	120.318	ENSMUSG00000025350.15
4950	27299.237	ENSMUSG00000025351.14
4951	37	ENSMUSG00000025352.6
4952	748	ENSMUSG00000025353.5
4953	2235.965	ENSMUSG00000025354.5
4954	50	ENSMUSG00000025355.7
4955	353.815	ENSMUSG00000025357.8
4956	939.023	ENSMUSG00000025358.16
4957	57	ENSMUSG00000025359.10
4958	5394.812	ENSMUSG00000025362.6
4959	2155.905	ENSMUSG00000025364.13
4960	1514.668	ENSMUSG00000025366.8
4961	1744	ENSMUSG00000025369.15
4962	0	ENSMUSG00000025370.7
4963	1833	ENSMUSG00000025371.12
4964	1567.001	ENSMUSG00000025372.16
4965	1263	ENSMUSG00000025373.14
4966	815	ENSMUSG00000025374.13
4967	41	ENSMUSG00000025375.15
4968	319.858	ENSMUSG00000025377.14
4969	23	ENSMUSG00000025380.2
4970	2451	ENSMUSG00000025381.3
4971	51	ENSMUSG00000025383.2
4972	354.001	ENSMUSG00000025384.15
4973	8	ENSMUSG00000025386.2
4974	8	ENSMUSG00000025389.7
4975	23789.164	ENSMUSG00000025393.12
4976	249.016	ENSMUSG00000025395.14
4977	1.03	ENSMUSG00000025396.7
4978	182	ENSMUSG00000025400.11
4979	7	ENSMUSG00000025401.9
4980	764.665	ENSMUSG00000025402.12
4981	1758.987	ENSMUSG00000025403.5
4982	1580.97	ENSMUSG00000025404.15
4983	37	ENSMUSG00000025405.9
4984	40	ENSMUSG00000025407.7
4985	808	ENSMUSG00000025408.15
4986	1194.999	ENSMUSG00000025409.14
4987	4808.005	ENSMUSG00000025410.10
4988	1156	ENSMUSG00000025413.13
4989	5355.417	ENSMUSG00000025417.8
4990	0	ENSMUSG00000025418.7
4991	22.999	ENSMUSG00000025420.13
4992	1117	ENSMUSG00000025421.15
4993	9	ENSMUSG00000025422.10
4994	1167	ENSMUSG00000025423.16
4995	248	ENSMUSG00000025425.18
4996	69.814	ENSMUSG00000025427.15
4997	16736.999	ENSMUSG00000025428.15
4998	144.028	ENSMUSG00000025429.9
4999	1	ENSMUSG00000025431.4
5000	166	ENSMUSG00000025432.11
5001	0	ENSMUSG00000025433.7
5002	72.001	ENSMUSG00000025436.12
5003	2216.991	ENSMUSG00000025437.15
5004	1144	ENSMUSG00000025439.5
5005	1752	ENSMUSG00000025451.15
5006	17.455	ENSMUSG00000025453.18
5007	1	ENSMUSG00000025461.11
5008	120.091	ENSMUSG00000025464.15
5009	1297.137	ENSMUSG00000025465.13
5010	58.011	ENSMUSG00000025466.19
5011	7294.993	ENSMUSG00000025467.8
5012	0	ENSMUSG00000025468.15
5013	0	ENSMUSG00000025469.10
5014	262.026	ENSMUSG00000025470.11
5015	758.999	ENSMUSG00000025473.16
5016	817.001	ENSMUSG00000025474.9
5017	2	ENSMUSG00000025475.17
5018	846	ENSMUSG00000025477.14
5019	18	ENSMUSG00000025478.15
5020	1.078	ENSMUSG00000025479.9
5021	21	ENSMUSG00000025480.5
5022	104	ENSMUSG00000025481.12
5023	0	ENSMUSG00000025482.11
5024	1256.001	ENSMUSG00000025484.9
5025	1634.001	ENSMUSG00000025485.13
5026	445	ENSMUSG00000025486.17
5027	2473.999	ENSMUSG00000025487.15
5028	3	ENSMUSG00000025488.9
5029	1	ENSMUSG00000025489.5
5030	136.006	ENSMUSG00000025491.14
5031	582.981	ENSMUSG00000025492.6
5032	1405.001	ENSMUSG00000025494.8
5033	1642	ENSMUSG00000025495.15
5034	246	ENSMUSG00000025496.5
5035	1036	ENSMUSG00000025497.15
5036	1220	ENSMUSG00000025498.15
5037	1101	ENSMUSG00000025499.18
5038	66	ENSMUSG00000025500.12
5039	4915.533	ENSMUSG00000025503.5
5040	6509.996	ENSMUSG00000025504.14
5041	145.272	ENSMUSG00000025505.16
5042	51	ENSMUSG00000025507.13
5043	5957.139	ENSMUSG00000025508.13
5044	729	ENSMUSG00000025509.15
5045	6680	ENSMUSG00000025510.14
5046	1026	ENSMUSG00000025511.14
5047	3022.004	ENSMUSG00000025512.15
5048	1	ENSMUSG00000025515.15
5049	4	ENSMUSG00000025519.5
5050	721	ENSMUSG00000025521.15
5051	675	ENSMUSG00000025525.12
5052	0	ENSMUSG00000025527.9
5053	0	ENSMUSG00000025528.10
5054	39	ENSMUSG00000025529.14
5055	856	ENSMUSG00000025531.14
5056	732.001	ENSMUSG00000025532.13
5057	2304	ENSMUSG00000025533.15
5058	895.943	ENSMUSG00000025534.17
5059	58.139	ENSMUSG00000025537.12
5060	482.877	ENSMUSG00000025538.15
5061	7399	ENSMUSG00000025544.13
5062	919	ENSMUSG00000025545.10
5063	1	ENSMUSG00000025551.13
5064	1177	ENSMUSG00000025555.14
5065	113.377	ENSMUSG00000025557.10
5066	2132.003	ENSMUSG00000025558.19
5067	676.459	ENSMUSG00000025571.13
5068	488	ENSMUSG00000025572.17
5069	3	ENSMUSG00000025573.4
5070	393.653	ENSMUSG00000025574.13
5071	2279	ENSMUSG00000025575.14
5072	6	ENSMUSG00000025576.17
5073	783	ENSMUSG00000025577.7
5074	495	ENSMUSG00000025578.9
5075	6029	ENSMUSG00000025579.14
5076	2626.247	ENSMUSG00000025580.15
5077	165	ENSMUSG00000025582.4
5078	915	ENSMUSG00000025583.15
5079	1197	ENSMUSG00000025584.17
5080	182.999	ENSMUSG00000025586.17
5081	1.008	ENSMUSG00000025588.4
5082	266.279	ENSMUSG00000025591.6
5083	2	ENSMUSG00000025592.17
5084	17	ENSMUSG00000025597.13
5085	222.154	ENSMUSG00000025602.13
5086	1172.047	ENSMUSG00000025607.15
5087	9375	ENSMUSG00000025608.9
5088	2151.783	ENSMUSG00000025609.15
5089	6	ENSMUSG00000025610.7
5090	1937	ENSMUSG00000025612.5
5091	7233	ENSMUSG00000025613.13
5092	1217.001	ENSMUSG00000025616.14
5093	135	ENSMUSG00000025626.16
5094	4164	ENSMUSG00000025630.8
5095	444	ENSMUSG00000025645.8
5096	254.626	ENSMUSG00000025646.9
5097	6916.999	ENSMUSG00000025647.16
5098	345.999	ENSMUSG00000025648.18
5099	22	ENSMUSG00000025650.13
5100	4701	ENSMUSG00000025651.14
5101	0	ENSMUSG00000025652.6
5102	27	ENSMUSG00000025656.17
5103	13.022	ENSMUSG00000025658.16
5104	6377	ENSMUSG00000025665.16
5105	111	ENSMUSG00000025666.16
5106	130	ENSMUSG00000025701.12
5107	3780	ENSMUSG00000025702.15
5108	0	ENSMUSG00000025716.14
5109	543.112	ENSMUSG00000025722.16
5110	117	ENSMUSG00000025723.12
5111	3525.998	ENSMUSG00000025724.12
5112	316	ENSMUSG00000025726.11
5113	87	ENSMUSG00000025727.8
5114	1333.04	ENSMUSG00000025728.16
5115	1263	ENSMUSG00000025730.14
5116	954.661	ENSMUSG00000025731.16
5117	168.001	ENSMUSG00000025732.6
5118	805.591	ENSMUSG00000025733.17
5119	10.808	ENSMUSG00000025735.13
5120	854.121	ENSMUSG00000025736.15
5121	565	ENSMUSG00000025737.5
5122	26.121	ENSMUSG00000025738.8
5123	9	ENSMUSG00000025739.13
5124	224.001	ENSMUSG00000025742.5
5125	759	ENSMUSG00000025743.14
5126	3389	ENSMUSG00000025745.12
5127	2	ENSMUSG00000025746.11
5128	393.834	ENSMUSG00000025747.12
5129	0	ENSMUSG00000025754.11
5130	743.727	ENSMUSG00000025757.12
5131	469.177	ENSMUSG00000025758.10
5132	299.647	ENSMUSG00000025759.11
5133	365.482	ENSMUSG00000025762.15
5134	5959.853	ENSMUSG00000025764.14
5135	149	ENSMUSG00000025766.14
5136	0	ENSMUSG00000025774.14
5137	11.01	ENSMUSG00000025776.13
5138	4	ENSMUSG00000025777.8
5139	138	ENSMUSG00000025779.10
5140	844.993	ENSMUSG00000025780.7
5141	5294.858	ENSMUSG00000025781.14
5142	401	ENSMUSG00000025782.12
5143	10	ENSMUSG00000025783.2
5144	3	ENSMUSG00000025784.5
5145	540	ENSMUSG00000025785.5
5146	1877.745	ENSMUSG00000025786.17
5147	2	ENSMUSG00000025787.6
5148	47	ENSMUSG00000025789.9
5149	397	ENSMUSG00000025790.14
5150	3298	ENSMUSG00000025791.18
5151	2015	ENSMUSG00000025792.9
5152	1580	ENSMUSG00000025793.17
5153	10264.163	ENSMUSG00000025794.9
5154	2429	ENSMUSG00000025795.8
5155	66	ENSMUSG00000025804.5
5156	1	ENSMUSG00000025808.17
5157	15042	ENSMUSG00000025809.15
5158	181	ENSMUSG00000025810.9
5159	2491.999	ENSMUSG00000025812.18
5160	923	ENSMUSG00000025813.14
5161	388.823	ENSMUSG00000025815.13
5162	609.86	ENSMUSG00000025816.15
5163	910.777	ENSMUSG00000025817.12
5164	525	ENSMUSG00000025821.9
5165	9558	ENSMUSG00000025823.9
5166	1129.87	ENSMUSG00000025825.12
5167	3	ENSMUSG00000025838.12
5168	1	ENSMUSG00000025839.3
5169	1014	ENSMUSG00000025854.15
5170	99	ENSMUSG00000025855.13
5171	1032.001	ENSMUSG00000025856.15
5172	538.748	ENSMUSG00000025857.10
5173	2016.962	ENSMUSG00000025858.12
5174	2652.002	ENSMUSG00000025860.15
5175	1736.016	ENSMUSG00000025862.14
5176	82.236	ENSMUSG00000025867.8
5177	982	ENSMUSG00000025868.6
5178	847.632	ENSMUSG00000025869.11
5179	267	ENSMUSG00000025870.10
5180	1918.246	ENSMUSG00000025871.18
5181	1173	ENSMUSG00000025872.5
5182	2691.315	ENSMUSG00000025873.16
5183	152.001	ENSMUSG00000025875.14
5184	309	ENSMUSG00000025876.15
5185	39	ENSMUSG00000025877.14
5186	654.028	ENSMUSG00000025878.16
5187	1185	ENSMUSG00000025880.11
5188	821.001	ENSMUSG00000025885.18
5189	192	ENSMUSG00000025887.10
5190	88	ENSMUSG00000025888.6
5191	1379	ENSMUSG00000025889.13
5192	3	ENSMUSG00000025892.16
5193	80	ENSMUSG00000025893.8
5194	732	ENSMUSG00000025894.11
5195	464.078	ENSMUSG00000025898.6
5196	596.182	ENSMUSG00000025899.14
5197	2	ENSMUSG00000025900.12
5198	399	ENSMUSG00000025902.13
5199	3632.338	ENSMUSG00000025903.14
5200	1	ENSMUSG00000025905.14
5201	1984.334	ENSMUSG00000025907.14
5202	0	ENSMUSG00000025909.16
5203	345	ENSMUSG00000025911.14
5204	56	ENSMUSG00000025912.16
5205	2892.638	ENSMUSG00000025915.14
5206	13	ENSMUSG00000025916.10
5207	2620.001	ENSMUSG00000025917.9
5208	515	ENSMUSG00000025920.19
5209	820	ENSMUSG00000025921.7
5210	449.126	ENSMUSG00000025925.14
5211	1.787	ENSMUSG00000025927.13
5212	0	ENSMUSG00000025929.4
5213	46.947	ENSMUSG00000025930.6
5214	231	ENSMUSG00000025931.15
5215	66.001	ENSMUSG00000025932.14
5216	66	ENSMUSG00000025933.15
5217	559	ENSMUSG00000025934.15
5218	5413	ENSMUSG00000025935.10
5219	1501.305	ENSMUSG00000025937.6
5220	1462	ENSMUSG00000025938.16
5221	861.117	ENSMUSG00000025939.18
5222	933.731	ENSMUSG00000025940.6
5223	0	ENSMUSG00000025945.11
5224	4	ENSMUSG00000025946.13
5225	938.285	ENSMUSG00000025949.16
5226	3486	ENSMUSG00000025950.16
5227	0	ENSMUSG00000025952.15
5228	2.691	ENSMUSG00000025955.13
5229	536	ENSMUSG00000025956.10
5230	881	ENSMUSG00000025958.14
5231	860	ENSMUSG00000025959.13
5232	0	ENSMUSG00000025961.1
5233	655	ENSMUSG00000025962.15
5234	0	ENSMUSG00000025963.5
5235	248	ENSMUSG00000025964.15
5236	11086.156	ENSMUSG00000025967.16
5237	2471	ENSMUSG00000025968.16
5238	485.982	ENSMUSG00000025969.15
5239	879.928	ENSMUSG00000025971.6
5240	2	ENSMUSG00000025977.15
5241	39.057	ENSMUSG00000025978.14
5242	2195.085	ENSMUSG00000025979.13
5243	7785.007	ENSMUSG00000025980.14
5244	992.737	ENSMUSG00000025981.13
5245	5646.457	ENSMUSG00000025982.13
5246	2	ENSMUSG00000025983.11
5247	1339.056	ENSMUSG00000025986.6
5248	302	ENSMUSG00000025991.8
5249	6805.999	ENSMUSG00000025993.10
5250	697	ENSMUSG00000025995.16
5251	93	ENSMUSG00000025997.13
5252	686	ENSMUSG00000026000.16
5253	3140	ENSMUSG00000026003.5
5254	302.001	ENSMUSG00000026004.15
5255	933	ENSMUSG00000026005.15
5256	22	ENSMUSG00000026009.14
5257	44	ENSMUSG00000026011.13
5258	38	ENSMUSG00000026012.2
5259	1201.135	ENSMUSG00000026014.15
5260	170.152	ENSMUSG00000026017.13
5261	163.231	ENSMUSG00000026018.12
5262	433.287	ENSMUSG00000026019.15
5263	1784.489	ENSMUSG00000026020.9
5264	2384.053	ENSMUSG00000026021.15
5265	41.886	ENSMUSG00000026023.16
5266	1786.322	ENSMUSG00000026024.14
5267	981.999	ENSMUSG00000026027.13
5268	2350	ENSMUSG00000026028.12
5269	392.756	ENSMUSG00000026029.14
5270	1380.354	ENSMUSG00000026031.15
5271	837.888	ENSMUSG00000026032.8
5272	1434.007	ENSMUSG00000026034.17
5273	547	ENSMUSG00000026035.15
5274	510.999	ENSMUSG00000026036.17
5275	706	ENSMUSG00000026037.14
5276	192	ENSMUSG00000026039.9
5277	5464	ENSMUSG00000026042.16
5278	21236.999	ENSMUSG00000026043.18
5279	1006.714	ENSMUSG00000026047.13
5280	442	ENSMUSG00000026048.16
5281	1001.383	ENSMUSG00000026049.11
5282	46	ENSMUSG00000026051.8
5283	2	ENSMUSG00000026058.11
5284	231	ENSMUSG00000026062.12
5285	0	ENSMUSG00000026063.4
5286	42.819	ENSMUSG00000026064.16
5287	0	ENSMUSG00000026065.8
5288	9	ENSMUSG00000026068.11
5289	7	ENSMUSG00000026069.15
5290	15.006	ENSMUSG00000026070.15
5291	1259	ENSMUSG00000026072.12
5292	3682	ENSMUSG00000026073.13
5293	5510.002	ENSMUSG00000026074.15
5294	226	ENSMUSG00000026077.15
5295	2044	ENSMUSG00000026078.10
5296	46.135	ENSMUSG00000026080.13
5297	584.001	ENSMUSG00000026082.11
5298	6527	ENSMUSG00000026083.12
5299	0	ENSMUSG00000026085.11
5300	1007.969	ENSMUSG00000026087.11
5301	763	ENSMUSG00000026088.15
5302	70	ENSMUSG00000026090.16
5303	928	ENSMUSG00000026094.14
5304	1094.429	ENSMUSG00000026095.15
5305	159.938	ENSMUSG00000026096.14
5306	884.045	ENSMUSG00000026097.9
5307	136.236	ENSMUSG00000026098.13
5308	1	ENSMUSG00000026100.6
5309	164.917	ENSMUSG00000026102.9
5310	1058.795	ENSMUSG00000026103.14
5311	1845.129	ENSMUSG00000026104.14
5312	3551.065	ENSMUSG00000026107.11
5313	5	ENSMUSG00000026109.14
5314	5698	ENSMUSG00000026110.15
5315	2084	ENSMUSG00000026111.15
5316	2182	ENSMUSG00000026112.7
5317	465	ENSMUSG00000026113.17
5318	3	ENSMUSG00000026114.14
5319	1357	ENSMUSG00000026116.11
5320	45	ENSMUSG00000026117.10
5321	2229	ENSMUSG00000026121.13
5322	2824.345	ENSMUSG00000026123.11
5323	7	ENSMUSG00000026124.4
5324	0	ENSMUSG00000026125.9
5325	49.021	ENSMUSG00000026126.15
5326	1321.001	ENSMUSG00000026127.13
5327	5058.161	ENSMUSG00000026131.20
5328	472	ENSMUSG00000026134.11
5329	239	ENSMUSG00000026135.17
5330	0	ENSMUSG00000026141.13
5331	713	ENSMUSG00000026142.15
5332	88	ENSMUSG00000026147.16
5333	13	ENSMUSG00000026149.2
5334	2607.001	ENSMUSG00000026150.14
5335	644	ENSMUSG00000026153.15
5336	296	ENSMUSG00000026154.4
5337	2823.997	ENSMUSG00000026155.13
5338	14.002	ENSMUSG00000026156.8
5339	370.87	ENSMUSG00000026158.11
5340	3753	ENSMUSG00000026159.13
5341	56	ENSMUSG00000026162.7
5342	1.001	ENSMUSG00000026163.17
5343	1	ENSMUSG00000026166.14
5344	26	ENSMUSG00000026167.14
5345	225	ENSMUSG00000026170.6
5346	1024	ENSMUSG00000026171.12
5347	290.999	ENSMUSG00000026172.12
5348	4.884	ENSMUSG00000026173.15
5349	1555	ENSMUSG00000026174.9
5350	1483.999	ENSMUSG00000026175.12
5351	2602	ENSMUSG00000026176.13
5352	141.366	ENSMUSG00000026177.11
5353	797.001	ENSMUSG00000026179.14
5354	1086.311	ENSMUSG00000026180.8
5355	811	ENSMUSG00000026181.13
5356	0	ENSMUSG00000026182.6
5357	335	ENSMUSG00000026185.8
5358	702	ENSMUSG00000026187.9
5359	167	ENSMUSG00000026188.11
5360	764	ENSMUSG00000026189.13
5361	1613.956	ENSMUSG00000026192.13
5362	60588.677	ENSMUSG00000026193.15
5363	60.372	ENSMUSG00000026196.7
5364	518.001	ENSMUSG00000026197.12
5365	306	ENSMUSG00000026198.15
5366	443	ENSMUSG00000026199.17
5367	143	ENSMUSG00000026200.13
5368	1082.109	ENSMUSG00000026201.12
5369	829	ENSMUSG00000026202.13
5370	1131	ENSMUSG00000026203.16
5371	69	ENSMUSG00000026204.15
5372	987	ENSMUSG00000026205.8
5373	338	ENSMUSG00000026207.16
5374	16068.001	ENSMUSG00000026208.9
5375	4180	ENSMUSG00000026209.15
5376	5575.068	ENSMUSG00000026211.17
5377	1294.998	ENSMUSG00000026213.15
5378	12375	ENSMUSG00000026219.14
5379	2	ENSMUSG00000026220.6
5380	126.352	ENSMUSG00000026222.16
5381	3954	ENSMUSG00000026223.15
5382	1	ENSMUSG00000026224.11
5383	0	ENSMUSG00000026226.16
5384	991	ENSMUSG00000026227.11
5385	295	ENSMUSG00000026228.6
5386	4607.645	ENSMUSG00000026229.17
5387	10722.981	ENSMUSG00000026234.12
5388	153	ENSMUSG00000026235.14
5389	3	ENSMUSG00000026237.5
5390	16111.15	ENSMUSG00000026238.14
5391	679.999	ENSMUSG00000026239.14
5392	499	ENSMUSG00000026240.12
5393	178	ENSMUSG00000026241.5
5394	1624.001	ENSMUSG00000026245.16
5395	0	ENSMUSG00000026246.12
5396	1	ENSMUSG00000026247.13
5397	703	ENSMUSG00000026248.9
5398	4031.73	ENSMUSG00000026249.10
5399	0	ENSMUSG00000026251.13
5400	0	ENSMUSG00000026253.14
5401	2966.388	ENSMUSG00000026254.17
5402	173.001	ENSMUSG00000026255.15
5403	1	ENSMUSG00000026258.5
5404	103	ENSMUSG00000026259.14
5405	2180.999	ENSMUSG00000026260.12
5406	2282.001	ENSMUSG00000026269.14
5407	901	ENSMUSG00000026270.11
5408	275.35	ENSMUSG00000026271.15
5409	2	ENSMUSG00000026272.6
5410	398	ENSMUSG00000026273.13
5411	128.642	ENSMUSG00000026274.11
5412	1108.145	ENSMUSG00000026275.13
5413	116.779	ENSMUSG00000026276.20
5414	3093.001	ENSMUSG00000026277.14
5415	3527.001	ENSMUSG00000026278.14
5416	1304	ENSMUSG00000026279.14
5417	2231.916	ENSMUSG00000026280.17
5418	878.002	ENSMUSG00000026281.15
5419	1243	ENSMUSG00000026283.13
5420	1	ENSMUSG00000026285.7
5421	106	ENSMUSG00000026288.14
5422	989.525	ENSMUSG00000026289.15
5423	12938	ENSMUSG00000026295.12
5424	23	ENSMUSG00000026301.16
5425	1334.419	ENSMUSG00000026303.6
5426	916	ENSMUSG00000026304.13
5427	2988.487	ENSMUSG00000026305.15
5428	1245	ENSMUSG00000026307.12
5429	400	ENSMUSG00000026308.8
5430	1276.855	ENSMUSG00000026309.14
5431	523	ENSMUSG00000026311.16
5432	0	ENSMUSG00000026312.17
5433	1637.041	ENSMUSG00000026313.16
5434	32	ENSMUSG00000026315.13
5435	1713.046	ENSMUSG00000026317.7
5436	703.534	ENSMUSG00000026319.13
5437	57.075	ENSMUSG00000026321.7
5438	0	ENSMUSG00000026322.9
5439	1	ENSMUSG00000026327.8
5440	0	ENSMUSG00000026331.13
5441	204.987	ENSMUSG00000026333.14
5442	4599.486	ENSMUSG00000026335.16
5443	0	ENSMUSG00000026336.13
5444	1128.062	ENSMUSG00000026339.18
5445	12580.666	ENSMUSG00000026341.16
5446	5404	ENSMUSG00000026342.10
5447	167	ENSMUSG00000026343.6
5448	12.975	ENSMUSG00000026344.9
5449	16	ENSMUSG00000026347.13
5450	19.062	ENSMUSG00000026348.7
5451	1008.999	ENSMUSG00000026349.14
5452	4760.505	ENSMUSG00000026353.9
5453	1	ENSMUSG00000026354.8
5454	1359.27	ENSMUSG00000026355.11
5455	2715.905	ENSMUSG00000026356.15
5456	17	ENSMUSG00000026357.3
5457	32	ENSMUSG00000026358.13
5458	443	ENSMUSG00000026360.9
5459	6141.001	ENSMUSG00000026361.9
5460	259.907	ENSMUSG00000026365.15
5461	376	ENSMUSG00000026368.6
5462	2052.343	ENSMUSG00000026374.14
5463	1041	ENSMUSG00000026377.12
5464	183	ENSMUSG00000026380.10
5465	1731.221	ENSMUSG00000026383.14
5466	318	ENSMUSG00000026384.13
5467	6285.745	ENSMUSG00000026385.16
5468	40	ENSMUSG00000026387.15
5469	43.02	ENSMUSG00000026388.15
5470	1200.999	ENSMUSG00000026389.16
5471	13	ENSMUSG00000026390.7
5472	2833.08	ENSMUSG00000026393.10
5473	0	ENSMUSG00000026394.5
5474	174.999	ENSMUSG00000026395.16
5475	101	ENSMUSG00000026398.14
5476	3087.454	ENSMUSG00000026399.12
5477	2.547	ENSMUSG00000026401.15
5478	208	ENSMUSG00000026404.12
5479	34	ENSMUSG00000026405.14
5480	13	ENSMUSG00000026407.17
5481	409.279	ENSMUSG00000026409.14
5482	2541.001	ENSMUSG00000026411.17
5483	11	ENSMUSG00000026413.12
5484	116.007	ENSMUSG00000026414.13
5485	0	ENSMUSG00000026415.11
5486	0	ENSMUSG00000026416.12
5487	164.025	ENSMUSG00000026417.13
5488	81.692	ENSMUSG00000026418.16
5489	2	ENSMUSG00000026420.16
5490	11461	ENSMUSG00000026421.14
5491	0	ENSMUSG00000026424.8
5492	882.001	ENSMUSG00000026425.15
5493	1399	ENSMUSG00000026426.10
5494	1066.001	ENSMUSG00000026427.16
5495	71.992	ENSMUSG00000026429.9
5496	388	ENSMUSG00000026430.16
5497	3	ENSMUSG00000026432.7
5498	262	ENSMUSG00000026433.13
5499	2018.06	ENSMUSG00000026434.12
5500	656.999	ENSMUSG00000026435.15
5501	638	ENSMUSG00000026436.15
5502	224.001	ENSMUSG00000026437.11
5503	749.526	ENSMUSG00000026439.14
5504	4	ENSMUSG00000026442.14
5505	301	ENSMUSG00000026443.3
5506	224.209	ENSMUSG00000026447.16
5507	8	ENSMUSG00000026450.14
5508	3	ENSMUSG00000026452.15
5509	720.203	ENSMUSG00000026455.14
5510	704	ENSMUSG00000026456.18
5511	6614	ENSMUSG00000026457.14
5512	36	ENSMUSG00000026458.13
5513	1	ENSMUSG00000026459.5
5514	657.788	ENSMUSG00000026463.17
5515	3353.924	ENSMUSG00000026466.16
5516	1	ENSMUSG00000026468.14
5517	976.009	ENSMUSG00000026469.14
5518	1473.34	ENSMUSG00000026470.14
5519	137	ENSMUSG00000026471.14
5520	11963.488	ENSMUSG00000026473.16
5521	409	ENSMUSG00000026475.7
5522	14435	ENSMUSG00000026478.14
5523	1757	ENSMUSG00000026479.13
5524	260.346	ENSMUSG00000026480.12
5525	4240.999	ENSMUSG00000026482.13
