counts	gene
271	602	ENSMUSG00000001524.14
272	14506.061	ENSMUSG00000001525.10
273	965.051	ENSMUSG00000001542.7
274	12321.073	ENSMUSG00000001552.14
275	928	ENSMUSG00000001555.10
276	15	ENSMUSG00000001558.5
277	3	ENSMUSG00000001566.9
278	954.467	ENSMUSG00000001569.10
279	1754	ENSMUSG00000001576.15
280	50.569	ENSMUSG00000001583.13
281	88	ENSMUSG00000001588.12
282	16	ENSMUSG00000001604.14
283	11	ENSMUSG00000001622.15
284	3707.001	ENSMUSG00000001627.12
285	735.52	ENSMUSG00000001630.13
286	1630.082	ENSMUSG00000001632.16
287	617.015	ENSMUSG00000001642.18
288	50	ENSMUSG00000001655.6
289	0	ENSMUSG00000001656.3
290	10.035	ENSMUSG00000001657.7
291	5	ENSMUSG00000001661.5
292	13	ENSMUSG00000001663.10
293	124	ENSMUSG00000001665.11
294	473	ENSMUSG00000001666.8
295	0	ENSMUSG00000001670.13
296	171	ENSMUSG00000001672.14
297	1115.746	ENSMUSG00000001674.11
298	1485	ENSMUSG00000001687.15
299	1200	ENSMUSG00000001700.10
300	696.999	ENSMUSG00000001707.8
301	14148	ENSMUSG00000001729.14
302	12	ENSMUSG00000001739.14
303	31.029	ENSMUSG00000001741.12
304	885.396	ENSMUSG00000001750.16
305	1549	ENSMUSG00000001751.9
306	513	ENSMUSG00000001755.12
307	245	ENSMUSG00000001761.7
308	807.179	ENSMUSG00000001763.14
309	1238	ENSMUSG00000001767.5
310	507.999	ENSMUSG00000001768.16
311	0	ENSMUSG00000001773.14
312	1589.733	ENSMUSG00000001774.8
313	2550	ENSMUSG00000001783.3
314	621	ENSMUSG00000001785.13
315	469.999	ENSMUSG00000001786.14
316	5921	ENSMUSG00000001794.13
317	63	ENSMUSG00000001802.16
318	8	ENSMUSG00000001804.9
319	0	ENSMUSG00000001815.15
320	30	ENSMUSG00000001819.4
321	2	ENSMUSG00000001823.5
322	1962	ENSMUSG00000001827.12
323	757	ENSMUSG00000001829.17
324	4605.999	ENSMUSG00000001833.17
325	495	ENSMUSG00000001844.10
326	11171.966	ENSMUSG00000001847.14
327	919	ENSMUSG00000001855.15
328	8547	ENSMUSG00000001864.13
329	14	ENSMUSG00000001865.2
330	301.278	ENSMUSG00000001870.16
331	6794	ENSMUSG00000001891.16
332	99	ENSMUSG00000001901.15
333	1006.486	ENSMUSG00000001909.16
334	1179.573	ENSMUSG00000001910.5
335	148	ENSMUSG00000001911.16
336	993.001	ENSMUSG00000001918.17
337	5395.039	ENSMUSG00000001924.15
338	460	ENSMUSG00000001930.17
339	1347.017	ENSMUSG00000001942.8
340	88.999	ENSMUSG00000001943.8
341	4606	ENSMUSG00000001946.14
342	119	ENSMUSG00000001948.10
343	1389	ENSMUSG00000001962.8
344	1222.8	ENSMUSG00000001964.14
345	221	ENSMUSG00000001983.7
346	60.527	ENSMUSG00000001985.9
347	6.008	ENSMUSG00000001986.16
348	1	ENSMUSG00000001988.9
349	2608	ENSMUSG00000001995.9
350	296.027	ENSMUSG00000001998.15
351	788	ENSMUSG00000001999.15
352	37	ENSMUSG00000002006.12
353	2	ENSMUSG00000002007.5
354	1576	ENSMUSG00000002010.17
355	36	ENSMUSG00000002012.13
356	4464	ENSMUSG00000002014.12
357	8034	ENSMUSG00000002015.5
358	1143.001	ENSMUSG00000002017.10
359	189	ENSMUSG00000002020.15
360	964	ENSMUSG00000002028.13
361	859.778	ENSMUSG00000002031.13
362	28	ENSMUSG00000002032.17
363	13	ENSMUSG00000002033.14
364	529.999	ENSMUSG00000002043.17
365	3030.012	ENSMUSG00000002052.6
366	616.793	ENSMUSG00000002055.9
367	20	ENSMUSG00000002057.4
368	1244	ENSMUSG00000002058.13
369	255.863	ENSMUSG00000002059.18
370	2813	ENSMUSG00000002064.10
371	307	ENSMUSG00000002068.16
372	219.012	ENSMUSG00000002076.12
373	185.999	ENSMUSG00000002083.13
374	35	ENSMUSG00000002100.15
375	2629.999	ENSMUSG00000002102.15
376	1286.014	ENSMUSG00000002103.16
377	9	ENSMUSG00000002104.11
378	1030.001	ENSMUSG00000002105.15
379	269	ENSMUSG00000002107.18
380	120.999	ENSMUSG00000002108.10
381	151	ENSMUSG00000002109.14
382	61	ENSMUSG00000002111.8
383	1944.001	ENSMUSG00000002129.11
384	2008.001	ENSMUSG00000002147.18
385	5	ENSMUSG00000002190.13
386	198.449	ENSMUSG00000002204.9
387	952.027	ENSMUSG00000002205.16
388	356.036	ENSMUSG00000002210.11
389	620.354	ENSMUSG00000002221.11
390	1729.999	ENSMUSG00000002222.14
391	1943.445	ENSMUSG00000002227.15
392	51	ENSMUSG00000002228.7
393	6919	ENSMUSG00000002233.13
394	0	ENSMUSG00000002240.12
395	1514.509	ENSMUSG00000002249.21
396	1699.919	ENSMUSG00000002250.16
397	100	ENSMUSG00000002257.8
398	19854	ENSMUSG00000002265.17
399	1742.108	ENSMUSG00000002266.17
400	75	ENSMUSG00000002274.13
401	637.834	ENSMUSG00000002279.19
402	506	ENSMUSG00000002280.11
403	260	ENSMUSG00000002289.16
404	691.001	ENSMUSG00000002297.16
405	1703	ENSMUSG00000002307.16
406	2912	ENSMUSG00000002308.16
407	2562	ENSMUSG00000002319.16
408	2583.852	ENSMUSG00000002320.15
409	227	ENSMUSG00000002324.8
410	1552.876	ENSMUSG00000002325.15
411	545	ENSMUSG00000002326.6
412	835	ENSMUSG00000002329.7
413	947	ENSMUSG00000002332.16
414	0	ENSMUSG00000002341.8
415	725.002	ENSMUSG00000002342.17
416	301.001	ENSMUSG00000002343.11
417	419	ENSMUSG00000002345.18
418	74.442	ENSMUSG00000002346.16
419	6117	ENSMUSG00000002365.10
420	2081.531	ENSMUSG00000002372.9
421	1025	ENSMUSG00000002379.7
422	242.323	ENSMUSG00000002384.2
423	2454.993	ENSMUSG00000002393.14
424	1323	ENSMUSG00000002395.14
425	213.009	ENSMUSG00000002396.8
426	598	ENSMUSG00000002409.18
427	2469	ENSMUSG00000002413.15
428	702.814	ENSMUSG00000002416.13
429	928.446	ENSMUSG00000002428.12
430	1699	ENSMUSG00000002455.14
431	138.998	ENSMUSG00000002458.13
432	1.066	ENSMUSG00000002459.17
433	520	ENSMUSG00000002475.16
434	1267.166	ENSMUSG00000002477.5
435	272.994	ENSMUSG00000002486.15
436	963.001	ENSMUSG00000002489.16
437	1449.716	ENSMUSG00000002496.10
438	54	ENSMUSG00000002500.15
439	218.001	ENSMUSG00000002504.15
440	3588	ENSMUSG00000002524.17
441	2779.92	ENSMUSG00000002546.16
442	962.044	ENSMUSG00000002550.16
443	268.132	ENSMUSG00000002565.16
444	33.929	ENSMUSG00000002578.18
445	762	ENSMUSG00000002580.7
446	0	ENSMUSG00000002588.13
447	1547	ENSMUSG00000002602.16
448	1403.666	ENSMUSG00000002603.15
449	933.001	ENSMUSG00000002608.8
450	101.043	ENSMUSG00000002617.14
451	504.998	ENSMUSG00000002625.10
452	2	ENSMUSG00000002633.4
453	351.999	ENSMUSG00000002635.11
454	1378	ENSMUSG00000002658.9
455	795	ENSMUSG00000002660.8
456	170	ENSMUSG00000002661.14
457	0	ENSMUSG00000002664.2
458	35.689	ENSMUSG00000002668.8
459	869	ENSMUSG00000002679.14
460	54	ENSMUSG00000002688.8
461	92.681	ENSMUSG00000002699.13
462	2928.339	ENSMUSG00000002718.14
463	1206.139	ENSMUSG00000002728.14
464	247	ENSMUSG00000002731.6
465	237	ENSMUSG00000002732.14
466	1163.978	ENSMUSG00000002733.8
467	2811	ENSMUSG00000002741.9
468	2566.001	ENSMUSG00000002748.7
469	1346.999	ENSMUSG00000002763.16
470	1208	ENSMUSG00000002767.13
471	1417	ENSMUSG00000002768.8
472	2	ENSMUSG00000002769.9
473	61	ENSMUSG00000002771.12
474	4298	ENSMUSG00000002778.14
475	238.127	ENSMUSG00000002781.19
476	40	ENSMUSG00000002797.9
477	968	ENSMUSG00000002799.6
478	120	ENSMUSG00000002803.14
479	267	ENSMUSG00000002804.4
480	650	ENSMUSG00000002808.7
481	3045	ENSMUSG00000002812.4
482	363	ENSMUSG00000002814.15
483	1732.001	ENSMUSG00000002820.6
484	163	ENSMUSG00000002825.8
485	130	ENSMUSG00000002831.14
486	1417.657	ENSMUSG00000002833.11
487	532.455	ENSMUSG00000002835.9
488	2449.001	ENSMUSG00000002844.9
489	2640	ENSMUSG00000002845.14
490	659.96	ENSMUSG00000002846.9
491	1555	ENSMUSG00000002847.7
492	901.001	ENSMUSG00000002870.8
493	1097.001	ENSMUSG00000002871.14
494	1270.969	ENSMUSG00000002881.14
495	369	ENSMUSG00000002885.14
496	392.06	ENSMUSG00000002897.5
497	12934	ENSMUSG00000002900.16
498	11	ENSMUSG00000002908.17
499	140	ENSMUSG00000002910.11
500	0	ENSMUSG00000002930.6
501	596.999	ENSMUSG00000002944.15
502	940.001	ENSMUSG00000002948.19
503	967.999	ENSMUSG00000002949.15
504	5128.872	ENSMUSG00000002957.11
505	693.001	ENSMUSG00000002963.17
506	1893.048	ENSMUSG00000002968.9
507	398	ENSMUSG00000002980.14
508	4493.999	ENSMUSG00000002981.10
509	285.999	ENSMUSG00000002983.17
510	1714.989	ENSMUSG00000002984.17
511	1346	ENSMUSG00000002985.16
512	38	ENSMUSG00000002992.17
513	4341.032	ENSMUSG00000002996.17
514	603	ENSMUSG00000002997.15
515	1624	ENSMUSG00000003031.14
516	2029	ENSMUSG00000003032.8
517	1228.001	ENSMUSG00000003033.15
518	3013.636	ENSMUSG00000003037.16
519	5448.631	ENSMUSG00000003038.15
520	2055.239	ENSMUSG00000003039.9
521	1057.999	ENSMUSG00000003051.13
522	0	ENSMUSG00000003053.17
523	1140	ENSMUSG00000003062.13
524	1993.886	ENSMUSG00000003068.16
525	84	ENSMUSG00000003070.6
526	3854	ENSMUSG00000003072.15
527	630.999	ENSMUSG00000003099.11
528	965.002	ENSMUSG00000003119.14
529	93	ENSMUSG00000003123.15
530	3225	ENSMUSG00000003131.7
531	844.001	ENSMUSG00000003134.10
532	728	ENSMUSG00000003135.15
533	1335.721	ENSMUSG00000003153.10
534	894	ENSMUSG00000003154.15
535	11749.423	ENSMUSG00000003161.15
536	1972.762	ENSMUSG00000003166.20
537	1009.001	ENSMUSG00000003184.15
538	190	ENSMUSG00000003190.12
539	73.612	ENSMUSG00000003198.10
540	402	ENSMUSG00000003199.16
541	2994	ENSMUSG00000003200.10
542	9	ENSMUSG00000003206.7
543	210.952	ENSMUSG00000003208.9
544	3863	ENSMUSG00000003226.7
545	3	ENSMUSG00000003227.4
546	276.737	ENSMUSG00000003228.9
547	2123.731	ENSMUSG00000003233.12
548	1378	ENSMUSG00000003234.16
549	1577	ENSMUSG00000003235.13
550	1916	ENSMUSG00000003269.17
551	101.001	ENSMUSG00000003271.17
552	18	ENSMUSG00000003273.14
553	3	ENSMUSG00000003279.17
554	19	ENSMUSG00000003282.9
555	41	ENSMUSG00000003283.14
556	1266.999	ENSMUSG00000003299.10
557	1417	ENSMUSG00000003308.15
558	1018	ENSMUSG00000003309.14
559	4550	ENSMUSG00000003316.14
560	25	ENSMUSG00000003341.9
561	893	ENSMUSG00000003344.14
562	3749.999	ENSMUSG00000003345.16
563	1578	ENSMUSG00000003346.14
564	2954	ENSMUSG00000003348.10
565	1225	ENSMUSG00000003352.14
566	0	ENSMUSG00000003354.6
567	875.073	ENSMUSG00000003355.7
568	1473.543	ENSMUSG00000003360.15
569	2875.999	ENSMUSG00000003363.15
570	141.035	ENSMUSG00000003378.9
571	23.141	ENSMUSG00000003379.7
572	3815.999	ENSMUSG00000003380.11
573	888.89	ENSMUSG00000003382.18
574	5989	ENSMUSG00000003402.14
575	42.07	ENSMUSG00000003410.8
576	88	ENSMUSG00000003411.10
577	72	ENSMUSG00000003418.11
578	764.001	ENSMUSG00000003420.8
579	1135.999	ENSMUSG00000003421.13
580	670.001	ENSMUSG00000003423.15
581	8556.593	ENSMUSG00000003429.11
582	6042.083	ENSMUSG00000003435.9
583	2	ENSMUSG00000003436.11
584	1760.726	ENSMUSG00000003437.14
585	948	ENSMUSG00000003438.17
586	620	ENSMUSG00000003444.8
587	44.93	ENSMUSG00000003452.15
588	3832.329	ENSMUSG00000003458.12
589	2693.999	ENSMUSG00000003464.13
590	3	ENSMUSG00000003469.9
591	1	ENSMUSG00000003476.16
592	517	ENSMUSG00000003477.5
593	465.581	ENSMUSG00000003484.4
594	785.001	ENSMUSG00000003500.13
595	40379.637	ENSMUSG00000003505.15
596	1277.425	ENSMUSG00000003518.13
597	164.999	ENSMUSG00000003526.12
598	471.645	ENSMUSG00000003527.9
599	1059	ENSMUSG00000003528.15
600	426	ENSMUSG00000003531.15
601	5835	ENSMUSG00000003534.17
602	1001	ENSMUSG00000003541.6
603	338	ENSMUSG00000003545.3
604	1069	ENSMUSG00000003546.10
605	1130.015	ENSMUSG00000003549.9
606	1075.999	ENSMUSG00000003555.8
607	1303.999	ENSMUSG00000003559.8
608	296.665	ENSMUSG00000003573.15
609	302	ENSMUSG00000003575.13
610	1021	ENSMUSG00000003581.14
611	171	ENSMUSG00000003585.13
612	194.13	ENSMUSG00000003604.14
613	106	ENSMUSG00000003617.16
614	1252.836	ENSMUSG00000003623.4
615	2320.001	ENSMUSG00000003644.17
616	0	ENSMUSG00000003657.9
617	2100	ENSMUSG00000003660.10
618	1115	ENSMUSG00000003662.10
619	14	ENSMUSG00000003665.7
620	394	ENSMUSG00000003680.16
621	1323.001	ENSMUSG00000003721.14
622	2816	ENSMUSG00000003731.13
623	9258.002	ENSMUSG00000003746.16
624	365	ENSMUSG00000003752.9
625	465	ENSMUSG00000003762.13
626	1521.693	ENSMUSG00000003778.14
627	491.363	ENSMUSG00000003779.16
628	2100.106	ENSMUSG00000003808.18
629	583.001	ENSMUSG00000003809.14
630	1704.999	ENSMUSG00000003810.12
631	1061.329	ENSMUSG00000003812.13
632	1308	ENSMUSG00000003813.15
633	81744.967	ENSMUSG00000003814.8
634	859	ENSMUSG00000003824.12
635	1321.679	ENSMUSG00000003847.16
636	568.05	ENSMUSG00000003848.14
637	83	ENSMUSG00000003849.8
638	4	ENSMUSG00000003863.18
639	2628.284	ENSMUSG00000003865.16
640	1132	ENSMUSG00000003868.14
641	4	ENSMUSG00000003872.9
642	1576.23	ENSMUSG00000003873.11
643	24.236	ENSMUSG00000003882.5
644	990	ENSMUSG00000003923.14
645	127.374	ENSMUSG00000003929.11
646	11	ENSMUSG00000003934.5
647	937	ENSMUSG00000003948.17
648	76	ENSMUSG00000003949.16
649	1612.001	ENSMUSG00000003955.8
650	13101.546	ENSMUSG00000003970.9
651	0	ENSMUSG00000003974.6
652	125.961	ENSMUSG00000003992.15
653	163	ENSMUSG00000004018.9
654	3	ENSMUSG00000004031.13
655	298.999	ENSMUSG00000004032.10
656	8	ENSMUSG00000004035.12
657	1.133	ENSMUSG00000004038.9
658	3658.218	ENSMUSG00000004040.16
659	402.882	ENSMUSG00000004043.14
660	2449	ENSMUSG00000004044.9
661	1956.001	ENSMUSG00000004054.9
662	3053.47	ENSMUSG00000004056.15
663	1559.099	ENSMUSG00000004069.17
664	2114.981	ENSMUSG00000004070.15
665	1254.259	ENSMUSG00000004071.13
666	203.269	ENSMUSG00000004085.14
667	1481	ENSMUSG00000004096.9
668	296	ENSMUSG00000004098.7
669	3375.657	ENSMUSG00000004099.16
670	832.819	ENSMUSG00000004100.12
671	2053	ENSMUSG00000004105.8
672	10.244	ENSMUSG00000004110.17
673	115.002	ENSMUSG00000004113.18
674	221.079	ENSMUSG00000004127.12
675	22.939	ENSMUSG00000004151.17
676	106	ENSMUSG00000004187.11
677	59091	ENSMUSG00000004207.14
678	1266.279	ENSMUSG00000004221.16
679	133	ENSMUSG00000004231.15
680	208.303	ENSMUSG00000004233.14
681	1313	ENSMUSG00000004263.15
682	3768.998	ENSMUSG00000004264.17
683	992	ENSMUSG00000004266.15
684	67	ENSMUSG00000004267.16
685	1097.999	ENSMUSG00000004268.11
686	1994	ENSMUSG00000004270.13
687	2035	ENSMUSG00000004285.12
688	4	ENSMUSG00000004296.14
689	977	ENSMUSG00000004317.14
690	1128.757	ENSMUSG00000004319.15
691	93	ENSMUSG00000004328.15
692	4	ENSMUSG00000004341.8
693	1	ENSMUSG00000004344.12
694	72.942	ENSMUSG00000004347.17
695	668	ENSMUSG00000004356.8
696	6.893	ENSMUSG00000004359.16
697	3.002	ENSMUSG00000004360.9
698	3183	ENSMUSG00000004364.14
699	0	ENSMUSG00000004366.4
700	4.19	ENSMUSG00000004371.15
701	875	ENSMUSG00000004383.18
702	1182.001	ENSMUSG00000004393.10
703	1534	ENSMUSG00000004394.12
704	51.604	ENSMUSG00000004415.15
705	349	ENSMUSG00000004446.12
706	5158	ENSMUSG00000004451.14
707	3177.198	ENSMUSG00000004455.16
708	6477.999	ENSMUSG00000004460.17
709	555.743	ENSMUSG00000004462.7
710	8	ENSMUSG00000004473.10
711	219	ENSMUSG00000004500.9
712	2347	ENSMUSG00000004508.6
713	3748.536	ENSMUSG00000004530.12
714	10155.999	ENSMUSG00000004535.12
715	18473.859	ENSMUSG00000004540.7
716	17296.01	ENSMUSG00000004542.15
717	42	ENSMUSG00000004552.16
718	65	ENSMUSG00000004558.15
719	214.241	ENSMUSG00000004561.14
720	212.878	ENSMUSG00000004562.16
721	1277.384	ENSMUSG00000004565.15
722	1583.741	ENSMUSG00000004567.16
723	1858.996	ENSMUSG00000004568.13
724	4102.999	ENSMUSG00000004591.16
725	39.136	ENSMUSG00000004609.11
