counts	gene
1548	790.001	ENSMUSG00000015094.16
1549	445.001	ENSMUSG00000015095.12
1550	577	ENSMUSG00000015112.15
1551	2813.748	ENSMUSG00000015120.15
1552	848.716	ENSMUSG00000015126.9
1553	520.325	ENSMUSG00000015127.14
1554	443	ENSMUSG00000015133.17
1555	7472.935	ENSMUSG00000015134.15
1556	7672.006	ENSMUSG00000015143.15
1557	1378	ENSMUSG00000015149.14
1558	4803.351	ENSMUSG00000015165.16
1559	1391	ENSMUSG00000015176.11
1560	1005	ENSMUSG00000015189.12
1561	325	ENSMUSG00000015202.13
1562	500.001	ENSMUSG00000015214.14
1563	272	ENSMUSG00000015217.11
1564	9	ENSMUSG00000015222.17
1565	7	ENSMUSG00000015224.10
1566	0	ENSMUSG00000015242.14
1567	1520	ENSMUSG00000015243.4
1568	823	ENSMUSG00000015247.10
1569	348.713	ENSMUSG00000015289.4
1570	1441	ENSMUSG00000015290.15
1571	2421.397	ENSMUSG00000015291.10
1572	2363.469	ENSMUSG00000015305.6
1573	1981.999	ENSMUSG00000015312.9
1574	3	ENSMUSG00000015314.10
1575	9	ENSMUSG00000015316.11
1576	647	ENSMUSG00000015335.16
1577	147.341	ENSMUSG00000015337.5
1578	164	ENSMUSG00000015340.10
1579	2771.042	ENSMUSG00000015341.17
1580	94.706	ENSMUSG00000015342.6
1581	35	ENSMUSG00000015354.8
1582	47	ENSMUSG00000015355.13
1583	1706.999	ENSMUSG00000015357.10
1584	2017.999	ENSMUSG00000015363.13
1585	12	ENSMUSG00000015365.15
1586	168	ENSMUSG00000015377.10
1587	1860	ENSMUSG00000015396.4
1588	0	ENSMUSG00000015401.12
1589	84	ENSMUSG00000015405.15
1590	1480.001	ENSMUSG00000015437.5
1591	14849.553	ENSMUSG00000015441.4
1592	76.844	ENSMUSG00000015443.9
1593	43	ENSMUSG00000015452.14
1594	1571	ENSMUSG00000015461.15
1595	5.738	ENSMUSG00000015467.14
1596	202	ENSMUSG00000015468.14
1597	469.214	ENSMUSG00000015474.16
1598	6	ENSMUSG00000015476.6
1599	736.994	ENSMUSG00000015478.13
1600	12	ENSMUSG00000015484.3
1601	1377	ENSMUSG00000015488.14
1602	604.833	ENSMUSG00000015501.10
1603	0	ENSMUSG00000015519.12
1604	1661	ENSMUSG00000015522.18
1605	1114	ENSMUSG00000015533.9
1606	1136.143	ENSMUSG00000015536.14
1607	881	ENSMUSG00000015542.17
1608	452.501	ENSMUSG00000015568.16
1609	2910.392	ENSMUSG00000015575.15
1610	1	ENSMUSG00000015579.5
1611	488.023	ENSMUSG00000015597.17
1612	140.955	ENSMUSG00000015599.9
1613	1660.001	ENSMUSG00000015605.6
1614	1803.011	ENSMUSG00000015619.10
1615	4.448	ENSMUSG00000015627.5
1616	9980	ENSMUSG00000015647.9
1617	25	ENSMUSG00000015652.9
1618	239.107	ENSMUSG00000015653.13
1619	36044.43	ENSMUSG00000015656.17
1620	136.001	ENSMUSG00000015659.12
1621	15	ENSMUSG00000015665.8
1622	1020	ENSMUSG00000015668.13
1623	3200.122	ENSMUSG00000015671.11
1624	440.001	ENSMUSG00000015672.4
1625	872.159	ENSMUSG00000015697.14
1626	279.745	ENSMUSG00000015702.13
1627	518.003	ENSMUSG00000015709.9
1628	1676	ENSMUSG00000015711.8
1629	4078	ENSMUSG00000015714.11
1630	1.055	ENSMUSG00000015721.18
1631	3644.788	ENSMUSG00000015733.13
1632	2107	ENSMUSG00000015745.9
1633	469	ENSMUSG00000015747.5
1634	840	ENSMUSG00000015748.13
1635	1169	ENSMUSG00000015749.12
1636	3083.507	ENSMUSG00000015750.15
1637	3845	ENSMUSG00000015755.16
1638	1017	ENSMUSG00000015757.10
1639	2213	ENSMUSG00000015759.11
1640	1926	ENSMUSG00000015766.14
1641	1633.001	ENSMUSG00000015776.12
1642	4	ENSMUSG00000015787.15
1643	1084.938	ENSMUSG00000015790.16
1644	1104.999	ENSMUSG00000015804.14
1645	923.999	ENSMUSG00000015806.12
1646	1	ENSMUSG00000015812.8
1647	10.176	ENSMUSG00000015829.13
1648	18893.999	ENSMUSG00000015837.15
1649	1657	ENSMUSG00000015839.6
1650	1	ENSMUSG00000015843.10
1651	4726	ENSMUSG00000015846.15
1652	75.004	ENSMUSG00000015850.11
1653	34	ENSMUSG00000015852.13
1654	8	ENSMUSG00000015854.7
1655	1088.999	ENSMUSG00000015869.16
1656	6	ENSMUSG00000015879.8
1657	290.001	ENSMUSG00000015880.13
1658	156.001	ENSMUSG00000015882.18
1659	1935	ENSMUSG00000015889.8
1660	2	ENSMUSG00000015890.2
1661	13504	ENSMUSG00000015932.8
1662	1233.001	ENSMUSG00000015937.15
1663	152	ENSMUSG00000015942.9
1664	222	ENSMUSG00000015943.11
1665	312	ENSMUSG00000015944.9
1666	50	ENSMUSG00000015947.10
1667	64.045	ENSMUSG00000015950.13
1668	75	ENSMUSG00000015957.12
1669	2129	ENSMUSG00000015961.8
1670	0	ENSMUSG00000015962.5
1671	468	ENSMUSG00000015966.17
1672	97.012	ENSMUSG00000015968.18
1673	2352	ENSMUSG00000015970.19
1674	615.013	ENSMUSG00000015971.5
1675	142	ENSMUSG00000015980.14
1676	58	ENSMUSG00000015981.12
1677	2376.001	ENSMUSG00000015994.10
1678	1345.999	ENSMUSG00000016018.4
1679	5756.079	ENSMUSG00000016024.9
1680	127	ENSMUSG00000016028.10
1681	174.212	ENSMUSG00000016087.13
1682	358	ENSMUSG00000016128.14
1683	2	ENSMUSG00000016150.15
1684	5	ENSMUSG00000016179.11
1685	325	ENSMUSG00000016181.9
1686	2286	ENSMUSG00000016194.14
1687	108	ENSMUSG00000016200.14
1688	206.424	ENSMUSG00000016206.6
1689	669	ENSMUSG00000016239.11
1690	1872	ENSMUSG00000016252.7
1691	1792	ENSMUSG00000016253.12
1692	33	ENSMUSG00000016255.5
1693	5255	ENSMUSG00000016256.10
1694	1186.001	ENSMUSG00000016257.15
1695	41	ENSMUSG00000016262.14
1696	27.833	ENSMUSG00000016283.13
1697	1876.999	ENSMUSG00000016308.12
1698	2733.712	ENSMUSG00000016319.3
1699	0	ENSMUSG00000016327.9
1700	974.721	ENSMUSG00000016344.14
1701	20.526	ENSMUSG00000016346.17
1702	8	ENSMUSG00000016349.10
1703	71.863	ENSMUSG00000016356.18
1704	1797	ENSMUSG00000016382.15
1705	62	ENSMUSG00000016386.15
1706	552	ENSMUSG00000016409.4
1707	791	ENSMUSG00000016427.7
1708	1103	ENSMUSG00000016458.14
1709	548	ENSMUSG00000016477.18
1710	2804	ENSMUSG00000016481.15
1711	3489.001	ENSMUSG00000016487.15
1712	21.017	ENSMUSG00000016493.13
1713	1113.163	ENSMUSG00000016494.9
1714	397.001	ENSMUSG00000016495.12
1715	237.404	ENSMUSG00000016496.7
1716	7	ENSMUSG00000016498.10
1717	789.835	ENSMUSG00000016503.17
1718	448	ENSMUSG00000016510.11
1719	1836.543	ENSMUSG00000016520.7
1720	3	ENSMUSG00000016524.12
1721	99	ENSMUSG00000016526.8
1722	3596	ENSMUSG00000016528.10
1723	0	ENSMUSG00000016529.5
1724	10901.2	ENSMUSG00000016534.15
1725	15575	ENSMUSG00000016541.10
1726	117	ENSMUSG00000016552.13
1727	3724.999	ENSMUSG00000016554.9
1728	18262.444	ENSMUSG00000016559.14
1729	2251	ENSMUSG00000016619.10
1730	6	ENSMUSG00000016624.15
1731	0	ENSMUSG00000016626.10
1732	211	ENSMUSG00000016637.7
1733	3492.001	ENSMUSG00000016664.16
1734	36.922	ENSMUSG00000016756.17
1735	1962	ENSMUSG00000016757.11
1736	73	ENSMUSG00000016758.4
1737	155.999	ENSMUSG00000016763.15
1738	2177.525	ENSMUSG00000016831.12
1739	687.659	ENSMUSG00000016833.14
1740	133.999	ENSMUSG00000016918.15
1741	4152	ENSMUSG00000016921.14
1742	1389.999	ENSMUSG00000016933.17
1743	621	ENSMUSG00000016940.18
1744	123	ENSMUSG00000016942.6
1745	1033	ENSMUSG00000016946.6
1746	0	ENSMUSG00000016982.6
1747	428.914	ENSMUSG00000016984.7
1748	10	ENSMUSG00000016995.17
1749	0	ENSMUSG00000016998.2
1750	0	ENSMUSG00000017000.2
1751	771	ENSMUSG00000017002.14
1752	2	ENSMUSG00000017003.7
1753	0	ENSMUSG00000017004.7
1754	1	ENSMUSG00000017007.9
1755	3042.314	ENSMUSG00000017009.3
1756	0	ENSMUSG00000017049.4
1757	691	ENSMUSG00000017057.9
1758	70	ENSMUSG00000017064.4
1759	5382.002	ENSMUSG00000017119.19
1760	1260	ENSMUSG00000017132.17
1761	454	ENSMUSG00000017144.8
1762	296	ENSMUSG00000017146.12
1763	1	ENSMUSG00000017165.1
1764	15.05	ENSMUSG00000017167.6
1765	644.001	ENSMUSG00000017176.17
1766	914	ENSMUSG00000017188.3
1767	4	ENSMUSG00000017195.15
1768	0	ENSMUSG00000017204.4
1769	996	ENSMUSG00000017210.14
1770	0	ENSMUSG00000017211.14
1771	3100.083	ENSMUSG00000017221.14
1772	1428.001	ENSMUSG00000017264.16
1773	753.001	ENSMUSG00000017286.15
1774	1288	ENSMUSG00000017288.15
1775	2089	ENSMUSG00000017291.13
1776	841	ENSMUSG00000017299.13
1777	2	ENSMUSG00000017300.9
1778	472.999	ENSMUSG00000017307.16
1779	17	ENSMUSG00000017309.11
1780	0	ENSMUSG00000017310.7
1781	4	ENSMUSG00000017311.15
1782	63	ENSMUSG00000017314.12
1783	4	ENSMUSG00000017316.13
1784	45	ENSMUSG00000017344.4
1785	1111.999	ENSMUSG00000017376.15
1786	578	ENSMUSG00000017386.10
1787	105.001	ENSMUSG00000017390.15
1788	530	ENSMUSG00000017400.10
1789	11563.704	ENSMUSG00000017404.12
1790	213.001	ENSMUSG00000017405.14
1791	23	ENSMUSG00000017412.15
1792	22	ENSMUSG00000017417.14
1793	849.027	ENSMUSG00000017418.14
1794	2796.006	ENSMUSG00000017421.18
1795	2202.973	ENSMUSG00000017428.16
1796	8081.288	ENSMUSG00000017446.14
1797	4	ENSMUSG00000017453.4
1798	2497	ENSMUSG00000017466.9
1799	1677	ENSMUSG00000017478.15
1800	2550	ENSMUSG00000017485.11
1801	61	ENSMUSG00000017491.9
1802	799.089	ENSMUSG00000017493.12
1803	204	ENSMUSG00000017499.15
1804	2600	ENSMUSG00000017548.15
1805	227	ENSMUSG00000017550.14
1806	885.664	ENSMUSG00000017561.16
1807	67.566	ENSMUSG00000017588.2
1808	1110.092	ENSMUSG00000017607.9
1809	2849	ENSMUSG00000017615.12
1810	1460	ENSMUSG00000017631.19
1811	981	ENSMUSG00000017639.13
1812	104.001	ENSMUSG00000017652.16
1813	854.384	ENSMUSG00000017664.16
1814	452	ENSMUSG00000017667.9
1815	1616.011	ENSMUSG00000017670.16
1816	1378	ENSMUSG00000017677.11
1817	1327	ENSMUSG00000017679.16
1818	1403	ENSMUSG00000017686.17
1819	0	ENSMUSG00000017688.14
1820	18	ENSMUSG00000017692.8
1821	14826	ENSMUSG00000017697.3
1822	7524.943	ENSMUSG00000017707.9
1823	10	ENSMUSG00000017713.9
1824	1586	ENSMUSG00000017715.11
1825	345.575	ENSMUSG00000017716.15
1826	293.998	ENSMUSG00000017718.15
1827	0	ENSMUSG00000017720.2
1828	3163.159	ENSMUSG00000017721.15
1829	896	ENSMUSG00000017723.11
1830	25	ENSMUSG00000017724.14
1831	0	ENSMUSG00000017733.4
1832	751.001	ENSMUSG00000017734.15
1833	107	ENSMUSG00000017737.2
1834	17	ENSMUSG00000017740.17
1835	486.902	ENSMUSG00000017747.13
1836	6033.453	ENSMUSG00000017754.13
1837	2229.999	ENSMUSG00000017756.9
1838	13192.792	ENSMUSG00000017760.16
1839	768	ENSMUSG00000017764.2
1840	1389	ENSMUSG00000017765.17
1841	3	ENSMUSG00000017767.3
1842	7885.906	ENSMUSG00000017774.19
1843	5654.847	ENSMUSG00000017776.15
1844	213.266	ENSMUSG00000017778.14
1845	3621	ENSMUSG00000017781.17
1846	868	ENSMUSG00000017801.15
1847	3036	ENSMUSG00000017802.14
1848	262	ENSMUSG00000017817.11
1849	116.999	ENSMUSG00000017830.15
1850	3236	ENSMUSG00000017831.8
1851	0	ENSMUSG00000017832.2
1852	1191	ENSMUSG00000017837.12
1853	2336.003	ENSMUSG00000017843.14
1854	748	ENSMUSG00000017858.12
1855	506.981	ENSMUSG00000017861.11
1856	774.999	ENSMUSG00000017868.16
1857	8	ENSMUSG00000017897.18
1858	605	ENSMUSG00000017922.14
1859	2451.001	ENSMUSG00000017929.13
1860	5	ENSMUSG00000017943.15
1861	162	ENSMUSG00000017950.16
1862	583	ENSMUSG00000017969.13
1863	18.001	ENSMUSG00000017978.18
1864	1770.053	ENSMUSG00000017999.16
1865	3576	ENSMUSG00000018001.18
1866	108.001	ENSMUSG00000018008.8
1867	75	ENSMUSG00000018012.11
1868	3166.534	ENSMUSG00000018040.9
1869	12817	ENSMUSG00000018042.18
1870	852.194	ENSMUSG00000018068.13
1871	1099	ENSMUSG00000018076.12
1872	2680.988	ENSMUSG00000018102.5
1873	24	ENSMUSG00000018126.15
1874	2448	ENSMUSG00000018143.10
1875	851.536	ENSMUSG00000018160.15
1876	403	ENSMUSG00000018166.8
1877	1129	ENSMUSG00000018167.10
1878	17	ENSMUSG00000018168.8
1879	79	ENSMUSG00000018169.12
1880	4400	ENSMUSG00000018171.9
1881	544.72	ENSMUSG00000018189.12
1882	497.027	ENSMUSG00000018196.18
1883	543.077	ENSMUSG00000018199.9
1884	1872	ENSMUSG00000018209.15
1885	1	ENSMUSG00000018211.13
1886	427	ENSMUSG00000018217.12
1887	56	ENSMUSG00000018238.6
1888	266	ENSMUSG00000018239.9
1889	51984	ENSMUSG00000018259.13
1890	35.007	ENSMUSG00000018263.11
1891	2367.994	ENSMUSG00000018286.6
1892	1302.862	ENSMUSG00000018287.12
1893	14086	ENSMUSG00000018293.4
1894	586	ENSMUSG00000018322.10
1895	8367	ENSMUSG00000018326.9
1896	599.999	ENSMUSG00000018334.18
1897	107568	ENSMUSG00000018339.11
1898	1511	ENSMUSG00000018340.13
1899	2	ENSMUSG00000018341.12
1900	331	ENSMUSG00000018347.16
1901	1225.205	ENSMUSG00000018362.14
1902	1710.999	ENSMUSG00000018363.16
1903	299	ENSMUSG00000018372.13
1904	912	ENSMUSG00000018377.10
1905	712	ENSMUSG00000018378.13
1906	4277.001	ENSMUSG00000018379.17
1907	91.03	ENSMUSG00000018381.15
1908	2125.872	ENSMUSG00000018387.12
1909	851	ENSMUSG00000018395.19
1910	6381.999	ENSMUSG00000018398.18
1911	4455.001	ENSMUSG00000018401.17
1912	212	ENSMUSG00000018405.7
1913	47	ENSMUSG00000018411.17
1914	1608.995	ENSMUSG00000018412.16
1915	802.373	ENSMUSG00000018415.14
1916	3939.022	ENSMUSG00000018417.14
1917	1391.984	ENSMUSG00000018425.18
1918	938	ENSMUSG00000018427.8
1919	1727.001	ENSMUSG00000018428.15
1920	647	ENSMUSG00000018433.14
1921	1847.999	ENSMUSG00000018442.13
1922	1681.783	ENSMUSG00000018446.8
1923	285	ENSMUSG00000018449.12
1924	19	ENSMUSG00000018451.7
1925	52	ENSMUSG00000018459.15
1926	21	ENSMUSG00000018470.8
1927	892	ENSMUSG00000018474.18
1928	3296	ENSMUSG00000018476.7
1929	16	ENSMUSG00000018479.12
1930	4187.194	ENSMUSG00000018481.9
1931	20	ENSMUSG00000018486.2
1932	242	ENSMUSG00000018500.2
1933	2433.862	ENSMUSG00000018501.17
1934	3298.094	ENSMUSG00000018507.16
1935	121.999	ENSMUSG00000018509.8
1936	302.365	ENSMUSG00000018537.16
1937	827.961	ENSMUSG00000018541.10
1938	4	ENSMUSG00000018543.8
1939	651	ENSMUSG00000018547.8
1940	457	ENSMUSG00000018548.15
1941	10	ENSMUSG00000018554.13
1942	2064.916	ENSMUSG00000018559.16
1943	1569.001	ENSMUSG00000018565.17
1944	5	ENSMUSG00000018566.14
1945	5194	ENSMUSG00000018567.14
1946	777.999	ENSMUSG00000018569.12
1947	24	ENSMUSG00000018570.17
1948	1966	ENSMUSG00000018572.10
1949	1666	ENSMUSG00000018574.14
1950	15	ENSMUSG00000018581.15
1951	3851.904	ENSMUSG00000018583.5
1952	2257	ENSMUSG00000018585.9
1953	2	ENSMUSG00000018589.8
1954	88168.24	ENSMUSG00000018593.13
1955	0	ENSMUSG00000018595.6
1956	288	ENSMUSG00000018599.5
1957	848	ENSMUSG00000018604.18
1958	1	ENSMUSG00000018620.3
1959	45	ENSMUSG00000018623.9
1960	0	ENSMUSG00000018634.10
1961	236	ENSMUSG00000018648.15
1962	268	ENSMUSG00000018651.14
1963	75	ENSMUSG00000018654.17
1964	0	ENSMUSG00000018656.5
1965	1624	ENSMUSG00000018659.12
1966	913	ENSMUSG00000018661.17
1967	1555	ENSMUSG00000018666.13
1968	1572	ENSMUSG00000018669.14
1969	1415.002	ENSMUSG00000018672.15
1970	3379	ENSMUSG00000018677.9
1971	881	ENSMUSG00000018678.13
1972	552	ENSMUSG00000018697.14
1973	0	ENSMUSG00000018698.15
1974	4907.933	ENSMUSG00000018707.13
1975	70.999	ENSMUSG00000018727.19
1976	357.999	ENSMUSG00000018733.10
1977	2033	ENSMUSG00000018736.14
1978	49	ENSMUSG00000018740.14
1979	284	ENSMUSG00000018750.14
1980	113.775	ENSMUSG00000018752.19
1981	1972.18	ENSMUSG00000018761.14
1982	2237	ENSMUSG00000018765.5
1983	5855	ENSMUSG00000018770.9
1984	4410	ENSMUSG00000018774.13
1985	2	ENSMUSG00000018776.10
1986	456	ENSMUSG00000018796.13
1987	587	ENSMUSG00000018800.14
1988	233.04	ENSMUSG00000018809.2
1989	378.999	ENSMUSG00000018819.10
1990	925.607	ENSMUSG00000018820.13
1991	422	ENSMUSG00000018821.3
1992	3791	ENSMUSG00000018822.7
1993	69.185	ENSMUSG00000018830.10
1994	255.999	ENSMUSG00000018841.17
1995	0	ENSMUSG00000018844.6
1996	13	ENSMUSG00000018845.14
1997	2339	ENSMUSG00000018846.8
1998	2714	ENSMUSG00000018848.4
1999	1436	ENSMUSG00000018849.6
2000	661.001	ENSMUSG00000018858.15
2001	721	ENSMUSG00000018861.8
2002	0	ENSMUSG00000018862.11
2003	19	ENSMUSG00000018865.9
2004	0	ENSMUSG00000018868.4
2005	707.021	ENSMUSG00000018882.12
2006	32	ENSMUSG00000018893.15
2007	279	ENSMUSG00000018899.16
2008	4712.096	ENSMUSG00000018900.7
2009	5714.572	ENSMUSG00000018906.14
2010	0	ENSMUSG00000018907.10
2011	2840.315	ENSMUSG00000018909.15
2012	0	ENSMUSG00000018914.5
2013	1	ENSMUSG00000018916.5
2014	3	ENSMUSG00000018919.10
2015	254.001	ENSMUSG00000018920.11
2016	1088	ENSMUSG00000018921.11
2017	377	ENSMUSG00000018923.13
2018	2	ENSMUSG00000018924.6
2019	1	ENSMUSG00000018925.3
2020	192	ENSMUSG00000018927.3
2021	7	ENSMUSG00000018930.3
2022	3608	ENSMUSG00000018931.3
2023	2050	ENSMUSG00000018932.9
2024	5466	ENSMUSG00000018965.11
2025	0	ENSMUSG00000018973.2
2026	863	ENSMUSG00000018974.7
2027	145	ENSMUSG00000018983.9
2028	14.313	ENSMUSG00000018986.10
2029	204	ENSMUSG00000018995.12
2030	1032	ENSMUSG00000018999.14
2031	9	ENSMUSG00000019027.8
2032	489	ENSMUSG00000019039.14
2033	1842	ENSMUSG00000019054.13
2034	6466.468	ENSMUSG00000019055.15
2035	579.001	ENSMUSG00000019066.13
2036	93	ENSMUSG00000019080.8
2037	745.998	ENSMUSG00000019082.18
2038	4480	ENSMUSG00000019087.13
2039	1163.999	ENSMUSG00000019088.13
2040	0	ENSMUSG00000019102.10
2041	149.038	ENSMUSG00000019122.8
2042	560.999	ENSMUSG00000019124.10
2043	3617.122	ENSMUSG00000019132.11
2044	1467	ENSMUSG00000019139.10
2045	720	ENSMUSG00000019143.15
2046	1.558	ENSMUSG00000019146.2
2047	471	ENSMUSG00000019158.9
2048	3528	ENSMUSG00000019173.11
2049	26	ENSMUSG00000019178.17
2050	5365	ENSMUSG00000019179.10
2051	4989	ENSMUSG00000019188.16
2052	2096.001	ENSMUSG00000019189.13
2053	61	ENSMUSG00000019194.15
2054	3527.054	ENSMUSG00000019210.10
2055	191.06	ENSMUSG00000019214.14
2056	5	ENSMUSG00000019230.14
2057	1	ENSMUSG00000019232.14
2058	9.053	ENSMUSG00000019235.9
2059	1521	ENSMUSG00000019254.16
2060	118	ENSMUSG00000019256.17
2061	1064	ENSMUSG00000019261.3
2062	168	ENSMUSG00000019278.5
2063	856.001	ENSMUSG00000019295.8
2064	1081	ENSMUSG00000019297.9
2065	2	ENSMUSG00000019301.5
2066	1859.999	ENSMUSG00000019302.16
2067	55	ENSMUSG00000019303.14
2068	180	ENSMUSG00000019312.10
2069	58	ENSMUSG00000019320.14
2070	140.359	ENSMUSG00000019326.14
2071	1350.999	ENSMUSG00000019338.13
2072	6	ENSMUSG00000019359.14
2073	1305	ENSMUSG00000019362.8
2074	4	ENSMUSG00000019368.13
2075	4732	ENSMUSG00000019370.10
2076	1858.99	ENSMUSG00000019373.11
2077	3859.668	ENSMUSG00000019428.16
2078	0	ENSMUSG00000019429.7
2079	3220.24	ENSMUSG00000019432.15
2080	1787	ENSMUSG00000019433.9
2081	281.003	ENSMUSG00000019437.17
2082	475.999	ENSMUSG00000019461.12
2083	15.001	ENSMUSG00000019464.6
2084	932.999	ENSMUSG00000019467.15
2085	1537	ENSMUSG00000019470.12
2086	3899.002	ENSMUSG00000019471.10
2087	226.001	ENSMUSG00000019478.16
2088	340	ENSMUSG00000019487.11
2089	0	ENSMUSG00000019489.7
2090	2466	ENSMUSG00000019494.14
2091	22656.328	ENSMUSG00000019505.7
2092	687.755	ENSMUSG00000019518.11
2093	729	ENSMUSG00000019528.18
2094	2243.999	ENSMUSG00000019539.11
2095	4219.001	ENSMUSG00000019558.14
2096	4976	ENSMUSG00000019564.12
2097	663.172	ENSMUSG00000019577.6
2098	1223.488	ENSMUSG00000019578.11
2099	3305.277	ENSMUSG00000019579.13
2100	667.001	ENSMUSG00000019590.16
2101	1970	ENSMUSG00000019647.16
2102	566.999	ENSMUSG00000019659.8
2103	93	ENSMUSG00000019689.4
2104	518.975	ENSMUSG00000019699.16
2105	1409.095	ENSMUSG00000019710.13
2106	1110.809	ENSMUSG00000019715.14
2107	126	ENSMUSG00000019718.8
2108	328	ENSMUSG00000019726.12
2109	1715.014	ENSMUSG00000019731.13
2110	27	ENSMUSG00000019732.14
2111	2313.197	ENSMUSG00000019734.16
2112	40	ENSMUSG00000019737.14
2113	357	ENSMUSG00000019738.15
2114	1572.598	ENSMUSG00000019756.10
2115	44	ENSMUSG00000019761.10
2116	1	ENSMUSG00000019762.4
2117	306.471	ENSMUSG00000019763.11
2118	202.204	ENSMUSG00000019767.12
2119	914.001	ENSMUSG00000019768.16
2120	0	ENSMUSG00000019772.5
2121	213	ENSMUSG00000019773.7
2122	151	ENSMUSG00000019774.8
2123	1535.119	ENSMUSG00000019775.17
2124	1093.001	ENSMUSG00000019777.16
2125	792	ENSMUSG00000019779.15
2126	803.402	ENSMUSG00000019782.10
2127	2	ENSMUSG00000019785.14
2128	0	ENSMUSG00000019787.9
2129	12	ENSMUSG00000019789.9
2130	1306	ENSMUSG00000019790.17
2131	371.008	ENSMUSG00000019791.12
2132	295	ENSMUSG00000019792.8
2133	763.794	ENSMUSG00000019794.13
2134	1167.001	ENSMUSG00000019795.17
2135	120	ENSMUSG00000019796.12
2136	511.045	ENSMUSG00000019797.11
2137	3362.39	ENSMUSG00000019802.13
2138	0	ENSMUSG00000019803.11
2139	5251	ENSMUSG00000019804.12
2140	1506	ENSMUSG00000019806.13
2141	108	ENSMUSG00000019808.8
2142	971.001	ENSMUSG00000019809.16
2143	1958.09	ENSMUSG00000019810.15
2144	239.103	ENSMUSG00000019813.16
2145	1380	ENSMUSG00000019814.5
2146	0	ENSMUSG00000019815.7
2147	2813	ENSMUSG00000019817.18
2148	16572	ENSMUSG00000019818.15
2149	2362	ENSMUSG00000019820.11
2150	441	ENSMUSG00000019822.12
2151	603.999	ENSMUSG00000019823.17
2152	479.334	ENSMUSG00000019826.11
2153	3	ENSMUSG00000019828.13
2154	288	ENSMUSG00000019831.14
2155	318	ENSMUSG00000019832.5
2156	0	ENSMUSG00000019834.15
2157	554.999	ENSMUSG00000019837.8
2158	1077.582	ENSMUSG00000019838.11
2159	538	ENSMUSG00000019841.15
2160	460	ENSMUSG00000019842.6
2161	1082	ENSMUSG00000019843.14
2162	54	ENSMUSG00000019845.8
2163	967	ENSMUSG00000019846.11
2164	51	ENSMUSG00000019848.14
2165	2785.166	ENSMUSG00000019849.11
2166	236	ENSMUSG00000019850.11
2167	2189	ENSMUSG00000019851.8
2168	341	ENSMUSG00000019852.7
2169	139	ENSMUSG00000019853.6
2170	2253.048	ENSMUSG00000019854.17
2171	73.036	ENSMUSG00000019856.14
2172	1076	ENSMUSG00000019857.7
2173	866.001	ENSMUSG00000019861.15
2174	180.999	ENSMUSG00000019863.7
2175	244	ENSMUSG00000019864.14
2176	2	ENSMUSG00000019865.9
2177	469	ENSMUSG00000019866.15
2178	0.836	ENSMUSG00000019867.4
2179	1342	ENSMUSG00000019868.16
2180	565	ENSMUSG00000019872.13
2181	1893.607	ENSMUSG00000019873.8
2182	3	ENSMUSG00000019874.11
2183	249.85	ENSMUSG00000019876.15
2184	6238.146	ENSMUSG00000019877.10
2185	455	ENSMUSG00000019878.8
2186	78	ENSMUSG00000019880.10
2187	296	ENSMUSG00000019883.11
2188	0	ENSMUSG00000019888.16
2189	818	ENSMUSG00000019889.10
2190	8	ENSMUSG00000019890.4
2191	129.089	ENSMUSG00000019891.15
2192	1	ENSMUSG00000019892.13
2193	0	ENSMUSG00000019893.13
2194	55	ENSMUSG00000019894.14
2195	675.999	ENSMUSG00000019897.8
2196	30	ENSMUSG00000019899.17
2197	1	ENSMUSG00000019900.19
2198	0	ENSMUSG00000019905.8
2199	1	ENSMUSG00000019906.15
2200	1792.999	ENSMUSG00000019907.10
2201	18	ENSMUSG00000019909.4
2202	0	ENSMUSG00000019913.4
2203	6908	ENSMUSG00000019916.14
2204	538	ENSMUSG00000019917.10
2205	3850	ENSMUSG00000019920.18
2206	9133	ENSMUSG00000019923.14
2207	309	ENSMUSG00000019927.6
2208	26186	ENSMUSG00000019929.16
2209	13	ENSMUSG00000019932.8
2210	3	ENSMUSG00000019933.7
2211	27.019	ENSMUSG00000019935.16
2212	1	ENSMUSG00000019936.10
2213	744.001	ENSMUSG00000019942.13
2214	3513.452	ENSMUSG00000019943.10
2215	247	ENSMUSG00000019944.14
2216	11	ENSMUSG00000019945.10
2217	2442.001	ENSMUSG00000019947.10
2218	440.001	ENSMUSG00000019948.4
2219	1906	ENSMUSG00000019951.10
2220	186	ENSMUSG00000019952.15
2221	275.001	ENSMUSG00000019960.8
2222	1390	ENSMUSG00000019961.17
2223	3126.999	ENSMUSG00000019966.18
2224	2918.999	ENSMUSG00000019969.14
2225	5072.999	ENSMUSG00000019970.15
2226	223.119	ENSMUSG00000019971.10
2227	598.857	ENSMUSG00000019975.12
2228	2018	ENSMUSG00000019977.16
2229	3114.656	ENSMUSG00000019978.16
2230	858.236	ENSMUSG00000019979.12
2231	99	ENSMUSG00000019982.15
2232	911.166	ENSMUSG00000019984.16
2233	190	ENSMUSG00000019986.17
2234	70	ENSMUSG00000019987.9
2235	729.765	ENSMUSG00000019988.7
2236	660.473	ENSMUSG00000019989.8
2237	23	ENSMUSG00000019990.15
2238	48.856	ENSMUSG00000019992.8
2239	576	ENSMUSG00000019996.17
2240	9917.993	ENSMUSG00000019997.11
2241	1433.003	ENSMUSG00000019998.6
