abundance	gene
ENSMUSG00000024501.20	6.151656	ENSMUSG00000024501.20
ENSMUSG00000024502.10	0.048975	ENSMUSG00000024502.10
ENSMUSG00000024503.3	24.13302	ENSMUSG00000024503.3
ENSMUSG00000024505.16	1.824104	ENSMUSG00000024505.16
ENSMUSG00000024507.6	31.934883	ENSMUSG00000024507.6
ENSMUSG00000024510.6	0	ENSMUSG00000024510.6
ENSMUSG00000024511.15	1.273596	ENSMUSG00000024511.15
ENSMUSG00000024512.4	0.037859	ENSMUSG00000024512.4
ENSMUSG00000024513.16	78.138882	ENSMUSG00000024513.16
ENSMUSG00000024515.13	26.284356	ENSMUSG00000024515.13
ENSMUSG00000024516.13	167.380823	ENSMUSG00000024516.13
ENSMUSG00000024517.17	0	ENSMUSG00000024517.17
ENSMUSG00000024518.4	0	ENSMUSG00000024518.4
ENSMUSG00000024519.6	0	ENSMUSG00000024519.6
ENSMUSG00000024521.8	3.485488	ENSMUSG00000024521.8
ENSMUSG00000024524.17	0.089023	ENSMUSG00000024524.17
ENSMUSG00000024525.7	18.713412	ENSMUSG00000024525.7
ENSMUSG00000024526.9	0.320006	ENSMUSG00000024526.9
ENSMUSG00000024527.10	8.355415	ENSMUSG00000024527.10
ENSMUSG00000024528.8	6.679227	ENSMUSG00000024528.8
ENSMUSG00000024529.14	9.246755	ENSMUSG00000024529.14
ENSMUSG00000024530.8	0.159957	ENSMUSG00000024530.8
ENSMUSG00000024532.13	0	ENSMUSG00000024532.13
ENSMUSG00000024533.17	5.541292	ENSMUSG00000024533.17
ENSMUSG00000024534.15	0.103895	ENSMUSG00000024534.15
ENSMUSG00000024535.16	8.825484	ENSMUSG00000024535.16
ENSMUSG00000024537.5	15.381413	ENSMUSG00000024537.5
ENSMUSG00000024538.8	41.208623	ENSMUSG00000024538.8
ENSMUSG00000024539.17	20.811712	ENSMUSG00000024539.17
ENSMUSG00000024542.9	3.411439	ENSMUSG00000024542.9
ENSMUSG00000024544.9	0.224842	ENSMUSG00000024544.9
ENSMUSG00000024548.11	0.140886	ENSMUSG00000024548.11
ENSMUSG00000024552.16	0.29422	ENSMUSG00000024552.16
ENSMUSG00000024553.8	0	ENSMUSG00000024553.8
ENSMUSG00000024556.4	6.472873	ENSMUSG00000024556.4
ENSMUSG00000024558.12	0.051894	ENSMUSG00000024558.12
ENSMUSG00000024560.7	17.819001	ENSMUSG00000024560.7
ENSMUSG00000024561.11	11.108938	ENSMUSG00000024561.11
ENSMUSG00000024563.16	21.144521	ENSMUSG00000024563.16
ENSMUSG00000024565.10	0.018935	ENSMUSG00000024565.10
ENSMUSG00000024566.10	9.147063	ENSMUSG00000024566.10
ENSMUSG00000024570.7	15.284433	ENSMUSG00000024570.7
ENSMUSG00000024571.15	41.791524	ENSMUSG00000024571.15
ENSMUSG00000024575.16	0.102475	ENSMUSG00000024575.16
ENSMUSG00000024576.14	68.235931	ENSMUSG00000024576.14
ENSMUSG00000024578.3	0.083221	ENSMUSG00000024578.3
ENSMUSG00000024579.7	1.149465	ENSMUSG00000024579.7
ENSMUSG00000024580.8	5.727125	ENSMUSG00000024580.8
ENSMUSG00000024581.13	7.139997	ENSMUSG00000024581.13
ENSMUSG00000024583.3	95.187286	ENSMUSG00000024583.3
ENSMUSG00000024587.10	96.485998	ENSMUSG00000024587.10
ENSMUSG00000024588.9	50.219782	ENSMUSG00000024588.9
ENSMUSG00000024589.18	79.371996	ENSMUSG00000024589.18
ENSMUSG00000024590.8	8.397098	ENSMUSG00000024590.8
ENSMUSG00000024592.15	4.343345	ENSMUSG00000024592.15
ENSMUSG00000024593.15	0.038145	ENSMUSG00000024593.15
ENSMUSG00000024594.9	42.723816	ENSMUSG00000024594.9
ENSMUSG00000024597.11	2.337686	ENSMUSG00000024597.11
ENSMUSG00000024598.9	0.042798	ENSMUSG00000024598.9
ENSMUSG00000024600.8	10.650414	ENSMUSG00000024600.8
ENSMUSG00000024601.9	12.887639	ENSMUSG00000024601.9
ENSMUSG00000024603.8	10.413752	ENSMUSG00000024603.8
ENSMUSG00000024604.7	12.746501	ENSMUSG00000024604.7
ENSMUSG00000024608.11	1758.013216	ENSMUSG00000024608.11
ENSMUSG00000024610.15	7.481339	ENSMUSG00000024610.15
ENSMUSG00000024613.16	2.346759	ENSMUSG00000024613.16
ENSMUSG00000024614.7	11.760533	ENSMUSG00000024614.7
ENSMUSG00000024617.16	0.07595	ENSMUSG00000024617.16
ENSMUSG00000024619.8	1.403168	ENSMUSG00000024619.8
ENSMUSG00000024620.11	3.438549	ENSMUSG00000024620.11
ENSMUSG00000024621.16	65.253612	ENSMUSG00000024621.16
ENSMUSG00000024622.8	4.616509	ENSMUSG00000024622.8
ENSMUSG00000024639.5	9.932275	ENSMUSG00000024639.5
ENSMUSG00000024640.9	17.01013	ENSMUSG00000024640.9
ENSMUSG00000024642.17	1.578082	ENSMUSG00000024642.17
ENSMUSG00000024644.17	110.166071	ENSMUSG00000024644.17
ENSMUSG00000024645.5	19.91579	ENSMUSG00000024645.5
ENSMUSG00000024646.14	220.583655	ENSMUSG00000024646.14
ENSMUSG00000024647.14	0	ENSMUSG00000024647.14
ENSMUSG00000024650.5	0.534361	ENSMUSG00000024650.5
ENSMUSG00000024653.2	29.218234	ENSMUSG00000024653.2
ENSMUSG00000024654.8	0.678616	ENSMUSG00000024654.8
ENSMUSG00000024659.15	697.23667	ENSMUSG00000024659.15
ENSMUSG00000024660.9	8.457374	ENSMUSG00000024660.9
ENSMUSG00000024661.7	2851.020228	ENSMUSG00000024661.7
ENSMUSG00000024663.20	3.176217	ENSMUSG00000024663.20
ENSMUSG00000024664.5	70.006055	ENSMUSG00000024664.5
ENSMUSG00000024665.8	31.734651	ENSMUSG00000024665.8
ENSMUSG00000024666.6	6.063741	ENSMUSG00000024666.6
ENSMUSG00000024667.12	12.468652	ENSMUSG00000024667.12
ENSMUSG00000024668.8	18.947164	ENSMUSG00000024668.8
ENSMUSG00000024669.8	0.030487	ENSMUSG00000024669.8
ENSMUSG00000024670.17	0.216267	ENSMUSG00000024670.17
ENSMUSG00000024672.11	1.336045	ENSMUSG00000024672.11
ENSMUSG00000024673.9	0.145416	ENSMUSG00000024673.9
ENSMUSG00000024675.19	1.684113	ENSMUSG00000024675.19
ENSMUSG00000024677.13	1.116122	ENSMUSG00000024677.13
ENSMUSG00000024678.6	0.131547	ENSMUSG00000024678.6
ENSMUSG00000024679.10	1.514759	ENSMUSG00000024679.10
ENSMUSG00000024680.12	0.052686	ENSMUSG00000024680.12
ENSMUSG00000024681.11	0	ENSMUSG00000024681.11
ENSMUSG00000024682.3	0	ENSMUSG00000024682.3
ENSMUSG00000024683.6	10.595669	ENSMUSG00000024683.6
ENSMUSG00000024687.11	12.95737	ENSMUSG00000024687.11
ENSMUSG00000024691.13	1.322269	ENSMUSG00000024691.13
ENSMUSG00000024694.9	0.142414	ENSMUSG00000024694.9
ENSMUSG00000024695.16	9.216992	ENSMUSG00000024695.16
ENSMUSG00000024696.9	0.270366	ENSMUSG00000024696.9
ENSMUSG00000024697.4	15.360643	ENSMUSG00000024697.4
ENSMUSG00000024712.9	26.678832	ENSMUSG00000024712.9
ENSMUSG00000024713.16	0.084477	ENSMUSG00000024713.16
ENSMUSG00000024725.13	117.765401	ENSMUSG00000024725.13
ENSMUSG00000024726.10	32.780379	ENSMUSG00000024726.10
ENSMUSG00000024727.9	1.059511	ENSMUSG00000024727.9
ENSMUSG00000024728.13	0	ENSMUSG00000024728.13
ENSMUSG00000024729.7	0	ENSMUSG00000024729.7
ENSMUSG00000024730.7	0.09965	ENSMUSG00000024730.7
ENSMUSG00000024731.15	4.049025	ENSMUSG00000024731.15
ENSMUSG00000024732.7	3.372651	ENSMUSG00000024732.7
ENSMUSG00000024734.8	0.079634	ENSMUSG00000024734.8
ENSMUSG00000024735.13	162.753222	ENSMUSG00000024735.13
ENSMUSG00000024736.15	2.968301	ENSMUSG00000024736.15
ENSMUSG00000024737.2	1.171303	ENSMUSG00000024737.2
ENSMUSG00000024738.6	80.87971	ENSMUSG00000024738.6
ENSMUSG00000024740.10	324.07332	ENSMUSG00000024740.10
ENSMUSG00000024742.15	4.295863	ENSMUSG00000024742.15
ENSMUSG00000024743.16	0.049967	ENSMUSG00000024743.16
ENSMUSG00000024747.3	0.021184	ENSMUSG00000024747.3
ENSMUSG00000024749.9	0	ENSMUSG00000024749.9
ENSMUSG00000024750.11	58.51695	ENSMUSG00000024750.11
ENSMUSG00000024754.13	0.459477	ENSMUSG00000024754.13
ENSMUSG00000024757.7	0.025114	ENSMUSG00000024757.7
ENSMUSG00000024758.15	32.855583	ENSMUSG00000024758.15
ENSMUSG00000024759.14	3.890425	ENSMUSG00000024759.14
ENSMUSG00000024764.10	4.44805	ENSMUSG00000024764.10
ENSMUSG00000024766.15	1.879161	ENSMUSG00000024766.15
ENSMUSG00000024767.11	33.776363	ENSMUSG00000024767.11
ENSMUSG00000024768.5	0.047698	ENSMUSG00000024768.5
ENSMUSG00000024769.7	5.339554	ENSMUSG00000024769.7
ENSMUSG00000024770.14	0	ENSMUSG00000024770.14
ENSMUSG00000024771.7	0	ENSMUSG00000024771.7
ENSMUSG00000024772.9	160.999653	ENSMUSG00000024772.9
ENSMUSG00000024773.15	2.923381	ENSMUSG00000024773.15
ENSMUSG00000024774.16	0.269908	ENSMUSG00000024774.16
ENSMUSG00000024776.17	2.422003	ENSMUSG00000024776.17
ENSMUSG00000024777.10	4.568791	ENSMUSG00000024777.10
ENSMUSG00000024778.13	1.259662	ENSMUSG00000024778.13
ENSMUSG00000024780.7	18.92549	ENSMUSG00000024780.7
ENSMUSG00000024781.16	10.868014	ENSMUSG00000024781.16
ENSMUSG00000024782.7	16.846087	ENSMUSG00000024782.7
ENSMUSG00000024784.13	0.153959	ENSMUSG00000024784.13
ENSMUSG00000024785.7	6.766365	ENSMUSG00000024785.7
ENSMUSG00000024786.9	0.44788	ENSMUSG00000024786.9
ENSMUSG00000024787.14	13.106493	ENSMUSG00000024787.14
ENSMUSG00000024789.13	4.794304	ENSMUSG00000024789.13
ENSMUSG00000024790.8	4.243219	ENSMUSG00000024790.8
ENSMUSG00000024791.10	0.936111	ENSMUSG00000024791.10
ENSMUSG00000024792.9	15.477948	ENSMUSG00000024792.9
ENSMUSG00000024793.14	0.02729	ENSMUSG00000024793.14
ENSMUSG00000024795.11	2.98486	ENSMUSG00000024795.11
ENSMUSG00000024797.14	33.760866	ENSMUSG00000024797.14
ENSMUSG00000024798.15	0.006579	ENSMUSG00000024798.15
ENSMUSG00000024799.16	3.560491	ENSMUSG00000024799.16
ENSMUSG00000024800.8	19.317315	ENSMUSG00000024800.8
ENSMUSG00000024803.9	0.447283	ENSMUSG00000024803.9
ENSMUSG00000024805.16	44.453939	ENSMUSG00000024805.16
ENSMUSG00000024806.4	0.140602	ENSMUSG00000024806.4
ENSMUSG00000024807.18	15.979969	ENSMUSG00000024807.18
ENSMUSG00000024810.16	0.185719	ENSMUSG00000024810.16
ENSMUSG00000024811.11	29.271673	ENSMUSG00000024811.11
ENSMUSG00000024812.11	9.060353	ENSMUSG00000024812.11
ENSMUSG00000024815.5	0	ENSMUSG00000024815.5
ENSMUSG00000024816.12	5.148605	ENSMUSG00000024816.12
ENSMUSG00000024817.13	15.443366	ENSMUSG00000024817.13
ENSMUSG00000024818.15	1.318827	ENSMUSG00000024818.15
ENSMUSG00000024824.7	3.723578	ENSMUSG00000024824.7
ENSMUSG00000024826.15	22.351992	ENSMUSG00000024826.15
ENSMUSG00000024827.10	0.577673	ENSMUSG00000024827.10
ENSMUSG00000024829.12	34.67939	ENSMUSG00000024829.12
ENSMUSG00000024830.17	15.124094	ENSMUSG00000024830.17
ENSMUSG00000024831.14	0.91221	ENSMUSG00000024831.14
ENSMUSG00000024833.15	2.975158	ENSMUSG00000024833.15
ENSMUSG00000024835.15	152.55202	ENSMUSG00000024835.15
ENSMUSG00000024837.15	0.17671	ENSMUSG00000024837.15
ENSMUSG00000024841.8	8.766548	ENSMUSG00000024841.8
ENSMUSG00000024842.8	0.01496	ENSMUSG00000024842.8
ENSMUSG00000024843.15	8.515634	ENSMUSG00000024843.15
ENSMUSG00000024844.15	51.544512	ENSMUSG00000024844.15
ENSMUSG00000024845.17	137.96013	ENSMUSG00000024845.17
ENSMUSG00000024846.6	16.352985	ENSMUSG00000024846.6
ENSMUSG00000024847.15	23.238208	ENSMUSG00000024847.15
ENSMUSG00000024851.14	9.250199	ENSMUSG00000024851.14
ENSMUSG00000024853.10	25.296749	ENSMUSG00000024853.10
ENSMUSG00000024854.4	51.741458	ENSMUSG00000024854.4
ENSMUSG00000024855.10	4.542546	ENSMUSG00000024855.10
ENSMUSG00000024856.10	68.612992	ENSMUSG00000024856.10
ENSMUSG00000024857.16	0	ENSMUSG00000024857.16
ENSMUSG00000024858.14	166.528425	ENSMUSG00000024858.14
ENSMUSG00000024862.16	6.168142	ENSMUSG00000024862.16
ENSMUSG00000024863.6	0.571846	ENSMUSG00000024863.6
ENSMUSG00000024866.10	1.670759	ENSMUSG00000024866.10
ENSMUSG00000024867.14	2.138462	ENSMUSG00000024867.14
ENSMUSG00000024868.8	1.346116	ENSMUSG00000024868.8
ENSMUSG00000024869.10	0.075761	ENSMUSG00000024869.10
ENSMUSG00000024870.6	38.026179	ENSMUSG00000024870.6
ENSMUSG00000024871.11	0.793161	ENSMUSG00000024871.11
ENSMUSG00000024873.7	0.440108	ENSMUSG00000024873.7
ENSMUSG00000024875.5	37.026863	ENSMUSG00000024875.5
ENSMUSG00000024878.9	6.797152	ENSMUSG00000024878.9
ENSMUSG00000024883.8	2.397369	ENSMUSG00000024883.8
ENSMUSG00000024885.9	1.297188	ENSMUSG00000024885.9
ENSMUSG00000024887.10	3.717288	ENSMUSG00000024887.10
ENSMUSG00000024889.5	22.246252	ENSMUSG00000024889.5
ENSMUSG00000024891.6	1.991231	ENSMUSG00000024891.6
ENSMUSG00000024892.17	5.951082	ENSMUSG00000024892.17
ENSMUSG00000024896.9	6.327447	ENSMUSG00000024896.9
ENSMUSG00000024897.9	0.585773	ENSMUSG00000024897.9
ENSMUSG00000024899.7	4.886097	ENSMUSG00000024899.7
ENSMUSG00000024900.5	4.498845	ENSMUSG00000024900.5
ENSMUSG00000024901.15	0.210542	ENSMUSG00000024901.15
ENSMUSG00000024902.5	40.460136	ENSMUSG00000024902.5
ENSMUSG00000024903.10	0	ENSMUSG00000024903.10
ENSMUSG00000024905.15	0.037833	ENSMUSG00000024905.15
ENSMUSG00000024906.10	23.182867	ENSMUSG00000024906.10
ENSMUSG00000024907.7	0.414095	ENSMUSG00000024907.7
ENSMUSG00000024908.15	10.154578	ENSMUSG00000024908.15
ENSMUSG00000024909.15	37.766855	ENSMUSG00000024909.15
ENSMUSG00000024910.5	0.103444	ENSMUSG00000024910.5
ENSMUSG00000024911.7	130.228259	ENSMUSG00000024911.7
ENSMUSG00000024912.6	2.162094	ENSMUSG00000024912.6
ENSMUSG00000024913.16	5.165055	ENSMUSG00000024913.16
ENSMUSG00000024914.16	73.703115	ENSMUSG00000024914.16
ENSMUSG00000024921.17	14.651704	ENSMUSG00000024921.17
ENSMUSG00000024922.2	0.827747	ENSMUSG00000024922.2
ENSMUSG00000024924.14	19.63229	ENSMUSG00000024924.14
ENSMUSG00000024925.11	89.192662	ENSMUSG00000024925.11
ENSMUSG00000024926.10	28.155725	ENSMUSG00000024926.10
ENSMUSG00000024927.8	30.085157	ENSMUSG00000024927.8
ENSMUSG00000024935.11	3.533984	ENSMUSG00000024935.11
ENSMUSG00000024936.8	0.03782	ENSMUSG00000024936.8
ENSMUSG00000024937.15	11.87643	ENSMUSG00000024937.15
ENSMUSG00000024939.6	10.405972	ENSMUSG00000024939.6
ENSMUSG00000024940.11	59.426012	ENSMUSG00000024940.11
ENSMUSG00000024941.9	39.648659	ENSMUSG00000024941.9
ENSMUSG00000024942.17	16.719723	ENSMUSG00000024942.17
ENSMUSG00000024943.9	8.091863	ENSMUSG00000024943.9
ENSMUSG00000024944.6	11.381112	ENSMUSG00000024944.6
ENSMUSG00000024947.17	26.150573	ENSMUSG00000024947.17
ENSMUSG00000024948.15	14.265143	ENSMUSG00000024948.15
ENSMUSG00000024949.17	52.891925	ENSMUSG00000024949.17
ENSMUSG00000024952.13	7.654146	ENSMUSG00000024952.13
ENSMUSG00000024953.17	187.904768	ENSMUSG00000024953.17
ENSMUSG00000024955.14	12.67715	ENSMUSG00000024955.14
ENSMUSG00000024957.9	0.058663	ENSMUSG00000024957.9
ENSMUSG00000024958.13	7.210713	ENSMUSG00000024958.13
ENSMUSG00000024959.14	46.016089	ENSMUSG00000024959.14
ENSMUSG00000024960.9	7.993954	ENSMUSG00000024960.9
ENSMUSG00000024962.13	7.745667	ENSMUSG00000024962.13
ENSMUSG00000024963.12	28.572539	ENSMUSG00000024963.12
ENSMUSG00000024965.9	2.393641	ENSMUSG00000024965.9
ENSMUSG00000024966.9	39.857899	ENSMUSG00000024966.9
ENSMUSG00000024968.14	0.547082	ENSMUSG00000024968.14
ENSMUSG00000024969.15	24.73252	ENSMUSG00000024969.15
ENSMUSG00000024970.5	33.773313	ENSMUSG00000024970.5
ENSMUSG00000024972.16	0.024995	ENSMUSG00000024972.16
ENSMUSG00000024973.16	0	ENSMUSG00000024973.16
ENSMUSG00000024974.10	11.130819	ENSMUSG00000024974.10
ENSMUSG00000024975.13	52.943523	ENSMUSG00000024975.13
ENSMUSG00000024976.14	18.604867	ENSMUSG00000024976.14
ENSMUSG00000024978.11	2.092985	ENSMUSG00000024978.11
ENSMUSG00000024979.13	0.045483	ENSMUSG00000024979.13
ENSMUSG00000024981.6	46.281564	ENSMUSG00000024981.6
ENSMUSG00000024982.10	9.633137	ENSMUSG00000024982.10
ENSMUSG00000024983.10	3.62212	ENSMUSG00000024983.10
ENSMUSG00000024985.19	1.841691	ENSMUSG00000024985.19
ENSMUSG00000024986.12	0.62238	ENSMUSG00000024986.12
ENSMUSG00000024987.6	0.143775	ENSMUSG00000024987.6
ENSMUSG00000024989.15	0.951504	ENSMUSG00000024989.15
ENSMUSG00000024990.13	150.752831	ENSMUSG00000024990.13
ENSMUSG00000024991.8	54.352542	ENSMUSG00000024991.8
ENSMUSG00000024992.13	0.257609	ENSMUSG00000024992.13
ENSMUSG00000024993.15	7.005643	ENSMUSG00000024993.15
ENSMUSG00000024997.7	26.712892	ENSMUSG00000024997.7
ENSMUSG00000024998.17	0.078017	ENSMUSG00000024998.17
ENSMUSG00000024999.7	1.871538	ENSMUSG00000024999.7
ENSMUSG00000025001.11	9.581544	ENSMUSG00000025001.11
ENSMUSG00000025002.5	0.010581	ENSMUSG00000025002.5
ENSMUSG00000025003.6	0	ENSMUSG00000025003.6
ENSMUSG00000025004.16	0.018715	ENSMUSG00000025004.16
ENSMUSG00000025006.17	23.912196	ENSMUSG00000025006.17
ENSMUSG00000025007.13	34.573522	ENSMUSG00000025007.13
ENSMUSG00000025008.15	2.580166	ENSMUSG00000025008.15
ENSMUSG00000025010.14	0.848713	ENSMUSG00000025010.14
ENSMUSG00000025013.15	0.067045	ENSMUSG00000025013.15
ENSMUSG00000025014.13	0	ENSMUSG00000025014.13
ENSMUSG00000025016.11	55.374768	ENSMUSG00000025016.11
ENSMUSG00000025017.10	1.49686	ENSMUSG00000025017.10
ENSMUSG00000025019.17	2.130165	ENSMUSG00000025019.17
ENSMUSG00000025020.11	20.923184	ENSMUSG00000025020.11
ENSMUSG00000025024.7	21.447168	ENSMUSG00000025024.7
ENSMUSG00000025025.14	7.546416	ENSMUSG00000025025.14
ENSMUSG00000025026.15	6.538892	ENSMUSG00000025026.15
ENSMUSG00000025027.18	97.320999	ENSMUSG00000025027.18
ENSMUSG00000025034.9	24.780211	ENSMUSG00000025034.9
ENSMUSG00000025035.9	16.153651	ENSMUSG00000025035.9
ENSMUSG00000025036.7	1.905953	ENSMUSG00000025036.7
ENSMUSG00000025037.6	9.742423	ENSMUSG00000025037.6
ENSMUSG00000025038.7	0.096182	ENSMUSG00000025038.7
ENSMUSG00000025040.13	9.232695	ENSMUSG00000025040.13
ENSMUSG00000025041.17	19.779768	ENSMUSG00000025041.17
ENSMUSG00000025043.3	0	ENSMUSG00000025043.3
ENSMUSG00000025044.16	0.340996	ENSMUSG00000025044.16
ENSMUSG00000025047.9	1.787516	ENSMUSG00000025047.9
ENSMUSG00000025049.6	1.043094	ENSMUSG00000025049.6
ENSMUSG00000025050.8	3.011439	ENSMUSG00000025050.8
ENSMUSG00000025051.1	0	ENSMUSG00000025051.1
ENSMUSG00000025056.4	0.035552	ENSMUSG00000025056.4
ENSMUSG00000025058.4	0.036897	ENSMUSG00000025058.4
ENSMUSG00000025059.16	1.115763	ENSMUSG00000025059.16
ENSMUSG00000025060.15	18.620468	ENSMUSG00000025060.15
ENSMUSG00000025064.15	0.069208	ENSMUSG00000025064.15
ENSMUSG00000025066.10	21.794773	ENSMUSG00000025066.10
ENSMUSG00000025068.8	42.378001	ENSMUSG00000025068.8
ENSMUSG00000025069.15	2.596433	ENSMUSG00000025069.15
ENSMUSG00000025075.14	3.358831	ENSMUSG00000025075.14
ENSMUSG00000025076.11	4.595641	ENSMUSG00000025076.11
ENSMUSG00000025077.13	2.902416	ENSMUSG00000025077.13
ENSMUSG00000025078.9	3.210658	ENSMUSG00000025078.9
ENSMUSG00000025081.13	0.095603	ENSMUSG00000025081.13
ENSMUSG00000025082.8	0.213922	ENSMUSG00000025082.8
ENSMUSG00000025083.18	36.366821	ENSMUSG00000025083.18
ENSMUSG00000025085.16	2.236515	ENSMUSG00000025085.16
ENSMUSG00000025086.13	1.479345	ENSMUSG00000025086.13
ENSMUSG00000025089.15	0.022174	ENSMUSG00000025089.15
ENSMUSG00000025090.9	0.173465	ENSMUSG00000025090.9
ENSMUSG00000025091.4	0.125681	ENSMUSG00000025091.4
ENSMUSG00000025092.7	0.724716	ENSMUSG00000025092.7
ENSMUSG00000025094.8	0.319983	ENSMUSG00000025094.8
ENSMUSG00000025102.14	23.969294	ENSMUSG00000025102.14
ENSMUSG00000025103.8	39.147855	ENSMUSG00000025103.8
ENSMUSG00000025104.13	0.238719	ENSMUSG00000025104.13
ENSMUSG00000025105.10	0.029186	ENSMUSG00000025105.10
ENSMUSG00000025127.15	3.202313	ENSMUSG00000025127.15
ENSMUSG00000025128.7	0.023877	ENSMUSG00000025128.7
ENSMUSG00000025129.2	0.035393	ENSMUSG00000025129.2
ENSMUSG00000025130.11	1576.273556	ENSMUSG00000025130.11
ENSMUSG00000025132.13	140.149077	ENSMUSG00000025132.13
ENSMUSG00000025133.9	17.653084	ENSMUSG00000025133.9
ENSMUSG00000025134.2	40.441824	ENSMUSG00000025134.2
ENSMUSG00000025135.12	53.986856	ENSMUSG00000025135.12
ENSMUSG00000025137.15	6.897229	ENSMUSG00000025137.15
ENSMUSG00000025138.14	11.422926	ENSMUSG00000025138.14
ENSMUSG00000025139.14	14.395615	ENSMUSG00000025139.14
ENSMUSG00000025140.15	2.860086	ENSMUSG00000025140.15
ENSMUSG00000025141.3	0	ENSMUSG00000025141.3
ENSMUSG00000025142.18	261.926029	ENSMUSG00000025142.18
ENSMUSG00000025144.17	23.346768	ENSMUSG00000025144.17
ENSMUSG00000025145.13	2.078334	ENSMUSG00000025145.13
ENSMUSG00000025147.7	11.689144	ENSMUSG00000025147.7
ENSMUSG00000025150.10	0.187578	ENSMUSG00000025150.10
ENSMUSG00000025151.16	268.958889	ENSMUSG00000025151.16
ENSMUSG00000025153.9	8.475336	ENSMUSG00000025153.9
ENSMUSG00000025154.15	0.411353	ENSMUSG00000025154.15
ENSMUSG00000025155.15	18.725222	ENSMUSG00000025155.15
ENSMUSG00000025156.17	24.717955	ENSMUSG00000025156.17
ENSMUSG00000025157.8	88.486729	ENSMUSG00000025157.8
ENSMUSG00000025158.7	2.457507	ENSMUSG00000025158.7
ENSMUSG00000025159.8	62.136223	ENSMUSG00000025159.8
ENSMUSG00000025161.16	31.77982	ENSMUSG00000025161.16
ENSMUSG00000025162.18	109.511826	ENSMUSG00000025162.18
ENSMUSG00000025163.6	0.730936	ENSMUSG00000025163.6
ENSMUSG00000025165.12	0.723372	ENSMUSG00000025165.12
ENSMUSG00000025169.6	4.83247	ENSMUSG00000025169.6
ENSMUSG00000025170.13	0.778038	ENSMUSG00000025170.13
ENSMUSG00000025171.2	15.905854	ENSMUSG00000025171.2
ENSMUSG00000025172.3	3.23476	ENSMUSG00000025172.3
ENSMUSG00000025173.13	15.900894	ENSMUSG00000025173.13
ENSMUSG00000025175.12	0.162062	ENSMUSG00000025175.12
ENSMUSG00000025176.14	2.269082	ENSMUSG00000025176.14
ENSMUSG00000025178.9	8.006809	ENSMUSG00000025178.9
ENSMUSG00000025184.10	4.832832	ENSMUSG00000025184.10
ENSMUSG00000025185.14	0.079428	ENSMUSG00000025185.14
ENSMUSG00000025188.15	6.030653	ENSMUSG00000025188.15
ENSMUSG00000025189.9	0.015434	ENSMUSG00000025189.9
ENSMUSG00000025190.13	24.428297	ENSMUSG00000025190.13
ENSMUSG00000025192.13	2.039626	ENSMUSG00000025192.13
ENSMUSG00000025193.14	7.224399	ENSMUSG00000025193.14
ENSMUSG00000025194.5	0.281668	ENSMUSG00000025194.5
ENSMUSG00000025195.9	2.511452	ENSMUSG00000025195.9
ENSMUSG00000025196.4	3.966459	ENSMUSG00000025196.4
ENSMUSG00000025197.9	0.520892	ENSMUSG00000025197.9
ENSMUSG00000025198.16	39.714045	ENSMUSG00000025198.16
ENSMUSG00000025199.16	9.655866	ENSMUSG00000025199.16
ENSMUSG00000025200.7	4.182156	ENSMUSG00000025200.7
ENSMUSG00000025202.8	1.64276	ENSMUSG00000025202.8
ENSMUSG00000025203.6	17.404592	ENSMUSG00000025203.6
ENSMUSG00000025204.10	311.65023	ENSMUSG00000025204.10
ENSMUSG00000025207.16	1.983934	ENSMUSG00000025207.16
ENSMUSG00000025208.9	21.697726	ENSMUSG00000025208.9
ENSMUSG00000025209.5	2.001641	ENSMUSG00000025209.5
ENSMUSG00000025212.17	2.66398	ENSMUSG00000025212.17
ENSMUSG00000025213.11	0.865762	ENSMUSG00000025213.11
ENSMUSG00000025215.10	0	ENSMUSG00000025215.10
ENSMUSG00000025216.9	0	ENSMUSG00000025216.9
ENSMUSG00000025217.15	9.057495	ENSMUSG00000025217.15
ENSMUSG00000025218.6	2.08345	ENSMUSG00000025218.6
ENSMUSG00000025219.13	0.020103	ENSMUSG00000025219.13
ENSMUSG00000025220.8	9.427986	ENSMUSG00000025220.8
ENSMUSG00000025221.16	0.079292	ENSMUSG00000025221.16
ENSMUSG00000025223.15	20.834928	ENSMUSG00000025223.15
ENSMUSG00000025224.16	25.424334	ENSMUSG00000025224.16
ENSMUSG00000025225.15	3.235234	ENSMUSG00000025225.15
ENSMUSG00000025226.11	2.455887	ENSMUSG00000025226.11
ENSMUSG00000025227.14	2.121531	ENSMUSG00000025227.14
ENSMUSG00000025228.5	30.64908	ENSMUSG00000025228.5
ENSMUSG00000025229.15	0	ENSMUSG00000025229.15
ENSMUSG00000025231.17	3.742517	ENSMUSG00000025231.17
ENSMUSG00000025232.8	78.606163	ENSMUSG00000025232.8
ENSMUSG00000025234.11	21.851117	ENSMUSG00000025234.11
ENSMUSG00000025235.8	3.375403	ENSMUSG00000025235.8
ENSMUSG00000025236.11	7.618789	ENSMUSG00000025236.11
ENSMUSG00000025237.16	6.722707	ENSMUSG00000025237.16
ENSMUSG00000025239.3	114.420018	ENSMUSG00000025239.3
ENSMUSG00000025240.10	50.278034	ENSMUSG00000025240.10
ENSMUSG00000025241.16	1.163016	ENSMUSG00000025241.16
ENSMUSG00000025243.15	0.057622	ENSMUSG00000025243.15
