abundance	gene
ENSMUSG00000026427.16	13.13207	ENSMUSG00000026427.16
ENSMUSG00000026429.9	3.127086	ENSMUSG00000026429.9
ENSMUSG00000026430.16	3.376639	ENSMUSG00000026430.16
ENSMUSG00000026432.7	0.012026	ENSMUSG00000026432.7
ENSMUSG00000026433.13	7.260421	ENSMUSG00000026433.13
ENSMUSG00000026434.12	7.917815	ENSMUSG00000026434.12
ENSMUSG00000026435.15	5.008583	ENSMUSG00000026435.15
ENSMUSG00000026436.15	37.016496	ENSMUSG00000026436.15
ENSMUSG00000026437.11	2.386815	ENSMUSG00000026437.11
ENSMUSG00000026439.14	8.653154	ENSMUSG00000026439.14
ENSMUSG00000026442.14	0.013083	ENSMUSG00000026442.14
ENSMUSG00000026443.3	3.746673	ENSMUSG00000026443.3
ENSMUSG00000026447.16	0.777695	ENSMUSG00000026447.16
ENSMUSG00000026450.14	0.15345	ENSMUSG00000026450.14
ENSMUSG00000026452.15	0.162367	ENSMUSG00000026452.15
ENSMUSG00000026455.14	6.031243	ENSMUSG00000026455.14
ENSMUSG00000026456.18	29.558138	ENSMUSG00000026456.18
ENSMUSG00000026457.14	43.864947	ENSMUSG00000026457.14
ENSMUSG00000026458.13	0.322195	ENSMUSG00000026458.13
ENSMUSG00000026459.5	0.072852	ENSMUSG00000026459.5
ENSMUSG00000026463.17	2.223399	ENSMUSG00000026463.17
ENSMUSG00000026466.16	47.432144	ENSMUSG00000026466.16
ENSMUSG00000026468.14	0.008621	ENSMUSG00000026468.14
ENSMUSG00000026469.14	2.407298	ENSMUSG00000026469.14
ENSMUSG00000026470.14	25.517787	ENSMUSG00000026470.14
ENSMUSG00000026471.14	1.473739	ENSMUSG00000026471.14
ENSMUSG00000026473.16	85.406142	ENSMUSG00000026473.16
ENSMUSG00000026475.7	9.435716	ENSMUSG00000026475.7
ENSMUSG00000026478.14	141.15822	ENSMUSG00000026478.14
ENSMUSG00000026479.13	17.480716	ENSMUSG00000026479.13
ENSMUSG00000026480.12	6.900231	ENSMUSG00000026480.12
ENSMUSG00000026482.13	35.703442	ENSMUSG00000026482.13
ENSMUSG00000026483.13	9.022831	ENSMUSG00000026483.13
ENSMUSG00000026484.13	34.243539	ENSMUSG00000026484.13
ENSMUSG00000026489.13	4.25205	ENSMUSG00000026489.13
ENSMUSG00000026490.18	7.103525	ENSMUSG00000026490.18
ENSMUSG00000026491.13	29.887996	ENSMUSG00000026491.13
ENSMUSG00000026492.11	21.22452	ENSMUSG00000026492.11
ENSMUSG00000026494.12	0.105903	ENSMUSG00000026494.12
ENSMUSG00000026495.8	1.080064	ENSMUSG00000026495.8
ENSMUSG00000026496.11	22.932567	ENSMUSG00000026496.11
ENSMUSG00000026497.7	0.055485	ENSMUSG00000026497.7
ENSMUSG00000026499.5	20.425272	ENSMUSG00000026499.5
ENSMUSG00000026500.6	24.531065	ENSMUSG00000026500.6
ENSMUSG00000026502.13	10.107152	ENSMUSG00000026502.13
ENSMUSG00000026504.17	2.858878	ENSMUSG00000026504.17
ENSMUSG00000026509.15	31.897342	ENSMUSG00000026509.15
ENSMUSG00000026510.10	3.504597	ENSMUSG00000026510.10
ENSMUSG00000026511.7	67.912369	ENSMUSG00000026511.7
ENSMUSG00000026514.14	0.018763	ENSMUSG00000026514.14
ENSMUSG00000026516.8	6.948993	ENSMUSG00000026516.8
ENSMUSG00000026519.16	3.390071	ENSMUSG00000026519.16
ENSMUSG00000026520.8	10.51545	ENSMUSG00000026520.8
ENSMUSG00000026523.14	0	ENSMUSG00000026523.14
ENSMUSG00000026525.9	1.503811	ENSMUSG00000026525.9
ENSMUSG00000026526.14	105.803232	ENSMUSG00000026526.14
ENSMUSG00000026527.13	0.038825	ENSMUSG00000026527.13
ENSMUSG00000026531.4	0	ENSMUSG00000026531.4
ENSMUSG00000026532.7	0.275427	ENSMUSG00000026532.7
ENSMUSG00000026535.9	0.391808	ENSMUSG00000026535.9
ENSMUSG00000026536.9	2.501625	ENSMUSG00000026536.9
ENSMUSG00000026542.6	0	ENSMUSG00000026542.6
ENSMUSG00000026544.6	1.661453	ENSMUSG00000026544.6
ENSMUSG00000026546.16	0.893596	ENSMUSG00000026546.16
ENSMUSG00000026547.15	362.476587	ENSMUSG00000026547.15
ENSMUSG00000026548.4	0.106642	ENSMUSG00000026548.4
ENSMUSG00000026553.17	78.229075	ENSMUSG00000026553.17
ENSMUSG00000026554.15	33.982938	ENSMUSG00000026554.15
ENSMUSG00000026556.15	0.408319	ENSMUSG00000026556.15
ENSMUSG00000026558.13	22.763349	ENSMUSG00000026558.13
ENSMUSG00000026560.13	0	ENSMUSG00000026560.13
ENSMUSG00000026563.13	6.832917	ENSMUSG00000026563.13
ENSMUSG00000026564.9	0.048169	ENSMUSG00000026564.9
ENSMUSG00000026565.18	0.490489	ENSMUSG00000026565.18
ENSMUSG00000026566.15	170.760978	ENSMUSG00000026566.15
ENSMUSG00000026567.16	0.155639	ENSMUSG00000026567.16
ENSMUSG00000026568.6	60.973586	ENSMUSG00000026568.6
ENSMUSG00000026571.12	7.105202	ENSMUSG00000026571.12
ENSMUSG00000026572.11	0	ENSMUSG00000026572.11
ENSMUSG00000026573.7	0	ENSMUSG00000026573.7
ENSMUSG00000026574.5	0.184625	ENSMUSG00000026574.5
ENSMUSG00000026575.15	23.154747	ENSMUSG00000026575.15
ENSMUSG00000026576.12	56.557844	ENSMUSG00000026576.12
ENSMUSG00000026577.13	16.546231	ENSMUSG00000026577.13
ENSMUSG00000026578.6	3.376682	ENSMUSG00000026578.6
ENSMUSG00000026579.8	0.116928	ENSMUSG00000026579.8
ENSMUSG00000026580.16	0.719119	ENSMUSG00000026580.16
ENSMUSG00000026581.14	1.081496	ENSMUSG00000026581.14
ENSMUSG00000026582.6	4.081931	ENSMUSG00000026582.6
ENSMUSG00000026584.14	8.815017	ENSMUSG00000026584.14
ENSMUSG00000026585.13	7.023806	ENSMUSG00000026585.13
ENSMUSG00000026586.16	3.552612	ENSMUSG00000026586.16
ENSMUSG00000026587.15	0.104548	ENSMUSG00000026587.15
ENSMUSG00000026589.14	0.066098	ENSMUSG00000026589.14
ENSMUSG00000026592.13	0.285709	ENSMUSG00000026592.13
ENSMUSG00000026594.14	30.16379	ENSMUSG00000026594.14
ENSMUSG00000026596.13	2.672083	ENSMUSG00000026596.13
ENSMUSG00000026600.12	73.628439	ENSMUSG00000026600.12
ENSMUSG00000026601.14	0.504275	ENSMUSG00000026601.14
ENSMUSG00000026602.9	0.007915	ENSMUSG00000026602.9
ENSMUSG00000026603.13	34.523361	ENSMUSG00000026603.13
ENSMUSG00000026604.17	3.402734	ENSMUSG00000026604.17
ENSMUSG00000026605.14	3.943385	ENSMUSG00000026605.14
ENSMUSG00000026608.13	26.896711	ENSMUSG00000026608.13
ENSMUSG00000026609.15	0.321206	ENSMUSG00000026609.15
ENSMUSG00000026610.13	0.089111	ENSMUSG00000026610.13
ENSMUSG00000026611.17	0.121914	ENSMUSG00000026611.17
ENSMUSG00000026614.7	0.026494	ENSMUSG00000026614.7
ENSMUSG00000026615.14	14.972359	ENSMUSG00000026615.14
ENSMUSG00000026616.16	0	ENSMUSG00000026616.16
ENSMUSG00000026617.16	10.550839	ENSMUSG00000026617.16
ENSMUSG00000026618.11	9.130298	ENSMUSG00000026618.11
ENSMUSG00000026620.11	0.997697	ENSMUSG00000026620.11
ENSMUSG00000026621.13	0.849485	ENSMUSG00000026621.13
ENSMUSG00000026622.15	4.067166	ENSMUSG00000026622.15
ENSMUSG00000026623.16	18.822936	ENSMUSG00000026623.16
ENSMUSG00000026626.11	87.6079	ENSMUSG00000026626.11
ENSMUSG00000026627.7	2.079574	ENSMUSG00000026627.7
ENSMUSG00000026628.13	31.104534	ENSMUSG00000026628.13
ENSMUSG00000026630.9	14.700902	ENSMUSG00000026630.9
ENSMUSG00000026632.17	2.827261	ENSMUSG00000026632.17
ENSMUSG00000026634.16	7.166949	ENSMUSG00000026634.16
ENSMUSG00000026637.13	8.767174	ENSMUSG00000026637.13
ENSMUSG00000026638.15	3.006991	ENSMUSG00000026638.15
ENSMUSG00000026639.18	1.729872	ENSMUSG00000026639.18
ENSMUSG00000026640.12	1.275301	ENSMUSG00000026640.12
ENSMUSG00000026641.13	37.104353	ENSMUSG00000026641.13
ENSMUSG00000026643.16	18.020823	ENSMUSG00000026643.16
ENSMUSG00000026644.7	0.563314	ENSMUSG00000026644.7
ENSMUSG00000026645.11	0.01845	ENSMUSG00000026645.11
ENSMUSG00000026646.16	6.029929	ENSMUSG00000026646.16
ENSMUSG00000026648.18	2.033545	ENSMUSG00000026648.18
ENSMUSG00000026649.14	1.477069	ENSMUSG00000026649.14
ENSMUSG00000026650.15	0.131939	ENSMUSG00000026650.15
ENSMUSG00000026655.15	96.999569	ENSMUSG00000026655.15
ENSMUSG00000026656.15	2.315502	ENSMUSG00000026656.15
ENSMUSG00000026657.17	55.22044	ENSMUSG00000026657.17
ENSMUSG00000026659.13	27.436237	ENSMUSG00000026659.13
ENSMUSG00000026662.13	6.937316	ENSMUSG00000026662.13
ENSMUSG00000026663.6	11.695403	ENSMUSG00000026663.6
ENSMUSG00000026664.7	26.289536	ENSMUSG00000026664.7
ENSMUSG00000026667.14	8.288932	ENSMUSG00000026667.14
ENSMUSG00000026668.10	0	ENSMUSG00000026668.10
ENSMUSG00000026669.14	4.657626	ENSMUSG00000026669.14
ENSMUSG00000026670.15	33.541416	ENSMUSG00000026670.15
ENSMUSG00000026672.11	32.2118	ENSMUSG00000026672.11
ENSMUSG00000026674.9	3.750309	ENSMUSG00000026674.9
ENSMUSG00000026675.12	35.399253	ENSMUSG00000026675.12
ENSMUSG00000026676.7	0.731289	ENSMUSG00000026676.7
ENSMUSG00000026678.10	51.413408	ENSMUSG00000026678.10
ENSMUSG00000026679.3	0.573309	ENSMUSG00000026679.3
ENSMUSG00000026683.14	4.62638	ENSMUSG00000026683.14
ENSMUSG00000026686.14	0.069211	ENSMUSG00000026686.14
ENSMUSG00000026687.14	30.912244	ENSMUSG00000026687.14
ENSMUSG00000026688.5	44.717957	ENSMUSG00000026688.5
ENSMUSG00000026691.10	0.037886	ENSMUSG00000026691.10
ENSMUSG00000026692.12	0.361372	ENSMUSG00000026692.12
ENSMUSG00000026694.19	5.328584	ENSMUSG00000026694.19
ENSMUSG00000026696.15	13.629317	ENSMUSG00000026696.15
ENSMUSG00000026697.10	0.02487	ENSMUSG00000026697.10
ENSMUSG00000026698.8	9.092321	ENSMUSG00000026698.8
ENSMUSG00000026700.4	0.170949	ENSMUSG00000026700.4
ENSMUSG00000026701.15	96.551122	ENSMUSG00000026701.15
ENSMUSG00000026705.16	5.004602	ENSMUSG00000026705.16
ENSMUSG00000026707.15	1.335294	ENSMUSG00000026707.15
ENSMUSG00000026708.16	3.134277	ENSMUSG00000026708.16
ENSMUSG00000026709.10	8.671658	ENSMUSG00000026709.10
ENSMUSG00000026712.3	0.5134	ENSMUSG00000026712.3
ENSMUSG00000026715.12	2.419066	ENSMUSG00000026715.12
ENSMUSG00000026718.17	8.415396	ENSMUSG00000026718.17
ENSMUSG00000026721.16	7.069297	ENSMUSG00000026721.16
ENSMUSG00000026723.10	2.626314	ENSMUSG00000026723.10
ENSMUSG00000026725.17	0.024454	ENSMUSG00000026725.17
ENSMUSG00000026726.10	0.682062	ENSMUSG00000026726.10
ENSMUSG00000026727.10	31.948106	ENSMUSG00000026727.10
ENSMUSG00000026728.9	225.833402	ENSMUSG00000026728.9
ENSMUSG00000026730.12	1.532701	ENSMUSG00000026730.12
ENSMUSG00000026734.9	0	ENSMUSG00000026734.9
ENSMUSG00000026735.2	0	ENSMUSG00000026735.2
ENSMUSG00000026737.12	20.442621	ENSMUSG00000026737.12
ENSMUSG00000026739.13	10.721568	ENSMUSG00000026739.13
ENSMUSG00000026740.12	23.678477	ENSMUSG00000026740.12
ENSMUSG00000026743.16	17.176821	ENSMUSG00000026743.16
ENSMUSG00000026748.13	4.922638	ENSMUSG00000026748.13
ENSMUSG00000026749.11	70.872407	ENSMUSG00000026749.11
ENSMUSG00000026750.6	84.509383	ENSMUSG00000026750.6
ENSMUSG00000026751.14	0	ENSMUSG00000026751.14
ENSMUSG00000026753.5	25.897341	ENSMUSG00000026753.5
ENSMUSG00000026754.16	12.437188	ENSMUSG00000026754.16
ENSMUSG00000026755.14	43.330839	ENSMUSG00000026755.14
ENSMUSG00000026761.12	48.849718	ENSMUSG00000026761.12
ENSMUSG00000026764.15	5.540582	ENSMUSG00000026764.15
ENSMUSG00000026765.12	0.144828	ENSMUSG00000026765.12
ENSMUSG00000026766.16	38.126403	ENSMUSG00000026766.16
ENSMUSG00000026767.12	34.255073	ENSMUSG00000026767.12
ENSMUSG00000026768.10	0.06119	ENSMUSG00000026768.10
ENSMUSG00000026770.5	0.156507	ENSMUSG00000026770.5
ENSMUSG00000026771.14	28.775359	ENSMUSG00000026771.14
ENSMUSG00000026773.19	1.394161	ENSMUSG00000026773.19
ENSMUSG00000026774.11	0	ENSMUSG00000026774.11
ENSMUSG00000026775.9	30.441438	ENSMUSG00000026775.9
ENSMUSG00000026778.13	0.195557	ENSMUSG00000026778.13
ENSMUSG00000026779.6	0.554423	ENSMUSG00000026779.6
ENSMUSG00000026781.17	9.482226	ENSMUSG00000026781.17
ENSMUSG00000026782.15	4.362059	ENSMUSG00000026782.15
ENSMUSG00000026784.14	2.203765	ENSMUSG00000026784.14
ENSMUSG00000026785.14	1.143479	ENSMUSG00000026785.14
ENSMUSG00000026786.14	2.033585	ENSMUSG00000026786.14
ENSMUSG00000026787.3	0.004161	ENSMUSG00000026787.3
ENSMUSG00000026788.13	2.876458	ENSMUSG00000026788.13
ENSMUSG00000026790.19	5.844504	ENSMUSG00000026790.19
ENSMUSG00000026791.14	5.460511	ENSMUSG00000026791.14
ENSMUSG00000026792.16	8.416296	ENSMUSG00000026792.16
ENSMUSG00000026796.16	57.279271	ENSMUSG00000026796.16
ENSMUSG00000026797.16	2.338903	ENSMUSG00000026797.16
ENSMUSG00000026798.10	28.326525	ENSMUSG00000026798.10
ENSMUSG00000026799.15	14.043069	ENSMUSG00000026799.15
ENSMUSG00000026803.17	10.520785	ENSMUSG00000026803.17
ENSMUSG00000026805.14	0.009984	ENSMUSG00000026805.14
ENSMUSG00000026806.15	3.412996	ENSMUSG00000026806.15
ENSMUSG00000026807.8	0.705943	ENSMUSG00000026807.8
ENSMUSG00000026809.15	1.505729	ENSMUSG00000026809.15
ENSMUSG00000026810.12	42.497686	ENSMUSG00000026810.12
ENSMUSG00000026811.18	3.162464	ENSMUSG00000026811.18
ENSMUSG00000026812.16	2.787264	ENSMUSG00000026812.16
ENSMUSG00000026814.16	13.216956	ENSMUSG00000026814.16
ENSMUSG00000026815.14	0.057708	ENSMUSG00000026815.14
ENSMUSG00000026816.14	5.924226	ENSMUSG00000026816.14
ENSMUSG00000026817.14	2.593542	ENSMUSG00000026817.14
ENSMUSG00000026818.5	0	ENSMUSG00000026818.5
ENSMUSG00000026819.15	71.287976	ENSMUSG00000026819.15
ENSMUSG00000026820.5	11.408697	ENSMUSG00000026820.5
ENSMUSG00000026821.16	67.039379	ENSMUSG00000026821.16
ENSMUSG00000026822.14	17.512051	ENSMUSG00000026822.14
ENSMUSG00000026824.11	0	ENSMUSG00000026824.11
ENSMUSG00000026825.17	2.116511	ENSMUSG00000026825.17
ENSMUSG00000026826.13	0.641047	ENSMUSG00000026826.13
ENSMUSG00000026827.12	15.394806	ENSMUSG00000026827.12
ENSMUSG00000026828.11	0	ENSMUSG00000026828.11
ENSMUSG00000026829.9	0.298956	ENSMUSG00000026829.9
ENSMUSG00000026830.9	0	ENSMUSG00000026830.9
ENSMUSG00000026831.16	0.995972	ENSMUSG00000026831.16
ENSMUSG00000026832.12	1.079656	ENSMUSG00000026832.12
ENSMUSG00000026833.18	2.277708	ENSMUSG00000026833.18
ENSMUSG00000026834.13	0.007638	ENSMUSG00000026834.13
ENSMUSG00000026835.15	0	ENSMUSG00000026835.15
ENSMUSG00000026836.15	6.568294	ENSMUSG00000026836.15
ENSMUSG00000026837.16	8.480282	ENSMUSG00000026837.16
ENSMUSG00000026839.17	9.295949	ENSMUSG00000026839.17
ENSMUSG00000026840.14	0.314851	ENSMUSG00000026840.14
ENSMUSG00000026841.7	0.161304	ENSMUSG00000026841.7
ENSMUSG00000026842.16	12.152886	ENSMUSG00000026842.16
ENSMUSG00000026843.15	54.010841	ENSMUSG00000026843.15
ENSMUSG00000026848.14	12.158925	ENSMUSG00000026848.14
ENSMUSG00000026849.18	23.877955	ENSMUSG00000026849.18
ENSMUSG00000026851.9	11.322338	ENSMUSG00000026851.9
ENSMUSG00000026853.15	24.590273	ENSMUSG00000026853.15
ENSMUSG00000026854.16	4.241312	ENSMUSG00000026854.16
ENSMUSG00000026856.14	8.615104	ENSMUSG00000026856.14
ENSMUSG00000026857.9	21.276267	ENSMUSG00000026857.9
ENSMUSG00000026858.18	8.607867	ENSMUSG00000026858.18
ENSMUSG00000026860.16	17.78188	ENSMUSG00000026860.16
ENSMUSG00000026864.13	559.280525	ENSMUSG00000026864.13
ENSMUSG00000026866.16	0.027458	ENSMUSG00000026866.16
ENSMUSG00000026867.18	17.425813	ENSMUSG00000026867.18
ENSMUSG00000026869.12	26.156672	ENSMUSG00000026869.12
ENSMUSG00000026870.19	0.317474	ENSMUSG00000026870.19
ENSMUSG00000026872.18	13.128912	ENSMUSG00000026872.18
ENSMUSG00000026873.9	2.703343	ENSMUSG00000026873.9
ENSMUSG00000026874.10	1.532805	ENSMUSG00000026874.10
ENSMUSG00000026875.14	2.431916	ENSMUSG00000026875.14
ENSMUSG00000026878.17	65.396075	ENSMUSG00000026878.17
ENSMUSG00000026879.14	119.848694	ENSMUSG00000026879.14
ENSMUSG00000026880.11	20.190115	ENSMUSG00000026880.11
ENSMUSG00000026882.1	0	ENSMUSG00000026882.1
ENSMUSG00000026883.17	11.288182	ENSMUSG00000026883.17
ENSMUSG00000026885.13	1.460715	ENSMUSG00000026885.13
ENSMUSG00000026887.9	14.714795	ENSMUSG00000026887.9
ENSMUSG00000026888.14	0.383979	ENSMUSG00000026888.14
ENSMUSG00000026889.12	15.413903	ENSMUSG00000026889.12
ENSMUSG00000026890.19	1.971997	ENSMUSG00000026890.19
ENSMUSG00000026893.4	17.562084	ENSMUSG00000026893.4
ENSMUSG00000026894.4	0.048803	ENSMUSG00000026894.4
ENSMUSG00000026895.7	45.349906	ENSMUSG00000026895.7
ENSMUSG00000026896.14	6.554104	ENSMUSG00000026896.14
ENSMUSG00000026904.17	0.004475	ENSMUSG00000026904.17
ENSMUSG00000026914.15	57.026783	ENSMUSG00000026914.15
ENSMUSG00000026915.16	4.150496	ENSMUSG00000026915.16
ENSMUSG00000026917.15	17.413932	ENSMUSG00000026917.15
ENSMUSG00000026918.16	30.868417	ENSMUSG00000026918.16
ENSMUSG00000026919.1	0.475483	ENSMUSG00000026919.1
ENSMUSG00000026921.19	69.99074	ENSMUSG00000026921.19
ENSMUSG00000026922.13	19.773041	ENSMUSG00000026922.13
ENSMUSG00000026923.15	0.358616	ENSMUSG00000026923.15
ENSMUSG00000026924.17	27.060732	ENSMUSG00000026924.17
ENSMUSG00000026925.16	4.809984	ENSMUSG00000026925.16
ENSMUSG00000026926.14	28.747019	ENSMUSG00000026926.14
ENSMUSG00000026927.17	35.408899	ENSMUSG00000026927.17
ENSMUSG00000026928.14	0.125225	ENSMUSG00000026928.14
ENSMUSG00000026930.15	2.934792	ENSMUSG00000026930.15
ENSMUSG00000026931.10	0	ENSMUSG00000026931.10
ENSMUSG00000026932.14	0.77834	ENSMUSG00000026932.14
ENSMUSG00000026933.17	17.404455	ENSMUSG00000026933.17
ENSMUSG00000026934.15	0	ENSMUSG00000026934.15
ENSMUSG00000026936.3	0	ENSMUSG00000026936.3
ENSMUSG00000026937.12	0	ENSMUSG00000026937.12
ENSMUSG00000026938.10	0.660522	ENSMUSG00000026938.10
ENSMUSG00000026939.12	9.413249	ENSMUSG00000026939.12
ENSMUSG00000026940.3	0.015438	ENSMUSG00000026940.3
ENSMUSG00000026941.16	0.141237	ENSMUSG00000026941.16
ENSMUSG00000026942.13	6.540425	ENSMUSG00000026942.13
ENSMUSG00000026943.12	0	ENSMUSG00000026943.12
ENSMUSG00000026944.18	1.686755	ENSMUSG00000026944.18
ENSMUSG00000026946.9	15.623916	ENSMUSG00000026946.9
ENSMUSG00000026950.18	0.060348	ENSMUSG00000026950.18
ENSMUSG00000026955.13	0.554146	ENSMUSG00000026955.13
ENSMUSG00000026956.15	58.332754	ENSMUSG00000026956.15
ENSMUSG00000026958.13	54.406024	ENSMUSG00000026958.13
ENSMUSG00000026959.13	0.066239	ENSMUSG00000026959.13
ENSMUSG00000026960.6	14.632967	ENSMUSG00000026960.6
ENSMUSG00000026961.6	0	ENSMUSG00000026961.6
ENSMUSG00000026963.4	0	ENSMUSG00000026963.4
ENSMUSG00000026965.12	60.66243	ENSMUSG00000026965.12
ENSMUSG00000026966.6	36.419997	ENSMUSG00000026966.6
ENSMUSG00000026969.3	0.025906	ENSMUSG00000026969.3
ENSMUSG00000026970.16	341.80054	ENSMUSG00000026970.16
ENSMUSG00000026971.15	3.088249	ENSMUSG00000026971.15
ENSMUSG00000026972.15	12.381389	ENSMUSG00000026972.15
ENSMUSG00000026974.11	10.177551	ENSMUSG00000026974.11
ENSMUSG00000026975.10	5.868624	ENSMUSG00000026975.10
ENSMUSG00000026976.15	6.58092	ENSMUSG00000026976.15
ENSMUSG00000026977.17	54.866869	ENSMUSG00000026977.17
ENSMUSG00000026979.16	145.813058	ENSMUSG00000026979.16
ENSMUSG00000026980.15	0.484437	ENSMUSG00000026980.15
ENSMUSG00000026981.15	2.379246	ENSMUSG00000026981.15
ENSMUSG00000026983.10	0.52523	ENSMUSG00000026983.10
ENSMUSG00000026984.4	1.610737	ENSMUSG00000026984.4
ENSMUSG00000026985.1	0.070331	ENSMUSG00000026985.1
ENSMUSG00000026986.14	0.096774	ENSMUSG00000026986.14
ENSMUSG00000026987.16	4.567055	ENSMUSG00000026987.16
ENSMUSG00000026988.15	18.742014	ENSMUSG00000026988.15
ENSMUSG00000026989.5	0	ENSMUSG00000026989.5
ENSMUSG00000026991.20	6.295089	ENSMUSG00000026991.20
ENSMUSG00000026994.9	5.652575	ENSMUSG00000026994.9
ENSMUSG00000026999.14	6.785292	ENSMUSG00000026999.14
ENSMUSG00000027001.10	3.839498	ENSMUSG00000027001.10
ENSMUSG00000027002.13	46.110049	ENSMUSG00000027002.13
ENSMUSG00000027004.3	0.422486	ENSMUSG00000027004.3
ENSMUSG00000027006.13	26.77122	ENSMUSG00000027006.13
ENSMUSG00000027007.16	7.05142	ENSMUSG00000027007.16
ENSMUSG00000027009.18	0.324942	ENSMUSG00000027009.18
ENSMUSG00000027010.16	12.804081	ENSMUSG00000027010.16
ENSMUSG00000027011.14	39.748108	ENSMUSG00000027011.14
ENSMUSG00000027012.15	35.262388	ENSMUSG00000027012.15
ENSMUSG00000027014.14	12.143516	ENSMUSG00000027014.14
ENSMUSG00000027015.4	0.148489	ENSMUSG00000027015.4
ENSMUSG00000027016.17	0.199149	ENSMUSG00000027016.17
ENSMUSG00000027018.11	79.117682	ENSMUSG00000027018.11
ENSMUSG00000027022.14	0.008691	ENSMUSG00000027022.14
ENSMUSG00000027030.15	20.469051	ENSMUSG00000027030.15
ENSMUSG00000027035.10	6.051584	ENSMUSG00000027035.10
ENSMUSG00000027048.15	0.019547	ENSMUSG00000027048.15
ENSMUSG00000027067.16	31.267295	ENSMUSG00000027067.16
ENSMUSG00000027068.6	6.112384	ENSMUSG00000027068.6
ENSMUSG00000027070.14	0.414284	ENSMUSG00000027070.14
ENSMUSG00000027071.14	0.159711	ENSMUSG00000027071.14
ENSMUSG00000027072.13	0	ENSMUSG00000027072.13
ENSMUSG00000027073.5	0.192644	ENSMUSG00000027073.5
ENSMUSG00000027074.14	21.77661	ENSMUSG00000027074.14
ENSMUSG00000027075.16	0.398451	ENSMUSG00000027075.16
ENSMUSG00000027076.10	12.954865	ENSMUSG00000027076.10
ENSMUSG00000027077.7	0	ENSMUSG00000027077.7
ENSMUSG00000027078.14	30.574536	ENSMUSG00000027078.14
ENSMUSG00000027079.15	8.371965	ENSMUSG00000027079.15
ENSMUSG00000027080.6	17.796065	ENSMUSG00000027080.6
ENSMUSG00000027082.15	1821.274	ENSMUSG00000027082.15
ENSMUSG00000027086.16	2.260517	ENSMUSG00000027086.16
ENSMUSG00000027087.11	46.699465	ENSMUSG00000027087.11
ENSMUSG00000027088.10	5.653242	ENSMUSG00000027088.10
ENSMUSG00000027091.14	95.632067	ENSMUSG00000027091.14
ENSMUSG00000027099.9	30.997254	ENSMUSG00000027099.9
ENSMUSG00000027102.4	3.698395	ENSMUSG00000027102.4
ENSMUSG00000027104.18	18.570416	ENSMUSG00000027104.18
ENSMUSG00000027107.3	0.046654	ENSMUSG00000027107.3
ENSMUSG00000027108.15	24.549659	ENSMUSG00000027108.15
ENSMUSG00000027109.16	35.821837	ENSMUSG00000027109.16
ENSMUSG00000027111.16	18.30959	ENSMUSG00000027111.16
ENSMUSG00000027115.14	1.169752	ENSMUSG00000027115.14
ENSMUSG00000027120.6	0	ENSMUSG00000027120.6
ENSMUSG00000027122.15	8.53676	ENSMUSG00000027122.15
ENSMUSG00000027130.15	3.405795	ENSMUSG00000027130.15
ENSMUSG00000027131.3	33.07753	ENSMUSG00000027131.3
ENSMUSG00000027132.3	8.860484	ENSMUSG00000027132.3
ENSMUSG00000027133.3	10.851444	ENSMUSG00000027133.3
ENSMUSG00000027134.4	6.211016	ENSMUSG00000027134.4
ENSMUSG00000027157.10	0	ENSMUSG00000027157.10
ENSMUSG00000027160.16	3.651275	ENSMUSG00000027160.16
ENSMUSG00000027162.7	12.296349	ENSMUSG00000027162.7
ENSMUSG00000027163.13	17.368543	ENSMUSG00000027163.13
ENSMUSG00000027164.8	2.556851	ENSMUSG00000027164.8
ENSMUSG00000027165.16	37.276689	ENSMUSG00000027165.16
ENSMUSG00000027166.14	17.288194	ENSMUSG00000027166.14
ENSMUSG00000027167.11	7.350073	ENSMUSG00000027167.11
ENSMUSG00000027168.21	0	ENSMUSG00000027168.21
ENSMUSG00000027170.12	94.512583	ENSMUSG00000027170.12
ENSMUSG00000027171.10	4.199111	ENSMUSG00000027171.10
ENSMUSG00000027173.7	1.038169	ENSMUSG00000027173.7
ENSMUSG00000027175.10	2.568412	ENSMUSG00000027175.10
ENSMUSG00000027176.8	8.384616	ENSMUSG00000027176.8
ENSMUSG00000027177.14	7.447204	ENSMUSG00000027177.14
ENSMUSG00000027180.12	8.905776	ENSMUSG00000027180.12
ENSMUSG00000027184.14	100.955459	ENSMUSG00000027184.14
ENSMUSG00000027185.15	6.366798	ENSMUSG00000027185.15
ENSMUSG00000027186.14	1.638118	ENSMUSG00000027186.14
ENSMUSG00000027187.10	19.283425	ENSMUSG00000027187.10
ENSMUSG00000027188.8	5.21393	ENSMUSG00000027188.8
ENSMUSG00000027189.16	33.329745	ENSMUSG00000027189.16
ENSMUSG00000027193.12	26.493268	ENSMUSG00000027193.12
ENSMUSG00000027194.16	13.540035	ENSMUSG00000027194.16
ENSMUSG00000027195.10	51.900133	ENSMUSG00000027195.10
ENSMUSG00000027198.16	43.835509	ENSMUSG00000027198.16
ENSMUSG00000027199.14	281.585135	ENSMUSG00000027199.14
ENSMUSG00000027200.17	9.919077	ENSMUSG00000027200.17
ENSMUSG00000027201.16	5.88964	ENSMUSG00000027201.16
ENSMUSG00000027202.12	0.103317	ENSMUSG00000027202.12
ENSMUSG00000027203.15	27.058082	ENSMUSG00000027203.15
