abundance	gene
ENSMUSG00000000384.15	13.86813	ENSMUSG00000000384.15
ENSMUSG00000000385.8	11.924955	ENSMUSG00000000385.8
ENSMUSG00000000392.17	0.103613	ENSMUSG00000000392.17
ENSMUSG00000000394.15	0.179298	ENSMUSG00000000394.15
ENSMUSG00000000399.10	46.215433	ENSMUSG00000000399.10
ENSMUSG00000000402.2	0.118585	ENSMUSG00000000402.2
ENSMUSG00000000409.14	0.79248	ENSMUSG00000000409.14
ENSMUSG00000000411.7	0.070432	ENSMUSG00000000411.7
ENSMUSG00000000416.16	0.042625	ENSMUSG00000000416.16
ENSMUSG00000000420.15	13.13504	ENSMUSG00000000420.15
ENSMUSG00000000435.1	0	ENSMUSG00000000435.1
ENSMUSG00000000439.9	5.580708	ENSMUSG00000000439.9
ENSMUSG00000000440.12	64.898479	ENSMUSG00000000440.12
ENSMUSG00000000441.17	60.036293	ENSMUSG00000000441.17
ENSMUSG00000000486.13	6.142093	ENSMUSG00000000486.13
ENSMUSG00000000489.7	3.210496	ENSMUSG00000000489.7
ENSMUSG00000000530.16	15.04463	ENSMUSG00000000530.16
ENSMUSG00000000531.5	4.788802	ENSMUSG00000000531.5
ENSMUSG00000000532.11	1.89856	ENSMUSG00000000532.11
ENSMUSG00000000538.18	2.689329	ENSMUSG00000000538.18
ENSMUSG00000000544.14	0.012237	ENSMUSG00000000544.14
ENSMUSG00000000552.10	0.992307	ENSMUSG00000000552.10
ENSMUSG00000000555.8	9.932738	ENSMUSG00000000555.8
ENSMUSG00000000560.9	0.006704	ENSMUSG00000000560.9
ENSMUSG00000000561.14	13.898644	ENSMUSG00000000561.14
ENSMUSG00000000562.5	0.022824	ENSMUSG00000000562.5
ENSMUSG00000000563.17	241.530624	ENSMUSG00000000563.17
ENSMUSG00000000567.5	0.47339	ENSMUSG00000000567.5
ENSMUSG00000000568.15	99.1712	ENSMUSG00000000568.15
ENSMUSG00000000579.14	0.057522	ENSMUSG00000000579.14
ENSMUSG00000000581.8	16.041587	ENSMUSG00000000581.8
ENSMUSG00000000594.7	64.257984	ENSMUSG00000000594.7
ENSMUSG00000000600.15	4.866479	ENSMUSG00000000600.15
ENSMUSG00000000605.9	5.282047	ENSMUSG00000000605.9
ENSMUSG00000000606.18	0	ENSMUSG00000000606.18
ENSMUSG00000000617.14	0	ENSMUSG00000000617.14
ENSMUSG00000000627.15	0.024086	ENSMUSG00000000627.15
ENSMUSG00000000628.10	17.668089	ENSMUSG00000000628.10
ENSMUSG00000000631.20	40.65526	ENSMUSG00000000631.20
ENSMUSG00000000632.13	0.007624	ENSMUSG00000000632.13
ENSMUSG00000000673.9	5.632477	ENSMUSG00000000673.9
ENSMUSG00000000682.7	5.11506	ENSMUSG00000000682.7
ENSMUSG00000000686.11	0.320997	ENSMUSG00000000686.11
ENSMUSG00000000690.5	0.248374	ENSMUSG00000000690.5
ENSMUSG00000000693.10	0.150929	ENSMUSG00000000693.10
ENSMUSG00000000701.8	0	ENSMUSG00000000701.8
ENSMUSG00000000706.16	0.061009	ENSMUSG00000000706.16
ENSMUSG00000000708.14	4.012216	ENSMUSG00000000708.14
ENSMUSG00000000711.3	19.499316	ENSMUSG00000000711.3
ENSMUSG00000000724.10	0	ENSMUSG00000000724.10
ENSMUSG00000000730.13	1.04021	ENSMUSG00000000730.13
ENSMUSG00000000731.15	0.041274	ENSMUSG00000000731.15
ENSMUSG00000000732.9	0.377407	ENSMUSG00000000732.9
ENSMUSG00000000738.18	22.551274	ENSMUSG00000000738.18
ENSMUSG00000000739.14	0.331997	ENSMUSG00000000739.14
ENSMUSG00000000740.12	176.719028	ENSMUSG00000000740.12
ENSMUSG00000000743.9	24.73761	ENSMUSG00000000743.9
ENSMUSG00000000751.13	6.731918	ENSMUSG00000000751.13
ENSMUSG00000000753.15	2.069709	ENSMUSG00000000753.15
ENSMUSG00000000759.14	7.030641	ENSMUSG00000000759.14
ENSMUSG00000000766.18	0.011418	ENSMUSG00000000766.18
ENSMUSG00000000776.13	12.517822	ENSMUSG00000000776.13
ENSMUSG00000000782.16	0.522884	ENSMUSG00000000782.16
ENSMUSG00000000787.12	38.453605	ENSMUSG00000000787.12
ENSMUSG00000000791.9	0.073796	ENSMUSG00000000791.9
ENSMUSG00000000792.2	0.731848	ENSMUSG00000000792.2
ENSMUSG00000000794.9	0.083684	ENSMUSG00000000794.9
ENSMUSG00000000804.14	7.864842	ENSMUSG00000000804.14
ENSMUSG00000000805.18	202.433637	ENSMUSG00000000805.18
ENSMUSG00000000811.13	0.916934	ENSMUSG00000000811.13
ENSMUSG00000000817.10	0.315471	ENSMUSG00000000817.10
ENSMUSG00000000823.16	2.443267	ENSMUSG00000000823.16
ENSMUSG00000000826.16	10.564064	ENSMUSG00000000826.16
ENSMUSG00000000827.18	46.686766	ENSMUSG00000000827.18
ENSMUSG00000000838.17	8.975086	ENSMUSG00000000838.17
ENSMUSG00000000861.15	0.017216	ENSMUSG00000000861.15
ENSMUSG00000000869.12	0	ENSMUSG00000000869.12
ENSMUSG00000000876.11	13.035771	ENSMUSG00000000876.11
ENSMUSG00000000881.12	20.032434	ENSMUSG00000000881.12
ENSMUSG00000000884.17	5.402721	ENSMUSG00000000884.17
ENSMUSG00000000889.8	0	ENSMUSG00000000889.8
ENSMUSG00000000901.17	21.073958	ENSMUSG00000000901.17
ENSMUSG00000000902.13	40.307338	ENSMUSG00000000902.13
ENSMUSG00000000903.3	0.257502	ENSMUSG00000000903.3
ENSMUSG00000000915.15	11.365489	ENSMUSG00000000915.15
ENSMUSG00000000916.15	5.020328	ENSMUSG00000000916.15
ENSMUSG00000000934.9	8.706851	ENSMUSG00000000934.9
ENSMUSG00000000938.11	14.72903	ENSMUSG00000000938.11
ENSMUSG00000000942.10	0.179964	ENSMUSG00000000942.10
ENSMUSG00000000948.16	3.529658	ENSMUSG00000000948.16
ENSMUSG00000000957.11	6.38743	ENSMUSG00000000957.11
ENSMUSG00000000958.10	16.679336	ENSMUSG00000000958.10
ENSMUSG00000000959.7	21.034193	ENSMUSG00000000959.7
ENSMUSG00000000976.13	1.531547	ENSMUSG00000000976.13
ENSMUSG00000000982.5	0.468186	ENSMUSG00000000982.5
ENSMUSG00000000983.13	0	ENSMUSG00000000983.13
ENSMUSG00000001014.6	1.002361	ENSMUSG00000001014.6
ENSMUSG00000001016.12	24.571667	ENSMUSG00000001016.12
ENSMUSG00000001017.15	31.427905	ENSMUSG00000001017.15
ENSMUSG00000001018.15	17.425392	ENSMUSG00000001018.15
ENSMUSG00000001020.8	10.401428	ENSMUSG00000001020.8
ENSMUSG00000001021.13	0.418232	ENSMUSG00000001021.13
ENSMUSG00000001023.10	3.637775	ENSMUSG00000001023.10
ENSMUSG00000001025.8	1857.702903	ENSMUSG00000001025.8
ENSMUSG00000001027.7	0.007625	ENSMUSG00000001027.7
ENSMUSG00000001029.15	5.388207	ENSMUSG00000001029.15
ENSMUSG00000001034.17	4.504929	ENSMUSG00000001034.17
ENSMUSG00000001036.17	2.54869	ENSMUSG00000001036.17
ENSMUSG00000001039.12	12.056953	ENSMUSG00000001039.12
ENSMUSG00000001052.15	31.693577	ENSMUSG00000001052.15
ENSMUSG00000001053.15	3.426445	ENSMUSG00000001053.15
ENSMUSG00000001054.9	14.798473	ENSMUSG00000001054.9
ENSMUSG00000001056.3	41.920641	ENSMUSG00000001056.3
ENSMUSG00000001062.18	2.40669	ENSMUSG00000001062.18
ENSMUSG00000001065.15	13.016471	ENSMUSG00000001065.15
ENSMUSG00000001076.7	0.019759	ENSMUSG00000001076.7
ENSMUSG00000001082.12	109.727596	ENSMUSG00000001082.12
ENSMUSG00000001089.14	3.284101	ENSMUSG00000001089.14
ENSMUSG00000001095.5	0.011191	ENSMUSG00000001095.5
ENSMUSG00000001098.15	52.326018	ENSMUSG00000001098.15
ENSMUSG00000001100.10	18.579067	ENSMUSG00000001100.10
ENSMUSG00000001103.7	0	ENSMUSG00000001103.7
ENSMUSG00000001105.15	86.718237	ENSMUSG00000001105.15
ENSMUSG00000001119.7	0.502834	ENSMUSG00000001119.7
ENSMUSG00000001120.15	1.494937	ENSMUSG00000001120.15
ENSMUSG00000001123.15	346.616375	ENSMUSG00000001123.15
ENSMUSG00000001127.12	19.20254	ENSMUSG00000001127.12
ENSMUSG00000001128.7	0.506093	ENSMUSG00000001128.7
ENSMUSG00000001131.11	5.305248	ENSMUSG00000001131.11
ENSMUSG00000001134.9	11.682097	ENSMUSG00000001134.9
ENSMUSG00000001138.13	1.837769	ENSMUSG00000001138.13
ENSMUSG00000001143.13	7.765724	ENSMUSG00000001143.13
ENSMUSG00000001150.7	12.75122	ENSMUSG00000001150.7
ENSMUSG00000001151.10	1.733474	ENSMUSG00000001151.10
ENSMUSG00000001155.13	1.875941	ENSMUSG00000001155.13
ENSMUSG00000001156.9	3.259512	ENSMUSG00000001156.9
ENSMUSG00000001157.13	4.920997	ENSMUSG00000001157.13
ENSMUSG00000001158.13	24.482686	ENSMUSG00000001158.13
ENSMUSG00000001166.17	4.843822	ENSMUSG00000001166.17
ENSMUSG00000001168.16	0	ENSMUSG00000001168.16
ENSMUSG00000001173.15	1.665286	ENSMUSG00000001173.15
ENSMUSG00000001175.15	300.247077	ENSMUSG00000001175.15
ENSMUSG00000001211.15	17.524726	ENSMUSG00000001211.15
ENSMUSG00000001225.12	0.109882	ENSMUSG00000001225.12
ENSMUSG00000001227.12	0.326253	ENSMUSG00000001227.12
ENSMUSG00000001228.14	3.895905	ENSMUSG00000001228.14
ENSMUSG00000001229.9	4.603333	ENSMUSG00000001229.9
ENSMUSG00000001240.13	21.549276	ENSMUSG00000001240.13
ENSMUSG00000001247.16	9.273577	ENSMUSG00000001247.16
ENSMUSG00000001248.15	25.526102	ENSMUSG00000001248.15
ENSMUSG00000001249.14	23.358577	ENSMUSG00000001249.14
ENSMUSG00000001260.10	0	ENSMUSG00000001260.10
ENSMUSG00000001270.9	60.432323	ENSMUSG00000001270.9
ENSMUSG00000001280.13	12.567886	ENSMUSG00000001280.13
ENSMUSG00000001281.10	1.675244	ENSMUSG00000001281.10
ENSMUSG00000001285.12	24.882092	ENSMUSG00000001285.12
ENSMUSG00000001288.15	1.440298	ENSMUSG00000001288.15
ENSMUSG00000001289.12	512.83712	ENSMUSG00000001289.12
ENSMUSG00000001300.16	2.092332	ENSMUSG00000001300.16
ENSMUSG00000001305.5	10.277921	ENSMUSG00000001305.5
ENSMUSG00000001313.12	72.520174	ENSMUSG00000001313.12
ENSMUSG00000001323.17	10.289112	ENSMUSG00000001323.17
ENSMUSG00000001333.9	0.296996	ENSMUSG00000001333.9
ENSMUSG00000001334.9	2.04117	ENSMUSG00000001334.9
ENSMUSG00000001348.15	7.306164	ENSMUSG00000001348.15
ENSMUSG00000001349.5	0.18292	ENSMUSG00000001349.5
ENSMUSG00000001366.14	16.795536	ENSMUSG00000001366.14
ENSMUSG00000001376.17	10.492897	ENSMUSG00000001376.17
ENSMUSG00000001380.7	30.471562	ENSMUSG00000001380.7
ENSMUSG00000001383.9	50.789249	ENSMUSG00000001383.9
ENSMUSG00000001403.13	18.924934	ENSMUSG00000001403.13
ENSMUSG00000001415.10	11.946576	ENSMUSG00000001415.10
ENSMUSG00000001416.13	205.263115	ENSMUSG00000001416.13
ENSMUSG00000001418.13	261.749436	ENSMUSG00000001418.13
ENSMUSG00000001419.17	17.569048	ENSMUSG00000001419.17
ENSMUSG00000001420.13	3.125489	ENSMUSG00000001420.13
ENSMUSG00000001424.14	205.151143	ENSMUSG00000001424.14
ENSMUSG00000001435.15	3.039339	ENSMUSG00000001435.15
ENSMUSG00000001436.15	1.825872	ENSMUSG00000001436.15
ENSMUSG00000001440.5	27.706002	ENSMUSG00000001440.5
ENSMUSG00000001441.13	29.109026	ENSMUSG00000001441.13
ENSMUSG00000001444.2	0.032432	ENSMUSG00000001444.2
ENSMUSG00000001445.10	20.14231	ENSMUSG00000001445.10
ENSMUSG00000001467.5	7.665021	ENSMUSG00000001467.5
ENSMUSG00000001472.17	1572.148068	ENSMUSG00000001472.17
ENSMUSG00000001473.7	12.014378	ENSMUSG00000001473.7
ENSMUSG00000001482.15	6.028235	ENSMUSG00000001482.15
ENSMUSG00000001493.9	0.024462	ENSMUSG00000001493.9
ENSMUSG00000001494.6	0	ENSMUSG00000001494.6
ENSMUSG00000001496.15	0.027452	ENSMUSG00000001496.15
ENSMUSG00000001497.18	0.05452	ENSMUSG00000001497.18
ENSMUSG00000001504.10	2.770646	ENSMUSG00000001504.10
ENSMUSG00000001506.10	6.484827	ENSMUSG00000001506.10
ENSMUSG00000001507.16	6.840204	ENSMUSG00000001507.16
ENSMUSG00000001508.15	0	ENSMUSG00000001508.15
ENSMUSG00000001510.8	5.748477	ENSMUSG00000001510.8
ENSMUSG00000001517.14	0.937219	ENSMUSG00000001517.14
ENSMUSG00000001518.12	11.883475	ENSMUSG00000001518.12
ENSMUSG00000001520.12	0	ENSMUSG00000001520.12
ENSMUSG00000001521.12	1.507589	ENSMUSG00000001521.12
ENSMUSG00000001524.14	16.792245	ENSMUSG00000001524.14
ENSMUSG00000001525.10	106.652789	ENSMUSG00000001525.10
ENSMUSG00000001542.7	8.649465	ENSMUSG00000001542.7
ENSMUSG00000001552.14	133.580477	ENSMUSG00000001552.14
ENSMUSG00000001555.10	5.757148	ENSMUSG00000001555.10
ENSMUSG00000001558.5	0.123216	ENSMUSG00000001558.5
ENSMUSG00000001566.9	0.013683	ENSMUSG00000001566.9
ENSMUSG00000001569.10	9.348589	ENSMUSG00000001569.10
ENSMUSG00000001576.15	20.606991	ENSMUSG00000001576.15
ENSMUSG00000001583.13	0.306274	ENSMUSG00000001583.13
ENSMUSG00000001588.12	0.968216	ENSMUSG00000001588.12
ENSMUSG00000001604.14	2.348618	ENSMUSG00000001604.14
ENSMUSG00000001622.15	0.065243	ENSMUSG00000001622.15
ENSMUSG00000001627.12	98.967827	ENSMUSG00000001627.12
ENSMUSG00000001630.13	3.288468	ENSMUSG00000001630.13
ENSMUSG00000001632.16	5.201375	ENSMUSG00000001632.16
ENSMUSG00000001642.18	16.163644	ENSMUSG00000001642.18
ENSMUSG00000001655.6	0.109427	ENSMUSG00000001655.6
ENSMUSG00000001656.3	0.02732	ENSMUSG00000001656.3
ENSMUSG00000001657.7	0.325051	ENSMUSG00000001657.7
ENSMUSG00000001661.5	0.246301	ENSMUSG00000001661.5
ENSMUSG00000001663.10	2.862896	ENSMUSG00000001663.10
ENSMUSG00000001665.11	5.162425	ENSMUSG00000001665.11
ENSMUSG00000001666.8	39.427426	ENSMUSG00000001666.8
ENSMUSG00000001670.13	0	ENSMUSG00000001670.13
ENSMUSG00000001672.14	1.394462	ENSMUSG00000001672.14
ENSMUSG00000001674.11	25.613685	ENSMUSG00000001674.11
ENSMUSG00000001687.15	18.327625	ENSMUSG00000001687.15
ENSMUSG00000001700.10	8.050637	ENSMUSG00000001700.10
ENSMUSG00000001707.8	7.974673	ENSMUSG00000001707.8
ENSMUSG00000001729.14	130.042347	ENSMUSG00000001729.14
ENSMUSG00000001739.14	0.393089	ENSMUSG00000001739.14
ENSMUSG00000001741.12	0.310683	ENSMUSG00000001741.12
ENSMUSG00000001750.16	8.01187	ENSMUSG00000001750.16
ENSMUSG00000001751.9	5.011614	ENSMUSG00000001751.9
ENSMUSG00000001755.12	5.27101	ENSMUSG00000001755.12
ENSMUSG00000001761.7	1.161774	ENSMUSG00000001761.7
ENSMUSG00000001763.14	8.594203	ENSMUSG00000001763.14
ENSMUSG00000001767.5	8.446284	ENSMUSG00000001767.5
ENSMUSG00000001768.16	2.768821	ENSMUSG00000001768.16
ENSMUSG00000001773.14	0	ENSMUSG00000001773.14
ENSMUSG00000001774.8	14.037244	ENSMUSG00000001774.8
ENSMUSG00000001783.3	30.029268	ENSMUSG00000001783.3
ENSMUSG00000001785.13	6.929721	ENSMUSG00000001785.13
ENSMUSG00000001786.14	12.948828	ENSMUSG00000001786.14
ENSMUSG00000001794.13	220.57201	ENSMUSG00000001794.13
ENSMUSG00000001802.16	0.18681	ENSMUSG00000001802.16
ENSMUSG00000001804.9	0.029985	ENSMUSG00000001804.9
ENSMUSG00000001815.15	0	ENSMUSG00000001815.15
ENSMUSG00000001819.4	0.054175	ENSMUSG00000001819.4
ENSMUSG00000001823.5	0	ENSMUSG00000001823.5
ENSMUSG00000001827.12	154.579464	ENSMUSG00000001827.12
ENSMUSG00000001829.17	8.490063	ENSMUSG00000001829.17
ENSMUSG00000001833.17	33.329949	ENSMUSG00000001833.17
ENSMUSG00000001844.10	6.589021	ENSMUSG00000001844.10
ENSMUSG00000001847.14	116.973159	ENSMUSG00000001847.14
ENSMUSG00000001855.15	11.21586	ENSMUSG00000001855.15
ENSMUSG00000001864.13	221.542085	ENSMUSG00000001864.13
ENSMUSG00000001865.2	0.040342	ENSMUSG00000001865.2
ENSMUSG00000001870.16	3.004455	ENSMUSG00000001870.16
ENSMUSG00000001891.16	115.890747	ENSMUSG00000001891.16
ENSMUSG00000001901.15	0.465634	ENSMUSG00000001901.15
ENSMUSG00000001909.16	38.028867	ENSMUSG00000001909.16
ENSMUSG00000001910.5	4.313142	ENSMUSG00000001910.5
ENSMUSG00000001911.16	0.17597	ENSMUSG00000001911.16
ENSMUSG00000001918.17	2.379485	ENSMUSG00000001918.17
ENSMUSG00000001924.15	47.410293	ENSMUSG00000001924.15
ENSMUSG00000001930.17	1.316421	ENSMUSG00000001930.17
ENSMUSG00000001942.8	4.055192	ENSMUSG00000001942.8
ENSMUSG00000001943.8	1.055843	ENSMUSG00000001943.8
ENSMUSG00000001946.14	302.73504	ENSMUSG00000001946.14
ENSMUSG00000001948.10	6.42482	ENSMUSG00000001948.10
ENSMUSG00000001962.8	22.434999	ENSMUSG00000001962.8
ENSMUSG00000001964.14	21.526054	ENSMUSG00000001964.14
ENSMUSG00000001983.7	4.076889	ENSMUSG00000001983.7
ENSMUSG00000001985.9	0.039265	ENSMUSG00000001985.9
ENSMUSG00000001986.16	0.308555	ENSMUSG00000001986.16
ENSMUSG00000001988.9	0.014155	ENSMUSG00000001988.9
ENSMUSG00000001995.9	3.836534	ENSMUSG00000001995.9
ENSMUSG00000001998.15	0.556008	ENSMUSG00000001998.15
ENSMUSG00000001999.15	23.347218	ENSMUSG00000001999.15
ENSMUSG00000002006.12	0.1301	ENSMUSG00000002006.12
ENSMUSG00000002007.5	0	ENSMUSG00000002007.5
ENSMUSG00000002010.17	63.74304	ENSMUSG00000002010.17
ENSMUSG00000002012.13	1.75459	ENSMUSG00000002012.13
ENSMUSG00000002014.12	184.495205	ENSMUSG00000002014.12
ENSMUSG00000002015.5	145.630419	ENSMUSG00000002015.5
ENSMUSG00000002017.10	9.300111	ENSMUSG00000002017.10
ENSMUSG00000002020.15	1.861316	ENSMUSG00000002020.15
ENSMUSG00000002028.13	0.315031	ENSMUSG00000002028.13
ENSMUSG00000002031.13	91.578437	ENSMUSG00000002031.13
ENSMUSG00000002032.17	0.259287	ENSMUSG00000002032.17
ENSMUSG00000002033.14	0.100203	ENSMUSG00000002033.14
ENSMUSG00000002043.17	44.658126	ENSMUSG00000002043.17
ENSMUSG00000002052.6	7.995214	ENSMUSG00000002052.6
ENSMUSG00000002055.9	7.415042	ENSMUSG00000002055.9
ENSMUSG00000002057.4	0.146946	ENSMUSG00000002057.4
ENSMUSG00000002058.13	24.736649	ENSMUSG00000002058.13
ENSMUSG00000002059.18	7.876573	ENSMUSG00000002059.18
ENSMUSG00000002064.10	108.448224	ENSMUSG00000002064.10
ENSMUSG00000002068.16	2.350019	ENSMUSG00000002068.16
ENSMUSG00000002076.12	1.691541	ENSMUSG00000002076.12
ENSMUSG00000002083.13	2.721276	ENSMUSG00000002083.13
ENSMUSG00000002100.15	0.1433	ENSMUSG00000002100.15
ENSMUSG00000002102.15	119.761677	ENSMUSG00000002102.15
ENSMUSG00000002103.16	3.440994	ENSMUSG00000002103.16
ENSMUSG00000002104.11	0.060463	ENSMUSG00000002104.11
ENSMUSG00000002105.15	12.871056	ENSMUSG00000002105.15
ENSMUSG00000002107.18	0.61083	ENSMUSG00000002107.18
ENSMUSG00000002108.10	5.104883	ENSMUSG00000002108.10
ENSMUSG00000002109.14	1.72016	ENSMUSG00000002109.14
ENSMUSG00000002111.8	2.40344	ENSMUSG00000002111.8
ENSMUSG00000002129.11	7.705074	ENSMUSG00000002129.11
ENSMUSG00000002147.18	15.445744	ENSMUSG00000002147.18
ENSMUSG00000002190.13	0.019878	ENSMUSG00000002190.13
ENSMUSG00000002204.9	2.624799	ENSMUSG00000002204.9
ENSMUSG00000002205.16	14.70342	ENSMUSG00000002205.16
ENSMUSG00000002210.11	4.175687	ENSMUSG00000002210.11
ENSMUSG00000002221.11	4.821373	ENSMUSG00000002221.11
ENSMUSG00000002222.14	3.71697	ENSMUSG00000002222.14
ENSMUSG00000002227.15	7.89211	ENSMUSG00000002227.15
ENSMUSG00000002228.7	0.886175	ENSMUSG00000002228.7
ENSMUSG00000002233.13	168.116785	ENSMUSG00000002233.13
ENSMUSG00000002240.12	0	ENSMUSG00000002240.12
ENSMUSG00000002249.21	14.698929	ENSMUSG00000002249.21
ENSMUSG00000002250.16	7.059563	ENSMUSG00000002250.16
ENSMUSG00000002257.8	2.253505	ENSMUSG00000002257.8
ENSMUSG00000002265.17	23.3787	ENSMUSG00000002265.17
ENSMUSG00000002266.17	2.520435	ENSMUSG00000002266.17
ENSMUSG00000002274.13	1.771748	ENSMUSG00000002274.13
ENSMUSG00000002279.19	9.490558	ENSMUSG00000002279.19
ENSMUSG00000002280.11	6.156015	ENSMUSG00000002280.11
ENSMUSG00000002289.16	4.032585	ENSMUSG00000002289.16
ENSMUSG00000002297.16	4.786602	ENSMUSG00000002297.16
ENSMUSG00000002307.16	34.59101	ENSMUSG00000002307.16
ENSMUSG00000002308.16	79.009042	ENSMUSG00000002308.16
ENSMUSG00000002319.16	104.80403	ENSMUSG00000002319.16
ENSMUSG00000002320.15	19.749937	ENSMUSG00000002320.15
ENSMUSG00000002324.8	12.448292	ENSMUSG00000002324.8
ENSMUSG00000002325.15	12.538089	ENSMUSG00000002325.15
ENSMUSG00000002326.6	12.333668	ENSMUSG00000002326.6
ENSMUSG00000002329.7	12.351497	ENSMUSG00000002329.7
ENSMUSG00000002332.16	40.364846	ENSMUSG00000002332.16
ENSMUSG00000002341.8	0	ENSMUSG00000002341.8
ENSMUSG00000002342.17	18.831873	ENSMUSG00000002342.17
ENSMUSG00000002343.11	5.57133	ENSMUSG00000002343.11
ENSMUSG00000002345.18	18.858364	ENSMUSG00000002345.18
ENSMUSG00000002346.16	0.460564	ENSMUSG00000002346.16
ENSMUSG00000002365.10	35.726613	ENSMUSG00000002365.10
ENSMUSG00000002372.9	15.029053	ENSMUSG00000002372.9
ENSMUSG00000002379.7	229.825097	ENSMUSG00000002379.7
ENSMUSG00000002384.2	0.292954	ENSMUSG00000002384.2
ENSMUSG00000002393.14	106.688541	ENSMUSG00000002393.14
ENSMUSG00000002395.14	50.701252	ENSMUSG00000002395.14
ENSMUSG00000002396.8	3.512268	ENSMUSG00000002396.8
ENSMUSG00000002409.18	3.883347	ENSMUSG00000002409.18
