abundance	gene
ENSMUSG00000021476.9	5.237653	ENSMUSG00000021476.9
ENSMUSG00000021477.9	585.502879	ENSMUSG00000021477.9
ENSMUSG00000021478.6	0.007386	ENSMUSG00000021478.6
ENSMUSG00000021481.11	2.178606	ENSMUSG00000021481.11
ENSMUSG00000021482.10	7.715829	ENSMUSG00000021482.10
ENSMUSG00000021483.8	2.90405	ENSMUSG00000021483.8
ENSMUSG00000021484.8	131.392099	ENSMUSG00000021484.8
ENSMUSG00000021485.14	1.538927	ENSMUSG00000021485.14
ENSMUSG00000021486.7	152.649919	ENSMUSG00000021486.7
ENSMUSG00000021488.8	7.834507	ENSMUSG00000021488.8
ENSMUSG00000021490.11	0.066498	ENSMUSG00000021490.11
ENSMUSG00000021492.15	0.098935	ENSMUSG00000021492.15
ENSMUSG00000021493.15	18.972388	ENSMUSG00000021493.15
ENSMUSG00000021494.9	10.153768	ENSMUSG00000021494.9
ENSMUSG00000021495.10	4.662087	ENSMUSG00000021495.10
ENSMUSG00000021496.12	19.315255	ENSMUSG00000021496.12
ENSMUSG00000021497.10	13.996587	ENSMUSG00000021497.10
ENSMUSG00000021499.12	0.022792	ENSMUSG00000021499.12
ENSMUSG00000021500.17	9.211347	ENSMUSG00000021500.17
ENSMUSG00000021501.4	13.6942	ENSMUSG00000021501.4
ENSMUSG00000021504.14	5.212468	ENSMUSG00000021504.14
ENSMUSG00000021506.7	2.154504	ENSMUSG00000021506.7
ENSMUSG00000021508.11	42.110332	ENSMUSG00000021508.11
ENSMUSG00000021509.5	6.148543	ENSMUSG00000021509.5
ENSMUSG00000021510.11	2.529541	ENSMUSG00000021510.11
ENSMUSG00000021514.18	1.155895	ENSMUSG00000021514.18
ENSMUSG00000021518.4	16.47456	ENSMUSG00000021518.4
ENSMUSG00000021519.11	31.349456	ENSMUSG00000021519.11
ENSMUSG00000021520.4	109.515442	ENSMUSG00000021520.4
ENSMUSG00000021532.11	10.635234	ENSMUSG00000021532.11
ENSMUSG00000021534.8	0.384645	ENSMUSG00000021534.8
ENSMUSG00000021536.7	0.244373	ENSMUSG00000021536.7
ENSMUSG00000021537.9	147.906242	ENSMUSG00000021537.9
ENSMUSG00000021538.3	0	ENSMUSG00000021538.3
ENSMUSG00000021539.9	0.288157	ENSMUSG00000021539.9
ENSMUSG00000021540.16	5.179503	ENSMUSG00000021540.16
ENSMUSG00000021541.14	0	ENSMUSG00000021541.14
ENSMUSG00000021545.5	0	ENSMUSG00000021545.5
ENSMUSG00000021546.18	520.956626	ENSMUSG00000021546.18
ENSMUSG00000021548.10	35.243199	ENSMUSG00000021548.10
ENSMUSG00000021549.14	7.058284	ENSMUSG00000021549.14
ENSMUSG00000021550.6	11.558368	ENSMUSG00000021550.6
ENSMUSG00000021552.7	40.856976	ENSMUSG00000021552.7
ENSMUSG00000021553.14	0.259703	ENSMUSG00000021553.14
ENSMUSG00000021555.15	55.120073	ENSMUSG00000021555.15
ENSMUSG00000021556.12	16.108477	ENSMUSG00000021556.12
ENSMUSG00000021557.15	12.532526	ENSMUSG00000021557.15
ENSMUSG00000021559.14	7.356087	ENSMUSG00000021559.14
ENSMUSG00000021565.16	0.299267	ENSMUSG00000021565.16
ENSMUSG00000021567.15	0.089958	ENSMUSG00000021567.15
ENSMUSG00000021569.10	7.224344	ENSMUSG00000021569.10
ENSMUSG00000021572.9	6.652658	ENSMUSG00000021572.9
ENSMUSG00000021573.15	0.090001	ENSMUSG00000021573.15
ENSMUSG00000021575.16	0	ENSMUSG00000021575.16
ENSMUSG00000021576.6	67.966005	ENSMUSG00000021576.6
ENSMUSG00000021577.14	206.268624	ENSMUSG00000021577.14
ENSMUSG00000021578.17	21.017745	ENSMUSG00000021578.17
ENSMUSG00000021579.4	0.087565	ENSMUSG00000021579.4
ENSMUSG00000021583.7	0.874886	ENSMUSG00000021583.7
ENSMUSG00000021585.10	56.500414	ENSMUSG00000021585.10
ENSMUSG00000021587.5	0	ENSMUSG00000021587.5
ENSMUSG00000021589.13	0.282102	ENSMUSG00000021589.13
ENSMUSG00000021590.7	0	ENSMUSG00000021590.7
ENSMUSG00000021591.8	31.154354	ENSMUSG00000021591.8
ENSMUSG00000021592.18	1.815575	ENSMUSG00000021592.18
ENSMUSG00000021594.11	25.659341	ENSMUSG00000021594.11
ENSMUSG00000021595.18	29.938009	ENSMUSG00000021595.18
ENSMUSG00000021596.16	0.167792	ENSMUSG00000021596.16
ENSMUSG00000021597.16	1.577697	ENSMUSG00000021597.16
ENSMUSG00000021598.9	96.349593	ENSMUSG00000021598.9
ENSMUSG00000021604.15	1.530539	ENSMUSG00000021604.15
ENSMUSG00000021606.8	76.576627	ENSMUSG00000021606.8
ENSMUSG00000021607.9	18.617245	ENSMUSG00000021607.9
ENSMUSG00000021608.15	3.465668	ENSMUSG00000021608.15
ENSMUSG00000021609.6	0.007548	ENSMUSG00000021609.6
ENSMUSG00000021610.8	100.363237	ENSMUSG00000021610.8
ENSMUSG00000021611.9	0.189894	ENSMUSG00000021611.9
ENSMUSG00000021612.15	0.18803	ENSMUSG00000021612.15
ENSMUSG00000021613.9	0.079914	ENSMUSG00000021613.9
ENSMUSG00000021614.16	0.027827	ENSMUSG00000021614.16
ENSMUSG00000021615.13	3.187361	ENSMUSG00000021615.13
ENSMUSG00000021619.6	4.3307	ENSMUSG00000021619.6
ENSMUSG00000021620.4	0.025851	ENSMUSG00000021620.4
ENSMUSG00000021621.15	10.89668	ENSMUSG00000021621.15
ENSMUSG00000021622.3	0.117406	ENSMUSG00000021622.3
ENSMUSG00000021624.9	0.171382	ENSMUSG00000021624.9
ENSMUSG00000021629.10	12.098329	ENSMUSG00000021629.10
ENSMUSG00000021635.14	5.710183	ENSMUSG00000021635.14
ENSMUSG00000021636.15	1.535415	ENSMUSG00000021636.15
ENSMUSG00000021638.12	2.773349	ENSMUSG00000021638.12
ENSMUSG00000021639.17	17.271666	ENSMUSG00000021639.17
ENSMUSG00000021640.6	0.069646	ENSMUSG00000021640.6
ENSMUSG00000021643.15	15.123674	ENSMUSG00000021643.15
ENSMUSG00000021645.16	124.202565	ENSMUSG00000021645.16
ENSMUSG00000021646.9	3.718667	ENSMUSG00000021646.9
ENSMUSG00000021647.7	0	ENSMUSG00000021647.7
ENSMUSG00000021650.7	6.804071	ENSMUSG00000021650.7
ENSMUSG00000021660.14	263.712979	ENSMUSG00000021660.14
ENSMUSG00000021661.16	5.721244	ENSMUSG00000021661.16
ENSMUSG00000021662.11	0.851435	ENSMUSG00000021662.11
ENSMUSG00000021665.9	35.47262	ENSMUSG00000021665.9
ENSMUSG00000021666.16	5.260258	ENSMUSG00000021666.16
ENSMUSG00000021668.15	1.475762	ENSMUSG00000021668.15
ENSMUSG00000021669.15	7.720466	ENSMUSG00000021669.15
ENSMUSG00000021670.14	8.610369	ENSMUSG00000021670.14
ENSMUSG00000021671.9	9.000479	ENSMUSG00000021671.9
ENSMUSG00000021675.4	0.064461	ENSMUSG00000021675.4
ENSMUSG00000021676.10	7.800874	ENSMUSG00000021676.10
ENSMUSG00000021678.9	1.61239	ENSMUSG00000021678.9
ENSMUSG00000021679.4	0.161368	ENSMUSG00000021679.4
ENSMUSG00000021680.8	0	ENSMUSG00000021680.8
ENSMUSG00000021681.8	5.421963	ENSMUSG00000021681.8
ENSMUSG00000021684.17	0.06793	ENSMUSG00000021684.17
ENSMUSG00000021685.11	0.010058	ENSMUSG00000021685.11
ENSMUSG00000021686.6	25.391354	ENSMUSG00000021686.6
ENSMUSG00000021687.14	5.754531	ENSMUSG00000021687.14
ENSMUSG00000021690.10	1.444874	ENSMUSG00000021690.10
ENSMUSG00000021692.9	5.752709	ENSMUSG00000021692.9
ENSMUSG00000021693.20	21.077757	ENSMUSG00000021693.20
ENSMUSG00000021694.18	2.277088	ENSMUSG00000021694.18
ENSMUSG00000021696.9	0.483897	ENSMUSG00000021696.9
ENSMUSG00000021697.12	0.156905	ENSMUSG00000021697.12
ENSMUSG00000021699.17	1.16963	ENSMUSG00000021699.17
ENSMUSG00000021700.10	0.00296	ENSMUSG00000021700.10
ENSMUSG00000021701.8	16.057728	ENSMUSG00000021701.8
ENSMUSG00000021702.7	0	ENSMUSG00000021702.7
ENSMUSG00000021703.9	3.634475	ENSMUSG00000021703.9
ENSMUSG00000021704.8	0.277325	ENSMUSG00000021704.8
ENSMUSG00000021706.14	3.066959	ENSMUSG00000021706.14
ENSMUSG00000021707.5	1.153759	ENSMUSG00000021707.5
ENSMUSG00000021708.17	1.05305	ENSMUSG00000021708.17
ENSMUSG00000021709.14	4.36681	ENSMUSG00000021709.14
ENSMUSG00000021710.11	13.701145	ENSMUSG00000021710.11
ENSMUSG00000021711.17	10.646263	ENSMUSG00000021711.17
ENSMUSG00000021712.15	4.217363	ENSMUSG00000021712.15
ENSMUSG00000021713.9	3.438121	ENSMUSG00000021713.9
ENSMUSG00000021714.15	1.462541	ENSMUSG00000021714.15
ENSMUSG00000021715.12	4.032931	ENSMUSG00000021715.12
ENSMUSG00000021716.14	8.665938	ENSMUSG00000021716.14
ENSMUSG00000021718.5	0	ENSMUSG00000021718.5
ENSMUSG00000021719.9	0.043859	ENSMUSG00000021719.9
ENSMUSG00000021720.11	0.214291	ENSMUSG00000021720.11
ENSMUSG00000021721.5	0.005716	ENSMUSG00000021721.5
ENSMUSG00000021725.9	0.610982	ENSMUSG00000021725.9
ENSMUSG00000021728.8	5.024045	ENSMUSG00000021728.8
ENSMUSG00000021730.8	0	ENSMUSG00000021730.8
ENSMUSG00000021731.10	3.333917	ENSMUSG00000021731.10
ENSMUSG00000021732.14	0.156704	ENSMUSG00000021732.14
ENSMUSG00000021733.11	0.392522	ENSMUSG00000021733.11
ENSMUSG00000021737.4	90.751671	ENSMUSG00000021737.4
ENSMUSG00000021738.5	0.916333	ENSMUSG00000021738.5
ENSMUSG00000021743.6	0	ENSMUSG00000021743.6
ENSMUSG00000021745.14	0.878579	ENSMUSG00000021745.14
ENSMUSG00000021747.12	0.049764	ENSMUSG00000021747.12
ENSMUSG00000021748.9	63.876268	ENSMUSG00000021748.9
ENSMUSG00000021749.6	0.048218	ENSMUSG00000021749.6
ENSMUSG00000021750.16	0.067061	ENSMUSG00000021750.16
ENSMUSG00000021751.13	3.929354	ENSMUSG00000021751.13
ENSMUSG00000021752.13	8.591042	ENSMUSG00000021752.13
ENSMUSG00000021754.17	2.032387	ENSMUSG00000021754.17
ENSMUSG00000021756.12	50.65759	ENSMUSG00000021756.12
ENSMUSG00000021758.14	0.260064	ENSMUSG00000021758.14
ENSMUSG00000021759.14	32.510208	ENSMUSG00000021759.14
ENSMUSG00000021760.5	30.757547	ENSMUSG00000021760.5
ENSMUSG00000021763.17	0.118033	ENSMUSG00000021763.17
ENSMUSG00000021764.8	98.605585	ENSMUSG00000021764.8
ENSMUSG00000021765.9	10.143701	ENSMUSG00000021765.9
ENSMUSG00000021767.19	0.838018	ENSMUSG00000021767.19
ENSMUSG00000021768.15	0.780431	ENSMUSG00000021768.15
ENSMUSG00000021770.11	2.250021	ENSMUSG00000021770.11
ENSMUSG00000021771.14	93.77903	ENSMUSG00000021771.14
ENSMUSG00000021772.15	6.719215	ENSMUSG00000021772.15
ENSMUSG00000021773.11	16.324531	ENSMUSG00000021773.11
ENSMUSG00000021774.13	33.053034	ENSMUSG00000021774.13
ENSMUSG00000021775.11	0.833527	ENSMUSG00000021775.11
ENSMUSG00000021779.17	0.761323	ENSMUSG00000021779.17
ENSMUSG00000021782.14	11.388115	ENSMUSG00000021782.14
ENSMUSG00000021785.8	7.724605	ENSMUSG00000021785.8
ENSMUSG00000021786.13	1.720722	ENSMUSG00000021786.13
ENSMUSG00000021789.14	0	ENSMUSG00000021789.14
ENSMUSG00000021790.12	0	ENSMUSG00000021790.12
ENSMUSG00000021791.7	0	ENSMUSG00000021791.7
ENSMUSG00000021792.15	17.605545	ENSMUSG00000021792.15
ENSMUSG00000021794.16	74.862904	ENSMUSG00000021794.16
ENSMUSG00000021795.10	0.825713	ENSMUSG00000021795.10
ENSMUSG00000021796.15	5.257393	ENSMUSG00000021796.15
ENSMUSG00000021797.2	0	ENSMUSG00000021797.2
ENSMUSG00000021798.14	0.071613	ENSMUSG00000021798.14
ENSMUSG00000021799.9	0	ENSMUSG00000021799.9
ENSMUSG00000021803.10	0.112637	ENSMUSG00000021803.10
ENSMUSG00000021804.6	0	ENSMUSG00000021804.6
ENSMUSG00000021806.4	6.94632	ENSMUSG00000021806.4
ENSMUSG00000021807.6	43.600348	ENSMUSG00000021807.6
ENSMUSG00000021809.10	9.054004	ENSMUSG00000021809.10
ENSMUSG00000021810.3	6.180829	ENSMUSG00000021810.3
ENSMUSG00000021811.7	7.316561	ENSMUSG00000021811.7
ENSMUSG00000021814.17	52.559084	ENSMUSG00000021814.17
ENSMUSG00000021815.4	0.076744	ENSMUSG00000021815.4
ENSMUSG00000021816.11	13.082334	ENSMUSG00000021816.11
ENSMUSG00000021819.11	15.822713	ENSMUSG00000021819.11
ENSMUSG00000021820.18	4.145447	ENSMUSG00000021820.18
ENSMUSG00000021822.3	15.466536	ENSMUSG00000021822.3
ENSMUSG00000021823.10	11.913196	ENSMUSG00000021823.10
ENSMUSG00000021824.13	20.274776	ENSMUSG00000021824.13
ENSMUSG00000021830.14	2.346311	ENSMUSG00000021830.14
ENSMUSG00000021831.9	97.563254	ENSMUSG00000021831.9
ENSMUSG00000021832.8	115.329032	ENSMUSG00000021832.8
ENSMUSG00000021835.15	0.935975	ENSMUSG00000021835.15
ENSMUSG00000021838.17	0.523789	ENSMUSG00000021838.17
ENSMUSG00000021840.17	8.822925	ENSMUSG00000021840.17
ENSMUSG00000021843.17	12.560622	ENSMUSG00000021843.17
ENSMUSG00000021846.9	1.20797	ENSMUSG00000021846.9
ENSMUSG00000021848.16	0	ENSMUSG00000021848.16
ENSMUSG00000021850.14	1.218207	ENSMUSG00000021850.14
ENSMUSG00000021852.14	0	ENSMUSG00000021852.14
ENSMUSG00000021866.15	119.0507	ENSMUSG00000021866.15
ENSMUSG00000021867.16	10.1482	ENSMUSG00000021867.16
ENSMUSG00000021868.7	9.626514	ENSMUSG00000021868.7
ENSMUSG00000021870.17	7.482459	ENSMUSG00000021870.17
ENSMUSG00000021871.19	0	ENSMUSG00000021871.19
ENSMUSG00000021872.8	0	ENSMUSG00000021872.8
ENSMUSG00000021876.15	24.973736	ENSMUSG00000021876.15
ENSMUSG00000021877.12	226.696214	ENSMUSG00000021877.12
ENSMUSG00000021879.13	0	ENSMUSG00000021879.13
ENSMUSG00000021880.7	0.206211	ENSMUSG00000021880.7
ENSMUSG00000021884.18	16.712332	ENSMUSG00000021884.18
ENSMUSG00000021886.7	0.159595	ENSMUSG00000021886.7
ENSMUSG00000021890.6	5.020989	ENSMUSG00000021890.6
ENSMUSG00000021891.8	26.366007	ENSMUSG00000021891.8
ENSMUSG00000021892.14	8.995935	ENSMUSG00000021892.14
ENSMUSG00000021893.14	4.557612	ENSMUSG00000021893.14
ENSMUSG00000021895.10	6.909456	ENSMUSG00000021895.10
ENSMUSG00000021898.15	0	ENSMUSG00000021898.15
ENSMUSG00000021900.10	5.051011	ENSMUSG00000021900.10
ENSMUSG00000021901.10	8.717484	ENSMUSG00000021901.10
ENSMUSG00000021902.7	1.366331	ENSMUSG00000021902.7
ENSMUSG00000021903.11	0.13544	ENSMUSG00000021903.11
ENSMUSG00000021904.6	1.647149	ENSMUSG00000021904.6
ENSMUSG00000021905.14	44.246074	ENSMUSG00000021905.14
ENSMUSG00000021906.14	18.065917	ENSMUSG00000021906.14
ENSMUSG00000021907.13	0.084046	ENSMUSG00000021907.13
ENSMUSG00000021910.15	43.737724	ENSMUSG00000021910.15
ENSMUSG00000021911.16	14.910666	ENSMUSG00000021911.16
ENSMUSG00000021913.8	0.863973	ENSMUSG00000021913.8
ENSMUSG00000021916.16	24.007963	ENSMUSG00000021916.16
ENSMUSG00000021917.16	159.775159	ENSMUSG00000021917.16
ENSMUSG00000021918.10	1.50424	ENSMUSG00000021918.10
ENSMUSG00000021919.8	0	ENSMUSG00000021919.8
ENSMUSG00000021922.17	1.438763	ENSMUSG00000021922.17
ENSMUSG00000021928.9	5.964547	ENSMUSG00000021928.9
ENSMUSG00000021929.9	11.411925	ENSMUSG00000021929.9
ENSMUSG00000021930.14	9.708374	ENSMUSG00000021930.14
ENSMUSG00000021932.13	10.069241	ENSMUSG00000021932.13
ENSMUSG00000021933.11	6.233181	ENSMUSG00000021933.11
ENSMUSG00000021936.14	8.769864	ENSMUSG00000021936.14
ENSMUSG00000021938.12	7.279036	ENSMUSG00000021938.12
ENSMUSG00000021939.8	398.054788	ENSMUSG00000021939.8
ENSMUSG00000021940.10	0.050011	ENSMUSG00000021940.10
ENSMUSG00000021943.7	0.220678	ENSMUSG00000021943.7
ENSMUSG00000021944.15	3.126856	ENSMUSG00000021944.15
ENSMUSG00000021945.9	19.017145	ENSMUSG00000021945.9
ENSMUSG00000021947.11	19.789946	ENSMUSG00000021947.11
ENSMUSG00000021948.17	9.48177	ENSMUSG00000021948.17
ENSMUSG00000021950.15	7.9117	ENSMUSG00000021950.15
ENSMUSG00000021951.7	20.333846	ENSMUSG00000021951.7
ENSMUSG00000021952.16	0.865164	ENSMUSG00000021952.16
ENSMUSG00000021953.14	2.341841	ENSMUSG00000021953.14
ENSMUSG00000021957.7	28.479952	ENSMUSG00000021957.7
ENSMUSG00000021958.5	3.803379	ENSMUSG00000021958.5
ENSMUSG00000021959.16	9.579904	ENSMUSG00000021959.16
ENSMUSG00000021961.6	0	ENSMUSG00000021961.6
ENSMUSG00000021962.9	2.587554	ENSMUSG00000021962.9
ENSMUSG00000021963.17	205.4432	ENSMUSG00000021963.17
ENSMUSG00000021965.3	0.786528	ENSMUSG00000021965.3
ENSMUSG00000021966.7	0.326696	ENSMUSG00000021966.7
ENSMUSG00000021967.4	46.480468	ENSMUSG00000021967.4
ENSMUSG00000021969.8	47.394333	ENSMUSG00000021969.8
ENSMUSG00000021972.14	2.226948	ENSMUSG00000021972.14
ENSMUSG00000021973.9	24.027955	ENSMUSG00000021973.9
ENSMUSG00000021974.15	0.090049	ENSMUSG00000021974.15
ENSMUSG00000021975.8	3.902775	ENSMUSG00000021975.8
ENSMUSG00000021977.11	0	ENSMUSG00000021977.11
ENSMUSG00000021978.9	1.491696	ENSMUSG00000021978.9
ENSMUSG00000021981.10	4.003561	ENSMUSG00000021981.10
ENSMUSG00000021982.14	5.706964	ENSMUSG00000021982.14
ENSMUSG00000021983.16	0.147497	ENSMUSG00000021983.16
ENSMUSG00000021986.9	0.025959	ENSMUSG00000021986.9
ENSMUSG00000021987.9	6.650236	ENSMUSG00000021987.9
ENSMUSG00000021990.16	0.721539	ENSMUSG00000021990.16
ENSMUSG00000021991.9	0.148143	ENSMUSG00000021991.9
ENSMUSG00000021993.10	3.507436	ENSMUSG00000021993.10
ENSMUSG00000021994.15	0.456314	ENSMUSG00000021994.15
ENSMUSG00000021996.16	449.416251	ENSMUSG00000021996.16
ENSMUSG00000021997.4	0.010672	ENSMUSG00000021997.4
ENSMUSG00000021998.16	26.038452	ENSMUSG00000021998.16
ENSMUSG00000021999.9	0.120224	ENSMUSG00000021999.9
ENSMUSG00000022000.11	5.612915	ENSMUSG00000022000.11
ENSMUSG00000022002.2	0	ENSMUSG00000022002.2
ENSMUSG00000022003.7	6.049314	ENSMUSG00000022003.7
ENSMUSG00000022008.4	2.444093	ENSMUSG00000022008.4
ENSMUSG00000022009.1	3.749368	ENSMUSG00000022009.1
ENSMUSG00000022010.19	212.133919	ENSMUSG00000022010.19
ENSMUSG00000022012.9	0.063674	ENSMUSG00000022012.9
ENSMUSG00000022013.4	48.381961	ENSMUSG00000022013.4
ENSMUSG00000022014.15	0.477832	ENSMUSG00000022014.15
ENSMUSG00000022015.8	0	ENSMUSG00000022015.8
ENSMUSG00000022016.16	1.896496	ENSMUSG00000022016.16
ENSMUSG00000022018.7	53.511929	ENSMUSG00000022018.7
ENSMUSG00000022019.16	2.620501	ENSMUSG00000022019.16
ENSMUSG00000022020.15	6.020604	ENSMUSG00000022020.15
ENSMUSG00000022021.14	1.379402	ENSMUSG00000022021.14
ENSMUSG00000022022.3	2.306449	ENSMUSG00000022022.3
ENSMUSG00000022023.6	12.866827	ENSMUSG00000022023.6
ENSMUSG00000022024.10	98.427299	ENSMUSG00000022024.10
ENSMUSG00000022025.13	9.475499	ENSMUSG00000022025.13
ENSMUSG00000022026.7	0.061549	ENSMUSG00000022026.7
ENSMUSG00000022031.6	12.256158	ENSMUSG00000022031.6
ENSMUSG00000022032.14	1.735956	ENSMUSG00000022032.14
ENSMUSG00000022033.9	3.142362	ENSMUSG00000022033.9
ENSMUSG00000022034.10	1.082076	ENSMUSG00000022034.10
ENSMUSG00000022035.6	9.171766	ENSMUSG00000022035.6
ENSMUSG00000022037.15	17.087843	ENSMUSG00000022037.15
ENSMUSG00000022039.6	0	ENSMUSG00000022039.6
ENSMUSG00000022040.8	2.281108	ENSMUSG00000022040.8
ENSMUSG00000022041.10	0.102533	ENSMUSG00000022041.10
ENSMUSG00000022043.19	10.024345	ENSMUSG00000022043.19
ENSMUSG00000022044.14	0.187637	ENSMUSG00000022044.14
ENSMUSG00000022048.8	1.875888	ENSMUSG00000022048.8
ENSMUSG00000022051.15	329.143462	ENSMUSG00000022051.15
ENSMUSG00000022052.9	17.983804	ENSMUSG00000022052.9
ENSMUSG00000022053.13	0.06839	ENSMUSG00000022053.13
ENSMUSG00000022054.11	0.031384	ENSMUSG00000022054.11
ENSMUSG00000022055.7	0.015462	ENSMUSG00000022055.7
ENSMUSG00000022056.9	0	ENSMUSG00000022056.9
ENSMUSG00000022057.8	0.022075	ENSMUSG00000022057.8
ENSMUSG00000022061.8	0	ENSMUSG00000022061.8
ENSMUSG00000022064.10	3.639858	ENSMUSG00000022064.10
ENSMUSG00000022070.7	1.054775	ENSMUSG00000022070.7
ENSMUSG00000022074.6	1.700043	ENSMUSG00000022074.6
ENSMUSG00000022075.7	0.729299	ENSMUSG00000022075.7
ENSMUSG00000022076.10	0	ENSMUSG00000022076.10
ENSMUSG00000022085.4	0	ENSMUSG00000022085.4
ENSMUSG00000022089.9	11.260756	ENSMUSG00000022089.9
ENSMUSG00000022090.10	85.130291	ENSMUSG00000022090.10
ENSMUSG00000022091.6	11.774976	ENSMUSG00000022091.6
ENSMUSG00000022092.11	3.459938	ENSMUSG00000022092.11
ENSMUSG00000022094.15	7.036985	ENSMUSG00000022094.15
ENSMUSG00000022095.9	2.932142	ENSMUSG00000022095.9
ENSMUSG00000022096.14	0.411276	ENSMUSG00000022096.14
ENSMUSG00000022097.4	0	ENSMUSG00000022097.4
ENSMUSG00000022098.10	6.055218	ENSMUSG00000022098.10
ENSMUSG00000022099.17	0.596655	ENSMUSG00000022099.17
ENSMUSG00000022100.14	6.203751	ENSMUSG00000022100.14
ENSMUSG00000022101.6	0	ENSMUSG00000022101.6
ENSMUSG00000022102.13	2.01684	ENSMUSG00000022102.13
ENSMUSG00000022103.10	0.263303	ENSMUSG00000022103.10
ENSMUSG00000022105.6	5.107117	ENSMUSG00000022105.6
ENSMUSG00000022106.14	37.04457	ENSMUSG00000022106.14
ENSMUSG00000022108.8	241.852247	ENSMUSG00000022108.8
ENSMUSG00000022109.6	12.785795	ENSMUSG00000022109.6
ENSMUSG00000022110.13	23.589718	ENSMUSG00000022110.13
ENSMUSG00000022111.9	35.6562	ENSMUSG00000022111.9
ENSMUSG00000022112.14	0	ENSMUSG00000022112.14
ENSMUSG00000022113.6	0	ENSMUSG00000022113.6
ENSMUSG00000022114.5	1.46674	ENSMUSG00000022114.5
ENSMUSG00000022119.15	2.873997	ENSMUSG00000022119.15
ENSMUSG00000022120.4	0.59706	ENSMUSG00000022120.4
ENSMUSG00000022122.15	4.414754	ENSMUSG00000022122.15
ENSMUSG00000022123.9	0.94595	ENSMUSG00000022123.9
ENSMUSG00000022124.15	6.734564	ENSMUSG00000022124.15
ENSMUSG00000022125.7	12.367134	ENSMUSG00000022125.7
ENSMUSG00000022126.6	0.193723	ENSMUSG00000022126.6
ENSMUSG00000022129.4	0.08386	ENSMUSG00000022129.4
ENSMUSG00000022130.10	14.959149	ENSMUSG00000022130.10
ENSMUSG00000022131.3	12.355664	ENSMUSG00000022131.3
ENSMUSG00000022132.15	1.378798	ENSMUSG00000022132.15
ENSMUSG00000022136.8	19.870821	ENSMUSG00000022136.8
ENSMUSG00000022139.17	30.933312	ENSMUSG00000022139.17
ENSMUSG00000022141.7	1.670142	ENSMUSG00000022141.7
ENSMUSG00000022142.8	1.671306	ENSMUSG00000022142.8
ENSMUSG00000022144.4	0.028269	ENSMUSG00000022144.4
ENSMUSG00000022146.12	0.63106	ENSMUSG00000022146.12
ENSMUSG00000022148.16	28.650188	ENSMUSG00000022148.16
ENSMUSG00000022149.17	1.606005	ENSMUSG00000022149.17
ENSMUSG00000022150.16	19.637407	ENSMUSG00000022150.16
ENSMUSG00000022151.16	9.872723	ENSMUSG00000022151.16
ENSMUSG00000022155.9	0	ENSMUSG00000022155.9
ENSMUSG00000022156.8	149.635946	ENSMUSG00000022156.8
ENSMUSG00000022157.8	0.865944	ENSMUSG00000022157.8
ENSMUSG00000022159.16	9.745701	ENSMUSG00000022159.16
ENSMUSG00000022160.18	16.199187	ENSMUSG00000022160.18
ENSMUSG00000022174.8	104.806309	ENSMUSG00000022174.8
ENSMUSG00000022175.9	31.598923	ENSMUSG00000022175.9
ENSMUSG00000022176.11	0.059218	ENSMUSG00000022176.11
ENSMUSG00000022177.9	35.648118	ENSMUSG00000022177.9
ENSMUSG00000022178.11	4.528243	ENSMUSG00000022178.11
ENSMUSG00000022179.5	7.990927	ENSMUSG00000022179.5
ENSMUSG00000022180.7	4.065992	ENSMUSG00000022180.7
ENSMUSG00000022181.16	0.211922	ENSMUSG00000022181.16
ENSMUSG00000022184.8	3.304555	ENSMUSG00000022184.8
ENSMUSG00000022185.19	16.870416	ENSMUSG00000022185.19
ENSMUSG00000022186.14	14.626387	ENSMUSG00000022186.14
ENSMUSG00000022191.16	6.673942	ENSMUSG00000022191.16
ENSMUSG00000022193.7	99.618502	ENSMUSG00000022193.7
ENSMUSG00000022194.15	63.966656	ENSMUSG00000022194.15
ENSMUSG00000022195.7	2.606756	ENSMUSG00000022195.7
ENSMUSG00000022197.16	0.491858	ENSMUSG00000022197.16
ENSMUSG00000022199.12	2.136592	ENSMUSG00000022199.12
ENSMUSG00000022200.8	14.923953	ENSMUSG00000022200.8
ENSMUSG00000022201.16	12.965932	ENSMUSG00000022201.16
ENSMUSG00000022203.7	8.443135	ENSMUSG00000022203.7
ENSMUSG00000022204.9	82.267759	ENSMUSG00000022204.9
ENSMUSG00000022205.15	184.938432	ENSMUSG00000022205.15
ENSMUSG00000022206.7	0.434271	ENSMUSG00000022206.7
ENSMUSG00000022208.12	0.008202	ENSMUSG00000022208.12
ENSMUSG00000022209.12	0	ENSMUSG00000022209.12
ENSMUSG00000022210.7	14.806758	ENSMUSG00000022210.7
ENSMUSG00000022211.9	0.108857	ENSMUSG00000022211.9
ENSMUSG00000022212.15	0	ENSMUSG00000022212.15
ENSMUSG00000022214.15	76.035489	ENSMUSG00000022214.15
ENSMUSG00000022215.6	0	ENSMUSG00000022215.6
ENSMUSG00000022216.17	147.41172	ENSMUSG00000022216.17
ENSMUSG00000022217.14	27.843343	ENSMUSG00000022217.14
ENSMUSG00000022218.16	21.097751	ENSMUSG00000022218.16
ENSMUSG00000022219.10	6.409475	ENSMUSG00000022219.10
ENSMUSG00000022220.14	0.461477	ENSMUSG00000022220.14
ENSMUSG00000022221.14	6.44242	ENSMUSG00000022221.14
