abundance	gene
ENSMUSG00000000275.16	9.845003	ENSMUSG00000000275.16
ENSMUSG00000000276.11	1.412234	ENSMUSG00000000276.11
ENSMUSG00000000278.10	74.816913	ENSMUSG00000000278.10
ENSMUSG00000000282.12	4.274193	ENSMUSG00000000282.12
ENSMUSG00000000290.13	1.98627	ENSMUSG00000000290.13
ENSMUSG00000000295.13	6.388808	ENSMUSG00000000295.13
ENSMUSG00000000296.8	1.129767	ENSMUSG00000000296.8
ENSMUSG00000000301.16	6.054121	ENSMUSG00000000301.16
ENSMUSG00000000303.12	13.516102	ENSMUSG00000000303.12
ENSMUSG00000000305.12	0.206623	ENSMUSG00000000305.12
ENSMUSG00000000308.14	3.915768	ENSMUSG00000000308.14
ENSMUSG00000000317.11	0.367051	ENSMUSG00000000317.11
ENSMUSG00000000318.16	0.376258	ENSMUSG00000000318.16
ENSMUSG00000000320.10	0.445919	ENSMUSG00000000320.10
ENSMUSG00000000325.16	23.121571	ENSMUSG00000000325.16
ENSMUSG00000000326.13	21.645527	ENSMUSG00000000326.13
ENSMUSG00000000339.14	11.327647	ENSMUSG00000000339.14
ENSMUSG00000000340.10	4.356979	ENSMUSG00000000340.10
ENSMUSG00000000346.9	47.872693	ENSMUSG00000000346.9
ENSMUSG00000000355.13	27.285602	ENSMUSG00000000355.13
ENSMUSG00000000359.3	1.237939	ENSMUSG00000000359.3
ENSMUSG00000000365.9	1.16579	ENSMUSG00000000365.9
ENSMUSG00000000374.8	6.450308	ENSMUSG00000000374.8
ENSMUSG00000000378.15	26.493947	ENSMUSG00000000378.15
ENSMUSG00000000381.10	0	ENSMUSG00000000381.10
ENSMUSG00000000384.15	12.672486	ENSMUSG00000000384.15
ENSMUSG00000000385.8	30.309375	ENSMUSG00000000385.8
ENSMUSG00000000392.17	0	ENSMUSG00000000392.17
ENSMUSG00000000394.15	0	ENSMUSG00000000394.15
ENSMUSG00000000399.10	40.017426	ENSMUSG00000000399.10
ENSMUSG00000000402.2	0.284549	ENSMUSG00000000402.2
ENSMUSG00000000409.14	1.096203	ENSMUSG00000000409.14
ENSMUSG00000000411.7	0.048248	ENSMUSG00000000411.7
ENSMUSG00000000416.16	0.087598	ENSMUSG00000000416.16
ENSMUSG00000000420.15	21.532329	ENSMUSG00000000420.15
ENSMUSG00000000435.1	0	ENSMUSG00000000435.1
ENSMUSG00000000439.9	3.508486	ENSMUSG00000000439.9
ENSMUSG00000000440.12	57.524883	ENSMUSG00000000440.12
ENSMUSG00000000441.17	67.288177	ENSMUSG00000000441.17
ENSMUSG00000000486.13	2.75978	ENSMUSG00000000486.13
ENSMUSG00000000489.7	3.876106	ENSMUSG00000000489.7
ENSMUSG00000000530.16	22.765536	ENSMUSG00000000530.16
ENSMUSG00000000531.5	3.011369	ENSMUSG00000000531.5
ENSMUSG00000000532.11	3.740595	ENSMUSG00000000532.11
ENSMUSG00000000538.18	3.477986	ENSMUSG00000000538.18
ENSMUSG00000000544.14	0.163464	ENSMUSG00000000544.14
ENSMUSG00000000552.10	1.71807	ENSMUSG00000000552.10
ENSMUSG00000000555.8	17.557684	ENSMUSG00000000555.8
ENSMUSG00000000560.9	0.101121	ENSMUSG00000000560.9
ENSMUSG00000000561.14	15.094516	ENSMUSG00000000561.14
ENSMUSG00000000562.5	0.029063	ENSMUSG00000000562.5
ENSMUSG00000000563.17	228.169316	ENSMUSG00000000563.17
ENSMUSG00000000567.5	0.377619	ENSMUSG00000000567.5
ENSMUSG00000000568.15	93.171268	ENSMUSG00000000568.15
ENSMUSG00000000579.14	0.343701	ENSMUSG00000000579.14
ENSMUSG00000000581.8	20.694824	ENSMUSG00000000581.8
ENSMUSG00000000594.7	84.96006	ENSMUSG00000000594.7
ENSMUSG00000000600.15	6.213321	ENSMUSG00000000600.15
ENSMUSG00000000605.9	5.922435	ENSMUSG00000000605.9
ENSMUSG00000000606.18	0.006489	ENSMUSG00000000606.18
ENSMUSG00000000617.14	0	ENSMUSG00000000617.14
ENSMUSG00000000627.15	0.038905	ENSMUSG00000000627.15
ENSMUSG00000000628.10	16.996671	ENSMUSG00000000628.10
ENSMUSG00000000631.20	40.839914	ENSMUSG00000000631.20
ENSMUSG00000000632.13	0.031334	ENSMUSG00000000632.13
ENSMUSG00000000673.9	11.970991	ENSMUSG00000000673.9
ENSMUSG00000000682.7	6.194456	ENSMUSG00000000682.7
ENSMUSG00000000686.11	0.422602	ENSMUSG00000000686.11
ENSMUSG00000000690.5	0.440823	ENSMUSG00000000690.5
ENSMUSG00000000693.10	0.735677	ENSMUSG00000000693.10
ENSMUSG00000000701.8	0.034964	ENSMUSG00000000701.8
ENSMUSG00000000706.16	0.493901	ENSMUSG00000000706.16
ENSMUSG00000000708.14	11.079736	ENSMUSG00000000708.14
ENSMUSG00000000711.3	21.529596	ENSMUSG00000000711.3
ENSMUSG00000000724.10	0	ENSMUSG00000000724.10
ENSMUSG00000000730.13	1.736904	ENSMUSG00000000730.13
ENSMUSG00000000731.15	0	ENSMUSG00000000731.15
ENSMUSG00000000732.9	0.637301	ENSMUSG00000000732.9
ENSMUSG00000000738.18	31.429744	ENSMUSG00000000738.18
ENSMUSG00000000739.14	0.647995	ENSMUSG00000000739.14
ENSMUSG00000000740.12	185.977243	ENSMUSG00000000740.12
ENSMUSG00000000743.9	71.447662	ENSMUSG00000000743.9
ENSMUSG00000000751.13	8.899318	ENSMUSG00000000751.13
ENSMUSG00000000753.15	9.350288	ENSMUSG00000000753.15
ENSMUSG00000000759.14	9.676565	ENSMUSG00000000759.14
ENSMUSG00000000766.18	1.383892	ENSMUSG00000000766.18
ENSMUSG00000000776.13	14.944285	ENSMUSG00000000776.13
ENSMUSG00000000782.16	0.965627	ENSMUSG00000000782.16
ENSMUSG00000000787.12	44.221685	ENSMUSG00000000787.12
ENSMUSG00000000791.9	0.132699	ENSMUSG00000000791.9
ENSMUSG00000000792.2	1.763949	ENSMUSG00000000792.2
ENSMUSG00000000794.9	0.138776	ENSMUSG00000000794.9
ENSMUSG00000000804.14	8.38012	ENSMUSG00000000804.14
ENSMUSG00000000805.18	265.916568	ENSMUSG00000000805.18
ENSMUSG00000000811.13	1.038323	ENSMUSG00000000811.13
ENSMUSG00000000817.10	1.346273	ENSMUSG00000000817.10
ENSMUSG00000000823.16	4.292747	ENSMUSG00000000823.16
ENSMUSG00000000826.16	13.823287	ENSMUSG00000000826.16
ENSMUSG00000000827.18	44.999121	ENSMUSG00000000827.18
ENSMUSG00000000838.17	10.157986	ENSMUSG00000000838.17
ENSMUSG00000000861.15	0.118241	ENSMUSG00000000861.15
ENSMUSG00000000869.12	0	ENSMUSG00000000869.12
ENSMUSG00000000876.11	12.8746	ENSMUSG00000000876.11
ENSMUSG00000000881.12	20.550252	ENSMUSG00000000881.12
ENSMUSG00000000884.17	3.692766	ENSMUSG00000000884.17
ENSMUSG00000000889.8	0.0108	ENSMUSG00000000889.8
ENSMUSG00000000901.17	34.259384	ENSMUSG00000000901.17
ENSMUSG00000000902.13	32.943478	ENSMUSG00000000902.13
ENSMUSG00000000903.3	0.198444	ENSMUSG00000000903.3
ENSMUSG00000000915.15	13.317566	ENSMUSG00000000915.15
ENSMUSG00000000916.15	4.684521	ENSMUSG00000000916.15
ENSMUSG00000000934.9	8.566834	ENSMUSG00000000934.9
ENSMUSG00000000938.11	27.301569	ENSMUSG00000000938.11
ENSMUSG00000000942.10	0.055476	ENSMUSG00000000942.10
ENSMUSG00000000948.16	2.797013	ENSMUSG00000000948.16
ENSMUSG00000000957.11	21.872696	ENSMUSG00000000957.11
ENSMUSG00000000958.10	19.661462	ENSMUSG00000000958.10
ENSMUSG00000000959.7	21.403988	ENSMUSG00000000959.7
ENSMUSG00000000976.13	1.307644	ENSMUSG00000000976.13
ENSMUSG00000000982.5	0.721615	ENSMUSG00000000982.5
ENSMUSG00000000983.13	0.09144	ENSMUSG00000000983.13
ENSMUSG00000001014.6	1.487605	ENSMUSG00000001014.6
ENSMUSG00000001016.12	24.656333	ENSMUSG00000001016.12
ENSMUSG00000001017.15	33.177605	ENSMUSG00000001017.15
ENSMUSG00000001018.15	21.962902	ENSMUSG00000001018.15
ENSMUSG00000001020.8	11.187261	ENSMUSG00000001020.8
ENSMUSG00000001021.13	0.37603	ENSMUSG00000001021.13
ENSMUSG00000001023.10	3.594173	ENSMUSG00000001023.10
ENSMUSG00000001025.8	1710.961501	ENSMUSG00000001025.8
ENSMUSG00000001027.7	0.039174	ENSMUSG00000001027.7
ENSMUSG00000001029.15	5.174663	ENSMUSG00000001029.15
ENSMUSG00000001034.17	5.14084	ENSMUSG00000001034.17
ENSMUSG00000001036.17	5.850685	ENSMUSG00000001036.17
ENSMUSG00000001039.12	14.987222	ENSMUSG00000001039.12
ENSMUSG00000001052.15	29.120172	ENSMUSG00000001052.15
ENSMUSG00000001053.15	4.075554	ENSMUSG00000001053.15
ENSMUSG00000001054.9	16.97748	ENSMUSG00000001054.9
ENSMUSG00000001056.3	45.364226	ENSMUSG00000001056.3
ENSMUSG00000001062.18	5.140237	ENSMUSG00000001062.18
ENSMUSG00000001065.15	8.654292	ENSMUSG00000001065.15
ENSMUSG00000001076.7	0.142124	ENSMUSG00000001076.7
ENSMUSG00000001082.12	154.460462	ENSMUSG00000001082.12
ENSMUSG00000001089.14	4.76107	ENSMUSG00000001089.14
ENSMUSG00000001095.5	0.252971	ENSMUSG00000001095.5
ENSMUSG00000001098.15	50.585397	ENSMUSG00000001098.15
ENSMUSG00000001100.10	21.340203	ENSMUSG00000001100.10
ENSMUSG00000001103.7	0	ENSMUSG00000001103.7
ENSMUSG00000001105.15	78.728146	ENSMUSG00000001105.15
ENSMUSG00000001119.7	2.331518	ENSMUSG00000001119.7
ENSMUSG00000001120.15	4.154371	ENSMUSG00000001120.15
ENSMUSG00000001123.15	255.945341	ENSMUSG00000001123.15
ENSMUSG00000001127.12	21.617458	ENSMUSG00000001127.12
ENSMUSG00000001128.7	0.53796	ENSMUSG00000001128.7
ENSMUSG00000001131.11	7.921459	ENSMUSG00000001131.11
ENSMUSG00000001134.9	12.524181	ENSMUSG00000001134.9
ENSMUSG00000001138.13	4.149789	ENSMUSG00000001138.13
ENSMUSG00000001143.13	12.088166	ENSMUSG00000001143.13
ENSMUSG00000001150.7	13.14641	ENSMUSG00000001150.7
ENSMUSG00000001151.10	2.558924	ENSMUSG00000001151.10
ENSMUSG00000001155.13	2.72697	ENSMUSG00000001155.13
ENSMUSG00000001156.9	5.274629	ENSMUSG00000001156.9
ENSMUSG00000001157.13	6.321656	ENSMUSG00000001157.13
ENSMUSG00000001158.13	25.976683	ENSMUSG00000001158.13
ENSMUSG00000001166.17	5.181304	ENSMUSG00000001166.17
ENSMUSG00000001168.16	0	ENSMUSG00000001168.16
ENSMUSG00000001173.15	2.42346	ENSMUSG00000001173.15
ENSMUSG00000001175.15	279.275273	ENSMUSG00000001175.15
ENSMUSG00000001211.15	34.502609	ENSMUSG00000001211.15
ENSMUSG00000001225.12	0.037415	ENSMUSG00000001225.12
ENSMUSG00000001227.12	0.326679	ENSMUSG00000001227.12
ENSMUSG00000001228.14	4.673137	ENSMUSG00000001228.14
ENSMUSG00000001229.9	4.316331	ENSMUSG00000001229.9
ENSMUSG00000001240.13	22.860646	ENSMUSG00000001240.13
ENSMUSG00000001247.16	15.730486	ENSMUSG00000001247.16
ENSMUSG00000001248.15	30.501678	ENSMUSG00000001248.15
ENSMUSG00000001249.14	45.361181	ENSMUSG00000001249.14
ENSMUSG00000001260.10	0	ENSMUSG00000001260.10
ENSMUSG00000001270.9	52.609292	ENSMUSG00000001270.9
ENSMUSG00000001280.13	4.840901	ENSMUSG00000001280.13
ENSMUSG00000001281.10	2.717756	ENSMUSG00000001281.10
ENSMUSG00000001285.12	20.585591	ENSMUSG00000001285.12
ENSMUSG00000001288.15	3.382016	ENSMUSG00000001288.15
ENSMUSG00000001289.12	499.786841	ENSMUSG00000001289.12
ENSMUSG00000001300.16	3.537625	ENSMUSG00000001300.16
ENSMUSG00000001305.5	7.958009	ENSMUSG00000001305.5
ENSMUSG00000001313.12	64.91594	ENSMUSG00000001313.12
ENSMUSG00000001323.17	11.169314	ENSMUSG00000001323.17
ENSMUSG00000001333.9	1.389809	ENSMUSG00000001333.9
ENSMUSG00000001334.9	1.691749	ENSMUSG00000001334.9
ENSMUSG00000001348.15	11.627453	ENSMUSG00000001348.15
ENSMUSG00000001349.5	0.60965	ENSMUSG00000001349.5
ENSMUSG00000001366.14	23.188588	ENSMUSG00000001366.14
ENSMUSG00000001376.17	9.111932	ENSMUSG00000001376.17
ENSMUSG00000001380.7	26.379591	ENSMUSG00000001380.7
ENSMUSG00000001383.9	39.517992	ENSMUSG00000001383.9
ENSMUSG00000001403.13	21.453927	ENSMUSG00000001403.13
ENSMUSG00000001415.10	12.794233	ENSMUSG00000001415.10
ENSMUSG00000001416.13	199.738167	ENSMUSG00000001416.13
ENSMUSG00000001418.13	299.843612	ENSMUSG00000001418.13
ENSMUSG00000001419.17	22.87425	ENSMUSG00000001419.17
ENSMUSG00000001420.13	4.224491	ENSMUSG00000001420.13
ENSMUSG00000001424.14	214.143416	ENSMUSG00000001424.14
ENSMUSG00000001435.15	9.247973	ENSMUSG00000001435.15
ENSMUSG00000001436.15	3.609996	ENSMUSG00000001436.15
ENSMUSG00000001440.5	35.273178	ENSMUSG00000001440.5
ENSMUSG00000001441.13	31.055257	ENSMUSG00000001441.13
ENSMUSG00000001444.2	0.044434	ENSMUSG00000001444.2
ENSMUSG00000001445.10	21.474527	ENSMUSG00000001445.10
ENSMUSG00000001467.5	10.734764	ENSMUSG00000001467.5
ENSMUSG00000001472.17	1175.850643	ENSMUSG00000001472.17
ENSMUSG00000001473.7	13.614317	ENSMUSG00000001473.7
ENSMUSG00000001482.15	7.414115	ENSMUSG00000001482.15
ENSMUSG00000001493.9	0.125678	ENSMUSG00000001493.9
ENSMUSG00000001494.6	0	ENSMUSG00000001494.6
ENSMUSG00000001496.15	0	ENSMUSG00000001496.15
ENSMUSG00000001497.18	0.071428	ENSMUSG00000001497.18
ENSMUSG00000001504.10	1.892988	ENSMUSG00000001504.10
ENSMUSG00000001506.10	156.710979	ENSMUSG00000001506.10
ENSMUSG00000001507.16	17.070938	ENSMUSG00000001507.16
ENSMUSG00000001508.15	0.067449	ENSMUSG00000001508.15
ENSMUSG00000001510.8	8.817948	ENSMUSG00000001510.8
ENSMUSG00000001517.14	1.790419	ENSMUSG00000001517.14
ENSMUSG00000001518.12	19.525885	ENSMUSG00000001518.12
ENSMUSG00000001520.12	0.217753	ENSMUSG00000001520.12
ENSMUSG00000001521.12	1.759948	ENSMUSG00000001521.12
ENSMUSG00000001524.14	31.242173	ENSMUSG00000001524.14
ENSMUSG00000001525.10	117.23811	ENSMUSG00000001525.10
ENSMUSG00000001542.7	7.992089	ENSMUSG00000001542.7
ENSMUSG00000001552.14	129.177684	ENSMUSG00000001552.14
ENSMUSG00000001555.10	17.573433	ENSMUSG00000001555.10
ENSMUSG00000001558.5	0.114822	ENSMUSG00000001558.5
ENSMUSG00000001566.9	0.042179	ENSMUSG00000001566.9
ENSMUSG00000001569.10	9.432646	ENSMUSG00000001569.10
ENSMUSG00000001576.15	25.346845	ENSMUSG00000001576.15
ENSMUSG00000001583.13	1.237254	ENSMUSG00000001583.13
ENSMUSG00000001588.12	0.646018	ENSMUSG00000001588.12
ENSMUSG00000001604.14	5.036033	ENSMUSG00000001604.14
ENSMUSG00000001622.15	0.234638	ENSMUSG00000001622.15
ENSMUSG00000001627.12	134.361841	ENSMUSG00000001627.12
ENSMUSG00000001630.13	3.779052	ENSMUSG00000001630.13
ENSMUSG00000001632.16	5.282761	ENSMUSG00000001632.16
ENSMUSG00000001642.18	23.046583	ENSMUSG00000001642.18
ENSMUSG00000001655.6	0.348563	ENSMUSG00000001655.6
ENSMUSG00000001656.3	0.014036	ENSMUSG00000001656.3
ENSMUSG00000001657.7	0.862696	ENSMUSG00000001657.7
ENSMUSG00000001661.5	0.448138	ENSMUSG00000001661.5
ENSMUSG00000001663.10	8.794017	ENSMUSG00000001663.10
ENSMUSG00000001665.11	5.548291	ENSMUSG00000001665.11
ENSMUSG00000001666.8	39.377731	ENSMUSG00000001666.8
ENSMUSG00000001670.13	0	ENSMUSG00000001670.13
ENSMUSG00000001672.14	2.461919	ENSMUSG00000001672.14
ENSMUSG00000001674.11	25.654168	ENSMUSG00000001674.11
ENSMUSG00000001687.15	24.348189	ENSMUSG00000001687.15
ENSMUSG00000001700.10	8.89561	ENSMUSG00000001700.10
ENSMUSG00000001707.8	8.427525	ENSMUSG00000001707.8
ENSMUSG00000001729.14	137.495814	ENSMUSG00000001729.14
ENSMUSG00000001739.14	2.097237	ENSMUSG00000001739.14
ENSMUSG00000001741.12	0.200271	ENSMUSG00000001741.12
ENSMUSG00000001750.16	18.962651	ENSMUSG00000001750.16
ENSMUSG00000001751.9	8.631365	ENSMUSG00000001751.9
ENSMUSG00000001755.12	7.850874	ENSMUSG00000001755.12
ENSMUSG00000001761.7	2.783091	ENSMUSG00000001761.7
ENSMUSG00000001763.14	7.369942	ENSMUSG00000001763.14
ENSMUSG00000001767.5	12.022096	ENSMUSG00000001767.5
ENSMUSG00000001768.16	3.987603	ENSMUSG00000001768.16
ENSMUSG00000001773.14	0	ENSMUSG00000001773.14
ENSMUSG00000001774.8	17.12139	ENSMUSG00000001774.8
ENSMUSG00000001783.3	28.17848	ENSMUSG00000001783.3
ENSMUSG00000001785.13	5.008999	ENSMUSG00000001785.13
ENSMUSG00000001786.14	9.496245	ENSMUSG00000001786.14
ENSMUSG00000001794.13	190.938985	ENSMUSG00000001794.13
ENSMUSG00000001802.16	0.370196	ENSMUSG00000001802.16
ENSMUSG00000001804.9	0.023108	ENSMUSG00000001804.9
ENSMUSG00000001815.15	0	ENSMUSG00000001815.15
ENSMUSG00000001819.4	0.133599	ENSMUSG00000001819.4
ENSMUSG00000001823.5	0	ENSMUSG00000001823.5
ENSMUSG00000001827.12	237.915168	ENSMUSG00000001827.12
ENSMUSG00000001829.17	10.679945	ENSMUSG00000001829.17
ENSMUSG00000001833.17	37.769314	ENSMUSG00000001833.17
ENSMUSG00000001844.10	10.62343	ENSMUSG00000001844.10
ENSMUSG00000001847.14	168.186448	ENSMUSG00000001847.14
ENSMUSG00000001855.15	16.915055	ENSMUSG00000001855.15
ENSMUSG00000001864.13	375.029586	ENSMUSG00000001864.13
ENSMUSG00000001865.2	0.082906	ENSMUSG00000001865.2
ENSMUSG00000001870.16	13.341772	ENSMUSG00000001870.16
ENSMUSG00000001891.16	110.889878	ENSMUSG00000001891.16
ENSMUSG00000001901.15	0.295047	ENSMUSG00000001901.15
ENSMUSG00000001909.16	31.024116	ENSMUSG00000001909.16
ENSMUSG00000001910.5	5.179041	ENSMUSG00000001910.5
ENSMUSG00000001911.16	2.973609	ENSMUSG00000001911.16
ENSMUSG00000001918.17	17.187561	ENSMUSG00000001918.17
ENSMUSG00000001924.15	48.951733	ENSMUSG00000001924.15
ENSMUSG00000001930.17	4.213018	ENSMUSG00000001930.17
ENSMUSG00000001942.8	8.68016	ENSMUSG00000001942.8
ENSMUSG00000001943.8	4.712954	ENSMUSG00000001943.8
ENSMUSG00000001946.14	378.628977	ENSMUSG00000001946.14
ENSMUSG00000001948.10	5.223558	ENSMUSG00000001948.10
ENSMUSG00000001962.8	22.241444	ENSMUSG00000001962.8
ENSMUSG00000001964.14	21.836506	ENSMUSG00000001964.14
ENSMUSG00000001983.7	3.553097	ENSMUSG00000001983.7
ENSMUSG00000001985.9	0.065774	ENSMUSG00000001985.9
ENSMUSG00000001986.16	0.188743	ENSMUSG00000001986.16
ENSMUSG00000001988.9	0	ENSMUSG00000001988.9
ENSMUSG00000001995.9	4.875214	ENSMUSG00000001995.9
ENSMUSG00000001998.15	0.929778	ENSMUSG00000001998.15
ENSMUSG00000001999.15	18.401219	ENSMUSG00000001999.15
ENSMUSG00000002006.12	0.227261	ENSMUSG00000002006.12
ENSMUSG00000002007.5	0.365701	ENSMUSG00000002007.5
ENSMUSG00000002010.17	57.609143	ENSMUSG00000002010.17
ENSMUSG00000002012.13	1.140535	ENSMUSG00000002012.13
ENSMUSG00000002014.12	200.068362	ENSMUSG00000002014.12
ENSMUSG00000002015.5	164.07615	ENSMUSG00000002015.5
ENSMUSG00000002017.10	10.512969	ENSMUSG00000002017.10
ENSMUSG00000002020.15	1.595011	ENSMUSG00000002020.15
ENSMUSG00000002028.13	0.721051	ENSMUSG00000002028.13
ENSMUSG00000002031.13	109.143073	ENSMUSG00000002031.13
ENSMUSG00000002032.17	0.43246	ENSMUSG00000002032.17
ENSMUSG00000002033.14	0.105479	ENSMUSG00000002033.14
ENSMUSG00000002043.17	33.252896	ENSMUSG00000002043.17
ENSMUSG00000002052.6	8.996591	ENSMUSG00000002052.6
ENSMUSG00000002055.9	9.149044	ENSMUSG00000002055.9
ENSMUSG00000002057.4	0.142603	ENSMUSG00000002057.4
ENSMUSG00000002058.13	27.280814	ENSMUSG00000002058.13
ENSMUSG00000002059.18	15.198091	ENSMUSG00000002059.18
ENSMUSG00000002064.10	109.415148	ENSMUSG00000002064.10
ENSMUSG00000002068.16	4.885646	ENSMUSG00000002068.16
ENSMUSG00000002076.12	3.663455	ENSMUSG00000002076.12
ENSMUSG00000002083.13	3.667405	ENSMUSG00000002083.13
ENSMUSG00000002100.15	0.147245	ENSMUSG00000002100.15
ENSMUSG00000002102.15	116.166809	ENSMUSG00000002102.15
ENSMUSG00000002103.16	6.558571	ENSMUSG00000002103.16
ENSMUSG00000002104.11	0.110728	ENSMUSG00000002104.11
ENSMUSG00000002105.15	22.085526	ENSMUSG00000002105.15
ENSMUSG00000002107.18	1.057544	ENSMUSG00000002107.18
ENSMUSG00000002108.10	9.520074	ENSMUSG00000002108.10
ENSMUSG00000002109.14	1.988297	ENSMUSG00000002109.14
ENSMUSG00000002111.8	1.582192	ENSMUSG00000002111.8
ENSMUSG00000002129.11	7.90914	ENSMUSG00000002129.11
ENSMUSG00000002147.18	20.677313	ENSMUSG00000002147.18
ENSMUSG00000002190.13	0.048673	ENSMUSG00000002190.13
ENSMUSG00000002204.9	8.605724	ENSMUSG00000002204.9
ENSMUSG00000002205.16	18.236121	ENSMUSG00000002205.16
ENSMUSG00000002210.11	11.00477	ENSMUSG00000002210.11
ENSMUSG00000002221.11	7.224982	ENSMUSG00000002221.11
ENSMUSG00000002222.14	5.433882	ENSMUSG00000002222.14
ENSMUSG00000002227.15	12.87325	ENSMUSG00000002227.15
ENSMUSG00000002228.7	1.377692	ENSMUSG00000002228.7
ENSMUSG00000002233.13	166.10001	ENSMUSG00000002233.13
ENSMUSG00000002240.12	0	ENSMUSG00000002240.12
ENSMUSG00000002249.21	17.797087	ENSMUSG00000002249.21
ENSMUSG00000002250.16	6.452539	ENSMUSG00000002250.16
ENSMUSG00000002257.8	1.359526	ENSMUSG00000002257.8
ENSMUSG00000002265.17	35.32288	ENSMUSG00000002265.17
ENSMUSG00000002266.17	5.331588	ENSMUSG00000002266.17
ENSMUSG00000002274.13	2.009197	ENSMUSG00000002274.13
ENSMUSG00000002279.19	13.084241	ENSMUSG00000002279.19
ENSMUSG00000002280.11	7.051983	ENSMUSG00000002280.11
ENSMUSG00000002289.16	2.830665	ENSMUSG00000002289.16
ENSMUSG00000002297.16	7.782178	ENSMUSG00000002297.16
ENSMUSG00000002307.16	33.328521	ENSMUSG00000002307.16
ENSMUSG00000002308.16	70.167471	ENSMUSG00000002308.16
ENSMUSG00000002319.16	99.845891	ENSMUSG00000002319.16
ENSMUSG00000002320.15	27.906124	ENSMUSG00000002320.15
ENSMUSG00000002324.8	14.838913	ENSMUSG00000002324.8
ENSMUSG00000002325.15	14.574707	ENSMUSG00000002325.15
ENSMUSG00000002326.6	11.386963	ENSMUSG00000002326.6
ENSMUSG00000002329.7	12.580638	ENSMUSG00000002329.7
ENSMUSG00000002332.16	28.474347	ENSMUSG00000002332.16
ENSMUSG00000002341.8	0.007167	ENSMUSG00000002341.8
ENSMUSG00000002342.17	30.693558	ENSMUSG00000002342.17
ENSMUSG00000002343.11	5.752376	ENSMUSG00000002343.11
ENSMUSG00000002345.18	20.077655	ENSMUSG00000002345.18
ENSMUSG00000002346.16	0.683587	ENSMUSG00000002346.16
ENSMUSG00000002365.10	34.066114	ENSMUSG00000002365.10
ENSMUSG00000002372.9	15.795197	ENSMUSG00000002372.9
ENSMUSG00000002379.7	205.202523	ENSMUSG00000002379.7
ENSMUSG00000002384.2	1.040051	ENSMUSG00000002384.2
ENSMUSG00000002393.14	118.810023	ENSMUSG00000002393.14
ENSMUSG00000002395.14	56.455176	ENSMUSG00000002395.14
ENSMUSG00000002396.8	4.69887	ENSMUSG00000002396.8
ENSMUSG00000002409.18	3.460707	ENSMUSG00000002409.18
