abundance	gene
ENSMUSG00000028364.15	1.183907	ENSMUSG00000028364.15
ENSMUSG00000028367.5	203.307671	ENSMUSG00000028367.5
ENSMUSG00000028369.15	1.952122	ENSMUSG00000028369.15
ENSMUSG00000028370.7	0.225353	ENSMUSG00000028370.7
ENSMUSG00000028373.16	0.016416	ENSMUSG00000028373.16
ENSMUSG00000028378.6	6.273728	ENSMUSG00000028378.6
ENSMUSG00000028381.8	13.02469	ENSMUSG00000028381.8
ENSMUSG00000028382.15	58.324155	ENSMUSG00000028382.15
ENSMUSG00000028383.17	10.468367	ENSMUSG00000028383.17
ENSMUSG00000028385.14	4.563527	ENSMUSG00000028385.14
ENSMUSG00000028386.1	0.024726	ENSMUSG00000028386.1
ENSMUSG00000028389.12	1.055619	ENSMUSG00000028389.12
ENSMUSG00000028391.16	5.717355	ENSMUSG00000028391.16
ENSMUSG00000028392.15	1.371935	ENSMUSG00000028392.15
ENSMUSG00000028393.10	47.69085	ENSMUSG00000028393.10
ENSMUSG00000028394.9	15.192862	ENSMUSG00000028394.9
ENSMUSG00000028396.5	0	ENSMUSG00000028396.5
ENSMUSG00000028397.13	5.230182	ENSMUSG00000028397.13
ENSMUSG00000028398.8	21.23245	ENSMUSG00000028398.8
ENSMUSG00000028399.18	0.167171	ENSMUSG00000028399.18
ENSMUSG00000028402.18	3.592353	ENSMUSG00000028402.18
ENSMUSG00000028403.15	5.832401	ENSMUSG00000028403.15
ENSMUSG00000028405.9	21.199299	ENSMUSG00000028405.9
ENSMUSG00000028407.4	9.337247	ENSMUSG00000028407.4
ENSMUSG00000028409.11	36.14952	ENSMUSG00000028409.11
ENSMUSG00000028410.13	99.241372	ENSMUSG00000028410.13
ENSMUSG00000028411.15	16.720549	ENSMUSG00000028411.15
ENSMUSG00000028412.17	10.918206	ENSMUSG00000028412.17
ENSMUSG00000028413.13	34.016492	ENSMUSG00000028413.13
ENSMUSG00000028414.17	2.468707	ENSMUSG00000028414.17
ENSMUSG00000028415.4	0	ENSMUSG00000028415.4
ENSMUSG00000028416.12	60.03115	ENSMUSG00000028416.12
ENSMUSG00000028417.3	0.011736	ENSMUSG00000028417.3
ENSMUSG00000028419.5	42.963694	ENSMUSG00000028419.5
ENSMUSG00000028420.13	10.697179	ENSMUSG00000028420.13
ENSMUSG00000028423.15	24.390382	ENSMUSG00000028423.15
ENSMUSG00000028426.10	63.535404	ENSMUSG00000028426.10
ENSMUSG00000028427.13	1.500817	ENSMUSG00000028427.13
ENSMUSG00000028430.14	14.036096	ENSMUSG00000028430.14
ENSMUSG00000028431.11	13.674519	ENSMUSG00000028431.11
ENSMUSG00000028433.14	29.47378	ENSMUSG00000028433.14
ENSMUSG00000028434.12	6.184303	ENSMUSG00000028434.12
ENSMUSG00000028435.8	76.952111	ENSMUSG00000028435.8
ENSMUSG00000028436.8	26.75346	ENSMUSG00000028436.8
ENSMUSG00000028437.14	54.542475	ENSMUSG00000028437.14
ENSMUSG00000028438.16	1.17924	ENSMUSG00000028438.16
ENSMUSG00000028439.14	17.129184	ENSMUSG00000028439.14
ENSMUSG00000028441.12	1.522278	ENSMUSG00000028441.12
ENSMUSG00000028443.6	9.380139	ENSMUSG00000028443.6
ENSMUSG00000028444.17	0.533387	ENSMUSG00000028444.17
ENSMUSG00000028445.7	10.084936	ENSMUSG00000028445.7
ENSMUSG00000028447.11	41.609318	ENSMUSG00000028447.11
ENSMUSG00000028451.12	1.08053	ENSMUSG00000028451.12
ENSMUSG00000028452.7	100.527959	ENSMUSG00000028452.7
ENSMUSG00000028453.10	1.668668	ENSMUSG00000028453.10
ENSMUSG00000028454.16	7.590945	ENSMUSG00000028454.16
ENSMUSG00000028455.15	73.962	ENSMUSG00000028455.15
ENSMUSG00000028456.18	2.442553	ENSMUSG00000028456.18
ENSMUSG00000028457.18	0.300493	ENSMUSG00000028457.18
ENSMUSG00000028458.12	11.745582	ENSMUSG00000028458.12
ENSMUSG00000028459.11	0.856519	ENSMUSG00000028459.11
ENSMUSG00000028460.6	0.032631	ENSMUSG00000028460.6
ENSMUSG00000028461.12	21.901038	ENSMUSG00000028461.12
ENSMUSG00000028463.14	0.144063	ENSMUSG00000028463.14
ENSMUSG00000028464.16	254.258539	ENSMUSG00000028464.16
ENSMUSG00000028465.16	67.045477	ENSMUSG00000028465.16
ENSMUSG00000028466.15	400.523419	ENSMUSG00000028466.15
ENSMUSG00000028467.15	7.4774	ENSMUSG00000028467.15
ENSMUSG00000028468.15	14.181116	ENSMUSG00000028468.15
ENSMUSG00000028469.15	6.187726	ENSMUSG00000028469.15
ENSMUSG00000028470.10	34.416827	ENSMUSG00000028470.10
ENSMUSG00000028475.9	0.604934	ENSMUSG00000028475.9
ENSMUSG00000028476.13	0.969682	ENSMUSG00000028476.13
ENSMUSG00000028478.18	152.829883	ENSMUSG00000028478.18
ENSMUSG00000028479.18	70.742534	ENSMUSG00000028479.18
ENSMUSG00000028480.14	11.238829	ENSMUSG00000028480.14
ENSMUSG00000028483.13	5.019314	ENSMUSG00000028483.13
ENSMUSG00000028484.16	69.321677	ENSMUSG00000028484.16
ENSMUSG00000028487.18	0.362976	ENSMUSG00000028487.18
ENSMUSG00000028488.15	0.049679	ENSMUSG00000028488.15
ENSMUSG00000028492.13	0	ENSMUSG00000028492.13
ENSMUSG00000028494.12	248.319153	ENSMUSG00000028494.12
ENSMUSG00000028495.14	201.954775	ENSMUSG00000028495.14
ENSMUSG00000028496.17	12.747772	ENSMUSG00000028496.17
ENSMUSG00000028497.12	1.254484	ENSMUSG00000028497.12
ENSMUSG00000028514.15	4.211825	ENSMUSG00000028514.15
ENSMUSG00000028517.8	33.724513	ENSMUSG00000028517.8
ENSMUSG00000028518.8	0.682785	ENSMUSG00000028518.8
ENSMUSG00000028519.16	1.274249	ENSMUSG00000028519.16
ENSMUSG00000028520.12	0	ENSMUSG00000028520.12
ENSMUSG00000028521.17	4.872026	ENSMUSG00000028521.17
ENSMUSG00000028522.16	12.292731	ENSMUSG00000028522.16
ENSMUSG00000028523.14	0	ENSMUSG00000028523.14
ENSMUSG00000028524.21	0.925661	ENSMUSG00000028524.21
ENSMUSG00000028525.16	0.978302	ENSMUSG00000028525.16
ENSMUSG00000028527.18	5.927461	ENSMUSG00000028527.18
ENSMUSG00000028528.17	0.491176	ENSMUSG00000028528.17
ENSMUSG00000028530.14	27.298867	ENSMUSG00000028530.14
ENSMUSG00000028532.14	4.682641	ENSMUSG00000028532.14
ENSMUSG00000028533.10	0	ENSMUSG00000028533.10
ENSMUSG00000028536.12	16.3275	ENSMUSG00000028536.12
ENSMUSG00000028538.12	3.122102	ENSMUSG00000028538.12
ENSMUSG00000028539.14	0.298252	ENSMUSG00000028539.14
ENSMUSG00000028540.6	1.152842	ENSMUSG00000028540.6
ENSMUSG00000028541.14	1.401968	ENSMUSG00000028541.14
ENSMUSG00000028542.17	0.578203	ENSMUSG00000028542.17
ENSMUSG00000028544.14	0.217983	ENSMUSG00000028544.14
ENSMUSG00000028545.13	50.638984	ENSMUSG00000028545.13
ENSMUSG00000028546.17	0.683834	ENSMUSG00000028546.17
ENSMUSG00000028549.17	3.633277	ENSMUSG00000028549.17
ENSMUSG00000028550.15	5.46876	ENSMUSG00000028550.15
ENSMUSG00000028551.14	1.672352	ENSMUSG00000028551.14
ENSMUSG00000028552.13	70.564698	ENSMUSG00000028552.13
ENSMUSG00000028553.12	2.313389	ENSMUSG00000028553.12
ENSMUSG00000028555.15	10.318111	ENSMUSG00000028555.15
ENSMUSG00000028556.15	20.061767	ENSMUSG00000028556.15
ENSMUSG00000028557.10	29.480281	ENSMUSG00000028557.10
ENSMUSG00000028558.14	0.09579	ENSMUSG00000028558.14
ENSMUSG00000028559.17	46.219433	ENSMUSG00000028559.17
ENSMUSG00000028560.11	23.530922	ENSMUSG00000028560.11
ENSMUSG00000028563.16	35.546894	ENSMUSG00000028563.16
ENSMUSG00000028565.18	0.751745	ENSMUSG00000028565.18
ENSMUSG00000028567.8	55.393225	ENSMUSG00000028567.8
ENSMUSG00000028568.16	43.640282	ENSMUSG00000028568.16
ENSMUSG00000028571.15	0.015489	ENSMUSG00000028571.15
ENSMUSG00000028572.13	8.252696	ENSMUSG00000028572.13
ENSMUSG00000028573.18	10.531242	ENSMUSG00000028573.18
ENSMUSG00000028575.11	0	ENSMUSG00000028575.11
ENSMUSG00000028576.12	10.726872	ENSMUSG00000028576.12
ENSMUSG00000028577.13	33.757664	ENSMUSG00000028577.13
ENSMUSG00000028578.8	4.092441	ENSMUSG00000028578.8
ENSMUSG00000028580.15	11.759225	ENSMUSG00000028580.15
ENSMUSG00000028581.17	3.204922	ENSMUSG00000028581.17
ENSMUSG00000028582.14	100.649998	ENSMUSG00000028582.14
ENSMUSG00000028583.14	36.054574	ENSMUSG00000028583.14
ENSMUSG00000028584.3	0.985325	ENSMUSG00000028584.3
ENSMUSG00000028587.18	3.906771	ENSMUSG00000028587.18
ENSMUSG00000028589.2	0	ENSMUSG00000028589.2
ENSMUSG00000028591.11	56.983384	ENSMUSG00000028591.11
ENSMUSG00000028593.5	0	ENSMUSG00000028593.5
ENSMUSG00000028597.11	2.856716	ENSMUSG00000028597.11
ENSMUSG00000028599.10	12.201912	ENSMUSG00000028599.10
ENSMUSG00000028600.15	0.13473	ENSMUSG00000028600.15
ENSMUSG00000028601.18	32.242809	ENSMUSG00000028601.18
ENSMUSG00000028602.12	0.03201	ENSMUSG00000028602.12
ENSMUSG00000028603.15	54.59947	ENSMUSG00000028603.15
ENSMUSG00000028607.16	12.979473	ENSMUSG00000028607.16
ENSMUSG00000028608.15	43.37533	ENSMUSG00000028608.15
ENSMUSG00000028609.6	101.364425	ENSMUSG00000028609.6
ENSMUSG00000028610.16	0.158541	ENSMUSG00000028610.16
ENSMUSG00000028613.15	14.053701	ENSMUSG00000028613.15
ENSMUSG00000028614.14	3.678827	ENSMUSG00000028614.14
ENSMUSG00000028617.10	45.128936	ENSMUSG00000028617.10
ENSMUSG00000028618.11	187.160378	ENSMUSG00000028618.11
ENSMUSG00000028619.15	15.771001	ENSMUSG00000028619.15
ENSMUSG00000028621.17	1.552694	ENSMUSG00000028621.17
ENSMUSG00000028622.11	13.139234	ENSMUSG00000028622.11
ENSMUSG00000028626.5	23.857967	ENSMUSG00000028626.5
ENSMUSG00000028629.9	10.480149	ENSMUSG00000028629.9
ENSMUSG00000028630.9	11.686395	ENSMUSG00000028630.9
ENSMUSG00000028631.7	1.523314	ENSMUSG00000028631.7
ENSMUSG00000028633.7	11.906716	ENSMUSG00000028633.7
ENSMUSG00000028634.17	0.829806	ENSMUSG00000028634.17
ENSMUSG00000028635.7	4.582536	ENSMUSG00000028635.7
ENSMUSG00000028636.14	14.060368	ENSMUSG00000028636.14
ENSMUSG00000028637.16	0.267934	ENSMUSG00000028637.16
ENSMUSG00000028639.14	119.432955	ENSMUSG00000028639.14
ENSMUSG00000028640.11	68.125703	ENSMUSG00000028640.11
ENSMUSG00000028641.16	65.397292	ENSMUSG00000028641.16
ENSMUSG00000028642.7	0.026555	ENSMUSG00000028642.7
ENSMUSG00000028643.11	123.577996	ENSMUSG00000028643.11
ENSMUSG00000028644.17	5.747996	ENSMUSG00000028644.17
ENSMUSG00000028645.11	385.533883	ENSMUSG00000028645.11
ENSMUSG00000028646.16	28.570253	ENSMUSG00000028646.16
ENSMUSG00000028647.13	13.650734	ENSMUSG00000028647.13
ENSMUSG00000028648.13	51.392264	ENSMUSG00000028648.13
ENSMUSG00000028649.20	21.005551	ENSMUSG00000028649.20
ENSMUSG00000028651.12	14.014171	ENSMUSG00000028651.12
ENSMUSG00000028653.16	7.70424	ENSMUSG00000028653.16
ENSMUSG00000028654.13	0.875036	ENSMUSG00000028654.13
ENSMUSG00000028655.11	21.202886	ENSMUSG00000028655.11
ENSMUSG00000028656.14	80.927003	ENSMUSG00000028656.14
ENSMUSG00000028657.14	21.798256	ENSMUSG00000028657.14
ENSMUSG00000028661.8	0.100189	ENSMUSG00000028661.8
ENSMUSG00000028664.14	0.540729	ENSMUSG00000028664.14
ENSMUSG00000028668.5	15.41063	ENSMUSG00000028668.5
ENSMUSG00000028669.15	48.294879	ENSMUSG00000028669.15
ENSMUSG00000028670.14	27.967149	ENSMUSG00000028670.14
ENSMUSG00000028671.16	51.801378	ENSMUSG00000028671.16
ENSMUSG00000028672.13	58.562733	ENSMUSG00000028672.13
ENSMUSG00000028673.10	121.995183	ENSMUSG00000028673.10
ENSMUSG00000028675.12	395.418387	ENSMUSG00000028675.12
ENSMUSG00000028676.17	42.464895	ENSMUSG00000028676.17
ENSMUSG00000028677.19	32.356611	ENSMUSG00000028677.19
ENSMUSG00000028678.13	1.737137	ENSMUSG00000028678.13
ENSMUSG00000028680.14	14.287772	ENSMUSG00000028680.14
ENSMUSG00000028681.11	0.077784	ENSMUSG00000028681.11
ENSMUSG00000028683.14	9.555424	ENSMUSG00000028683.14
ENSMUSG00000028684.14	130.951785	ENSMUSG00000028684.14
ENSMUSG00000028687.17	1.264702	ENSMUSG00000028687.17
ENSMUSG00000028688.13	11.222815	ENSMUSG00000028688.13
ENSMUSG00000028689.14	3.555773	ENSMUSG00000028689.14
ENSMUSG00000028690.4	2.564994	ENSMUSG00000028690.4
ENSMUSG00000028691.12	202.354443	ENSMUSG00000028691.12
ENSMUSG00000028692.14	368.483687	ENSMUSG00000028692.14
ENSMUSG00000028693.15	14.860227	ENSMUSG00000028693.15
ENSMUSG00000028696.12	13.028382	ENSMUSG00000028696.12
ENSMUSG00000028698.13	5.160617	ENSMUSG00000028698.13
ENSMUSG00000028699.9	1.941002	ENSMUSG00000028699.9
ENSMUSG00000028700.14	58.60367	ENSMUSG00000028700.14
ENSMUSG00000028701.4	1.807445	ENSMUSG00000028701.4
ENSMUSG00000028702.15	5.556391	ENSMUSG00000028702.15
ENSMUSG00000028703.14	52.653816	ENSMUSG00000028703.14
ENSMUSG00000028706.14	15.763219	ENSMUSG00000028706.14
ENSMUSG00000028707.15	0	ENSMUSG00000028707.15
ENSMUSG00000028708.16	11.096365	ENSMUSG00000028708.16
ENSMUSG00000028709.3	6.69112	ENSMUSG00000028709.3
ENSMUSG00000028710.18	10.882209	ENSMUSG00000028710.18
ENSMUSG00000028712.12	0.01494	ENSMUSG00000028712.12
ENSMUSG00000028713.17	0.269871	ENSMUSG00000028713.17
ENSMUSG00000028715.2	0	ENSMUSG00000028715.2
ENSMUSG00000028716.15	43.689193	ENSMUSG00000028716.15
ENSMUSG00000028717.12	0.531466	ENSMUSG00000028717.12
ENSMUSG00000028718.16	0.336208	ENSMUSG00000028718.16
ENSMUSG00000028719.8	36.272234	ENSMUSG00000028719.8
ENSMUSG00000028729.15	39.835713	ENSMUSG00000028729.15
ENSMUSG00000028730.14	0.101658	ENSMUSG00000028730.14
ENSMUSG00000028736.13	0	ENSMUSG00000028736.13
ENSMUSG00000028737.15	6.067001	ENSMUSG00000028737.15
ENSMUSG00000028738.14	0	ENSMUSG00000028738.14
ENSMUSG00000028741.13	17.328512	ENSMUSG00000028741.13
ENSMUSG00000028743.7	17.705237	ENSMUSG00000028743.7
ENSMUSG00000028744.15	5.786116	ENSMUSG00000028744.15
ENSMUSG00000028745.18	195.3445	ENSMUSG00000028745.18
ENSMUSG00000028747.10	0.122165	ENSMUSG00000028747.10
ENSMUSG00000028749.7	0.100913	ENSMUSG00000028749.7
ENSMUSG00000028750.12	0	ENSMUSG00000028750.12
ENSMUSG00000028751.13	11.088099	ENSMUSG00000028751.13
ENSMUSG00000028753.12	0	ENSMUSG00000028753.12
ENSMUSG00000028755.3	25.487039	ENSMUSG00000028755.3
ENSMUSG00000028756.12	37.93264	ENSMUSG00000028756.12
ENSMUSG00000028757.4	157.903406	ENSMUSG00000028757.4
ENSMUSG00000028758.12	0.044727	ENSMUSG00000028758.12
ENSMUSG00000028759.13	24.572068	ENSMUSG00000028759.13
ENSMUSG00000028760.16	7.756165	ENSMUSG00000028760.16
ENSMUSG00000028763.18	106.016585	ENSMUSG00000028763.18
ENSMUSG00000028766.10	34.686716	ENSMUSG00000028766.10
ENSMUSG00000028771.13	32.901119	ENSMUSG00000028771.13
ENSMUSG00000028772.19	56.332398	ENSMUSG00000028772.19
ENSMUSG00000028773.8	393.015046	ENSMUSG00000028773.8
ENSMUSG00000028776.14	380.637247	ENSMUSG00000028776.14
ENSMUSG00000028777.8	0	ENSMUSG00000028777.8
ENSMUSG00000028778.15	0.501246	ENSMUSG00000028778.15
ENSMUSG00000028779.16	25.844759	ENSMUSG00000028779.16
ENSMUSG00000028780.13	0.543932	ENSMUSG00000028780.13
ENSMUSG00000028782.14	0.104196	ENSMUSG00000028782.14
ENSMUSG00000028784.14	0.033663	ENSMUSG00000028784.14
ENSMUSG00000028785.13	1.290217	ENSMUSG00000028785.13
ENSMUSG00000028786.15	11.501707	ENSMUSG00000028786.15
ENSMUSG00000028788.14	54.993681	ENSMUSG00000028788.14
ENSMUSG00000028789.16	3.337698	ENSMUSG00000028789.16
ENSMUSG00000028790.13	22.089501	ENSMUSG00000028790.13
ENSMUSG00000028792.14	31.248471	ENSMUSG00000028792.14
ENSMUSG00000028793.15	15.694998	ENSMUSG00000028793.15
ENSMUSG00000028794.13	0.017129	ENSMUSG00000028794.13
ENSMUSG00000028795.15	38.925946	ENSMUSG00000028795.15
ENSMUSG00000028796.17	22.222885	ENSMUSG00000028796.17
ENSMUSG00000028797.20	78.899609	ENSMUSG00000028797.20
ENSMUSG00000028798.16	42.147057	ENSMUSG00000028798.16
ENSMUSG00000028799.15	8.659294	ENSMUSG00000028799.15
ENSMUSG00000028800.15	34.704751	ENSMUSG00000028800.15
ENSMUSG00000028801.14	0.119929	ENSMUSG00000028801.14
ENSMUSG00000028803.18	3.095654	ENSMUSG00000028803.18
ENSMUSG00000028804.20	0	ENSMUSG00000028804.20
ENSMUSG00000028807.2	1.259569	ENSMUSG00000028807.2
ENSMUSG00000028809.16	22.977844	ENSMUSG00000028809.16
ENSMUSG00000028811.11	33.955102	ENSMUSG00000028811.11
ENSMUSG00000028813.2	0	ENSMUSG00000028813.2
ENSMUSG00000028820.13	48.101082	ENSMUSG00000028820.13
ENSMUSG00000028821.8	32.934728	ENSMUSG00000028821.8
ENSMUSG00000028822.11	47.868067	ENSMUSG00000028822.11
ENSMUSG00000028825.7	2.146574	ENSMUSG00000028825.7
ENSMUSG00000028826.14	6.954882	ENSMUSG00000028826.14
ENSMUSG00000028830.14	18.351904	ENSMUSG00000028830.14
ENSMUSG00000028832.11	50.376054	ENSMUSG00000028832.11
ENSMUSG00000028833.13	2.773872	ENSMUSG00000028833.13
ENSMUSG00000028834.13	0.956236	ENSMUSG00000028834.13
ENSMUSG00000028836.14	28.842144	ENSMUSG00000028836.14
ENSMUSG00000028837.8	69.814704	ENSMUSG00000028837.8
ENSMUSG00000028838.11	5.387098	ENSMUSG00000028838.11
ENSMUSG00000028840.10	3.899435	ENSMUSG00000028840.10
ENSMUSG00000028841.14	4.180261	ENSMUSG00000028841.14
ENSMUSG00000028842.15	1.119724	ENSMUSG00000028842.15
ENSMUSG00000028843.8	140.952879	ENSMUSG00000028843.8
ENSMUSG00000028845.15	0.480806	ENSMUSG00000028845.15
ENSMUSG00000028847.8	34.355987	ENSMUSG00000028847.8
ENSMUSG00000028848.13	5.743435	ENSMUSG00000028848.13
ENSMUSG00000028849.17	104.128894	ENSMUSG00000028849.17
ENSMUSG00000028850.2	4.407336	ENSMUSG00000028850.2
ENSMUSG00000028851.6	445.13845	ENSMUSG00000028851.6
ENSMUSG00000028854.9	7.007364	ENSMUSG00000028854.9
ENSMUSG00000028857.16	16.685963	ENSMUSG00000028857.16
ENSMUSG00000028859.14	0.93074	ENSMUSG00000028859.14
ENSMUSG00000028860.13	0.96024	ENSMUSG00000028860.13
ENSMUSG00000028861.13	14.015647	ENSMUSG00000028861.13
ENSMUSG00000028862.6	2.192373	ENSMUSG00000028862.6
ENSMUSG00000028863.13	14.321918	ENSMUSG00000028863.13
ENSMUSG00000028864.7	0.102476	ENSMUSG00000028864.7
ENSMUSG00000028865.14	0.302329	ENSMUSG00000028865.14
ENSMUSG00000028868.13	95.863235	ENSMUSG00000028868.13
ENSMUSG00000028869.13	17.438515	ENSMUSG00000028869.13
ENSMUSG00000028871.7	0.060466	ENSMUSG00000028871.7
ENSMUSG00000028873.16	5.221046	ENSMUSG00000028873.16
ENSMUSG00000028874.14	0.205177	ENSMUSG00000028874.14
ENSMUSG00000028876.7	0	ENSMUSG00000028876.7
ENSMUSG00000028878.11	23.593742	ENSMUSG00000028878.11
ENSMUSG00000028879.4	32.036492	ENSMUSG00000028879.4
ENSMUSG00000028882.13	8.571524	ENSMUSG00000028882.13
ENSMUSG00000028883.17	0.10122	ENSMUSG00000028883.17
ENSMUSG00000028884.14	5.719246	ENSMUSG00000028884.14
ENSMUSG00000028885.8	10.163833	ENSMUSG00000028885.8
ENSMUSG00000028886.15	15.174433	ENSMUSG00000028886.15
ENSMUSG00000028889.17	22.57084	ENSMUSG00000028889.17
ENSMUSG00000028890.13	7.921675	ENSMUSG00000028890.13
ENSMUSG00000028893.8	14.962962	ENSMUSG00000028893.8
ENSMUSG00000028894.18	72.635647	ENSMUSG00000028894.18
ENSMUSG00000028896.13	6.895771	ENSMUSG00000028896.13
ENSMUSG00000028898.15	20.965391	ENSMUSG00000028898.15
ENSMUSG00000028899.11	13.201612	ENSMUSG00000028899.11
ENSMUSG00000028901.13	3.84283	ENSMUSG00000028901.13
ENSMUSG00000028902.4	15.505084	ENSMUSG00000028902.4
ENSMUSG00000028906.17	38.156019	ENSMUSG00000028906.17
ENSMUSG00000028907.7	14.29148	ENSMUSG00000028907.7
ENSMUSG00000028909.17	10.094263	ENSMUSG00000028909.17
ENSMUSG00000028910.12	18.6839	ENSMUSG00000028910.12
ENSMUSG00000028911.16	16.328637	ENSMUSG00000028911.16
ENSMUSG00000028914.13	7.45651	ENSMUSG00000028914.13
ENSMUSG00000028917.14	11.409931	ENSMUSG00000028917.14
ENSMUSG00000028919.11	1.248827	ENSMUSG00000028919.11
ENSMUSG00000028920.9	3.540198	ENSMUSG00000028920.9
ENSMUSG00000028923.14	56.758345	ENSMUSG00000028923.14
ENSMUSG00000028926.15	13.313246	ENSMUSG00000028926.15
ENSMUSG00000028927.6	22.714951	ENSMUSG00000028927.6
ENSMUSG00000028931.12	0.257439	ENSMUSG00000028931.12
ENSMUSG00000028932.7	43.292971	ENSMUSG00000028932.7
ENSMUSG00000028933.11	1.057351	ENSMUSG00000028933.11
ENSMUSG00000028936.15	187.297621	ENSMUSG00000028936.15
ENSMUSG00000028937.14	6.182255	ENSMUSG00000028937.14
ENSMUSG00000028938.9	0	ENSMUSG00000028938.9
ENSMUSG00000028940.2	0.084365	ENSMUSG00000028940.2
ENSMUSG00000028943.18	2.568545	ENSMUSG00000028943.18
ENSMUSG00000028944.14	23.78295	ENSMUSG00000028944.14
ENSMUSG00000028945.9	109.324471	ENSMUSG00000028945.9
ENSMUSG00000028946.7	0	ENSMUSG00000028946.7
ENSMUSG00000028948.16	3.795255	ENSMUSG00000028948.16
ENSMUSG00000028949.13	1.218014	ENSMUSG00000028949.13
ENSMUSG00000028950.3	0.036663	ENSMUSG00000028950.3
ENSMUSG00000028952.12	6.561693	ENSMUSG00000028952.12
ENSMUSG00000028953.10	13.150215	ENSMUSG00000028953.10
ENSMUSG00000028954.11	41.323171	ENSMUSG00000028954.11
ENSMUSG00000028955.3	36.787015	ENSMUSG00000028955.3
ENSMUSG00000028957.12	0.294459	ENSMUSG00000028957.12
ENSMUSG00000028958.15	6.798383	ENSMUSG00000028958.15
ENSMUSG00000028959.14	118.225319	ENSMUSG00000028959.14
ENSMUSG00000028960.20	38.930619	ENSMUSG00000028960.20
ENSMUSG00000028961.15	28.395842	ENSMUSG00000028961.15
ENSMUSG00000028962.14	24.408893	ENSMUSG00000028962.14
ENSMUSG00000028963.1	0	ENSMUSG00000028963.1
ENSMUSG00000028964.14	73.992589	ENSMUSG00000028964.14
ENSMUSG00000028965.13	670.545125	ENSMUSG00000028965.13
ENSMUSG00000028967.10	36.217852	ENSMUSG00000028967.10
ENSMUSG00000028969.10	33.585486	ENSMUSG00000028969.10
ENSMUSG00000028970.9	15.073303	ENSMUSG00000028970.9
ENSMUSG00000028971.4	0	ENSMUSG00000028971.4
ENSMUSG00000028972.11	0.1319	ENSMUSG00000028972.11
ENSMUSG00000028973.18	21.420397	ENSMUSG00000028973.18
ENSMUSG00000028974.13	32.243896	ENSMUSG00000028974.13
ENSMUSG00000028975.16	31.038937	ENSMUSG00000028975.16
ENSMUSG00000028976.10	0.109818	ENSMUSG00000028976.10
ENSMUSG00000028977.17	0.792108	ENSMUSG00000028977.17
ENSMUSG00000028978.12	0.452494	ENSMUSG00000028978.12
ENSMUSG00000028979.17	0.056971	ENSMUSG00000028979.17
ENSMUSG00000028980.14	16.324256	ENSMUSG00000028980.14
ENSMUSG00000028982.9	10.005088	ENSMUSG00000028982.9
ENSMUSG00000028986.12	2.864129	ENSMUSG00000028986.12
ENSMUSG00000028988.13	65.045556	ENSMUSG00000028988.13
ENSMUSG00000028989.3	1.674322	ENSMUSG00000028989.3
ENSMUSG00000028990.13	22.181435	ENSMUSG00000028990.13
ENSMUSG00000028991.15	6.865066	ENSMUSG00000028991.15
ENSMUSG00000028992.13	2.666421	ENSMUSG00000028992.13
ENSMUSG00000028995.14	10.449049	ENSMUSG00000028995.14
ENSMUSG00000028996.9	0.382588	ENSMUSG00000028996.9
ENSMUSG00000028998.6	24.470108	ENSMUSG00000028998.6
ENSMUSG00000028999.15	62.521219	ENSMUSG00000028999.15
ENSMUSG00000029001.15	0.910893	ENSMUSG00000029001.15
ENSMUSG00000029003.11	18.359509	ENSMUSG00000029003.11
ENSMUSG00000029004.15	7.804763	ENSMUSG00000029004.15
ENSMUSG00000029005.4	0.038879	ENSMUSG00000029005.4
ENSMUSG00000029007.8	16.686688	ENSMUSG00000029007.8
ENSMUSG00000029009.17	5.493325	ENSMUSG00000029009.17
ENSMUSG00000029012.11	10.286842	ENSMUSG00000029012.11
ENSMUSG00000029014.14	12.643945	ENSMUSG00000029014.14
ENSMUSG00000029015.9	0.017601	ENSMUSG00000029015.9
ENSMUSG00000029016.13	2.639441	ENSMUSG00000029016.13
ENSMUSG00000029017.13	212.516899	ENSMUSG00000029017.13
ENSMUSG00000029019.8	2.462009	ENSMUSG00000029019.8
ENSMUSG00000029020.13	18.939125	ENSMUSG00000029020.13
ENSMUSG00000029022.18	4.562754	ENSMUSG00000029022.18
ENSMUSG00000029026.16	0	ENSMUSG00000029026.16
ENSMUSG00000029027.9	0.940128	ENSMUSG00000029027.9
ENSMUSG00000029028.14	27.852322	ENSMUSG00000029028.14
ENSMUSG00000029029.14	9.981402	ENSMUSG00000029029.14
ENSMUSG00000029030.14	65.607266	ENSMUSG00000029030.14
ENSMUSG00000029032.12	22.595983	ENSMUSG00000029032.12
ENSMUSG00000029033.16	3.104506	ENSMUSG00000029033.16
ENSMUSG00000029034.9	22.284646	ENSMUSG00000029034.9
ENSMUSG00000029036.18	22.737197	ENSMUSG00000029036.18
ENSMUSG00000029038.9	47.977871	ENSMUSG00000029038.9
ENSMUSG00000029047.13	4.275946	ENSMUSG00000029047.13
ENSMUSG00000029048.3	55.436412	ENSMUSG00000029048.3
ENSMUSG00000029049.14	1.822328	ENSMUSG00000029049.14
ENSMUSG00000029050.15	8.684344	ENSMUSG00000029050.15
ENSMUSG00000029053.16	21.560396	ENSMUSG00000029053.16
ENSMUSG00000029054.8	0.038213	ENSMUSG00000029054.8
ENSMUSG00000029055.17	0.227426	ENSMUSG00000029055.17
ENSMUSG00000029056.13	3.485495	ENSMUSG00000029056.13
