abundance	gene
ENSMUSG00000023826.16	0.422173	ENSMUSG00000023826.16
ENSMUSG00000023827.8	18.293029	ENSMUSG00000023827.8
ENSMUSG00000023828.3	5.448295	ENSMUSG00000023828.3
ENSMUSG00000023829.9	0.073712	ENSMUSG00000023829.9
ENSMUSG00000023830.14	12.133248	ENSMUSG00000023830.14
ENSMUSG00000023832.14	17.16846	ENSMUSG00000023832.14
ENSMUSG00000023845.7	2.593985	ENSMUSG00000023845.7
ENSMUSG00000023852.14	7.063741	ENSMUSG00000023852.14
ENSMUSG00000023861.17	64.220402	ENSMUSG00000023861.17
ENSMUSG00000023868.17	12.324061	ENSMUSG00000023868.17
ENSMUSG00000023873.13	0.161943	ENSMUSG00000023873.13
ENSMUSG00000023882.15	2.006603	ENSMUSG00000023882.15
ENSMUSG00000023883.13	44.171351	ENSMUSG00000023883.13
ENSMUSG00000023885.9	7.238355	ENSMUSG00000023885.9
ENSMUSG00000023886.10	21.399284	ENSMUSG00000023886.10
ENSMUSG00000023892.8	2.49283	ENSMUSG00000023892.8
ENSMUSG00000023902.18	0.040606	ENSMUSG00000023902.18
ENSMUSG00000023903.8	0.013667	ENSMUSG00000023903.8
ENSMUSG00000023904.10	79.968	ENSMUSG00000023904.10
ENSMUSG00000023905.15	68.274545	ENSMUSG00000023905.15
ENSMUSG00000023906.3	72.133811	ENSMUSG00000023906.3
ENSMUSG00000023908.8	3.509543	ENSMUSG00000023908.8
ENSMUSG00000023909.4	4.226309	ENSMUSG00000023909.4
ENSMUSG00000023911.12	0.830275	ENSMUSG00000023911.12
ENSMUSG00000023912.10	0.292847	ENSMUSG00000023912.10
ENSMUSG00000023913.17	19.746744	ENSMUSG00000023913.17
ENSMUSG00000023914.16	0.053774	ENSMUSG00000023914.16
ENSMUSG00000023915.5	12.839419	ENSMUSG00000023915.5
ENSMUSG00000023918.12	1.654999	ENSMUSG00000023918.12
ENSMUSG00000023919.7	1.196215	ENSMUSG00000023919.7
ENSMUSG00000023921.9	8.985388	ENSMUSG00000023921.9
ENSMUSG00000023923.10	1.919754	ENSMUSG00000023923.10
ENSMUSG00000023926.8	0.373257	ENSMUSG00000023926.8
ENSMUSG00000023927.15	0.551253	ENSMUSG00000023927.15
ENSMUSG00000023930.14	0.018165	ENSMUSG00000023930.14
ENSMUSG00000023931.5	0.047842	ENSMUSG00000023931.5
ENSMUSG00000023932.9	10.264953	ENSMUSG00000023932.9
ENSMUSG00000023935.10	0	ENSMUSG00000023935.10
ENSMUSG00000023938.8	2.165188	ENSMUSG00000023938.8
ENSMUSG00000023939.7	50.506648	ENSMUSG00000023939.7
ENSMUSG00000023940.14	0.984093	ENSMUSG00000023940.14
ENSMUSG00000023942.15	25.414932	ENSMUSG00000023942.15
ENSMUSG00000023943.7	0.015705	ENSMUSG00000023943.7
ENSMUSG00000023944.14	330.826465	ENSMUSG00000023944.14
ENSMUSG00000023945.7	0	ENSMUSG00000023945.7
ENSMUSG00000023947.8	0.72302	ENSMUSG00000023947.8
ENSMUSG00000023949.7	0	ENSMUSG00000023949.7
ENSMUSG00000023951.17	28.343507	ENSMUSG00000023951.17
ENSMUSG00000023952.13	20.613215	ENSMUSG00000023952.13
ENSMUSG00000023953.9	2.197203	ENSMUSG00000023953.9
ENSMUSG00000023959.9	20.845353	ENSMUSG00000023959.9
ENSMUSG00000023960.13	16.513569	ENSMUSG00000023960.13
ENSMUSG00000023961.16	0.647405	ENSMUSG00000023961.16
ENSMUSG00000023963.10	1.021312	ENSMUSG00000023963.10
ENSMUSG00000023964.15	0.022618	ENSMUSG00000023964.15
ENSMUSG00000023965.13	12.670338	ENSMUSG00000023965.13
ENSMUSG00000023966.8	0.200396	ENSMUSG00000023966.8
ENSMUSG00000023967.9	33.301011	ENSMUSG00000023967.9
ENSMUSG00000023968.15	0.436078	ENSMUSG00000023968.15
ENSMUSG00000023971.9	28.797989	ENSMUSG00000023971.9
ENSMUSG00000023972.10	2.586153	ENSMUSG00000023972.10
ENSMUSG00000023973.13	12.875465	ENSMUSG00000023973.13
ENSMUSG00000023977.15	12.666444	ENSMUSG00000023977.15
ENSMUSG00000023978.5	0	ENSMUSG00000023978.5
ENSMUSG00000023979.14	0.076046	ENSMUSG00000023979.14
ENSMUSG00000023980.7	4.110995	ENSMUSG00000023980.7
ENSMUSG00000023982.8	0.263157	ENSMUSG00000023982.8
ENSMUSG00000023984.17	0.464612	ENSMUSG00000023984.17
ENSMUSG00000023987.14	6.956216	ENSMUSG00000023987.14
ENSMUSG00000023988.8	3.450459	ENSMUSG00000023988.8
ENSMUSG00000023990.18	41.206039	ENSMUSG00000023990.18
ENSMUSG00000023991.16	22.071496	ENSMUSG00000023991.16
ENSMUSG00000023992.14	26.782746	ENSMUSG00000023992.14
ENSMUSG00000023993.7	0.520442	ENSMUSG00000023993.7
ENSMUSG00000023994.13	14.358311	ENSMUSG00000023994.13
ENSMUSG00000023995.12	2.35752	ENSMUSG00000023995.12
ENSMUSG00000023999.14	0.3271	ENSMUSG00000023999.14
ENSMUSG00000024002.18	19.608636	ENSMUSG00000024002.18
ENSMUSG00000024006.17	28.718211	ENSMUSG00000024006.17
ENSMUSG00000024007.15	18.186321	ENSMUSG00000024007.15
ENSMUSG00000024008.16	1.332462	ENSMUSG00000024008.16
ENSMUSG00000024011.17	2.225873	ENSMUSG00000024011.17
ENSMUSG00000024012.18	128.080585	ENSMUSG00000024012.18
ENSMUSG00000024013.15	0.634127	ENSMUSG00000024013.15
ENSMUSG00000024014.8	46.881188	ENSMUSG00000024014.8
ENSMUSG00000024018.18	9.493512	ENSMUSG00000024018.18
ENSMUSG00000024019.18	136.685226	ENSMUSG00000024019.18
ENSMUSG00000024026.13	112.056178	ENSMUSG00000024026.13
ENSMUSG00000024027.8	5.083137	ENSMUSG00000024027.8
ENSMUSG00000024028.7	0.122545	ENSMUSG00000024028.7
ENSMUSG00000024029.4	36.00505	ENSMUSG00000024029.4
ENSMUSG00000024030.7	10.125111	ENSMUSG00000024030.7
ENSMUSG00000024032.7	18.454413	ENSMUSG00000024032.7
ENSMUSG00000024033.10	0.616186	ENSMUSG00000024033.10
ENSMUSG00000024034.13	0.140195	ENSMUSG00000024034.13
ENSMUSG00000024036.16	9.208909	ENSMUSG00000024036.16
ENSMUSG00000024037.13	5.931352	ENSMUSG00000024037.13
ENSMUSG00000024038.17	80.505929	ENSMUSG00000024038.17
ENSMUSG00000024039.15	0.035154	ENSMUSG00000024039.15
ENSMUSG00000024041.10	21.65095	ENSMUSG00000024041.10
ENSMUSG00000024042.7	11.977481	ENSMUSG00000024042.7
ENSMUSG00000024043.13	7.481583	ENSMUSG00000024043.13
ENSMUSG00000024044.19	16.170101	ENSMUSG00000024044.19
ENSMUSG00000024045.6	11.718237	ENSMUSG00000024045.6
ENSMUSG00000024048.15	497.220645	ENSMUSG00000024048.15
ENSMUSG00000024049.15	0.441713	ENSMUSG00000024049.15
ENSMUSG00000024050.17	3.708045	ENSMUSG00000024050.17
ENSMUSG00000024052.17	8.402696	ENSMUSG00000024052.17
ENSMUSG00000024053.11	14.128825	ENSMUSG00000024053.11
ENSMUSG00000024054.14	21.128792	ENSMUSG00000024054.14
ENSMUSG00000024055.15	25.626471	ENSMUSG00000024055.15
ENSMUSG00000024056.10	4.055351	ENSMUSG00000024056.10
ENSMUSG00000024059.10	0.347599	ENSMUSG00000024059.10
ENSMUSG00000024063.13	2.958821	ENSMUSG00000024063.13
ENSMUSG00000024064.14	0.207865	ENSMUSG00000024064.14
ENSMUSG00000024065.8	3.178259	ENSMUSG00000024065.8
ENSMUSG00000024066.9	22.458333	ENSMUSG00000024066.9
ENSMUSG00000024067.14	21.781875	ENSMUSG00000024067.14
ENSMUSG00000024068.8	8.704641	ENSMUSG00000024068.8
ENSMUSG00000024069.14	12.617018	ENSMUSG00000024069.14
ENSMUSG00000024070.15	6.243098	ENSMUSG00000024070.15
ENSMUSG00000024072.9	490.68606	ENSMUSG00000024072.9
ENSMUSG00000024073.16	19.483788	ENSMUSG00000024073.16
ENSMUSG00000024074.8	39.086443	ENSMUSG00000024074.8
ENSMUSG00000024076.10	0.141906	ENSMUSG00000024076.10
ENSMUSG00000024077.15	3.414234	ENSMUSG00000024077.15
ENSMUSG00000024078.7	10.012496	ENSMUSG00000024078.7
ENSMUSG00000024079.4	4.35791	ENSMUSG00000024079.4
ENSMUSG00000024081.9	9.777381	ENSMUSG00000024081.9
ENSMUSG00000024082.5	23.995326	ENSMUSG00000024082.5
ENSMUSG00000024083.16	16.495069	ENSMUSG00000024083.16
ENSMUSG00000024084.8	33.650815	ENSMUSG00000024084.8
ENSMUSG00000024085.13	20.637023	ENSMUSG00000024085.13
ENSMUSG00000024087.4	0.029449	ENSMUSG00000024087.4
ENSMUSG00000024088.4	0	ENSMUSG00000024088.4
ENSMUSG00000024091.9	95.952426	ENSMUSG00000024091.9
ENSMUSG00000024095.15	10.878501	ENSMUSG00000024095.15
ENSMUSG00000024096.17	118.528057	ENSMUSG00000024096.17
ENSMUSG00000024097.11	44.272039	ENSMUSG00000024097.11
ENSMUSG00000024098.6	54.340291	ENSMUSG00000024098.6
ENSMUSG00000024099.15	77.750075	ENSMUSG00000024099.15
ENSMUSG00000024101.15	20.655028	ENSMUSG00000024101.15
ENSMUSG00000024104.11	35.702094	ENSMUSG00000024104.11
ENSMUSG00000024105.3	0.062607	ENSMUSG00000024105.3
ENSMUSG00000024107.7	0.012483	ENSMUSG00000024107.7
ENSMUSG00000024109.18	0.034769	ENSMUSG00000024109.18
ENSMUSG00000024112.16	0.288823	ENSMUSG00000024112.16
ENSMUSG00000024114.15	0.039728	ENSMUSG00000024114.15
ENSMUSG00000024116.6	0	ENSMUSG00000024116.6
ENSMUSG00000024118.14	5.723336	ENSMUSG00000024118.14
ENSMUSG00000024120.12	16.606751	ENSMUSG00000024120.12
ENSMUSG00000024121.13	360.540728	ENSMUSG00000024121.13
ENSMUSG00000024122.16	7.239763	ENSMUSG00000024122.16
ENSMUSG00000024124.10	1.923943	ENSMUSG00000024124.10
ENSMUSG00000024125.2	0	ENSMUSG00000024125.2
ENSMUSG00000024127.15	5.101385	ENSMUSG00000024127.15
ENSMUSG00000024128.13	0	ENSMUSG00000024128.13
ENSMUSG00000024130.16	9.265677	ENSMUSG00000024130.16
ENSMUSG00000024131.8	18.902011	ENSMUSG00000024131.8
ENSMUSG00000024132.6	37.954556	ENSMUSG00000024132.6
ENSMUSG00000024134.11	1.322266	ENSMUSG00000024134.11
ENSMUSG00000024135.10	3.725915	ENSMUSG00000024135.10
ENSMUSG00000024136.14	1.158932	ENSMUSG00000024136.14
ENSMUSG00000024137.9	6.13617	ENSMUSG00000024137.9
ENSMUSG00000024140.10	106.895784	ENSMUSG00000024140.10
ENSMUSG00000024142.15	6.177305	ENSMUSG00000024142.15
ENSMUSG00000024143.15	11.811966	ENSMUSG00000024143.15
ENSMUSG00000024145.6	6.777271	ENSMUSG00000024145.6
ENSMUSG00000024146.9	41.040617	ENSMUSG00000024146.9
ENSMUSG00000024150.12	81.04953	ENSMUSG00000024150.12
ENSMUSG00000024151.13	10.591291	ENSMUSG00000024151.13
ENSMUSG00000024154.11	0.164569	ENSMUSG00000024154.11
ENSMUSG00000024155.8	0.144959	ENSMUSG00000024155.8
ENSMUSG00000024158.17	70.198341	ENSMUSG00000024158.17
ENSMUSG00000024160.16	35.949127	ENSMUSG00000024160.16
ENSMUSG00000024163.17	7.627298	ENSMUSG00000024163.17
ENSMUSG00000024164.15	98.137227	ENSMUSG00000024164.15
ENSMUSG00000024165.9	43.258929	ENSMUSG00000024165.9
ENSMUSG00000024168.8	1.15677	ENSMUSG00000024168.8
ENSMUSG00000024169.16	3.92007	ENSMUSG00000024169.16
ENSMUSG00000024170.15	11.574693	ENSMUSG00000024170.15
ENSMUSG00000024171.5	0	ENSMUSG00000024171.5
ENSMUSG00000024172.10	0	ENSMUSG00000024172.10
ENSMUSG00000024173.11	0	ENSMUSG00000024173.11
ENSMUSG00000024174.9	0.330567	ENSMUSG00000024174.9
ENSMUSG00000024175.2	0	ENSMUSG00000024175.2
ENSMUSG00000024176.10	0.339361	ENSMUSG00000024176.10
ENSMUSG00000024177.9	7.056546	ENSMUSG00000024177.9
ENSMUSG00000024180.14	4.443608	ENSMUSG00000024180.14
ENSMUSG00000024181.9	18.387441	ENSMUSG00000024181.9
ENSMUSG00000024182.16	60.300949	ENSMUSG00000024182.16
ENSMUSG00000024184.15	0.484713	ENSMUSG00000024184.15
ENSMUSG00000024186.15	0.094853	ENSMUSG00000024186.15
ENSMUSG00000024187.15	30.388795	ENSMUSG00000024187.15
ENSMUSG00000024188.16	16.272211	ENSMUSG00000024188.16
ENSMUSG00000024190.7	13.034262	ENSMUSG00000024190.7
ENSMUSG00000024191.15	13.548931	ENSMUSG00000024191.15
ENSMUSG00000024193.8	4.952001	ENSMUSG00000024193.8
ENSMUSG00000024194.16	66.023821	ENSMUSG00000024194.16
ENSMUSG00000024197.10	43.467605	ENSMUSG00000024197.10
ENSMUSG00000024201.12	5.500759	ENSMUSG00000024201.12
ENSMUSG00000024206.15	0.454289	ENSMUSG00000024206.15
ENSMUSG00000024207.8	0.008764	ENSMUSG00000024207.8
ENSMUSG00000024208.16	96.059453	ENSMUSG00000024208.16
ENSMUSG00000024209.9	0.008454	ENSMUSG00000024209.9
ENSMUSG00000024210.3	0.186335	ENSMUSG00000024210.3
ENSMUSG00000024211.15	0.007953	ENSMUSG00000024211.15
ENSMUSG00000024212.9	4.739156	ENSMUSG00000024212.9
ENSMUSG00000024213.14	43.054098	ENSMUSG00000024213.14
ENSMUSG00000024215.14	0.240157	ENSMUSG00000024215.14
ENSMUSG00000024217.10	44.120668	ENSMUSG00000024217.10
ENSMUSG00000024218.13	29.436154	ENSMUSG00000024218.13
ENSMUSG00000024219.16	5.222259	ENSMUSG00000024219.16
ENSMUSG00000024220.14	6.839081	ENSMUSG00000024220.14
ENSMUSG00000024222.17	14.120012	ENSMUSG00000024222.17
ENSMUSG00000024223.3	0.353223	ENSMUSG00000024223.3
ENSMUSG00000024224.5	0	ENSMUSG00000024224.5
ENSMUSG00000024225.5	9.858727	ENSMUSG00000024225.5
ENSMUSG00000024227.14	0	ENSMUSG00000024227.14
ENSMUSG00000024228.12	2.076677	ENSMUSG00000024228.12
ENSMUSG00000024231.15	33.665194	ENSMUSG00000024231.15
ENSMUSG00000024232.2	0.825304	ENSMUSG00000024232.2
ENSMUSG00000024233.10	0	ENSMUSG00000024233.10
ENSMUSG00000024234.7	8.40775	ENSMUSG00000024234.7
ENSMUSG00000024235.11	1.10468	ENSMUSG00000024235.11
ENSMUSG00000024236.18	7.830477	ENSMUSG00000024236.18
ENSMUSG00000024238.15	0.922308	ENSMUSG00000024238.15
ENSMUSG00000024240.13	7.202395	ENSMUSG00000024240.13
ENSMUSG00000024241.7	5.666131	ENSMUSG00000024241.7
ENSMUSG00000024242.15	11.246806	ENSMUSG00000024242.15
ENSMUSG00000024245.4	0.170225	ENSMUSG00000024245.4
ENSMUSG00000024246.9	1.269932	ENSMUSG00000024246.9
ENSMUSG00000024247.14	8.75366	ENSMUSG00000024247.14
ENSMUSG00000024248.14	146.022981	ENSMUSG00000024248.14
ENSMUSG00000024251.10	0.719373	ENSMUSG00000024251.10
ENSMUSG00000024253.9	5.609887	ENSMUSG00000024253.9
ENSMUSG00000024254.15	0.134175	ENSMUSG00000024254.15
ENSMUSG00000024256.7	0	ENSMUSG00000024256.7
ENSMUSG00000024258.4	20.604622	ENSMUSG00000024258.4
ENSMUSG00000024259.9	9.077749	ENSMUSG00000024259.9
ENSMUSG00000024260.14	6.989539	ENSMUSG00000024260.14
ENSMUSG00000024261.6	0.005634	ENSMUSG00000024261.6
ENSMUSG00000024266.8	0	ENSMUSG00000024266.8
ENSMUSG00000024268.16	0.208221	ENSMUSG00000024268.16
ENSMUSG00000024269.11	1.278975	ENSMUSG00000024269.11
ENSMUSG00000024270.11	13.720837	ENSMUSG00000024270.11
ENSMUSG00000024271.8	16.688464	ENSMUSG00000024271.8
ENSMUSG00000024273.8	10.664972	ENSMUSG00000024273.8
ENSMUSG00000024276.7	2.712772	ENSMUSG00000024276.7
ENSMUSG00000024277.14	21.972399	ENSMUSG00000024277.14
ENSMUSG00000024283.15	34.998469	ENSMUSG00000024283.15
ENSMUSG00000024286.8	31.076348	ENSMUSG00000024286.8
ENSMUSG00000024287.8	36.405091	ENSMUSG00000024287.8
ENSMUSG00000024290.9	7.79012	ENSMUSG00000024290.9
ENSMUSG00000024292.15	0.034585	ENSMUSG00000024292.15
ENSMUSG00000024293.16	10.734658	ENSMUSG00000024293.16
ENSMUSG00000024294.14	6.822325	ENSMUSG00000024294.14
ENSMUSG00000024298.15	1.677905	ENSMUSG00000024298.15
ENSMUSG00000024299.17	1.745162	ENSMUSG00000024299.17
ENSMUSG00000024300.17	0.777142	ENSMUSG00000024300.17
ENSMUSG00000024301.10	1.449963	ENSMUSG00000024301.10
ENSMUSG00000024302.16	9.538338	ENSMUSG00000024302.16
ENSMUSG00000024304.14	0.342772	ENSMUSG00000024304.14
ENSMUSG00000024306.13	0	ENSMUSG00000024306.13
ENSMUSG00000024308.15	88.280092	ENSMUSG00000024308.15
ENSMUSG00000024309.15	88.192062	ENSMUSG00000024309.15
ENSMUSG00000024312.10	4.986426	ENSMUSG00000024312.10
ENSMUSG00000024313.8	0.19217	ENSMUSG00000024313.8
ENSMUSG00000024317.15	11.711507	ENSMUSG00000024317.15
ENSMUSG00000024319.18	21.214485	ENSMUSG00000024319.18
ENSMUSG00000024325.8	3.479344	ENSMUSG00000024325.8
ENSMUSG00000024327.16	103.51926	ENSMUSG00000024327.16
ENSMUSG00000024330.17	3.852226	ENSMUSG00000024330.17
ENSMUSG00000024331.11	22.436682	ENSMUSG00000024331.11
ENSMUSG00000024334.9	0.073395	ENSMUSG00000024334.9
ENSMUSG00000024335.20	94.684854	ENSMUSG00000024335.20
ENSMUSG00000024338.15	12.616199	ENSMUSG00000024338.15
ENSMUSG00000024339.12	10.375386	ENSMUSG00000024339.12
ENSMUSG00000024340.15	0.044295	ENSMUSG00000024340.15
ENSMUSG00000024346.6	133.600845	ENSMUSG00000024346.6
ENSMUSG00000024347.16	0.05067	ENSMUSG00000024347.16
ENSMUSG00000024349.10	7.852839	ENSMUSG00000024349.10
ENSMUSG00000024350.6	5.723721	ENSMUSG00000024350.6
ENSMUSG00000024352.12	2.716164	ENSMUSG00000024352.12
ENSMUSG00000024353.5	0	ENSMUSG00000024353.5
ENSMUSG00000024354.13	4.746143	ENSMUSG00000024354.13
ENSMUSG00000024357.10	62.140315	ENSMUSG00000024357.10
ENSMUSG00000024359.10	59.13559	ENSMUSG00000024359.10
ENSMUSG00000024360.8	26.429022	ENSMUSG00000024360.8
ENSMUSG00000024365.9	82.151259	ENSMUSG00000024365.9
ENSMUSG00000024366.8	0.457965	ENSMUSG00000024366.8
ENSMUSG00000024369.16	38.801654	ENSMUSG00000024369.16
ENSMUSG00000024370.17	14.526931	ENSMUSG00000024370.17
ENSMUSG00000024371.14	34.191465	ENSMUSG00000024371.14
ENSMUSG00000024376.7	1.534492	ENSMUSG00000024376.7
ENSMUSG00000024378.9	11.424222	ENSMUSG00000024378.9
ENSMUSG00000024379.4	0.023405	ENSMUSG00000024379.4
ENSMUSG00000024381.16	8.716244	ENSMUSG00000024381.16
ENSMUSG00000024382.13	17.098915	ENSMUSG00000024382.13
ENSMUSG00000024383.9	3.168903	ENSMUSG00000024383.9
ENSMUSG00000024384.4	11.090619	ENSMUSG00000024384.4
ENSMUSG00000024386.9	36.765431	ENSMUSG00000024386.9
ENSMUSG00000024387.13	139.603772	ENSMUSG00000024387.13
ENSMUSG00000024388.11	0.573395	ENSMUSG00000024388.11
ENSMUSG00000024391.7	220.549654	ENSMUSG00000024391.7
ENSMUSG00000024392.17	79.373388	ENSMUSG00000024392.17
ENSMUSG00000024393.14	62.942497	ENSMUSG00000024393.14
ENSMUSG00000024395.9	352.743676	ENSMUSG00000024395.9
ENSMUSG00000024397.14	2.614869	ENSMUSG00000024397.14
ENSMUSG00000024399.5	0.37455	ENSMUSG00000024399.5
ENSMUSG00000024400.16	10.12341	ENSMUSG00000024400.16
ENSMUSG00000024401.14	0.295342	ENSMUSG00000024401.14
ENSMUSG00000024402.5	0	ENSMUSG00000024402.5
ENSMUSG00000024403.16	0.226254	ENSMUSG00000024403.16
ENSMUSG00000024404.7	322.592871	ENSMUSG00000024404.7
ENSMUSG00000024406.16	0.073546	ENSMUSG00000024406.16
ENSMUSG00000024409.8	0	ENSMUSG00000024409.8
ENSMUSG00000024410.15	33.79067	ENSMUSG00000024410.15
ENSMUSG00000024411.11	0.04418	ENSMUSG00000024411.11
ENSMUSG00000024413.14	15.162883	ENSMUSG00000024413.14
ENSMUSG00000024414.13	36.804476	ENSMUSG00000024414.13
ENSMUSG00000024420.9	0.232771	ENSMUSG00000024420.9
ENSMUSG00000024421.16	0.368507	ENSMUSG00000024421.16
ENSMUSG00000024422.14	35.393235	ENSMUSG00000024422.14
ENSMUSG00000024423.6	28.711041	ENSMUSG00000024423.6
ENSMUSG00000024424.15	2.857501	ENSMUSG00000024424.15
ENSMUSG00000024425.4	123.620367	ENSMUSG00000024425.4
ENSMUSG00000024426.17	8.165412	ENSMUSG00000024426.17
ENSMUSG00000024427.7	0.66052	ENSMUSG00000024427.7
ENSMUSG00000024429.9	20.256901	ENSMUSG00000024429.9
ENSMUSG00000024430.14	0.222721	ENSMUSG00000024430.14
ENSMUSG00000024431.15	5.946639	ENSMUSG00000024431.15
ENSMUSG00000024436.16	87.915308	ENSMUSG00000024436.16
ENSMUSG00000024440.13	12.557761	ENSMUSG00000024440.13
ENSMUSG00000024442.6	22.554967	ENSMUSG00000024442.6
ENSMUSG00000024446.13	64.576388	ENSMUSG00000024446.13
ENSMUSG00000024448.14	0	ENSMUSG00000024448.14
ENSMUSG00000024451.9	5.745602	ENSMUSG00000024451.9
ENSMUSG00000024454.16	23.931668	ENSMUSG00000024454.16
ENSMUSG00000024456.16	29.076895	ENSMUSG00000024456.16
ENSMUSG00000024457.16	37.854954	ENSMUSG00000024457.16
ENSMUSG00000024459.18	0	ENSMUSG00000024459.18
ENSMUSG00000024462.17	7.526312	ENSMUSG00000024462.17
ENSMUSG00000024471.12	0.022335	ENSMUSG00000024471.12
ENSMUSG00000024472.9	4.112206	ENSMUSG00000024472.9
ENSMUSG00000024474.7	87.679569	ENSMUSG00000024474.7
ENSMUSG00000024477.4	4.953889	ENSMUSG00000024477.4
ENSMUSG00000024479.3	3.161391	ENSMUSG00000024479.3
ENSMUSG00000024480.9	45.262386	ENSMUSG00000024480.9
ENSMUSG00000024481.5	0.09473	ENSMUSG00000024481.5
ENSMUSG00000024483.19	10.278441	ENSMUSG00000024483.19
ENSMUSG00000024485.16	0.185623	ENSMUSG00000024485.16
ENSMUSG00000024486.6	8.915621	ENSMUSG00000024486.6
ENSMUSG00000024487.5	22.491258	ENSMUSG00000024487.5
ENSMUSG00000024491.16	4.340636	ENSMUSG00000024491.16
ENSMUSG00000024493.9	34.697991	ENSMUSG00000024493.9
ENSMUSG00000024497.4	0	ENSMUSG00000024497.4
ENSMUSG00000024498.16	16.830768	ENSMUSG00000024498.16
ENSMUSG00000024500.19	0.126705	ENSMUSG00000024500.19
ENSMUSG00000024501.20	5.587063	ENSMUSG00000024501.20
ENSMUSG00000024502.10	0.048517	ENSMUSG00000024502.10
ENSMUSG00000024503.3	149.029082	ENSMUSG00000024503.3
ENSMUSG00000024505.16	2.597107	ENSMUSG00000024505.16
ENSMUSG00000024507.6	45.712629	ENSMUSG00000024507.6
ENSMUSG00000024510.6	0	ENSMUSG00000024510.6
ENSMUSG00000024511.15	1.424077	ENSMUSG00000024511.15
ENSMUSG00000024512.4	0.063093	ENSMUSG00000024512.4
ENSMUSG00000024513.16	82.013205	ENSMUSG00000024513.16
ENSMUSG00000024515.13	34.243519	ENSMUSG00000024515.13
ENSMUSG00000024516.13	153.693146	ENSMUSG00000024516.13
ENSMUSG00000024517.17	0.028509	ENSMUSG00000024517.17
ENSMUSG00000024518.4	0.043274	ENSMUSG00000024518.4
ENSMUSG00000024519.6	0	ENSMUSG00000024519.6
ENSMUSG00000024521.8	8.932696	ENSMUSG00000024521.8
ENSMUSG00000024524.17	0.08995	ENSMUSG00000024524.17
ENSMUSG00000024525.7	11.955323	ENSMUSG00000024525.7
ENSMUSG00000024526.9	0.853285	ENSMUSG00000024526.9
ENSMUSG00000024527.10	11.021018	ENSMUSG00000024527.10
ENSMUSG00000024528.8	7.308654	ENSMUSG00000024528.8
ENSMUSG00000024529.14	21.670513	ENSMUSG00000024529.14
ENSMUSG00000024530.8	0.142173	ENSMUSG00000024530.8
ENSMUSG00000024532.13	0	ENSMUSG00000024532.13
ENSMUSG00000024533.17	5.179346	ENSMUSG00000024533.17
ENSMUSG00000024534.15	0.197704	ENSMUSG00000024534.15
ENSMUSG00000024535.16	11.10192	ENSMUSG00000024535.16
ENSMUSG00000024537.5	16.535886	ENSMUSG00000024537.5
ENSMUSG00000024538.8	41.230358	ENSMUSG00000024538.8
ENSMUSG00000024539.17	21.188499	ENSMUSG00000024539.17
ENSMUSG00000024542.9	2.662768	ENSMUSG00000024542.9
ENSMUSG00000024544.9	0.414123	ENSMUSG00000024544.9
ENSMUSG00000024548.11	0.308824	ENSMUSG00000024548.11
ENSMUSG00000024552.16	0.452368	ENSMUSG00000024552.16
ENSMUSG00000024553.8	0	ENSMUSG00000024553.8
ENSMUSG00000024556.4	8.892701	ENSMUSG00000024556.4
ENSMUSG00000024558.12	0.047241	ENSMUSG00000024558.12
ENSMUSG00000024560.7	18.593089	ENSMUSG00000024560.7
ENSMUSG00000024561.11	11.120219	ENSMUSG00000024561.11
ENSMUSG00000024563.16	21.349486	ENSMUSG00000024563.16
ENSMUSG00000024565.10	0.075133	ENSMUSG00000024565.10
ENSMUSG00000024566.10	15.646989	ENSMUSG00000024566.10
ENSMUSG00000024570.7	18.455062	ENSMUSG00000024570.7
ENSMUSG00000024571.15	46.872482	ENSMUSG00000024571.15
ENSMUSG00000024575.16	0.109787	ENSMUSG00000024575.16
ENSMUSG00000024576.14	84.435817	ENSMUSG00000024576.14
ENSMUSG00000024578.3	0	ENSMUSG00000024578.3
ENSMUSG00000024579.7	1.520892	ENSMUSG00000024579.7
ENSMUSG00000024580.8	7.61889	ENSMUSG00000024580.8
ENSMUSG00000024581.13	16.379858	ENSMUSG00000024581.13
ENSMUSG00000024583.3	118.727751	ENSMUSG00000024583.3
ENSMUSG00000024587.10	98.272288	ENSMUSG00000024587.10
ENSMUSG00000024588.9	60.438231	ENSMUSG00000024588.9
ENSMUSG00000024589.18	81.35266	ENSMUSG00000024589.18
ENSMUSG00000024590.8	16.513514	ENSMUSG00000024590.8
ENSMUSG00000024592.15	4.891937	ENSMUSG00000024592.15
ENSMUSG00000024593.15	0.033904	ENSMUSG00000024593.15
ENSMUSG00000024594.9	36.887523	ENSMUSG00000024594.9
ENSMUSG00000024597.11	3.040804	ENSMUSG00000024597.11
ENSMUSG00000024598.9	0.133139	ENSMUSG00000024598.9
ENSMUSG00000024600.8	10.189683	ENSMUSG00000024600.8
ENSMUSG00000024601.9	14.502232	ENSMUSG00000024601.9
ENSMUSG00000024603.8	13.008683	ENSMUSG00000024603.8
ENSMUSG00000024604.7	16.589419	ENSMUSG00000024604.7
ENSMUSG00000024608.11	1553.993001	ENSMUSG00000024608.11
ENSMUSG00000024610.15	8.071792	ENSMUSG00000024610.15
ENSMUSG00000024613.16	2.930289	ENSMUSG00000024613.16
ENSMUSG00000024614.7	22.297835	ENSMUSG00000024614.7
