abundance	gene
ENSMUSG00000000560.9	0.085443	ENSMUSG00000000560.9
ENSMUSG00000000561.14	15.241467	ENSMUSG00000000561.14
ENSMUSG00000000562.5	0.076532	ENSMUSG00000000562.5
ENSMUSG00000000563.17	227.191688	ENSMUSG00000000563.17
ENSMUSG00000000567.5	0.332772	ENSMUSG00000000567.5
ENSMUSG00000000568.15	101.73612	ENSMUSG00000000568.15
ENSMUSG00000000579.14	0.381023	ENSMUSG00000000579.14
ENSMUSG00000000581.8	17.968357	ENSMUSG00000000581.8
ENSMUSG00000000594.7	88.017253	ENSMUSG00000000594.7
ENSMUSG00000000600.15	7.328824	ENSMUSG00000000600.15
ENSMUSG00000000605.9	8.026339	ENSMUSG00000000605.9
ENSMUSG00000000606.18	0.010168	ENSMUSG00000000606.18
ENSMUSG00000000617.14	0	ENSMUSG00000000617.14
ENSMUSG00000000627.15	0.038251	ENSMUSG00000000627.15
ENSMUSG00000000628.10	28.904204	ENSMUSG00000000628.10
ENSMUSG00000000631.20	65.367409	ENSMUSG00000000631.20
ENSMUSG00000000632.13	0.01293	ENSMUSG00000000632.13
ENSMUSG00000000673.9	9.949778	ENSMUSG00000000673.9
ENSMUSG00000000682.7	4.105249	ENSMUSG00000000682.7
ENSMUSG00000000686.11	0.561431	ENSMUSG00000000686.11
ENSMUSG00000000690.5	0.36875	ENSMUSG00000000690.5
ENSMUSG00000000693.10	0.341304	ENSMUSG00000000693.10
ENSMUSG00000000701.8	0.025467	ENSMUSG00000000701.8
ENSMUSG00000000706.16	0.340354	ENSMUSG00000000706.16
ENSMUSG00000000708.14	11.013051	ENSMUSG00000000708.14
ENSMUSG00000000711.3	28.201943	ENSMUSG00000000711.3
ENSMUSG00000000724.10	0	ENSMUSG00000000724.10
ENSMUSG00000000730.13	0.830963	ENSMUSG00000000730.13
ENSMUSG00000000731.15	0.090343	ENSMUSG00000000731.15
ENSMUSG00000000732.9	0.768767	ENSMUSG00000000732.9
ENSMUSG00000000738.18	39.374044	ENSMUSG00000000738.18
ENSMUSG00000000739.14	0.34325	ENSMUSG00000000739.14
ENSMUSG00000000740.12	154.379057	ENSMUSG00000000740.12
ENSMUSG00000000743.9	31.61169	ENSMUSG00000000743.9
ENSMUSG00000000751.13	9.217157	ENSMUSG00000000751.13
ENSMUSG00000000753.15	31.280822	ENSMUSG00000000753.15
ENSMUSG00000000759.14	8.0564	ENSMUSG00000000759.14
ENSMUSG00000000766.18	0.019364	ENSMUSG00000000766.18
ENSMUSG00000000776.13	16.019323	ENSMUSG00000000776.13
ENSMUSG00000000782.16	0.82126	ENSMUSG00000000782.16
ENSMUSG00000000787.12	61.974487	ENSMUSG00000000787.12
ENSMUSG00000000791.9	0.371237	ENSMUSG00000000791.9
ENSMUSG00000000792.2	1.578352	ENSMUSG00000000792.2
ENSMUSG00000000794.9	0.293246	ENSMUSG00000000794.9
ENSMUSG00000000804.14	12.52003	ENSMUSG00000000804.14
ENSMUSG00000000805.18	282.914932	ENSMUSG00000000805.18
ENSMUSG00000000811.13	0.785504	ENSMUSG00000000811.13
ENSMUSG00000000817.10	0.340772	ENSMUSG00000000817.10
ENSMUSG00000000823.16	8.804672	ENSMUSG00000000823.16
ENSMUSG00000000826.16	18.351297	ENSMUSG00000000826.16
ENSMUSG00000000827.18	44.856728	ENSMUSG00000000827.18
ENSMUSG00000000838.17	14.069085	ENSMUSG00000000838.17
ENSMUSG00000000861.15	0.111951	ENSMUSG00000000861.15
ENSMUSG00000000869.12	0.070295	ENSMUSG00000000869.12
ENSMUSG00000000876.11	16.667351	ENSMUSG00000000876.11
ENSMUSG00000000881.12	28.827422	ENSMUSG00000000881.12
ENSMUSG00000000884.17	3.652493	ENSMUSG00000000884.17
ENSMUSG00000000889.8	0	ENSMUSG00000000889.8
ENSMUSG00000000901.17	33.808375	ENSMUSG00000000901.17
ENSMUSG00000000902.13	35.97987	ENSMUSG00000000902.13
ENSMUSG00000000903.3	0.327546	ENSMUSG00000000903.3
ENSMUSG00000000915.15	23.877469	ENSMUSG00000000915.15
ENSMUSG00000000916.15	5.490788	ENSMUSG00000000916.15
ENSMUSG00000000934.9	7.309527	ENSMUSG00000000934.9
ENSMUSG00000000938.11	27.377709	ENSMUSG00000000938.11
ENSMUSG00000000942.10	0.25944	ENSMUSG00000000942.10
ENSMUSG00000000948.16	3.923059	ENSMUSG00000000948.16
ENSMUSG00000000957.11	36.328877	ENSMUSG00000000957.11
ENSMUSG00000000958.10	30.554607	ENSMUSG00000000958.10
ENSMUSG00000000959.7	21.483119	ENSMUSG00000000959.7
ENSMUSG00000000976.13	2.899939	ENSMUSG00000000976.13
ENSMUSG00000000982.5	0.516134	ENSMUSG00000000982.5
ENSMUSG00000000983.13	0.075464	ENSMUSG00000000983.13
ENSMUSG00000001014.6	1.801488	ENSMUSG00000001014.6
ENSMUSG00000001016.12	25.128741	ENSMUSG00000001016.12
ENSMUSG00000001017.15	35.161728	ENSMUSG00000001017.15
ENSMUSG00000001018.15	26.107279	ENSMUSG00000001018.15
ENSMUSG00000001020.8	8.161037	ENSMUSG00000001020.8
ENSMUSG00000001021.13	0.310332	ENSMUSG00000001021.13
ENSMUSG00000001023.10	3.203518	ENSMUSG00000001023.10
ENSMUSG00000001025.8	1581.759732	ENSMUSG00000001025.8
ENSMUSG00000001027.7	0.012932	ENSMUSG00000001027.7
ENSMUSG00000001029.15	3.993918	ENSMUSG00000001029.15
ENSMUSG00000001034.17	7.18599	ENSMUSG00000001034.17
ENSMUSG00000001036.17	7.401308	ENSMUSG00000001036.17
ENSMUSG00000001039.12	12.490814	ENSMUSG00000001039.12
ENSMUSG00000001052.15	41.447813	ENSMUSG00000001052.15
ENSMUSG00000001053.15	3.09656	ENSMUSG00000001053.15
ENSMUSG00000001054.9	19.311708	ENSMUSG00000001054.9
ENSMUSG00000001056.3	54.022255	ENSMUSG00000001056.3
ENSMUSG00000001062.18	7.054579	ENSMUSG00000001062.18
ENSMUSG00000001065.15	4.40677	ENSMUSG00000001065.15
ENSMUSG00000001076.7	0.150805	ENSMUSG00000001076.7
ENSMUSG00000001082.12	186.698781	ENSMUSG00000001082.12
ENSMUSG00000001089.14	6.491164	ENSMUSG00000001089.14
ENSMUSG00000001095.5	0.351119	ENSMUSG00000001095.5
ENSMUSG00000001098.15	58.703868	ENSMUSG00000001098.15
ENSMUSG00000001100.10	22.780905	ENSMUSG00000001100.10
ENSMUSG00000001103.7	0	ENSMUSG00000001103.7
ENSMUSG00000001105.15	79.080899	ENSMUSG00000001105.15
ENSMUSG00000001119.7	3.384618	ENSMUSG00000001119.7
ENSMUSG00000001120.15	2.918576	ENSMUSG00000001120.15
ENSMUSG00000001123.15	236.149355	ENSMUSG00000001123.15
ENSMUSG00000001127.12	26.70701	ENSMUSG00000001127.12
ENSMUSG00000001128.7	0.737521	ENSMUSG00000001128.7
ENSMUSG00000001131.11	8.47059	ENSMUSG00000001131.11
ENSMUSG00000001134.9	11.671503	ENSMUSG00000001134.9
ENSMUSG00000001138.13	4.785892	ENSMUSG00000001138.13
ENSMUSG00000001143.13	14.1434	ENSMUSG00000001143.13
ENSMUSG00000001150.7	16.992079	ENSMUSG00000001150.7
ENSMUSG00000001151.10	3.605539	ENSMUSG00000001151.10
ENSMUSG00000001155.13	4.759128	ENSMUSG00000001155.13
ENSMUSG00000001156.9	6.393598	ENSMUSG00000001156.9
ENSMUSG00000001157.13	7.610898	ENSMUSG00000001157.13
ENSMUSG00000001158.13	25.69157	ENSMUSG00000001158.13
ENSMUSG00000001166.17	4.447674	ENSMUSG00000001166.17
ENSMUSG00000001168.16	0	ENSMUSG00000001168.16
ENSMUSG00000001173.15	2.898598	ENSMUSG00000001173.15
ENSMUSG00000001175.15	296.909452	ENSMUSG00000001175.15
ENSMUSG00000001211.15	41.550536	ENSMUSG00000001211.15
ENSMUSG00000001225.12	0.238602	ENSMUSG00000001225.12
ENSMUSG00000001227.12	0.897729	ENSMUSG00000001227.12
ENSMUSG00000001228.14	4.89201	ENSMUSG00000001228.14
ENSMUSG00000001229.9	6.205416	ENSMUSG00000001229.9
ENSMUSG00000001240.13	16.077952	ENSMUSG00000001240.13
ENSMUSG00000001247.16	20.860634	ENSMUSG00000001247.16
ENSMUSG00000001248.15	37.398002	ENSMUSG00000001248.15
ENSMUSG00000001249.14	104.019545	ENSMUSG00000001249.14
ENSMUSG00000001260.10	0	ENSMUSG00000001260.10
ENSMUSG00000001270.9	63.001919	ENSMUSG00000001270.9
ENSMUSG00000001280.13	5.959585	ENSMUSG00000001280.13
ENSMUSG00000001281.10	4.609089	ENSMUSG00000001281.10
ENSMUSG00000001285.12	23.361251	ENSMUSG00000001285.12
ENSMUSG00000001288.15	2.844654	ENSMUSG00000001288.15
ENSMUSG00000001289.12	397.060929	ENSMUSG00000001289.12
ENSMUSG00000001300.16	3.356294	ENSMUSG00000001300.16
ENSMUSG00000001305.5	8.411287	ENSMUSG00000001305.5
ENSMUSG00000001313.12	50.900166	ENSMUSG00000001313.12
ENSMUSG00000001323.17	16.831655	ENSMUSG00000001323.17
ENSMUSG00000001333.9	0.947294	ENSMUSG00000001333.9
ENSMUSG00000001334.9	3.494524	ENSMUSG00000001334.9
ENSMUSG00000001348.15	16.539665	ENSMUSG00000001348.15
ENSMUSG00000001349.5	0.048138	ENSMUSG00000001349.5
ENSMUSG00000001366.14	24.059262	ENSMUSG00000001366.14
ENSMUSG00000001376.17	11.877749	ENSMUSG00000001376.17
ENSMUSG00000001380.7	28.381383	ENSMUSG00000001380.7
ENSMUSG00000001383.9	49.627854	ENSMUSG00000001383.9
ENSMUSG00000001403.13	18.643432	ENSMUSG00000001403.13
ENSMUSG00000001415.10	15.374556	ENSMUSG00000001415.10
ENSMUSG00000001416.13	208.315786	ENSMUSG00000001416.13
ENSMUSG00000001418.13	384.276313	ENSMUSG00000001418.13
ENSMUSG00000001419.17	32.702006	ENSMUSG00000001419.17
ENSMUSG00000001420.13	5.517052	ENSMUSG00000001420.13
ENSMUSG00000001424.14	263.853573	ENSMUSG00000001424.14
ENSMUSG00000001435.15	22.900429	ENSMUSG00000001435.15
ENSMUSG00000001436.15	4.962655	ENSMUSG00000001436.15
ENSMUSG00000001440.5	43.576267	ENSMUSG00000001440.5
ENSMUSG00000001441.13	44.442106	ENSMUSG00000001441.13
ENSMUSG00000001444.2	0.027503	ENSMUSG00000001444.2
ENSMUSG00000001445.10	21.887884	ENSMUSG00000001445.10
ENSMUSG00000001467.5	21.96311	ENSMUSG00000001467.5
ENSMUSG00000001472.17	1395.104453	ENSMUSG00000001472.17
ENSMUSG00000001473.7	12.704795	ENSMUSG00000001473.7
ENSMUSG00000001482.15	12.650463	ENSMUSG00000001482.15
ENSMUSG00000001493.9	0.05186	ENSMUSG00000001493.9
ENSMUSG00000001494.6	0	ENSMUSG00000001494.6
ENSMUSG00000001496.15	0	ENSMUSG00000001496.15
ENSMUSG00000001497.18	0.051287	ENSMUSG00000001497.18
ENSMUSG00000001504.10	3.363062	ENSMUSG00000001504.10
ENSMUSG00000001506.10	190.549017	ENSMUSG00000001506.10
ENSMUSG00000001507.16	22.803925	ENSMUSG00000001507.16
ENSMUSG00000001508.15	0.118161	ENSMUSG00000001508.15
ENSMUSG00000001510.8	10.062908	ENSMUSG00000001510.8
ENSMUSG00000001517.14	1.092222	ENSMUSG00000001517.14
ENSMUSG00000001518.12	19.338999	ENSMUSG00000001518.12
ENSMUSG00000001520.12	0.184471	ENSMUSG00000001520.12
ENSMUSG00000001521.12	1.999094	ENSMUSG00000001521.12
ENSMUSG00000001524.14	19.317107	ENSMUSG00000001524.14
ENSMUSG00000001525.10	96.969972	ENSMUSG00000001525.10
ENSMUSG00000001542.7	9.980716	ENSMUSG00000001542.7
ENSMUSG00000001552.14	139.243624	ENSMUSG00000001552.14
ENSMUSG00000001555.10	12.424454	ENSMUSG00000001555.10
ENSMUSG00000001558.5	0.104489	ENSMUSG00000001558.5
ENSMUSG00000001566.9	0.030851	ENSMUSG00000001566.9
ENSMUSG00000001569.10	14.62572	ENSMUSG00000001569.10
ENSMUSG00000001576.15	36.057402	ENSMUSG00000001576.15
ENSMUSG00000001583.13	0.703265	ENSMUSG00000001583.13
ENSMUSG00000001588.12	0.943685	ENSMUSG00000001588.12
ENSMUSG00000001604.14	6.629602	ENSMUSG00000001604.14
ENSMUSG00000001622.15	0.219914	ENSMUSG00000001622.15
ENSMUSG00000001627.12	134.011541	ENSMUSG00000001627.12
ENSMUSG00000001630.13	4.095007	ENSMUSG00000001630.13
ENSMUSG00000001632.16	7.219518	ENSMUSG00000001632.16
ENSMUSG00000001642.18	22.992672	ENSMUSG00000001642.18
ENSMUSG00000001655.6	0.222708	ENSMUSG00000001655.6
ENSMUSG00000001656.3	0.057918	ENSMUSG00000001656.3
ENSMUSG00000001657.7	0.657279	ENSMUSG00000001657.7
ENSMUSG00000001661.5	0.570173	ENSMUSG00000001661.5
ENSMUSG00000001663.10	10.411908	ENSMUSG00000001663.10
ENSMUSG00000001665.11	7.86242	ENSMUSG00000001665.11
ENSMUSG00000001666.8	38.855561	ENSMUSG00000001666.8
ENSMUSG00000001670.13	0	ENSMUSG00000001670.13
ENSMUSG00000001672.14	4.334122	ENSMUSG00000001672.14
ENSMUSG00000001674.11	22.395555	ENSMUSG00000001674.11
ENSMUSG00000001687.15	25.588122	ENSMUSG00000001687.15
ENSMUSG00000001700.10	9.300635	ENSMUSG00000001700.10
ENSMUSG00000001707.8	7.16059	ENSMUSG00000001707.8
ENSMUSG00000001729.14	149.487264	ENSMUSG00000001729.14
ENSMUSG00000001739.14	2.282118	ENSMUSG00000001739.14
ENSMUSG00000001741.12	0.16251	ENSMUSG00000001741.12
ENSMUSG00000001750.16	18.921814	ENSMUSG00000001750.16
ENSMUSG00000001751.9	14.338598	ENSMUSG00000001751.9
ENSMUSG00000001755.12	9.594314	ENSMUSG00000001755.12
ENSMUSG00000001761.7	3.714293	ENSMUSG00000001761.7
ENSMUSG00000001763.14	8.571433	ENSMUSG00000001763.14
ENSMUSG00000001767.5	7.50283	ENSMUSG00000001767.5
ENSMUSG00000001768.16	4.839706	ENSMUSG00000001768.16
ENSMUSG00000001773.14	0	ENSMUSG00000001773.14
ENSMUSG00000001774.8	16.184723	ENSMUSG00000001774.8
ENSMUSG00000001783.3	31.360796	ENSMUSG00000001783.3
ENSMUSG00000001785.13	6.562272	ENSMUSG00000001785.13
ENSMUSG00000001786.14	12.07629	ENSMUSG00000001786.14
ENSMUSG00000001794.13	206.715348	ENSMUSG00000001794.13
ENSMUSG00000001802.16	1.001592	ENSMUSG00000001802.16
ENSMUSG00000001804.9	0.082639	ENSMUSG00000001804.9
ENSMUSG00000001815.15	0	ENSMUSG00000001815.15
ENSMUSG00000001819.4	0.119445	ENSMUSG00000001819.4
ENSMUSG00000001823.5	0	ENSMUSG00000001823.5
ENSMUSG00000001827.12	456.703593	ENSMUSG00000001827.12
ENSMUSG00000001829.17	10.091353	ENSMUSG00000001829.17
ENSMUSG00000001833.17	46.467761	ENSMUSG00000001833.17
ENSMUSG00000001844.10	9.496827	ENSMUSG00000001844.10
ENSMUSG00000001847.14	193.793735	ENSMUSG00000001847.14
ENSMUSG00000001855.15	23.200945	ENSMUSG00000001855.15
ENSMUSG00000001864.13	437.750342	ENSMUSG00000001864.13
ENSMUSG00000001865.2	0.525924	ENSMUSG00000001865.2
ENSMUSG00000001870.16	17.343185	ENSMUSG00000001870.16
ENSMUSG00000001891.16	135.188822	ENSMUSG00000001891.16
ENSMUSG00000001901.15	0.671265	ENSMUSG00000001901.15
ENSMUSG00000001909.16	31.316142	ENSMUSG00000001909.16
ENSMUSG00000001910.5	9.06426	ENSMUSG00000001910.5
ENSMUSG00000001911.16	5.159058	ENSMUSG00000001911.16
ENSMUSG00000001918.17	14.512511	ENSMUSG00000001918.17
ENSMUSG00000001924.15	49.219254	ENSMUSG00000001924.15
ENSMUSG00000001930.17	4.933668	ENSMUSG00000001930.17
ENSMUSG00000001942.8	9.587087	ENSMUSG00000001942.8
ENSMUSG00000001943.8	2.676162	ENSMUSG00000001943.8
ENSMUSG00000001946.14	514.091773	ENSMUSG00000001946.14
ENSMUSG00000001948.10	4.729761	ENSMUSG00000001948.10
ENSMUSG00000001962.8	23.759999	ENSMUSG00000001962.8
ENSMUSG00000001964.14	22.644203	ENSMUSG00000001964.14
ENSMUSG00000001983.7	4.181272	ENSMUSG00000001983.7
ENSMUSG00000001985.9	0.231297	ENSMUSG00000001985.9
ENSMUSG00000001986.16	0.167726	ENSMUSG00000001986.16
ENSMUSG00000001988.9	0	ENSMUSG00000001988.9
ENSMUSG00000001995.9	6.803419	ENSMUSG00000001995.9
ENSMUSG00000001998.15	1.25295	ENSMUSG00000001998.15
ENSMUSG00000001999.15	17.754863	ENSMUSG00000001999.15
ENSMUSG00000002006.12	0.267957	ENSMUSG00000002006.12
ENSMUSG00000002007.5	0.272221	ENSMUSG00000002007.5
ENSMUSG00000002010.17	55.573579	ENSMUSG00000002010.17
ENSMUSG00000002012.13	2.591557	ENSMUSG00000002012.13
ENSMUSG00000002014.12	192.156164	ENSMUSG00000002014.12
ENSMUSG00000002015.5	183.699301	ENSMUSG00000002015.5
ENSMUSG00000002017.10	12.060955	ENSMUSG00000002017.10
ENSMUSG00000002020.15	1.561108	ENSMUSG00000002020.15
ENSMUSG00000002028.13	1.068828	ENSMUSG00000002028.13
ENSMUSG00000002031.13	96.419268	ENSMUSG00000002031.13
ENSMUSG00000002032.17	0.730027	ENSMUSG00000002032.17
ENSMUSG00000002033.14	0.02652	ENSMUSG00000002033.14
ENSMUSG00000002043.17	36.032951	ENSMUSG00000002043.17
ENSMUSG00000002052.6	10.916289	ENSMUSG00000002052.6
ENSMUSG00000002055.9	12.659431	ENSMUSG00000002055.9
ENSMUSG00000002057.4	0.055383	ENSMUSG00000002057.4
ENSMUSG00000002058.13	27.154725	ENSMUSG00000002058.13
ENSMUSG00000002059.18	16.416405	ENSMUSG00000002059.18
ENSMUSG00000002064.10	119.052874	ENSMUSG00000002064.10
ENSMUSG00000002068.16	3.106485	ENSMUSG00000002068.16
ENSMUSG00000002076.12	2.810655	ENSMUSG00000002076.12
ENSMUSG00000002083.13	3.741461	ENSMUSG00000002083.13
ENSMUSG00000002100.15	0.195488	ENSMUSG00000002100.15
ENSMUSG00000002102.15	109.138067	ENSMUSG00000002102.15
ENSMUSG00000002103.16	8.151266	ENSMUSG00000002103.16
ENSMUSG00000002104.11	0.169779	ENSMUSG00000002104.11
ENSMUSG00000002105.15	32.225181	ENSMUSG00000002105.15
ENSMUSG00000002107.18	1.451393	ENSMUSG00000002107.18
ENSMUSG00000002108.10	11.107927	ENSMUSG00000002108.10
ENSMUSG00000002109.14	2.288384	ENSMUSG00000002109.14
ENSMUSG00000002111.8	1.184905	ENSMUSG00000002111.8
ENSMUSG00000002129.11	7.632814	ENSMUSG00000002129.11
ENSMUSG00000002147.18	21.093851	ENSMUSG00000002147.18
ENSMUSG00000002190.13	0.020084	ENSMUSG00000002190.13
ENSMUSG00000002204.9	11.963358	ENSMUSG00000002204.9
ENSMUSG00000002205.16	20.013053	ENSMUSG00000002205.16
ENSMUSG00000002210.11	7.833735	ENSMUSG00000002210.11
ENSMUSG00000002221.11	7.160369	ENSMUSG00000002221.11
ENSMUSG00000002222.14	8.507016	ENSMUSG00000002222.14
ENSMUSG00000002227.15	19.030404	ENSMUSG00000002227.15
ENSMUSG00000002228.7	1.381321	ENSMUSG00000002228.7
ENSMUSG00000002233.13	165.110841	ENSMUSG00000002233.13
ENSMUSG00000002240.12	0	ENSMUSG00000002240.12
ENSMUSG00000002249.21	25.207773	ENSMUSG00000002249.21
ENSMUSG00000002250.16	7.91922	ENSMUSG00000002250.16
ENSMUSG00000002257.8	1.849625	ENSMUSG00000002257.8
ENSMUSG00000002265.17	57.686475	ENSMUSG00000002265.17
ENSMUSG00000002266.17	6.436398	ENSMUSG00000002266.17
ENSMUSG00000002274.13	2.301333	ENSMUSG00000002274.13
ENSMUSG00000002279.19	14.776204	ENSMUSG00000002279.19
ENSMUSG00000002280.11	7.006699	ENSMUSG00000002280.11
ENSMUSG00000002289.16	5.63741	ENSMUSG00000002289.16
ENSMUSG00000002297.16	7.345309	ENSMUSG00000002297.16
ENSMUSG00000002307.16	36.784315	ENSMUSG00000002307.16
ENSMUSG00000002308.16	76.745519	ENSMUSG00000002308.16
ENSMUSG00000002319.16	119.074201	ENSMUSG00000002319.16
ENSMUSG00000002320.15	39.871962	ENSMUSG00000002320.15
ENSMUSG00000002324.8	23.34724	ENSMUSG00000002324.8
ENSMUSG00000002325.15	16.895301	ENSMUSG00000002325.15
ENSMUSG00000002326.6	12.673591	ENSMUSG00000002326.6
ENSMUSG00000002329.7	14.50344	ENSMUSG00000002329.7
ENSMUSG00000002332.16	34.157461	ENSMUSG00000002332.16
ENSMUSG00000002341.8	0.006139	ENSMUSG00000002341.8
ENSMUSG00000002342.17	72.892121	ENSMUSG00000002342.17
ENSMUSG00000002343.11	7.132667	ENSMUSG00000002343.11
ENSMUSG00000002345.18	19.808985	ENSMUSG00000002345.18
ENSMUSG00000002346.16	1.439804	ENSMUSG00000002346.16
ENSMUSG00000002365.10	43.643769	ENSMUSG00000002365.10
ENSMUSG00000002372.9	16.969541	ENSMUSG00000002372.9
ENSMUSG00000002379.7	167.995494	ENSMUSG00000002379.7
ENSMUSG00000002384.2	1.047317	ENSMUSG00000002384.2
ENSMUSG00000002393.14	136.844349	ENSMUSG00000002393.14
ENSMUSG00000002395.14	46.468413	ENSMUSG00000002395.14
ENSMUSG00000002396.8	5.483377	ENSMUSG00000002396.8
